Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

39.659636|	28.401940|	0.000000|	9.079522|	0.000000|	16.831247|	7.100506|	0.000000|	1.709042|	0.000000|	
39.718332|	28.455041|	0.000000|	9.105809|	0.000000|	16.816779|	7.092619|	0.000000|	1.677339|	0.000000|	
10.006029|	5.485818|	0.000000|	1.760375|	0.000000|	6.375252|	2.205087|	0.000000|	0.846897|	0.000000|	
3.320110|	0.912452|	0.000000|	0.738505|	0.000000|	3.201579|	0.850640|	0.000000|	0.559150|	0.000000|	
3.140371|	0.881881|	0.000000|	0.794447|	0.000000|	2.916206|	0.793843|	0.000000|	0.577748|	0.000000|	
2.942783|	0.805511|	0.000000|	0.643512|	0.000000|	2.846763|	0.759854|	0.000000|	0.574416|	0.000000|	
3.261293|	0.928927|	0.000000|	0.769314|	0.000000|	3.132564|	0.853307|	0.000000|	0.573487|	0.000000|	
3.067152|	0.902091|	0.000000|	0.762089|	0.000000|	2.933773|	0.817711|	0.000000|	0.578718|	0.000000|	
3.056364|	0.825035|	0.000000|	0.735102|	0.000000|	2.978823|	0.796580|	0.000000|	0.564357|	0.000000|	
2.984962|	0.845579|	0.000000|	0.610685|	0.000000|	2.882169|	0.792310|	0.000000|	0.577588|	0.000000|	
