Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
53.465713|	41.651156|	0.000000|	10.368635|	0.000000|	31.468450|	21.708618|	0.000000|	1.688316|	0.000000|	
53.525556|	41.271048|	0.000000|	10.331941|	0.000000|	27.982981|	18.195950|	0.000000|	1.702876|	0.000000|	
43.199407|	32.261161|	0.000000|	9.029284|	0.000000|	31.384278|	22.483610|	0.000000|	1.580063|	0.000000|	
2.830421|	0.739000|	0.000000|	0.770114|	0.000000|	2.559087|	0.678452|	0.000000|	0.527153|	0.000000|	
2.977312|	0.795514|	0.000000|	0.817424|	0.000000|	2.933183|	0.789426|	0.000000|	0.568101|	0.000000|	
3.085076|	0.797154|	0.000000|	0.766803|	0.000000|	3.032203|	0.783840|	0.000000|	0.572801|	0.000000|	
3.115145|	0.851139|	0.000000|	0.786700|	0.000000|	3.121533|	0.809981|	0.000000|	0.593221|	0.000000|	
3.577299|	1.041770|	0.000000|	0.801960|	0.000000|	3.618156|	1.038878|	0.000000|	0.639683|	0.000000|	
3.044585|	0.828046|	0.000000|	0.786273|	0.000000|	2.975196|	0.793194|	0.000000|	0.594611|	0.000000|	
3.097419|	0.812935|	0.000000|	0.781813|	0.000000|	2.946613|	0.785009|	0.000000|	0.573708|	0.000000|	
