Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

39.522251|	28.328313|	0.000000|	8.884840|	0.000000|	16.848787|	7.118063|	0.000000|	1.696634|	0.000000|	
39.832579|	28.528169|	0.000000|	9.042023|	0.000000|	16.819983|	7.097189|	0.000000|	1.677275|	0.000000|	
6.296491|	3.446275|	0.000000|	1.523803|	0.000000|	4.039356|	1.351599|	0.000000|	0.675570|	0.000000|	
2.699622|	0.742633|	0.000000|	0.734109|	0.000000|	2.628169|	0.715467|	0.000000|	0.527887|	0.000000|	
2.745946|	0.738072|	0.000000|	0.677661|	0.000000|	2.751043|	0.704825|	0.000000|	0.556145|	0.000000|	
2.818729|	0.782635|	0.000000|	0.685090|	0.000000|	2.736783|	0.749762|	0.000000|	0.563808|	0.000000|	
2.934760|	0.813373|	0.000000|	0.756230|	0.000000|	2.840641|	0.764528|	0.000000|	0.561673|	0.000000|	
3.570969|	1.103002|	0.000000|	0.795695|	0.000000|	3.434472|	1.017786|	0.000000|	0.660724|	0.000000|	
2.769747|	0.739331|	0.000000|	0.623135|	0.000000|	2.920948|	0.763225|	0.000000|	0.535850|	0.000000|	
2.532665|	0.695623|	0.000000|	0.675086|	0.000000|	2.445941|	0.648606|	0.000000|	0.543554|	0.000000|	
