Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

48.530050|	37.029317|	0.000000|	10.112385|	0.000000|	16.808271|	7.084269|	0.000000|	1.699575|	0.000000|	
37.153613|	27.916403|	0.000000|	7.537102|	0.000000|	13.506217|	5.582902|	0.000000|	1.430299|	0.000000|	
3.272566|	0.926236|	0.000000|	0.781754|	0.000000|	3.106552|	0.812944|	0.000000|	0.588729|	0.000000|	
2.912064|	0.791947|	0.000000|	0.800538|	0.000000|	2.809653|	0.739525|	0.000000|	0.568720|	0.000000|	
3.358286|	0.984870|	0.000000|	0.802548|	0.000000|	3.197265|	0.873442|	0.000000|	0.581505|	0.000000|	
3.204331|	0.855312|	0.000000|	0.807837|	0.000000|	3.144375|	0.848082|	0.000000|	0.580729|	0.000000|	
3.609356|	0.986960|	0.000000|	0.814327|	0.000000|	3.487546|	0.922898|	0.000000|	0.593913|	0.000000|	
3.347096|	0.900305|	0.000000|	0.802459|	0.000000|	3.246054|	0.852294|	0.000000|	0.595514|	0.000000|	
3.683868|	1.074101|	0.000000|	0.823338|	0.000000|	3.574774|	1.019626|	0.000000|	0.617994|	0.000000|	
3.313717|	0.896464|	0.000000|	0.745443|	0.000000|	3.206362|	0.841534|	0.000000|	0.589556|	0.000000|	
