Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

48.484427|	37.027776|	0.000000|	9.974844|	0.000000|	16.911875|	7.140227|	0.000000|	1.673886|	0.000000|	
37.113081|	27.820340|	0.000000|	7.712655|	0.000000|	13.498991|	5.539431|	0.000000|	1.385201|	0.000000|	
3.213502|	0.897853|	0.000000|	0.792934|	0.000000|	3.075264|	0.809215|	0.000000|	0.574120|	0.000000|	
2.730286|	0.690258|	0.000000|	0.783080|	0.000000|	2.677711|	0.679911|	0.000000|	0.544778|	0.000000|	
3.158722|	0.855507|	0.000000|	0.790233|	0.000000|	2.955590|	0.780570|	0.000000|	0.580938|	0.000000|	
3.072722|	0.799528|	0.000000|	0.781801|	0.000000|	3.016567|	0.789181|	0.000000|	0.564798|	0.000000|	
3.134855|	0.828015|	0.000000|	0.789062|	0.000000|	3.075052|	0.808312|	0.000000|	0.560411|	0.000000|	
3.067884|	0.808213|	0.000000|	0.780132|	0.000000|	2.980531|	0.761337|	0.000000|	0.559781|	0.000000|	
2.918235|	0.752422|	0.000000|	0.779434|	0.000000|	2.874337|	0.747784|	0.000000|	0.551628|	0.000000|	
2.824466|	0.759588|	0.000000|	0.775870|	0.000000|	2.842114|	0.730750|	0.000000|	0.535129|	0.000000|	
