Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

32.608576|	22.272930|	0.000000|	5.155442|	0.000000|	16.829292|	7.094809|	0.000000|	1.707097|	0.000000|	
32.709516|	22.326182|	0.000000|	5.249507|	0.000000|	16.674798|	6.995360|	0.000000|	1.617151|	0.000000|	
32.955609|	22.575877|	0.000000|	5.124405|	0.000000|	16.778703|	7.048980|	0.000000|	1.692674|	0.000000|	
32.721759|	22.341316|	0.000000|	5.170766|	0.000000|	16.753967|	7.030751|	0.000000|	1.600977|	0.000000|	
32.549152|	22.220425|	0.000000|	5.253091|	0.000000|	16.752499|	7.027469|	0.000000|	1.618720|	0.000000|	
30.406417|	20.612565|	0.000000|	4.905108|	0.000000|	15.702048|	6.540403|	0.000000|	1.538285|	0.000000|	
2.580533|	0.731662|	0.000000|	0.715761|	0.000000|	2.469649|	0.660660|	0.000000|	0.536075|	0.000000|	
2.714396|	0.768338|	0.000000|	0.742694|	0.000000|	2.635958|	0.728393|	0.000000|	0.563074|	0.000000|	
2.835001|	0.792962|	0.000000|	0.690827|	0.000000|	2.745117|	0.743336|	0.000000|	0.555352|	0.000000|	
2.538371|	0.708000|	0.000000|	0.675586|	0.000000|	2.520264|	0.683196|	0.000000|	0.564955|	0.000000|	
