Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

48.322571|	36.827212|	0.000000|	9.760619|	0.000000|	16.906517|	7.136311|	0.000000|	1.690379|	0.000000|	
37.352754|	27.876073|	0.000000|	7.458712|	0.000000|	13.784505|	5.696238|	0.000000|	1.448958|	0.000000|	
3.183638|	0.898850|	0.000000|	0.778487|	0.000000|	3.078792|	0.794917|	0.000000|	0.574047|	0.000000|	
2.775037|	0.743938|	0.000000|	0.799252|	0.000000|	2.709002|	0.724840|	0.000000|	0.560577|	0.000000|	
2.992966|	0.841201|	0.000000|	0.809323|	0.000000|	2.894678|	0.791145|	0.000000|	0.578296|	0.000000|	
2.778906|	0.751479|	0.000000|	0.790367|	0.000000|	2.681959|	0.701485|	0.000000|	0.538937|	0.000000|	
2.864250|	0.748376|	0.000000|	0.796920|	0.000000|	2.814334|	0.744496|	0.000000|	0.559912|	0.000000|	
3.121829|	0.829462|	0.000000|	0.812796|	0.000000|	3.034175|	0.790196|	0.000000|	0.553936|	0.000000|	
2.757410|	0.743087|	0.000000|	0.819790|	0.000000|	2.708938|	0.736854|	0.000000|	0.550664|	0.000000|	
2.962468|	0.808259|	0.000000|	0.824844|	0.000000|	2.877636|	0.768920|	0.000000|	0.566683|	0.000000|	
