Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

39.514434|	28.308636|	0.000000|	8.708040|	0.000000|	16.824161|	7.096031|	0.000000|	1.689543|	0.000000|	
39.446705|	28.244463|	0.000000|	8.993633|	0.000000|	16.822349|	7.097989|	0.000000|	1.667696|	0.000000|	
7.895620|	4.508142|	0.000000|	1.567542|	0.000000|	4.791120|	1.629251|	0.000000|	0.731538|	0.000000|	
2.988460|	0.855597|	0.000000|	0.604632|	0.000000|	2.883858|	0.791619|	0.000000|	0.576103|	0.000000|	
2.781649|	0.813493|	0.000000|	0.542710|	0.000000|	2.656721|	0.725466|	0.000000|	0.569108|	0.000000|	
2.653437|	0.720137|	0.000000|	0.546970|	0.000000|	2.602385|	0.705073|	0.000000|	0.562493|	0.000000|	
3.028442|	0.874541|	0.000000|	0.593422|	0.000000|	2.920180|	0.805307|	0.000000|	0.602248|	0.000000|	
2.852666|	0.799136|	0.000000|	0.679846|	0.000000|	2.788529|	0.772051|	0.000000|	0.590758|	0.000000|	
2.538510|	0.698992|	0.000000|	0.724862|	0.000000|	2.464768|	0.657669|	0.000000|	0.551886|	0.000000|	
2.629669|	0.731072|	0.000000|	0.696832|	0.000000|	2.622134|	0.720724|	0.000000|	0.563294|	0.000000|	
