Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

32.745675|	22.366231|	0.000000|	5.138366|	0.000000|	16.768193|	7.034021|	0.000000|	1.694274|	0.000000|	
32.728972|	22.351435|	0.000000|	5.062543|	0.000000|	16.757182|	7.030459|	0.000000|	1.691248|	0.000000|	
32.829287|	22.503770|	0.000000|	5.015580|	0.000000|	16.775714|	7.046073|	0.000000|	1.690140|	0.000000|	
32.722218|	22.340195|	0.000000|	5.068811|	0.000000|	16.758672|	7.028429|	0.000000|	1.713086|	0.000000|	
32.751147|	22.372576|	0.000000|	5.017735|	0.000000|	16.683336|	7.002546|	0.000000|	1.685421|	0.000000|	
31.125501|	21.187792|	0.000000|	4.882094|	0.000000|	16.078417|	6.726762|	0.000000|	1.615566|	0.000000|	
2.773839|	0.788357|	0.000000|	0.639977|	0.000000|	2.621951|	0.677056|	0.000000|	0.550212|	0.000000|	
2.557025|	0.745883|	0.000000|	0.573940|	0.000000|	2.450361|	0.672237|	0.000000|	0.558802|	0.000000|	
2.657862|	0.698829|	0.000000|	0.545227|	0.000000|	2.577025|	0.655292|	0.000000|	0.545382|	0.000000|	
4.411801|	1.720647|	0.000000|	0.740082|	0.000000|	3.910303|	1.265543|	0.000000|	0.642245|	0.000000|	
3.267657|	0.882820|	0.000000|	0.692760|	0.000000|	3.184336|	0.842957|	0.000000|	0.559912|	0.000000|	
2.635451|	0.716346|	0.000000|	0.591112|	0.000000|	2.558912|	0.673965|	0.000000|	0.546677|	0.000000|	
2.647911|	0.730113|	0.000000|	0.675405|	0.000000|	2.710836|	0.740689|	0.000000|	0.544922|	0.000000|	
2.934216|	0.771879|	0.000000|	0.590952|	0.000000|	2.850975|	0.726382|	0.000000|	0.562344|	0.000000|	
3.359306|	0.933911|	0.000000|	0.613270|	0.000000|	3.316923|	0.932465|	0.000000|	0.611824|	0.000000|	
2.708178|	0.702570|	0.000000|	0.554812|	0.000000|	2.639857|	0.668257|	0.000000|	0.557630|	0.000000|	
2.601589|	0.692203|	0.000000|	0.588591|	0.000000|	2.568269|	0.690981|	0.000000|	0.567591|	0.000000|	
4.798956|	1.741604|	0.000000|	0.644445|	0.000000|	4.374246|	1.362392|	0.000000|	0.684014|	0.000000|	
2.758241|	0.737240|	0.000000|	0.529776|	0.000000|	2.692485|	0.706494|	0.000000|	0.574144|	0.000000|	
2.817385|	0.734779|	0.000000|	0.518917|	0.000000|	2.777895|	0.730750|	0.000000|	0.551561|	0.000000|	
2.694178|	0.704438|	0.000000|	0.507821|	0.000000|	2.622043|	0.667989|	0.000000|	0.559106|	0.000000|	
2.568121|	0.673932|	0.000000|	0.514674|	0.000000|	2.531143|	0.670201|	0.000000|	0.562534|	0.000000|	
2.732402|	0.724608|	0.000000|	0.516958|	0.000000|	2.673965|	0.704675|	0.000000|	0.562688|	0.000000|	
2.629918|	0.668074|	0.000000|	0.513006|	0.000000|	2.588986|	0.664419|	0.000000|	0.540319|	0.000000|	
4.043172|	1.324490|	0.000000|	0.615030|	0.000000|	3.834073|	1.159989|	0.000000|	0.637326|	0.000000|	
