Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

34.376454|	23.736661|	0.000000|	6.502019|	0.000000|	16.747436|	7.064250|	0.000000|	1.680154|	0.000000|	
34.155256|	23.505457|	0.000000|	6.433727|	0.000000|	16.833525|	7.105629|	0.000000|	1.681796|	0.000000|	
34.110467|	23.468537|	0.000000|	6.463052|	0.000000|	16.818063|	7.092160|	0.000000|	1.678208|	0.000000|	
31.506688|	21.517164|	0.000000|	5.890929|	0.000000|	15.749915|	6.579458|	0.000000|	1.602433|	0.000000|	
3.048877|	0.900122|	0.000000|	0.704330|	0.000000|	2.905745|	0.805610|	0.000000|	0.564086|	0.000000|	
2.748217|	0.745375|	0.000000|	0.573567|	0.000000|	2.541326|	0.666776|	0.000000|	0.556142|	0.000000|	
2.922137|	0.805786|	0.000000|	0.651632|	0.000000|	2.814476|	0.745525|	0.000000|	0.551950|	0.000000|	
3.054402|	0.837323|	0.000000|	0.759564|	0.000000|	2.984561|	0.817463|	0.000000|	0.573940|	0.000000|	
19.799609|	9.904826|	0.000000|	1.871992|	0.000000|	16.754663|	7.032092|	0.000000|	1.481286|	0.000000|	
3.133551|	0.886155|	0.000000|	0.612900|	0.000000|	3.027191|	0.824713|	0.000000|	0.577801|	0.000000|	
