Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

39.799308|	28.530824|	0.000000|	8.880271|	0.000000|	16.824143|	7.091774|	0.000000|	1.695816|	0.000000|	
39.863762|	28.639941|	0.000000|	8.841451|	0.000000|	16.817810|	7.092852|	0.000000|	1.705909|	0.000000|	
6.522157|	3.344475|	0.000000|	1.371775|	0.000000|	4.382573|	1.405180|	0.000000|	0.676337|	0.000000|	
2.906396|	0.790963|	0.000000|	0.753987|	0.000000|	2.797836|	0.730787|	0.000000|	0.567981|	0.000000|	
2.829421|	0.766229|	0.000000|	0.613894|	0.000000|	2.762536|	0.746292|	0.000000|	0.568015|	0.000000|	
3.137288|	0.883028|	0.000000|	0.639426|	0.000000|	3.015637|	0.813918|	0.000000|	0.577611|	0.000000|	
3.111047|	0.860238|	0.000000|	0.703011|	0.000000|	3.016303|	0.817086|	0.000000|	0.585743|	0.000000|	
3.213184|	0.881802|	0.000000|	0.706264|	0.000000|	3.099204|	0.823136|	0.000000|	0.580944|	0.000000|	
2.922422|	0.789986|	0.000000|	0.740000|	0.000000|	2.832106|	0.750123|	0.000000|	0.574442|	0.000000|	
18.795116|	9.415135|	0.000000|	1.772131|	0.000000|	15.723240|	6.511883|	0.000000|	1.356587|	0.000000|	
