Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
39.803516|	28.545674|	0.000000|	9.053596|	0.000000|	17.436888|	7.749836|	0.000000|	1.707428|	0.000000|	
39.735258|	28.484942|	0.000000|	9.072087|	0.000000|	17.480218|	7.754609|	0.000000|	1.708279|	0.000000|	
10.009460|	5.371679|	0.000000|	1.911303|	0.000000|	7.378254|	2.949219|	0.000000|	0.894470|	0.000000|	
4.893606|	1.944671|	0.000000|	0.872677|	0.000000|	4.296045|	1.409666|	0.000000|	0.675495|	0.000000|	
3.187775|	0.947602|	0.000000|	0.766669|	0.000000|	3.003110|	0.812341|	0.000000|	0.583906|	0.000000|	
3.015358|	0.844948|	0.000000|	0.763991|	0.000000|	2.930682|	0.808499|	0.000000|	0.578743|	0.000000|	
2.947290|	0.842865|	0.000000|	0.773253|	0.000000|	2.909701|	0.789230|	0.000000|	0.558687|	0.000000|	
3.404861|	0.908068|	0.000000|	0.720365|	0.000000|	3.252617|	0.873830|	0.000000|	0.576723|	0.000000|	
3.066136|	0.824639|	0.000000|	0.787960|	0.000000|	2.994369|	0.804090|	0.000000|	0.580349|	0.000000|	
2.797082|	0.769176|	0.000000|	0.782641|	0.000000|	2.700149|	0.717359|	0.000000|	0.559477|	0.000000|	
