Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

44.575881|	34.648902|	0.000000|	2.951546|	0.000000|	16.850729|	7.166931|	0.000000|	1.679337|	0.000000|	
48.422250|	38.474143|	0.000000|	2.939833|	0.000000|	16.859293|	7.159339|	0.000000|	1.687419|	0.000000|	
44.805066|	34.853935|	0.000000|	2.952652|	0.000000|	16.852934|	7.155303|	0.000000|	1.633531|	0.000000|	
44.266131|	34.535373|	0.000000|	2.938945|	0.000000|	16.832723|	7.138807|	0.000000|	1.641256|	0.000000|	
44.590317|	34.460873|	0.000000|	2.954864|	0.000000|	16.823404|	7.135976|	0.000000|	1.643969|	0.000000|	
44.626772|	34.666273|	0.000000|	2.983920|	0.000000|	16.802583|	7.111607|	0.000000|	1.679542|	0.000000|	
44.726267|	34.758489|	0.000000|	3.013612|	0.000000|	16.742889|	7.096144|	0.000000|	1.659065|	0.000000|	
44.766984|	34.800334|	0.000000|	3.078369|	0.000000|	16.836279|	7.139083|	0.000000|	1.679391|	0.000000|	
45.971037|	35.991921|	0.000000|	3.037228|	0.000000|	16.850273|	7.153071|	0.000000|	1.700757|	0.000000|	
45.845381|	35.866326|	0.000000|	2.940515|	0.000000|	16.864445|	7.169565|	0.000000|	1.679761|	0.000000|	
44.653573|	34.671935|	0.000000|	2.933568|	0.000000|	16.859547|	7.163098|	0.000000|	1.685276|	0.000000|	
42.176791|	32.535596|	0.000000|	2.835801|	0.000000|	16.333484|	6.855707|	0.000000|	1.622230|	0.000000|	
2.924121|	0.839480|	0.000000|	0.546780|	0.000000|	2.782574|	0.747113|	0.000000|	0.570923|	0.000000|	
2.784529|	0.754905|	0.000000|	0.539448|	0.000000|	2.701569|	0.714497|	0.000000|	0.566308|	0.000000|	
2.931358|	0.808369|	0.000000|	0.555476|	0.000000|	2.860223|	0.778242|	0.000000|	0.587428|	0.000000|	
2.734860|	0.734487|	0.000000|	0.551795|	0.000000|	2.670789|	0.709603|	0.000000|	0.567090|	0.000000|	
4.754052|	1.922919|	0.000000|	0.727236|	0.000000|	4.127915|	1.348966|	0.000000|	0.704267|	0.000000|	
3.046881|	0.841551|	0.000000|	0.583021|	0.000000|	2.957639|	0.797043|	0.000000|	0.572066|	0.000000|	
2.945142|	0.815036|	0.000000|	0.570341|	0.000000|	2.861371|	0.774021|	0.000000|	0.587156|	0.000000|	
3.154293|	0.854884|	0.000000|	0.561859|	0.000000|	3.079419|	0.826962|	0.000000|	0.587422|	0.000000|	
3.145734|	0.876903|	0.000000|	0.573848|	0.000000|	3.120621|	0.842360|	0.000000|	0.595914|	0.000000|	
4.109241|	1.123717|	0.000000|	0.610178|	0.000000|	3.960484|	1.091377|	0.000000|	0.626460|	0.000000|	
3.193515|	0.882208|	0.000000|	0.587303|	0.000000|	3.093310|	0.829630|	0.000000|	0.572847|	0.000000|	
9.802779|	4.365834|	0.000000|	1.152590|	0.000000|	8.816358|	3.474441|	0.000000|	0.974708|	0.000000|	
3.037263|	0.834255|	0.000000|	0.565632|	0.000000|	2.949801|	0.788429|	0.000000|	0.587248|	0.000000|	
