Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

27.616349|	17.712329|	0.000000|	2.876647|	0.000000|	16.901837|	7.198922|	0.000000|	1.653741|	0.000000|	
20.423022|	10.563812|	0.000000|	2.616263|	0.000000|	16.923211|	7.190038|	0.000000|	1.636411|	0.000000|	
21.086741|	11.225858|	0.000000|	2.550618|	0.000000|	16.783180|	7.144070|	0.000000|	1.626515|	0.000000|	
36.094637|	26.161528|	0.000000|	2.945895|	0.000000|	17.262099|	7.555563|	0.000000|	1.654413|	0.000000|	
35.810202|	25.867250|	0.000000|	2.934069|	0.000000|	16.904250|	7.197608|	0.000000|	1.674338|	0.000000|	
35.916724|	25.966332|	0.000000|	2.955465|	0.000000|	16.902386|	7.201390|	0.000000|	1.670718|	0.000000|	
35.880890|	25.923854|	0.000000|	2.983991|	0.000000|	16.876330|	7.172217|	0.000000|	1.686334|	0.000000|	
35.993426|	26.068205|	0.000000|	3.016507|	0.000000|	16.910462|	7.200375|	0.000000|	1.697230|	0.000000|	
35.850984|	25.889014|	0.000000|	2.976822|	0.000000|	16.877388|	7.174723|	0.000000|	1.676268|	0.000000|	
35.882316|	25.914886|	0.000000|	2.941710|	0.000000|	16.800608|	7.146312|	0.000000|	1.641049|	0.000000|	
35.937288|	25.966862|	0.000000|	3.006229|	0.000000|	16.881567|	7.181183|	0.000000|	1.646471|	0.000000|	
35.895164|	25.923973|	0.000000|	2.944360|	0.000000|	16.871556|	7.168283|	0.000000|	1.643631|	0.000000|	
35.924531|	25.955781|	0.000000|	2.933732|	0.000000|	16.878685|	7.174264|	0.000000|	1.684565|	0.000000|	
35.660411|	25.740735|	0.000000|	2.932191|	0.000000|	16.868705|	7.158014|	0.000000|	1.682502|	0.000000|	
36.427266|	26.452316|	0.000000|	3.005835|	0.000000|	16.858724|	7.153360|	0.000000|	1.714758|	0.000000|	
36.087758|	26.120609|	0.000000|	2.917288|	0.000000|	16.852994|	7.154057|	0.000000|	1.665173|	0.000000|	
35.920141|	25.949371|	0.000000|	2.932889|	0.000000|	16.858610|	7.154739|	0.000000|	1.681308|	0.000000|	
35.970159|	25.999118|	0.000000|	3.055211|	0.000000|	16.866462|	7.164171|	0.000000|	1.671573|	0.000000|	
35.921200|	25.950623|	0.000000|	3.126469|	0.000000|	16.747767|	7.093517|	0.000000|	1.639065|	0.000000|	
35.944444|	25.969792|	0.000000|	3.170049|	0.000000|	16.823791|	7.120872|	0.000000|	1.677414|	0.000000|	
35.816691|	26.020991|	0.000000|	3.176161|	0.000000|	16.874487|	7.166034|	0.000000|	1.666420|	0.000000|	
35.954450|	25.848364|	0.000000|	3.173108|	0.000000|	16.843784|	7.137015|	0.000000|	1.635965|	0.000000|	
36.261100|	26.282833|	0.000000|	3.099425|	0.000000|	16.869654|	7.167389|	0.000000|	1.687637|	0.000000|	
36.001242|	26.026096|	0.000000|	3.098654|	0.000000|	16.885374|	7.181796|	0.000000|	1.623862|	0.000000|	
21.787855|	15.081851|	0.000000|	2.115521|	0.000000|	10.921825|	4.406729|	0.000000|	1.192035|	0.000000|	
3.982317|	1.296905|	0.000000|	0.816824|	0.000000|	3.777884|	1.141619|	0.000000|	0.666105|	0.000000|	
2.865870|	0.763776|	0.000000|	0.705036|	0.000000|	2.792060|	0.728544|	0.000000|	0.573326|	0.000000|	
2.878209|	0.775569|	0.000000|	0.765680|	0.000000|	2.812244|	0.747653|	0.000000|	0.575837|	0.000000|	
2.983699|	0.800082|	0.000000|	0.768276|	0.000000|	2.920166|	0.776340|	0.000000|	0.573409|	0.000000|	
9.700104|	4.035294|	0.000000|	1.199805|	0.000000|	9.007171|	3.426677|	0.000000|	1.025016|	0.000000|	
3.676512|	1.109743|	0.000000|	0.702333|	0.000000|	3.545224|	1.024346|	0.000000|	0.628808|	0.000000|	
2.879946|	0.765751|	0.000000|	0.750153|	0.000000|	2.830108|	0.753354|	0.000000|	0.571501|	0.000000|	
2.868850|	0.772681|	0.000000|	0.779074|	0.000000|	2.807368|	0.749547|	0.000000|	0.572266|	0.000000|	
3.010383|	0.804562|	0.000000|	0.794744|	0.000000|	2.939857|	0.773901|	0.000000|	0.567413|	0.000000|	
3.183927|	0.864571|	0.000000|	0.799066|	0.000000|	3.125723|	0.846006|	0.000000|	0.609378|	0.000000|	
