Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
46.309212|	36.214241|	0.000000|	3.441014|	0.000000|	16.809676|	7.098225|	0.000000|	1.642710|	0.000000|	
46.152910|	36.069704|	0.000000|	3.360513|	0.000000|	16.806817|	7.101109|	0.000000|	1.631874|	0.000000|	
46.239089|	36.148776|	0.000000|	3.386779|	0.000000|	16.798028|	7.093693|	0.000000|	1.612102|	0.000000|	
46.030757|	35.980888|	0.000000|	3.422729|	0.000000|	16.793635|	7.089438|	0.000000|	1.640153|	0.000000|	
47.595187|	37.493019|	0.000000|	3.411847|	0.000000|	16.818752|	7.109247|	0.000000|	1.652102|	0.000000|	
47.640631|	37.540503|	0.000000|	3.456389|	0.000000|	16.804309|	7.094722|	0.000000|	1.629224|	0.000000|	
46.115501|	36.017396|	0.000000|	3.439574|	0.000000|	16.814875|	7.108293|	0.000000|	1.648687|	0.000000|	
46.182133|	36.081081|	0.000000|	3.420737|	0.000000|	16.809841|	7.102513|	0.000000|	1.641741|	0.000000|	
46.253516|	36.151856|	0.000000|	3.420711|	0.000000|	16.806883|	7.098124|	0.000000|	1.602099|	0.000000|	
45.051492|	35.110416|	0.000000|	3.345738|	0.000000|	16.478881|	6.932981|	0.000000|	1.618180|	0.000000|	
2.868723|	0.885073|	0.000000|	0.560250|	0.000000|	2.664965|	0.742460|	0.000000|	0.569088|	0.000000|	
3.048905|	0.961307|	0.000000|	0.562767|	0.000000|	2.955302|	0.840991|	0.000000|	0.562463|	0.000000|	
18.209583|	8.275298|	0.000000|	1.711071|	0.000000|	17.321615|	7.609968|	0.000000|	1.487744|	0.000000|	
