Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

31.742322|	21.718484|	0.000000|	3.651105|	0.000000|	16.859716|	7.127999|	0.000000|	1.614591|	0.000000|	
19.541731|	9.611153|	0.000000|	3.166450|	0.000000|	16.797225|	7.088569|	0.000000|	1.579427|	0.000000|	
19.541405|	9.608147|	0.000000|	3.003561|	0.000000|	16.881129|	7.120804|	0.000000|	1.605878|	0.000000|	
26.794292|	16.820397|	0.000000|	3.319561|	0.000000|	16.826938|	7.115609|	0.000000|	1.599651|	0.000000|	
32.237402|	22.211977|	0.000000|	3.643600|	0.000000|	16.742158|	7.099990|	0.000000|	1.611904|	0.000000|	
32.276717|	22.260440|	0.000000|	3.462556|	0.000000|	16.851415|	7.089910|	0.000000|	1.618160|	0.000000|	
32.242401|	22.215145|	0.000000|	3.621323|	0.000000|	16.818326|	7.096436|	0.000000|	1.593588|	0.000000|	
32.240410|	22.206645|	0.000000|	3.684676|	0.000000|	16.823974|	7.098851|	0.000000|	1.614471|	0.000000|	
32.563574|	22.522451|	0.000000|	3.675817|	0.000000|	16.838412|	7.110283|	0.000000|	1.667519|	0.000000|	
32.127470|	22.143966|	0.000000|	3.636428|	0.000000|	16.833974|	7.106049|	0.000000|	1.669677|	0.000000|	
32.266905|	22.225626|	0.000000|	3.673577|	0.000000|	16.831290|	7.108171|	0.000000|	1.652012|	0.000000|	
32.290615|	22.247057|	0.000000|	3.654415|	0.000000|	16.825092|	7.100756|	0.000000|	1.668432|	0.000000|	
32.264309|	22.228097|	0.000000|	3.576893|	0.000000|	16.817113|	7.091819|	0.000000|	1.651756|	0.000000|	
32.280415|	22.245791|	0.000000|	3.506354|	0.000000|	16.839861|	7.111747|	0.000000|	1.643546|	0.000000|	
32.277912|	22.243105|	0.000000|	3.584022|	0.000000|	16.738056|	7.097014|	0.000000|	1.659272|	0.000000|	
32.304737|	22.334611|	0.000000|	3.470756|	0.000000|	16.870689|	7.105077|	0.000000|	1.682703|	0.000000|	
32.180984|	22.149033|	0.000000|	3.661799|	0.000000|	16.825151|	7.099019|	0.000000|	1.670765|	0.000000|	
32.193819|	22.163151|	0.000000|	3.667202|	0.000000|	16.825048|	7.098614|	0.000000|	1.660013|	0.000000|	
32.347833|	22.313640|	0.000000|	3.653932|	0.000000|	16.836085|	7.110381|	0.000000|	1.638764|	0.000000|	
32.274484|	22.245460|	0.000000|	3.654982|	0.000000|	16.824395|	7.099524|	0.000000|	1.672750|	0.000000|	
32.282403|	22.250260|	0.000000|	3.672795|	0.000000|	16.838630|	7.110566|	0.000000|	1.617094|	0.000000|	
32.105120|	22.116725|	0.000000|	3.655058|	0.000000|	16.815602|	7.094665|	0.000000|	1.637005|	0.000000|	
32.273181|	22.242337|	0.000000|	3.639720|	0.000000|	16.741041|	7.063523|	0.000000|	1.605398|	0.000000|	
32.509112|	22.469985|	0.000000|	3.703023|	0.000000|	16.831398|	7.105484|	0.000000|	1.665752|	0.000000|	
32.259379|	22.224673|	0.000000|	3.693198|	0.000000|	16.831132|	7.103095|	0.000000|	1.608369|	0.000000|	
32.301711|	22.266830|	0.000000|	3.673059|	0.000000|	16.839356|	7.113971|	0.000000|	1.663054|	0.000000|	
32.189334|	22.151153|	0.000000|	3.637558|	0.000000|	16.833113|	7.104122|	0.000000|	1.618501|	0.000000|	
32.109118|	22.124543|	0.000000|	3.496734|	0.000000|	16.819754|	7.093045|	0.000000|	1.637897|	0.000000|	
32.316580|	22.272361|	0.000000|	3.691730|	0.000000|	16.836593|	7.110230|	0.000000|	1.631970|	0.000000|	
32.267514|	22.213949|	0.000000|	3.672801|	0.000000|	16.824813|	7.097399|	0.000000|	1.644394|	0.000000|	
32.423278|	22.376767|	0.000000|	3.674380|	0.000000|	16.756289|	7.076055|	0.000000|	1.628470|	0.000000|	
32.276811|	22.228265|	0.000000|	3.676637|	0.000000|	16.826159|	7.097882|	0.000000|	1.635160|	0.000000|	
32.182168|	22.137573|	0.000000|	3.619006|	0.000000|	16.827333|	7.098235|	0.000000|	1.624845|	0.000000|	
32.139530|	22.147456|	0.000000|	3.618042|	0.000000|	16.832956|	7.108328|	0.000000|	1.648568|	0.000000|	
32.256277|	22.214855|	0.000000|	3.654398|	0.000000|	16.823624|	7.096321|	0.000000|	1.674410|	0.000000|	
32.279606|	22.238253|	0.000000|	3.654530|	0.000000|	16.840503|	7.112724|	0.000000|	1.624001|	0.000000|	
32.300373|	22.261007|	0.000000|	3.655109|	0.000000|	16.818542|	7.092470|	0.000000|	1.671172|	0.000000|	
32.302502|	22.258174|	0.000000|	3.673863|	0.000000|	16.824699|	7.098461|	0.000000|	1.649981|	0.000000|	
32.521191|	22.478540|	0.000000|	3.525422|	0.000000|	16.831669|	7.104823|	0.000000|	1.688861|	0.000000|	
32.260636|	22.209614|	0.000000|	3.692052|	0.000000|	16.823540|	7.099502|	0.000000|	1.685422|	0.000000|	
32.187159|	22.182393|	0.000000|	3.654964|	0.000000|	16.746733|	7.069117|	0.000000|	1.665202|	0.000000|	
32.246655|	22.190255|	0.000000|	3.691712|	0.000000|	16.829998|	7.102646|	0.000000|	1.687042|	0.000000|	
32.239299|	22.184645|	0.000000|	3.655063|	0.000000|	16.819598|	7.092311|	0.000000|	1.633170|	0.000000|	
32.306799|	22.254345|	0.000000|	3.636613|	0.000000|	16.852066|	7.124245|	0.000000|	1.633574|	0.000000|	
32.222722|	22.170898|	0.000000|	3.655593|	0.000000|	16.820008|	7.095369|	0.000000|	1.665227|	0.000000|	
32.297558|	22.248169|	0.000000|	3.638984|	0.000000|	16.853187|	7.125621|	0.000000|	1.637149|	0.000000|	
33.042529|	23.048224|	0.000000|	3.653385|	0.000000|	16.825537|	7.096710|	0.000000|	1.632397|	0.000000|	
