Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

44.583214|	34.659911|	0.000000|	2.985299|	0.000000|	16.869604|	7.174516|	0.000000|	1.585772|	0.000000|	
44.630541|	34.701720|	0.000000|	2.985705|	0.000000|	16.861198|	7.167012|	0.000000|	1.593759|	0.000000|	
44.699858|	34.755569|	0.000000|	2.931328|	0.000000|	16.872978|	7.180595|	0.000000|	1.593296|	0.000000|	
44.745310|	34.788844|	0.000000|	2.970234|	0.000000|	16.861231|	7.165731|	0.000000|	1.630707|	0.000000|	
46.663388|	36.701173|	0.000000|	3.006715|	0.000000|	16.879662|	7.183203|	0.000000|	1.659040|	0.000000|	
46.356108|	36.445092|	0.000000|	2.920267|	0.000000|	16.847866|	7.154805|	0.000000|	1.643525|	0.000000|	
44.713288|	34.755768|	0.000000|	2.987635|	0.000000|	16.854925|	7.158828|	0.000000|	1.625407|	0.000000|	
44.743916|	34.775029|	0.000000|	2.971956|	0.000000|	16.860236|	7.164958|	0.000000|	1.631761|	0.000000|	
44.772978|	34.804438|	0.000000|	2.943779|	0.000000|	16.769242|	7.120160|	0.000000|	1.619895|	0.000000|	
44.756088|	34.790927|	0.000000|	2.940576|	0.000000|	16.860174|	7.166862|	0.000000|	1.626083|	0.000000|	
44.715920|	34.749106|	0.000000|	2.979783|	0.000000|	16.852294|	7.158850|	0.000000|	1.627334|	0.000000|	
39.890119|	30.702253|	0.000000|	2.664406|	0.000000|	15.316840|	6.444830|	0.000000|	1.532262|	0.000000|	
25.983640|	16.646631|	0.000000|	1.730233|	0.000000|	15.909626|	6.684559|	0.000000|	1.426830|	0.000000|	
27.786501|	17.935787|	0.000000|	1.784300|	0.000000|	16.700729|	7.050358|	0.000000|	1.440284|	0.000000|	
27.409036|	17.554509|	0.000000|	1.748573|	0.000000|	16.800983|	7.101611|	0.000000|	1.454263|	0.000000|	
19.158750|	9.319280|	0.000000|	1.758979|	0.000000|	16.783727|	7.095679|	0.000000|	1.443722|	0.000000|	
21.655312|	11.814112|	0.000000|	1.755595|	0.000000|	16.781962|	7.088106|	0.000000|	1.435335|	0.000000|	
18.695876|	8.859839|	0.000000|	1.755447|	0.000000|	17.136859|	7.444939|	0.000000|	1.468491|	0.000000|	
8.764202|	3.412561|	0.000000|	1.068898|	0.000000|	8.992436|	3.713149|	0.000000|	0.950518|	0.000000|	
10.270339|	4.987207|	0.000000|	1.051570|	0.000000|	8.293849|	3.187903|	0.000000|	0.956661|	0.000000|	
2.921358|	0.801063|	0.000000|	0.560634|	0.000000|	2.851178|	0.770240|	0.000000|	0.578213|	0.000000|	
3.050354|	0.820344|	0.000000|	0.587422|	0.000000|	2.796971|	0.778793|	0.000000|	0.598309|	0.000000|	
2.740633|	0.753484|	0.000000|	0.582217|	0.000000|	2.744971|	0.754701|	0.000000|	0.577799|	0.000000|	
2.955150|	0.809892|	0.000000|	0.690966|	0.000000|	2.831960|	0.772232|	0.000000|	0.575920|	0.000000|	
3.110262|	0.829437|	0.000000|	0.736608|	0.000000|	2.949189|	0.796798|	0.000000|	0.562444|	0.000000|	
