Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
36.600380|	26.539479|	0.000000|	3.651906|	0.000000|	16.805476|	7.108391|	0.000000|	1.663192|	0.000000|	
36.599553|	26.538416|	0.000000|	3.649724|	0.000000|	16.726973|	7.076776|	0.000000|	1.594575|	0.000000|	
36.643021|	26.586521|	0.000000|	3.578804|	0.000000|	16.801415|	7.100126|	0.000000|	1.573577|	0.000000|	
36.671919|	26.618674|	0.000000|	3.650746|	0.000000|	16.825339|	7.127312|	0.000000|	1.578374|	0.000000|	
36.681972|	26.626293|	0.000000|	3.658590|	0.000000|	16.796869|	7.098617|	0.000000|	1.645826|	0.000000|	
37.179152|	27.179686|	0.000000|	3.529854|	0.000000|	16.827810|	7.125475|	0.000000|	1.627663|	0.000000|	
36.620554|	26.572868|	0.000000|	3.568674|	0.000000|	16.807226|	7.106519|	0.000000|	1.605858|	0.000000|	
36.644285|	26.593652|	0.000000|	3.570721|	0.000000|	16.961186|	7.257235|	0.000000|	1.612137|	0.000000|	
36.580507|	26.517780|	0.000000|	3.635690|	0.000000|	16.818489|	7.116613|	0.000000|	1.590331|	0.000000|	
36.597411|	26.532933|	0.000000|	3.696292|	0.000000|	16.813774|	7.117147|	0.000000|	1.548315|	0.000000|	
36.591030|	26.535081|	0.000000|	3.655830|	0.000000|	16.741997|	7.092335|	0.000000|	1.577644|	0.000000|	
36.562063|	26.503985|	0.000000|	3.648922|	0.000000|	16.817466|	7.117928|	0.000000|	1.567992|	0.000000|	
36.842529|	26.838450|	0.000000|	3.659819|	0.000000|	16.814722|	7.118509|	0.000000|	1.615032|	0.000000|	
36.576349|	26.519678|	0.000000|	3.530796|	0.000000|	16.803076|	7.106725|	0.000000|	1.611998|	0.000000|	
36.491836|	26.450071|	0.000000|	3.510442|	0.000000|	16.802956|	7.105449|	0.000000|	1.604021|	0.000000|	
36.608361|	26.557529|	0.000000|	3.633656|	0.000000|	16.822321|	7.126784|	0.000000|	1.608997|	0.000000|	
36.663892|	26.608748|	0.000000|	3.644144|	0.000000|	16.816936|	7.119892|	0.000000|	1.604464|	0.000000|	
36.690005|	26.634081|	0.000000|	3.695092|	0.000000|	16.817581|	7.118398|	0.000000|	1.599021|	0.000000|	
36.640350|	26.577239|	0.000000|	3.629449|	0.000000|	16.798167|	7.105123|	0.000000|	1.568253|	0.000000|	
36.413710|	26.402294|	0.000000|	3.561772|	0.000000|	16.712673|	7.066594|	0.000000|	1.546484|	0.000000|	
37.478818|	27.423588|	0.000000|	3.451869|	0.000000|	16.818216|	7.120846|	0.000000|	1.636418|	0.000000|	
36.640553|	26.585354|	0.000000|	3.468256|	0.000000|	16.798655|	7.104372|	0.000000|	1.616623|	0.000000|	
36.639347|	26.585836|	0.000000|	3.450901|	0.000000|	16.822765|	7.125696|	0.000000|	1.575895|	0.000000|	
36.587624|	26.533418|	0.000000|	3.529320|	0.000000|	16.796980|	7.095867|	0.000000|	1.580921|	0.000000|	
36.640048|	26.585287|	0.000000|	3.537422|	0.000000|	16.811604|	7.108339|	0.000000|	1.583291|	0.000000|	
36.610290|	26.555483|	0.000000|	3.488981|	0.000000|	16.814564|	7.113451|	0.000000|	1.557562|	0.000000|	
36.391037|	26.515730|	0.000000|	3.637545|	0.000000|	16.805536|	7.103420|	0.000000|	1.577142|	0.000000|	
36.803028|	26.607306|	0.000000|	3.624252|	0.000000|	16.816144|	7.112753|	0.000000|	1.600712|	0.000000|	
36.549373|	26.482384|	0.000000|	3.604551|	0.000000|	16.805247|	7.102378|	0.000000|	1.568562|	0.000000|	
36.617774|	26.552243|	0.000000|	3.632842|	0.000000|	16.725531|	7.106881|	0.000000|	1.618257|	0.000000|	
36.642490|	26.568199|	0.000000|	3.484948|	0.000000|	16.812102|	7.074964|	0.000000|	1.565978|	0.000000|	
36.595890|	26.530247|	0.000000|	3.601293|	0.000000|	16.799574|	7.100500|	0.000000|	1.612151|	0.000000|	
36.645425|	26.576883|	0.000000|	3.573555|	0.000000|	16.812626|	7.110872|	0.000000|	1.604334|	0.000000|	
36.417615|	26.401047|	0.000000|	3.584172|	0.000000|	16.831516|	7.130503|	0.000000|	1.596431|	0.000000|	
36.595857|	26.530008|	0.000000|	3.529510|	0.000000|	16.806888|	7.102493|	0.000000|	1.595181|	0.000000|	
36.863329|	26.809967|	0.000000|	3.418575|	0.000000|	16.835622|	7.129860|	0.000000|	1.659994|	0.000000|	
36.658140|	26.592205|	0.000000|	3.594171|	0.000000|	16.811213|	7.110844|	0.000000|	1.577267|	0.000000|	
36.648114|	26.588280|	0.000000|	3.560325|	0.000000|	16.818419|	7.116997|	0.000000|	1.602975|	0.000000|	
36.633755|	26.570435|	0.000000|	3.653852|	0.000000|	16.716166|	7.062875|	0.000000|	1.585901|	0.000000|	
36.636003|	26.567330|	0.000000|	3.677436|	0.000000|	16.809391|	7.105348|	0.000000|	1.581616|	0.000000|	
36.520567|	26.502275|	0.000000|	3.523362|	0.000000|	16.821697|	7.110210|	0.000000|	1.606413|	0.000000|	
36.650703|	26.582418|	0.000000|	3.633256|	0.000000|	16.809508|	7.106335|	0.000000|	1.577010|	0.000000|	
36.894258|	26.821427|	0.000000|	3.680128|	0.000000|	16.811555|	7.108724|	0.000000|	1.634776|	0.000000|	
37.371579|	27.310330|	0.000000|	3.554825|	0.000000|	16.809710|	7.104466|	0.000000|	1.575159|	0.000000|	
37.284210|	27.220924|	0.000000|	3.574278|	0.000000|	16.806777|	7.104789|	0.000000|	1.593323|	0.000000|	
37.355285|	27.291891|	0.000000|	3.645999|	0.000000|	16.819779|	7.117746|	0.000000|	1.567184|	0.000000|	
37.316306|	27.249051|	0.000000|	3.525791|	0.000000|	16.807556|	7.103580|	0.000000|	1.560361|	0.000000|	
37.101005|	27.084701|	0.000000|	3.654204|	0.000000|	16.731091|	7.109719|	0.000000|	1.568619|	0.000000|	
36.664099|	26.589083|	0.000000|	3.657741|	0.000000|	16.805470|	7.064570|	0.000000|	1.592767|	0.000000|	
36.663825|	26.593736|	0.000000|	3.696550|	0.000000|	16.809040|	7.102992|	0.000000|	1.600541|	0.000000|	
36.985894|	26.913882|	0.000000|	3.677866|	0.000000|	16.823593|	7.116992|	0.000000|	1.639363|	0.000000|	
36.694790|	26.629537|	0.000000|	3.677664|	0.000000|	16.803635|	7.098854|	0.000000|	1.604169|	0.000000|	
36.688214|	26.620964|	0.000000|	3.621743|	0.000000|	16.816203|	7.112772|	0.000000|	1.575555|	0.000000|	
36.602889|	26.534300|	0.000000|	3.640336|	0.000000|	16.799309|	7.095752|	0.000000|	1.573662|	0.000000|	
36.473857|	26.462132|	0.000000|	3.625796|	0.000000|	16.877489|	7.169676|	0.000000|	1.587827|	0.000000|	
36.676357|	26.623657|	0.000000|	3.377621|	0.000000|	16.834292|	7.129430|	0.000000|	1.604761|	0.000000|	
36.626045|	26.564612|	0.000000|	3.621418|	0.000000|	16.817894|	7.112971|	0.000000|	1.601019|	0.000000|	
36.634979|	26.571258|	0.000000|	3.658893|	0.000000|	16.731053|	7.077286|	0.000000|	1.583660|	0.000000|	
37.528946|	27.462945|	0.000000|	3.675144|	0.000000|	16.809504|	7.104072|	0.000000|	1.632052|	0.000000|	
37.195008|	27.132458|	0.000000|	3.642502|	0.000000|	16.805830|	7.103824|	0.000000|	1.616199|	0.000000|	
36.638905|	26.575457|	0.000000|	3.607977|	0.000000|	16.818097|	7.114480|	0.000000|	1.590763|	0.000000|	
36.468492|	26.447231|	0.000000|	3.621794|	0.000000|	16.810426|	7.105185|	0.000000|	1.624076|	0.000000|	
36.664689|	26.585564|	0.000000|	3.673668|	0.000000|	16.813923|	7.107828|	0.000000|	1.610272|	0.000000|	
36.623960|	26.545749|	0.000000|	3.640089|	0.000000|	16.806384|	7.100439|	0.000000|	1.571753|	0.000000|	
36.698562|	26.614413|	0.000000|	3.676861|	0.000000|	16.800292|	7.095339|	0.000000|	1.639280|	0.000000|	
37.027818|	26.946801|	0.000000|	3.660144|	0.000000|	16.824301|	7.116994|	0.000000|	1.655126|	0.000000|	
36.672275|	26.589868|	0.000000|	3.553122|	0.000000|	16.726405|	7.100532|	0.000000|	1.629637|	0.000000|	
36.695541|	26.613243|	0.000000|	3.678194|	0.000000|	16.827082|	7.080208|	0.000000|	1.604793|	0.000000|	
36.481391|	26.455282|	0.000000|	3.582323|	0.000000|	16.803645|	7.096745|	0.000000|	1.618507|	0.000000|	
36.667086|	26.587663|	0.000000|	3.648484|	0.000000|	16.819141|	7.107793|	0.000000|	1.583983|	0.000000|	
36.707448|	26.632708|	0.000000|	3.671285|	0.000000|	16.817495|	7.110913|	0.000000|	1.593285|	0.000000|	
36.661577|	26.586170|	0.000000|	3.696712|	0.000000|	16.809862|	7.105346|	0.000000|	1.609429|	0.000000|	
36.694715|	26.615911|	0.000000|	3.695321|	0.000000|	16.816802|	7.111792|	0.000000|	1.615585|	0.000000|	
36.955784|	26.874177|	0.000000|	3.699371|	0.000000|	16.813131|	7.102819|	0.000000|	1.607663|	0.000000|	
36.647812|	26.567704|	0.000000|	3.621696|	0.000000|	16.811604|	7.103389|	0.000000|	1.653414|	0.000000|	
36.504979|	26.476590|	0.000000|	3.677086|	0.000000|	16.748162|	7.088779|	0.000000|	1.617078|	0.000000|	
36.642389|	26.567727|	0.000000|	3.694867|	0.000000|	16.809378|	7.102645|	0.000000|	1.622772|	0.000000|	
36.706562|	26.625924|	0.000000|	3.690662|	0.000000|	16.826765|	7.118512|	0.000000|	1.614682|	0.000000|	
36.673630|	26.593035|	0.000000|	3.571570|	0.000000|	16.820357|	7.114896|	0.000000|	1.587102|	0.000000|	
36.667376|	26.586884|	0.000000|	3.671716|	0.000000|	16.802618|	7.102631|	0.000000|	1.633082|	0.000000|	
36.959741|	26.873952|	0.000000|	3.670671|	0.000000|	16.831707|	7.132587|	0.000000|	1.648243|	0.000000|	
36.512369|	26.478810|	0.000000|	3.669895|	0.000000|	16.801460|	7.101123|	0.000000|	1.623536|	0.000000|	
36.712066|	26.628640|	0.000000|	3.672424|	0.000000|	16.815539|	7.116468|	0.000000|	1.595461|	0.000000|	
36.641349|	26.567569|	0.000000|	3.677814|	0.000000|	16.797393|	7.093830|	0.000000|	1.623353|	0.000000|	
36.642529|	26.569828|	0.000000|	3.672583|	0.000000|	16.805735|	7.106199|	0.000000|	1.578105|	0.000000|	
36.725126|	26.653008|	0.000000|	3.657424|	0.000000|	16.723260|	7.072833|	0.000000|	1.576800|	0.000000|	
36.691473|	26.614854|	0.000000|	3.696480|	0.000000|	16.810660|	7.109261|	0.000000|	1.567054|	0.000000|	
36.700892|	26.629590|	0.000000|	3.648650|	0.000000|	16.806848|	7.109263|	0.000000|	1.605412|	0.000000|	
36.930284|	26.855292|	0.000000|	3.635827|	0.000000|	16.809388|	7.107667|	0.000000|	1.653399|	0.000000|	
36.570060|	26.540400|	0.000000|	3.584985|	0.000000|	16.799190|	7.099703|	0.000000|	1.587779|	0.000000|	
36.708426|	26.628828|	0.000000|	3.578434|	0.000000|	16.824477|	7.121385|	0.000000|	1.583374|	0.000000|	
36.683979|	26.605476|	0.000000|	3.564260|	0.000000|	16.803316|	7.103708|	0.000000|	1.609586|	0.000000|	
36.723834|	26.648389|	0.000000|	3.588843|	0.000000|	16.813428|	7.111298|	0.000000|	1.583514|	0.000000|	
36.682672|	26.607479|	0.000000|	3.599213|	0.000000|	16.810151|	7.103498|	0.000000|	1.589683|	0.000000|	
36.675905|	26.593914|	0.000000|	3.566946|	0.000000|	16.787050|	7.131382|	0.000000|	1.588889|	0.000000|	
36.942934|	26.862213|	0.000000|	3.550334|	0.000000|	16.849398|	7.138807|	0.000000|	1.651838|	0.000000|	
36.479307|	26.455612|	0.000000|	3.483986|	0.000000|	16.807569|	7.101889|	0.000000|	1.599659|	0.000000|	
36.704145|	26.623676|	0.000000|	3.508175|	0.000000|	16.820699|	7.114558|	0.000000|	1.579978|	0.000000|	
36.675654|	26.593079|	0.000000|	3.461349|	0.000000|	16.804898|	7.101075|	0.000000|	1.556490|	0.000000|	
36.669545|	26.588703|	0.000000|	3.479881|	0.000000|	16.805137|	7.105996|	0.000000|	1.572575|	0.000000|	
36.713569|	26.636244|	0.000000|	3.455941|	0.000000|	16.813735|	7.110745|	0.000000|	1.593866|	0.000000|	
36.693853|	26.613876|	0.000000|	3.458733|	0.000000|	16.812067|	7.110221|	0.000000|	1.590015|	0.000000|	
36.692074|	26.610920|	0.000000|	3.457301|	0.000000|	16.801550|	7.102867|	0.000000|	1.607031|	0.000000|	
36.790912|	26.760030|	0.000000|	3.451754|	0.000000|	16.725265|	7.070928|	0.000000|	1.633838|	0.000000|	
36.674563|	26.598899|	0.000000|	3.551151|	0.000000|	16.795035|	7.094146|	0.000000|	1.599524|	0.000000|	
36.735168|	26.658021|	0.000000|	3.535720|	0.000000|	16.819124|	7.114926|	0.000000|	1.597377|	0.000000|	
36.708475|	26.627721|	0.000000|	3.580978|	0.000000|	16.804738|	7.098843|	0.000000|	1.641658|	0.000000|	
36.724188|	26.655780|	0.000000|	3.578229|	0.000000|	16.816513|	7.113983|	0.000000|	1.578539|	0.000000|	
36.498539|	26.606369|	0.000000|	3.467388|	0.000000|	16.801749|	7.097158|	0.000000|	1.616454|	0.000000|	
36.694589|	26.488043|	0.000000|	3.513868|	0.000000|	16.799644|	7.100353|	0.000000|	1.595236|	0.000000|	
37.097120|	27.018412|	0.000000|	3.633532|	0.000000|	16.821852|	7.117099|	0.000000|	1.624233|	0.000000|	
37.170248|	27.097592|	0.000000|	3.465372|	0.000000|	16.807451|	7.104458|	0.000000|	1.587668|	0.000000|	
36.734281|	26.655375|	0.000000|	3.468902|	0.000000|	16.820149|	7.117316|	0.000000|	1.587332|	0.000000|	
36.703078|	26.628855|	0.000000|	3.570224|	0.000000|	16.716479|	7.060277|	0.000000|	1.592088|	0.000000|	
36.695690|	26.625750|	0.000000|	3.561224|	0.000000|	16.808175|	7.102351|	0.000000|	1.586565|	0.000000|	
36.780427|	26.697408|	0.000000|	3.534971|	0.000000|	16.826196|	7.120728|	0.000000|	1.622338|	0.000000|	
36.522374|	26.494690|	0.000000|	3.428410|	0.000000|	16.810201|	7.106294|	0.000000|	1.564000|	0.000000|	
36.719227|	26.638201|	0.000000|	3.598657|	0.000000|	16.813036|	7.106870|	0.000000|	1.594155|	0.000000|	
37.373869|	27.303886|	0.000000|	3.434033|	0.000000|	16.809928|	7.104078|	0.000000|	1.642372|	0.000000|	
37.227223|	27.149489|	0.000000|	3.572268|	0.000000|	16.800146|	7.096345|	0.000000|	1.619571|	0.000000|	
36.738148|	26.662531|	0.000000|	3.670544|	0.000000|	16.825035|	7.117343|	0.000000|	1.603880|	0.000000|	
36.739391|	26.658330|	0.000000|	3.483725|	0.000000|	16.796300|	7.095500|	0.000000|	1.580852|	0.000000|	
36.757966|	26.677881|	0.000000|	3.628840|	0.000000|	16.734826|	7.078170|	0.000000|	1.584095|	0.000000|	
36.542870|	26.514048|	0.000000|	3.536507|	0.000000|	16.795586|	7.093639|	0.000000|	1.590043|	0.000000|	
36.711061|	26.627714|	0.000000|	3.458154|	0.000000|	16.813623|	7.104924|	0.000000|	1.578077|	0.000000|	
37.017018|	26.941225|	0.000000|	3.545678|	0.000000|	16.823410|	7.114723|	0.000000|	1.637209|	0.000000|	
37.452723|	27.386163|	0.000000|	3.471487|	0.000000|	16.808255|	7.100259|	0.000000|	1.633387|	0.000000|	
37.414992|	27.343567|	0.000000|	3.472852|	0.000000|	16.820493|	7.109295|	0.000000|	1.592701|	0.000000|	
37.369147|	27.296144|	0.000000|	3.429019|	0.000000|	16.801184|	7.094184|	0.000000|	1.612621|	0.000000|	
36.585839|	26.689645|	0.000000|	3.571797|	0.000000|	16.805774|	7.099963|	0.000000|	1.610049|	0.000000|	
36.735564|	26.518262|	0.000000|	3.596696|	0.000000|	16.806838|	7.101965|	0.000000|	1.605472|	0.000000|	
36.738653|	26.656613|	0.000000|	3.493119|	0.000000|	16.721359|	7.065640|	0.000000|	1.584481|	0.000000|	
36.742919|	26.667430|	0.000000|	3.515042|	0.000000|	16.805856|	7.102108|	0.000000|	1.578085|	0.000000|	
36.988874|	26.906785|	0.000000|	3.533844|	0.000000|	16.808101|	7.101413|	0.000000|	1.656383|	0.000000|	
36.717294|	26.638053|	0.000000|	3.516614|	0.000000|	16.795257|	7.094350|	0.000000|	1.602859|	0.000000|	
34.464350|	24.865814|	0.000000|	3.272574|	0.000000|	16.099694|	6.794643|	0.000000|	1.572735|	0.000000|	
3.120501|	0.881342|	0.000000|	0.697785|	0.000000|	3.004143|	0.780965|	0.000000|	0.568563|	0.000000|	
2.978655|	0.831338|	0.000000|	0.669438|	0.000000|	3.076876|	0.815587|	0.000000|	0.579968|	0.000000|	
2.769498|	0.751223|	0.000000|	0.664769|	0.000000|	2.785554|	0.735088|	0.000000|	0.559512|	0.000000|	
3.768274|	1.077127|	0.000000|	0.818727|	0.000000|	3.733885|	1.024550|	0.000000|	0.615795|	0.000000|	
3.516717|	1.061245|	0.000000|	0.783894|	0.000000|	3.372753|	0.979678|	0.000000|	0.581797|	0.000000|	
17.997682|	8.105451|	0.000000|	1.871629|	0.000000|	16.724209|	7.028676|	0.000000|	1.446203|	0.000000|	
17.600176|	7.713673|	0.000000|	1.854905|	0.000000|	16.734191|	7.075231|	0.000000|	1.453220|	0.000000|	
17.554696|	7.662248|	0.000000|	1.872191|	0.000000|	16.712611|	7.019823|	0.000000|	1.439469|	0.000000|	
17.555445|	7.669698|	0.000000|	1.858321|	0.000000|	16.799973|	7.021478|	0.000000|	1.450084|	0.000000|	
17.569790|	7.679597|	0.000000|	1.872308|	0.000000|	16.734110|	7.032926|	0.000000|	1.437311|	0.000000|	
17.543902|	7.654261|	0.000000|	1.876245|	0.000000|	16.721853|	7.021669|	0.000000|	1.459054|	0.000000|	
