Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

21.744802|	11.927833|	0.000000|	1.986641|	0.000000|	16.838150|	7.155602|	0.000000|	1.714659|	0.000000|	
19.129189|	9.325952|	0.000000|	1.991849|	0.000000|	16.810963|	7.140090|	0.000000|	1.687447|	0.000000|	
10.188240|	4.548644|	0.000000|	1.267554|	0.000000|	9.223624|	3.657996|	0.000000|	1.046031|	0.000000|	
3.934747|	1.032411|	0.000000|	0.768485|	0.000000|	3.865872|	1.005696|	0.000000|	0.619402|	0.000000|	
2.604881|	0.665317|	0.000000|	0.701456|	0.000000|	2.567072|	0.653603|	0.000000|	0.534977|	0.000000|	
3.263162|	0.841714|	0.000000|	0.680037|	0.000000|	3.217431|	0.827104|	0.000000|	0.551989|	0.000000|	
3.126925|	0.796279|	0.000000|	0.762734|	0.000000|	3.329743|	0.860109|	0.000000|	0.582811|	0.000000|	
2.972289|	0.767499|	0.000000|	0.759734|	0.000000|	2.926790|	0.750833|	0.000000|	0.565940|	0.000000|	
2.859069|	0.719084|	0.000000|	0.763675|	0.000000|	2.830994|	0.716501|	0.000000|	0.561592|	0.000000|	
4.242346|	1.557059|	0.000000|	0.863897|	0.000000|	3.851102|	1.196857|	0.000000|	0.622016|	0.000000|	
2.902506|	0.770040|	0.000000|	0.771107|	0.000000|	2.855184|	0.747750|	0.000000|	0.575797|	0.000000|	
2.414133|	0.644116|	0.000000|	0.785968|	0.000000|	2.381409|	0.633383|	0.000000|	0.530574|	0.000000|	
2.656603|	0.694623|	0.000000|	0.783569|	0.000000|	2.635678|	0.699874|	0.000000|	0.549370|	0.000000|	
2.596382|	0.647308|	0.000000|	0.735801|	0.000000|	2.591584|	0.666787|	0.000000|	0.543973|	0.000000|	
2.592227|	0.666372|	0.000000|	0.699549|	0.000000|	2.550837|	0.648569|	0.000000|	0.540452|	0.000000|	
