Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
36.610396|	26.574640|	0.000000|	3.288703|	0.000000|	16.797583|	7.099222|	0.000000|	1.603061|	0.000000|	
36.586864|	26.520138|	0.000000|	3.403988|	0.000000|	16.793326|	7.093687|	0.000000|	1.573987|	0.000000|	
36.662532|	26.598314|	0.000000|	3.457903|	0.000000|	16.735246|	7.082461|	0.000000|	1.558942|	0.000000|	
36.588058|	26.522180|	0.000000|	3.458423|	0.000000|	16.799180|	7.095529|	0.000000|	1.569188|	0.000000|	
36.452612|	26.577543|	0.000000|	3.369244|	0.000000|	16.812476|	7.108466|	0.000000|	1.593076|	0.000000|	
36.669993|	26.467916|	0.000000|	3.386628|	0.000000|	16.801296|	7.095382|	0.000000|	1.603362|	0.000000|	
36.859604|	26.794191|	0.000000|	3.447285|	0.000000|	16.810990|	7.103010|	0.000000|	1.600046|	0.000000|	
36.698723|	26.631705|	0.000000|	3.440114|	0.000000|	16.821531|	7.111250|	0.000000|	1.616997|	0.000000|	
36.629110|	26.562676|	0.000000|	3.403694|	0.000000|	16.805616|	7.098125|	0.000000|	1.587043|	0.000000|	
36.629059|	26.567368|	0.000000|	3.455405|	0.000000|	16.812855|	7.108052|	0.000000|	1.626567|	0.000000|	
36.632009|	26.565640|	0.000000|	3.386261|	0.000000|	16.795113|	7.091499|	0.000000|	1.615288|	0.000000|	
36.394778|	26.393134|	0.000000|	3.306907|	0.000000|	16.722192|	7.063285|	0.000000|	1.626652|	0.000000|	
36.629047|	26.567158|	0.000000|	3.439757|	0.000000|	16.813514|	7.108206|	0.000000|	1.570823|	0.000000|	
36.616478|	26.548641|	0.000000|	3.405530|	0.000000|	16.810376|	7.098986|	0.000000|	1.595535|	0.000000|	
36.900085|	26.831758|	0.000000|	3.481190|	0.000000|	16.813594|	7.104967|	0.000000|	1.659442|	0.000000|	
36.663787|	26.595569|	0.000000|	3.379243|	0.000000|	16.807059|	7.100463|	0.000000|	1.628830|	0.000000|	
36.601337|	26.529528|	0.000000|	3.379320|	0.000000|	16.801445|	7.095366|	0.000000|	1.582583|	0.000000|	
36.515693|	26.491719|	0.000000|	3.403903|	0.000000|	16.812216|	7.108281|	0.000000|	1.576606|	0.000000|	
36.665317|	26.591090|	0.000000|	3.493636|	0.000000|	16.798012|	7.091491|	0.000000|	1.618202|	0.000000|	
36.676043|	26.600388|	0.000000|	3.522281|	0.000000|	16.816613|	7.107824|	0.000000|	1.625437|	0.000000|	
36.714518|	26.643958|	0.000000|	3.501324|	0.000000|	16.759393|	7.098430|	0.000000|	1.598400|	0.000000|	
36.622544|	26.563538|	0.000000|	3.321083|	0.000000|	16.821527|	7.110345|	0.000000|	1.605157|	0.000000|	
36.886779|	26.807986|	0.000000|	3.444759|	0.000000|	16.849628|	7.132984|	0.000000|	1.660069|	0.000000|	
36.606058|	26.526763|	0.000000|	3.422799|	0.000000|	16.805597|	7.097369|	0.000000|	1.599602|	0.000000|	
36.444278|	26.426431|	0.000000|	3.404663|	0.000000|	16.814319|	7.108517|	0.000000|	1.619482|	0.000000|	
36.620657|	26.550871|	0.000000|	3.422323|	0.000000|	16.801141|	7.093810|	0.000000|	1.614857|	0.000000|	
36.663068|	26.585394|	0.000000|	3.317378|	0.000000|	16.809808|	7.100989|	0.000000|	1.610115|	0.000000|	
36.698554|	26.616675|	0.000000|	3.430596|	0.000000|	16.809518|	7.103247|	0.000000|	1.573451|	0.000000|	
36.670212|	26.587185|	0.000000|	3.467692|	0.000000|	16.804184|	7.103171|	0.000000|	1.582121|	0.000000|	
36.957776|	26.872645|	0.000000|	3.378636|	0.000000|	16.719223|	7.067430|	0.000000|	1.604432|	0.000000|	
36.681187|	26.599424|	0.000000|	3.437428|	0.000000|	16.800178|	7.099514|	0.000000|	1.614416|	0.000000|	
36.492109|	26.461011|	0.000000|	3.442509|	0.000000|	16.789140|	7.091535|	0.000000|	1.588459|	0.000000|	
36.683517|	26.603484|	0.000000|	3.440355|	0.000000|	16.813355|	7.110474|	0.000000|	1.604152|	0.000000|	
36.667647|	26.589516|	0.000000|	3.444947|	0.000000|	16.796116|	7.091634|	0.000000|	1.632907|	0.000000|	
36.695184|	26.628373|	0.000000|	3.310714|	0.000000|	16.813320|	7.108504|	0.000000|	1.621329|	0.000000|	
36.697549|	26.623652|	0.000000|	3.536611|	0.000000|	16.802572|	7.094772|	0.000000|	1.628001|	0.000000|	
36.684585|	26.614751|	0.000000|	3.458552|	0.000000|	16.810157|	7.100271|	0.000000|	1.633691|	0.000000|	
37.567778|	27.495029|	0.000000|	3.409226|	0.000000|	16.821463|	7.107362|	0.000000|	1.654748|	0.000000|	
36.509875|	26.474944|	0.000000|	3.449189|	0.000000|	16.724505|	7.064491|	0.000000|	1.586238|	0.000000|	
36.711975|	26.630930|	0.000000|	3.487736|	0.000000|	16.816328|	7.107022|	0.000000|	1.604175|	0.000000|	
36.719106|	26.634709|	0.000000|	3.445065|	0.000000|	16.806117|	7.094775|	0.000000|	1.625993|	0.000000|	
36.751854|	26.669911|	0.000000|	3.464995|	0.000000|	16.817880|	7.103103|	0.000000|	1.620550|	0.000000|	
36.759180|	26.677883|	0.000000|	3.499698|	0.000000|	16.825739|	7.116944|	0.000000|	1.617687|	0.000000|	
36.698336|	26.616071|	0.000000|	3.455412|	0.000000|	16.805432|	7.101305|	0.000000|	1.634142|	0.000000|	
37.253424|	27.167904|	0.000000|	3.619402|	0.000000|	16.808255|	7.103068|	0.000000|	1.639255|	0.000000|	
37.173440|	27.142983|	0.000000|	3.449836|	0.000000|	16.802766|	7.099807|	0.000000|	1.605132|	0.000000|	
37.348736|	27.270290|	0.000000|	3.498390|	0.000000|	16.793017|	7.093911|	0.000000|	1.619284|	0.000000|	
37.394033|	27.314078|	0.000000|	3.440857|	0.000000|	16.814736|	7.111242|	0.000000|	1.606388|	0.000000|	
37.351183|	27.272361|	0.000000|	3.374150|	0.000000|	16.715671|	7.058297|	0.000000|	1.605576|	0.000000|	
37.280185|	27.194715|	0.000000|	3.449387|	0.000000|	16.808178|	7.107817|	0.000000|	1.597299|	0.000000|	
36.709188|	26.620360|	0.000000|	3.477506|	0.000000|	16.793470|	7.091960|	0.000000|	1.592791|	0.000000|	
36.682983|	26.599528|	0.000000|	3.447744|	0.000000|	16.859185|	7.151813|	0.000000|	1.624405|	0.000000|	
36.811725|	26.779329|	0.000000|	3.401876|	0.000000|	16.823442|	7.117595|	0.000000|	1.631824|	0.000000|	
36.668225|	26.586280|	0.000000|	3.440840|	0.000000|	16.805501|	7.099635|	0.000000|	1.566903|	0.000000|	
36.735488|	26.653218|	0.000000|	3.413999|	0.000000|	16.815102|	7.106858|	0.000000|	1.553366|	0.000000|	
36.701730|	26.615889|	0.000000|	3.521055|	0.000000|	16.816743|	7.109343|	0.000000|	1.569713|	0.000000|	
36.740703|	26.653662|	0.000000|	3.476287|	0.000000|	16.817695|	7.105428|	0.000000|	1.575915|	0.000000|	
36.721394|	26.638623|	0.000000|	3.430023|	0.000000|	16.727451|	7.072374|	0.000000|	1.537134|	0.000000|	
36.695469|	26.610658|	0.000000|	3.405552|	0.000000|	16.807452|	7.103067|	0.000000|	1.564376|	0.000000|	
36.772134|	26.731016|	0.000000|	3.473055|	0.000000|	16.827557|	7.118255|	0.000000|	1.595133|	0.000000|	
36.717905|	26.628555|	0.000000|	3.425110|	0.000000|	16.804214|	7.098635|	0.000000|	1.600263|	0.000000|	
36.740004|	26.650306|	0.000000|	3.463651|	0.000000|	16.804294|	7.095171|	0.000000|	1.589992|	0.000000|	
36.778423|	26.692443|	0.000000|	3.459058|	0.000000|	16.829909|	7.120920|	0.000000|	1.629685|	0.000000|	
36.720243|	26.638089|	0.000000|	3.365332|	0.000000|	16.793942|	7.091445|	0.000000|	1.593733|	0.000000|	
36.742199|	26.658246|	0.000000|	3.464728|	0.000000|	16.816688|	7.109880|	0.000000|	1.610059|	0.000000|	
36.716853|	26.630663|	0.000000|	3.421902|	0.000000|	16.802708|	7.093751|	0.000000|	1.615522|	0.000000|	
36.552701|	26.517499|	0.000000|	3.432489|	0.000000|	16.807906|	7.104550|	0.000000|	1.569164|	0.000000|	
36.970277|	26.886260|	0.000000|	3.488148|	0.000000|	16.732120|	7.070165|	0.000000|	1.621808|	0.000000|	
36.718180|	26.632632|	0.000000|	3.421223|	0.000000|	16.804829|	7.098745|	0.000000|	1.606057|	0.000000|	
36.755491|	26.667102|	0.000000|	3.463693|	0.000000|	16.811898|	7.104160|	0.000000|	1.576660|	0.000000|	
36.734387|	26.645651|	0.000000|	3.450489|	0.000000|	16.817276|	7.098910|	0.000000|	1.584172|	0.000000|	
36.719523|	26.631973|	0.000000|	3.440723|	0.000000|	16.814003|	7.098038|	0.000000|	1.616676|	0.000000|	
36.736152|	26.652885|	0.000000|	3.515302|	0.000000|	16.819396|	7.106572|	0.000000|	1.563828|	0.000000|	
36.503215|	26.604500|	0.000000|	3.413385|	0.000000|	16.805736|	7.096739|	0.000000|	1.603232|	0.000000|	
37.090344|	26.880233|	0.000000|	3.331911|	0.000000|	16.817821|	7.104840|	0.000000|	1.650503|	0.000000|	
37.385731|	27.302795|	0.000000|	3.434213|	0.000000|	16.810145|	7.097868|	0.000000|	1.601318|	0.000000|	
37.489087|	27.407806|	0.000000|	3.394810|	0.000000|	16.718043|	7.094053|	0.000000|	1.590676|	0.000000|	
37.453814|	27.371743|	0.000000|	3.431261|	0.000000|	16.823547|	7.075599|	0.000000|	1.597060|	0.000000|	
37.375824|	27.298436|	0.000000|	3.459371|	0.000000|	16.803565|	7.092738|	0.000000|	1.618253|	0.000000|	
37.282274|	27.197512|	0.000000|	3.452254|	0.000000|	16.816995|	7.110276|	0.000000|	1.600405|	0.000000|	
36.728938|	26.641803|	0.000000|	3.441989|	0.000000|	16.799584|	7.093413|	0.000000|	1.574479|	0.000000|	
36.550665|	26.514405|	0.000000|	3.455353|	0.000000|	16.813884|	7.100500|	0.000000|	1.610928|	0.000000|	
37.511647|	27.424252|	0.000000|	3.449859|	0.000000|	16.828772|	7.118519|	0.000000|	1.623836|	0.000000|	
36.733774|	26.648202|	0.000000|	3.585819|	0.000000|	16.814231|	7.100835|	0.000000|	1.585390|	0.000000|	
36.755406|	26.667045|	0.000000|	3.591350|	0.000000|	16.819546|	7.102920|	0.000000|	1.605085|	0.000000|	
36.743716|	26.656422|	0.000000|	3.554155|	0.000000|	16.814039|	7.097268|	0.000000|	1.656146|	0.000000|	
36.862111|	26.777605|	0.000000|	3.575398|	0.000000|	16.808744|	7.094615|	0.000000|	1.636773|	0.000000|	
36.791554|	26.709041|	0.000000|	3.497246|	0.000000|	16.750016|	7.078471|	0.000000|	1.583829|	0.000000|	
36.546148|	26.513392|	0.000000|	3.445935|	0.000000|	16.817586|	7.096429|	0.000000|	1.635192|	0.000000|	
36.969423|	26.882383|	0.000000|	3.583915|	0.000000|	16.821988|	7.110355|	0.000000|	1.642697|	0.000000|	
36.743083|	26.657703|	0.000000|	3.590378|	0.000000|	16.809475|	7.098683|	0.000000|	1.580568|	0.000000|	
36.747030|	26.663843|	0.000000|	3.601300|	0.000000|	16.839659|	7.127988|	0.000000|	1.580824|	0.000000|	
36.810016|	26.727164|	0.000000|	3.512953|	0.000000|	16.827779|	7.115821|	0.000000|	1.619866|	0.000000|	
36.608840|	26.574621|	0.000000|	3.567627|	0.000000|	16.808076|	7.094974|	0.000000|	1.572015|	0.000000|	
36.763131|	26.680401|	0.000000|	3.660048|	0.000000|	16.742090|	7.107696|	0.000000|	1.597369|	0.000000|	
36.737874|	26.653270|	0.000000|	3.672325|	0.000000|	16.807952|	7.056572|	0.000000|	1.600121|	0.000000|	
36.752069|	26.668147|	0.000000|	3.588107|	0.000000|	16.815896|	7.099467|	0.000000|	1.601897|	0.000000|	
37.382393|	27.297505|	0.000000|	3.557319|	0.000000|	16.827436|	7.108926|	0.000000|	1.602396|	0.000000|	
37.436077|	27.355682|	0.000000|	3.435447|	0.000000|	16.817759|	7.099962|	0.000000|	1.555723|	0.000000|	
37.440499|	27.364575|	0.000000|	3.424844|	0.000000|	16.826570|	7.107907|	0.000000|	1.579468|	0.000000|	
37.401710|	27.321859|	0.000000|	3.406316|	0.000000|	16.827934|	7.101615|	0.000000|	1.592163|	0.000000|	
36.550726|	26.516185|	0.000000|	3.449090|	0.000000|	16.813655|	7.092323|	0.000000|	1.621733|	0.000000|	
36.791196|	26.703795|	0.000000|	3.507775|	0.000000|	16.845857|	7.126772|	0.000000|	1.581375|	0.000000|	
36.735806|	26.664668|	0.000000|	3.304652|	0.000000|	16.814870|	7.092490|	0.000000|	1.604982|	0.000000|	
36.843840|	26.759414|	0.000000|	3.420860|	0.000000|	16.829755|	7.110676|	0.000000|	1.541081|	0.000000|	
36.990713|	26.896722|	0.000000|	3.412957|	0.000000|	16.735733|	7.061044|	0.000000|	1.562385|	0.000000|	
36.728808|	26.641678|	0.000000|	3.443005|	0.000000|	16.816675|	7.099177|	0.000000|	1.566228|	0.000000|	
36.773732|	26.684001|	0.000000|	3.545003|	0.000000|	16.829572|	7.107587|	0.000000|	1.587860|	0.000000|	
36.572550|	26.532430|	0.000000|	3.574845|	0.000000|	16.813270|	7.094570|	0.000000|	1.550924|	0.000000|	
36.808555|	26.719098|	0.000000|	3.541724|	0.000000|	16.840219|	7.119847|	0.000000|	1.594088|	0.000000|	
36.762083|	26.670250|	0.000000|	3.466849|	0.000000|	16.803381|	7.095855|	0.000000|	1.611617|	0.000000|	
36.759988|	26.670768|	0.000000|	3.464424|	0.000000|	16.812296|	7.103641|	0.000000|	1.570744|	0.000000|	
37.013041|	26.919552|	0.000000|	3.450221|	0.000000|	16.828264|	7.117941|	0.000000|	1.606652|	0.000000|	
36.753925|	26.666782|	0.000000|	3.422975|	0.000000|	16.808634|	7.099686|	0.000000|	1.563729|	0.000000|	
36.595746|	26.555462|	0.000000|	3.424113|	0.000000|	16.732745|	7.106068|	0.000000|	1.566802|	0.000000|	
36.789402|	26.700098|	0.000000|	3.457399|	0.000000|	16.812478|	7.066839|	0.000000|	1.602892|	0.000000|	
36.740603|	26.653006|	0.000000|	3.438816|	0.000000|	16.798126|	7.091544|	0.000000|	1.586869|	0.000000|	
36.818550|	26.726684|	0.000000|	3.333602|	0.000000|	16.818145|	7.109218|	0.000000|	1.633453|	0.000000|	
36.807695|	26.718070|	0.000000|	3.403812|	0.000000|	16.813663|	7.093633|	0.000000|	1.612991|	0.000000|	
36.853767|	26.760439|	0.000000|	3.422937|	0.000000|	16.836423|	7.113627|	0.000000|	1.580789|	0.000000|	
37.060965|	26.969149|	0.000000|	3.457653|	0.000000|	16.823582|	7.097632|	0.000000|	1.625484|	0.000000|	
36.640253|	26.597265|	0.000000|	3.447114|	0.000000|	16.821344|	7.098715|	0.000000|	1.617013|	0.000000|	
36.887896|	26.794307|	0.000000|	3.453115|	0.000000|	16.835313|	7.121299|	0.000000|	1.589261|	0.000000|	
37.206316|	27.116892|	0.000000|	3.390420|	0.000000|	17.166105|	7.450478|	0.000000|	1.594450|	0.000000|	
37.305939|	27.214762|	0.000000|	3.441865|	0.000000|	17.394987|	7.722069|	0.000000|	1.608945|	0.000000|	
36.782149|	26.690507|	0.000000|	3.407021|	0.000000|	16.813108|	7.098032|	0.000000|	1.580399|	0.000000|	
36.818259|	26.726907|	0.000000|	3.414768|	0.000000|	16.822146|	7.102907|	0.000000|	1.604876|	0.000000|	
37.315304|	27.224961|	0.000000|	3.439575|	0.000000|	16.825076|	7.109373|	0.000000|	1.628129|	0.000000|	
36.824223|	26.785133|	0.000000|	3.430636|	0.000000|	16.824988|	7.111039|	0.000000|	1.612279|	0.000000|	
36.755327|	26.666724|	0.000000|	3.493890|	0.000000|	16.820745|	7.106776|	0.000000|	1.602259|	0.000000|	
36.756789|	26.659947|	0.000000|	3.420529|	0.000000|	16.826517|	7.117182|	0.000000|	1.628501|	0.000000|	
36.775954|	26.681126|	0.000000|	3.504465|	0.000000|	16.838362|	7.124640|	0.000000|	1.596890|	0.000000|	
36.795617|	26.703807|	0.000000|	3.434353|	0.000000|	16.752384|	7.083084|	0.000000|	1.539760|	0.000000|	
36.782026|	26.700034|	0.000000|	3.353023|	0.000000|	16.811563|	7.098267|	0.000000|	1.615458|	0.000000|	
36.815494|	26.727693|	0.000000|	3.403939|	0.000000|	16.823967|	7.113077|	0.000000|	1.594360|	0.000000|	
36.856679|	26.814258|	0.000000|	3.485446|	0.000000|	16.826268|	7.106557|	0.000000|	1.619585|	0.000000|	
36.795253|	26.706357|	0.000000|	3.486172|	0.000000|	16.817996|	7.099783|	0.000000|	1.629951|	0.000000|	
36.845532|	26.754296|	0.000000|	3.472962|	0.000000|	16.823544|	7.106486|	0.000000|	1.594540|	0.000000|	
36.785164|	26.695217|	0.000000|	3.414934|	0.000000|	16.813544|	7.095711|	0.000000|	1.593462|	0.000000|	
36.805597|	26.714977|	0.000000|	3.380542|	0.000000|	16.829082|	7.110823|	0.000000|	1.578247|	0.000000|	
36.805331|	26.714560|	0.000000|	3.431928|	0.000000|	16.798726|	7.090041|	0.000000|	1.583119|	0.000000|	
36.627354|	26.584042|	0.000000|	3.443569|	0.000000|	16.731441|	7.064828|	0.000000|	1.560311|	0.000000|	
37.110785|	27.019490|	0.000000|	3.462718|	0.000000|	16.826508|	7.113889|	0.000000|	1.643024|	0.000000|	
36.775020|	26.686178|	0.000000|	3.441182|	0.000000|	16.816209|	7.102074|	0.000000|	1.570009|	0.000000|	
36.855573|	26.764256|	0.000000|	3.405771|	0.000000|	16.821096|	7.102835|	0.000000|	1.572086|	0.000000|	
36.822554|	26.732056|	0.000000|	3.438255|	0.000000|	16.814751|	7.100789|	0.000000|	1.571057|	0.000000|	
36.853775|	26.762038|	0.000000|	3.459661|	0.000000|	16.804444|	7.093732|	0.000000|	1.568282|	0.000000|	
36.868095|	26.774821|	0.000000|	3.474255|	0.000000|	16.821543|	7.110744|	0.000000|	1.563403|	0.000000|	
36.626210|	26.588023|	0.000000|	3.427722|	0.000000|	16.805631|	7.095866|	0.000000|	1.588134|	0.000000|	
36.838389|	26.744602|	0.000000|	3.491305|	0.000000|	16.741186|	7.109136|	0.000000|	1.564573|	0.000000|	
37.057639|	26.966608|	0.000000|	3.450514|	0.000000|	16.814372|	7.063329|	0.000000|	1.624728|	0.000000|	
36.833311|	26.741170|	0.000000|	3.516611|	0.000000|	16.820774|	7.096866|	0.000000|	1.580734|	0.000000|	
36.840851|	26.753044|	0.000000|	3.486155|	0.000000|	16.826252|	7.103482|	0.000000|	1.610122|	0.000000|	
36.819886|	26.726900|	0.000000|	3.387223|	0.000000|	16.820830|	7.097124|	0.000000|	1.604870|	0.000000|	
36.851637|	26.760301|	0.000000|	3.422344|	0.000000|	16.836300|	7.111596|	0.000000|	1.624883|	0.000000|	
36.652657|	26.612339|	0.000000|	3.422601|	0.000000|	16.811599|	7.092019|	0.000000|	1.597903|	0.000000|	
36.813604|	26.721747|	0.000000|	3.438635|	0.000000|	16.819227|	7.097732|	0.000000|	1.594121|	0.000000|	
37.118153|	27.023949|	0.000000|	3.445255|	0.000000|	16.819662|	7.105194|	0.000000|	1.624307|	0.000000|	
36.879803|	26.787393|	0.000000|	3.471736|	0.000000|	16.815337|	7.101677|	0.000000|	1.596626|	0.000000|	
36.853055|	26.758805|	0.000000|	3.449100|	0.000000|	16.740384|	7.069413|	0.000000|	1.606168|	0.000000|	
36.815518|	26.722777|	0.000000|	3.375464|	0.000000|	16.821205|	7.102198|	0.000000|	1.609584|	0.000000|	
36.628857|	26.589474|	0.000000|	3.388204|	0.000000|	16.810007|	7.092811|	0.000000|	1.627374|	0.000000|	
36.850409|	26.760069|	0.000000|	3.446329|	0.000000|	16.842236|	7.118619|	0.000000|	1.576307|	0.000000|	
36.863406|	26.771324|	0.000000|	3.445061|	0.000000|	16.822615|	7.094553|	0.000000|	1.636798|	0.000000|	
36.855862|	26.767806|	0.000000|	3.494312|	0.000000|	16.826520|	7.107071|	0.000000|	1.635285|	0.000000|	
37.117258|	27.027662|	0.000000|	3.575424|	0.000000|	16.820516|	7.098099|	0.000000|	1.635834|	0.000000|	
36.830554|	26.741785|	0.000000|	3.441544|	0.000000|	16.816848|	7.099824|	0.000000|	1.601093|	0.000000|	
36.836577|	26.746042|	0.000000|	3.424161|	0.000000|	16.738947|	7.069101|	0.000000|	1.627424|	0.000000|	
36.610355|	26.567779|	0.000000|	3.421095|	0.000000|	16.815561|	7.096234|	0.000000|	1.624480|	0.000000|	
36.836603|	26.746182|	0.000000|	3.441400|	0.000000|	16.831625|	7.108517|	0.000000|	1.611387|	0.000000|	
36.806933|	26.712884|	0.000000|	3.439847|	0.000000|	16.844325|	7.121564|	0.000000|	1.632984|	0.000000|	
36.861441|	26.767462|	0.000000|	3.469039|	0.000000|	16.864797|	7.137835|	0.000000|	1.584120|	0.000000|	
37.157507|	27.066507|	0.000000|	3.459155|	0.000000|	16.824013|	7.102481|	0.000000|	1.643894|	0.000000|	
36.516190|	26.447592|	0.000000|	3.247343|	0.000000|	16.824612|	7.100474|	0.000000|	1.587553|	0.000000|	
17.328468|	10.804529|	0.000000|	1.244061|	0.000000|	10.621220|	4.238713|	0.000000|	1.070340|	0.000000|	
3.824874|	1.139429|	0.000000|	0.619850|	0.000000|	3.825024|	1.120926|	0.000000|	0.600204|	0.000000|	
3.528985|	1.065830|	0.000000|	0.613338|	0.000000|	3.324925|	0.922173|	0.000000|	0.597894|	0.000000|	
3.234691|	0.889357|	0.000000|	0.589963|	0.000000|	3.121855|	0.834195|	0.000000|	0.571856|	0.000000|	
3.098910|	0.849925|	0.000000|	0.619526|	0.000000|	3.007984|	0.812792|	0.000000|	0.566794|	0.000000|	
3.209402|	0.873911|	0.000000|	0.590646|	0.000000|	3.108894|	0.830239|	0.000000|	0.562871|	0.000000|	
12.989939|	5.942183|	0.000000|	1.396479|	0.000000|	11.546207|	4.640899|	0.000000|	1.144228|	0.000000|	
20.871782|	10.975388|	0.000000|	1.772611|	0.000000|	16.736931|	7.026581|	0.000000|	1.429082|	0.000000|	
5.113737|	1.653703|	0.000000|	0.738047|	0.000000|	4.812503|	1.429733|	0.000000|	0.701276|	0.000000|	
3.113661|	0.856211|	0.000000|	0.630478|	0.000000|	2.998783|	0.798236|	0.000000|	0.583388|	0.000000|	
3.454561|	0.938230|	0.000000|	0.619399|	0.000000|	3.336237|	0.886259|	0.000000|	0.580973|	0.000000|	
