Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

36.416227|	26.391903|	0.000000|	3.398091|	0.000000|	16.815179|	7.112384|	0.000000|	1.552522|	0.000000|	
36.450590|	26.429546|	0.000000|	3.437507|	0.000000|	16.794438|	7.097362|	0.000000|	1.593912|	0.000000|	
36.530932|	26.505399|	0.000000|	3.455021|	0.000000|	16.814297|	7.112089|	0.000000|	1.606011|	0.000000|	
36.467482|	26.441495|	0.000000|	3.437914|	0.000000|	16.796914|	7.093858|	0.000000|	1.594640|	0.000000|	
36.533343|	26.505481|	0.000000|	3.423877|	0.000000|	16.810606|	7.113301|	0.000000|	1.552600|	0.000000|	
36.268545|	26.307319|	0.000000|	3.269360|	0.000000|	16.787967|	7.090571|	0.000000|	1.590263|	0.000000|	
37.054555|	27.026107|	0.000000|	3.396336|	0.000000|	16.839007|	7.137848|	0.000000|	1.612368|	0.000000|	
38.117039|	28.083490|	0.000000|	3.438410|	0.000000|	16.814297|	7.113652|	0.000000|	1.606766|	0.000000|	
36.535977|	26.495718|	0.000000|	3.455910|	0.000000|	16.712908|	7.097633|	0.000000|	1.586521|	0.000000|	
36.576468|	26.522755|	0.000000|	3.421582|	0.000000|	16.811837|	7.073219|	0.000000|	1.580954|	0.000000|	
36.529101|	26.473577|	0.000000|	3.424261|	0.000000|	16.800901|	7.095115|	0.000000|	1.594435|	0.000000|	
36.583861|	26.524380|	0.000000|	3.457564|	0.000000|	16.806580|	7.102401|	0.000000|	1.594258|	0.000000|	
36.400019|	26.399303|	0.000000|	3.388155|	0.000000|	16.812048|	7.107100|	0.000000|	1.555711|	0.000000|	
36.556844|	26.498341|	0.000000|	3.456550|	0.000000|	16.805871|	7.100378|	0.000000|	1.589603|	0.000000|	
38.194721|	28.139954|	0.000000|	3.419546|	0.000000|	16.807068|	7.104934|	0.000000|	1.656943|	0.000000|	
