Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

33.404419|	23.568931|	0.000000|	1.955483|	0.000000|	16.857613|	7.178858|	0.000000|	1.683346|	0.000000|	
3.706112|	1.454473|	0.000000|	0.743413|	0.000000|	3.291730|	0.987107|	0.000000|	0.608056|	0.000000|	
3.064489|	0.809582|	0.000000|	0.581417|	0.000000|	3.132583|	0.822442|	0.000000|	0.570153|	0.000000|	
2.902881|	0.764060|	0.000000|	0.558718|	0.000000|	2.973054|	0.778292|	0.000000|	0.569223|	0.000000|	
5.684308|	2.379807|	0.000000|	0.857284|	0.000000|	5.159377|	1.848861|	0.000000|	0.726411|	0.000000|	
2.721531|	0.724355|	0.000000|	0.616886|	0.000000|	2.602644|	0.680672|	0.000000|	0.537273|	0.000000|	
3.046974|	0.802886|	0.000000|	0.717821|	0.000000|	3.004058|	0.788200|	0.000000|	0.570511|	0.000000|	
3.637135|	0.996769|	0.000000|	0.752598|	0.000000|	3.584105|	0.978432|	0.000000|	0.610618|	0.000000|	
2.624794|	0.673075|	0.000000|	0.763235|	0.000000|	2.594893|	0.667285|	0.000000|	0.563122|	0.000000|	
2.756036|	0.712402|	0.000000|	0.681135|	0.000000|	2.734424|	0.715982|	0.000000|	0.555974|	0.000000|	
2.521986|	0.659294|	0.000000|	0.697408|	0.000000|	2.499090|	0.658381|	0.000000|	0.536960|	0.000000|	
2.861064|	0.724816|	0.000000|	0.690267|	0.000000|	2.839681|	0.731433|	0.000000|	0.554907|	0.000000|	
12.243212|	5.329250|	0.000000|	1.394770|	0.000000|	11.502258|	4.669425|	0.000000|	1.131021|	0.000000|	
3.052375|	0.868325|	0.000000|	0.794961|	0.000000|	2.971175|	0.817715|	0.000000|	0.560870|	0.000000|	
2.729621|	0.734727|	0.000000|	0.770406|	0.000000|	2.802809|	0.747431|	0.000000|	0.584782|	0.000000|	
