Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.950632|	22.708081|	0.000000|	5.030154|	0.000000|	16.760785|	7.049346|	0.000000|	1.719211|	0.000000|	
32.730049|	22.487620|	0.000000|	5.085235|	0.000000|	16.740815|	7.029416|	0.000000|	1.688911|	0.000000|	
32.722252|	22.483177|	0.000000|	4.989838|	0.000000|	16.665218|	7.004707|	0.000000|	1.656099|	0.000000|	
32.692301|	22.450584|	0.000000|	4.900468|	0.000000|	16.733738|	7.029066|	0.000000|	1.679662|	0.000000|	
32.505358|	22.318611|	0.000000|	4.988625|	0.000000|	16.736732|	7.028161|	0.000000|	1.700036|	0.000000|	
32.715031|	22.479037|	0.000000|	5.064799|	0.000000|	16.748951|	7.041012|	0.000000|	1.690631|	0.000000|	
32.677004|	22.444062|	0.000000|	4.795232|	0.000000|	16.739510|	7.031021|	0.000000|	1.666029|	0.000000|	
32.967555|	22.731071|	0.000000|	5.048620|	0.000000|	16.752351|	7.044785|	0.000000|	1.727133|	0.000000|	
32.532266|	22.349273|	0.000000|	5.009668|	0.000000|	16.734557|	7.027760|	0.000000|	1.708294|	0.000000|	
32.672967|	22.435063|	0.000000|	4.958725|	0.000000|	16.648378|	6.991923|	0.000000|	1.679766|	0.000000|	
32.733848|	22.492902|	0.000000|	4.976387|	0.000000|	16.750703|	7.044436|	0.000000|	1.700528|	0.000000|	
32.668602|	22.429316|	0.000000|	4.985654|	0.000000|	16.736200|	7.029525|	0.000000|	1.705899|	0.000000|	
32.510684|	22.323009|	0.000000|	5.070035|	0.000000|	16.746011|	7.038267|	0.000000|	1.699104|	0.000000|	
32.654880|	22.418590|	0.000000|	5.128315|	0.000000|	16.739138|	7.029538|	0.000000|	1.690345|	0.000000|	
32.675030|	22.434640|	0.000000|	5.014720|	0.000000|	16.648303|	7.027368|	0.000000|	1.681676|	0.000000|	
32.931475|	22.690886|	0.000000|	4.998136|	0.000000|	16.760840|	7.014271|	0.000000|	1.683410|	0.000000|	
32.711757|	22.472798|	0.000000|	5.070365|	0.000000|	16.737681|	7.029817|	0.000000|	1.711498|	0.000000|	
32.581658|	22.390559|	0.000000|	5.020687|	0.000000|	16.769614|	7.058986|	0.000000|	1.644116|	0.000000|	
32.711119|	22.470279|	0.000000|	5.068634|	0.000000|	16.743100|	7.030877|	0.000000|	1.691648|	0.000000|	
32.734382|	22.488634|	0.000000|	5.003194|	0.000000|	16.739738|	7.028903|	0.000000|	1.685530|	0.000000|	
32.754386|	22.507400|	0.000000|	5.060818|	0.000000|	16.690498|	7.032273|	0.000000|	1.681833|	0.000000|	
32.722945|	22.482636|	0.000000|	5.061787|	0.000000|	16.748717|	7.041329|	0.000000|	1.691603|	0.000000|	
32.759668|	22.569234|	0.000000|	5.125291|	0.000000|	16.754207|	7.044624|	0.000000|	1.679598|	0.000000|	
32.696277|	22.451091|	0.000000|	5.050742|	0.000000|	16.740076|	7.029195|	0.000000|	1.677713|	0.000000|	
32.702164|	22.460914|	0.000000|	5.055511|	0.000000|	16.733798|	7.028828|	0.000000|	1.662226|	0.000000|	
32.733381|	22.495732|	0.000000|	4.925471|	0.000000|	16.749096|	7.043685|	0.000000|	1.695940|	0.000000|	
32.527700|	22.339588|	0.000000|	4.813313|	0.000000|	16.656046|	6.997062|	0.000000|	1.685925|	0.000000|	
32.726063|	22.490290|	0.000000|	4.780527|	0.000000|	16.754961|	7.045174|	0.000000|	1.662961|	0.000000|	
32.714508|	22.473209|	0.000000|	4.992936|	0.000000|	16.738595|	7.030459|	0.000000|	1.699698|	0.000000|	
32.686322|	22.450862|	0.000000|	4.859265|	0.000000|	16.743621|	7.035147|	0.000000|	1.690171|	0.000000|	
32.765513|	22.580234|	0.000000|	4.886667|	0.000000|	16.761484|	7.051428|	0.000000|	1.705909|	0.000000|	
32.724222|	22.479619|	0.000000|	4.849213|	0.000000|	16.745247|	7.031902|	0.000000|	1.706803|	0.000000|	
32.728150|	22.485259|	0.000000|	4.866016|	0.000000|	16.760109|	7.039340|	0.000000|	1.657968|	0.000000|	
32.735067|	22.492859|	0.000000|	4.841849|	0.000000|	16.661377|	6.993370|	0.000000|	1.696199|	0.000000|	
32.713195|	22.466945|	0.000000|	4.887299|	0.000000|	16.739931|	7.027319|	0.000000|	1.690075|	0.000000|	
32.595059|	22.401370|	0.000000|	5.011249|	0.000000|	16.753169|	7.041312|	0.000000|	1.674353|	0.000000|	
32.726922|	22.483064|	0.000000|	4.892817|	0.000000|	16.740351|	7.033921|	0.000000|	1.688281|	0.000000|	
33.031899|	22.788796|	0.000000|	4.896392|	0.000000|	16.770009|	7.058398|	0.000000|	1.706969|	0.000000|	
32.762915|	22.510796|	0.000000|	4.845503|	0.000000|	16.740151|	7.029809|	0.000000|	1.661801|	0.000000|	
32.740411|	22.499192|	0.000000|	4.914200|	0.000000|	16.653115|	6.989888|	0.000000|	1.684340|	0.000000|	
32.607899|	22.415964|	0.000000|	4.861643|	0.000000|	16.755492|	7.041879|	0.000000|	1.686383|	0.000000|	
32.734087|	22.498047|	0.000000|	4.874586|	0.000000|	16.734042|	7.026447|	0.000000|	1.680760|	0.000000|	
32.777458|	22.539249|	0.000000|	4.804203|	0.000000|	16.748906|	7.042189|	0.000000|	1.717310|	0.000000|	
32.728187|	22.488737|	0.000000|	4.845601|	0.000000|	16.735050|	7.027097|	0.000000|	1.692270|	0.000000|	
32.580900|	22.390970|	0.000000|	4.774041|	0.000000|	16.733828|	7.027565|	0.000000|	1.696901|	0.000000|	
32.999182|	22.756643|	0.000000|	4.756372|	0.000000|	16.673414|	7.012019|	0.000000|	1.684785|	0.000000|	
32.746938|	22.511072|	0.000000|	4.834486|	0.000000|	16.734707|	7.026893|	0.000000|	1.698239|	0.000000|	
32.779738|	22.544317|	0.000000|	4.832130|	0.000000|	16.744184|	7.039485|	0.000000|	1.705113|	0.000000|	
32.754820|	22.515458|	0.000000|	4.808133|	0.000000|	16.735980|	7.030459|	0.000000|	1.660919|	0.000000|	
32.579167|	22.387366|	0.000000|	4.784663|	0.000000|	16.729676|	7.027010|	0.000000|	1.689012|	0.000000|	
32.778068|	22.535623|	0.000000|	4.809097|	0.000000|	16.749445|	7.041918|	0.000000|	1.682669|	0.000000|	
32.773216|	22.535973|	0.000000|	4.849569|	0.000000|	16.745063|	7.032064|	0.000000|	1.691381|	0.000000|	
32.885047|	22.634481|	0.000000|	4.844896|	0.000000|	16.668875|	7.007185|	0.000000|	1.671047|	0.000000|	
33.481521|	23.293426|	0.000000|	4.801804|	0.000000|	16.749481|	7.034450|	0.000000|	1.683341|	0.000000|	
33.514279|	23.277697|	0.000000|	4.833475|	0.000000|	16.743886|	7.028648|	0.000000|	1.673604|	0.000000|	
32.802022|	22.554435|	0.000000|	4.871804|	0.000000|	16.754931|	7.040565|	0.000000|	1.666300|	0.000000|	
32.731540|	22.485281|	0.000000|	4.849766|	0.000000|	16.741679|	7.031711|	0.000000|	1.688758|	0.000000|	
32.799021|	22.553309|	0.000000|	4.820975|	0.000000|	16.767423|	7.059688|	0.000000|	1.674847|	0.000000|	
32.576632|	22.382334|	0.000000|	4.956865|	0.000000|	16.653555|	6.991809|	0.000000|	1.656684|	0.000000|	
32.766591|	22.517835|	0.000000|	4.898963|	0.000000|	16.733648|	7.027719|	0.000000|	1.674642|	0.000000|	
33.336318|	23.095040|	0.000000|	4.867153|	0.000000|	16.795793|	7.085860|	0.000000|	1.712578|	0.000000|	
33.453118|	23.214489|	0.000000|	4.861664|	0.000000|	16.746058|	7.033240|	0.000000|	1.654594|	0.000000|	
32.622678|	22.426966|	0.000000|	5.002132|	0.000000|	16.763835|	7.053519|	0.000000|	1.699639|	0.000000|	
32.740106|	22.491015|	0.000000|	4.950500|	0.000000|	16.738781|	7.028085|	0.000000|	1.656767|	0.000000|	
32.733828|	22.485420|	0.000000|	4.909063|	0.000000|	16.654860|	6.992556|	0.000000|	1.675527|	0.000000|	
32.788803|	22.540771|	0.000000|	4.890026|	0.000000|	16.752030|	7.046601|	0.000000|	1.689664|	0.000000|	
32.757741|	22.514055|	0.000000|	4.918811|	0.000000|	16.732389|	7.027056|	0.000000|	1.699815|	0.000000|	
32.619437|	22.429305|	0.000000|	4.878625|	0.000000|	16.744339|	7.040166|	0.000000|	1.699270|	0.000000|	
32.958727|	22.719538|	0.000000|	4.959637|	0.000000|	16.744080|	7.036210|	0.000000|	1.684536|	0.000000|	
32.762685|	22.526024|	0.000000|	4.791428|	0.000000|	16.753782|	7.044733|	0.000000|	1.694698|	0.000000|	
32.745666|	22.509776|	0.000000|	4.866440|	0.000000|	16.654687|	6.995072|	0.000000|	1.675205|	0.000000|	
32.714846|	22.481002|	0.000000|	4.861805|	0.000000|	16.742423|	7.031001|	0.000000|	1.696500|	0.000000|	
32.568076|	22.387423|	0.000000|	4.810996|	0.000000|	16.750443|	7.042479|	0.000000|	1.682269|	0.000000|	
32.709308|	22.473620|	0.000000|	4.833687|	0.000000|	16.738356|	7.030859|	0.000000|	1.703019|	0.000000|	
32.764276|	22.529000|	0.000000|	4.833251|	0.000000|	16.752386|	7.040727|	0.000000|	1.689724|	0.000000|	
32.945991|	22.705645|	0.000000|	4.861851|	0.000000|	16.760555|	7.040127|	0.000000|	1.693472|	0.000000|	
32.731495|	22.490782|	0.000000|	4.933050|	0.000000|	16.663287|	6.999990|	0.000000|	1.689127|	0.000000|	
32.622276|	22.438192|	0.000000|	4.906987|	0.000000|	16.774156|	7.059865|	0.000000|	1.705701|	0.000000|	
32.723694|	22.487946|	0.000000|	4.969330|	0.000000|	16.740226|	7.028736|	0.000000|	1.688683|	0.000000|	
32.789982|	22.546609|	0.000000|	4.895656|	0.000000|	16.744698|	7.036775|	0.000000|	1.680373|	0.000000|	
32.758817|	22.520206|	0.000000|	4.818879|	0.000000|	16.740721|	7.028486|	0.000000|	1.705167|	0.000000|	
32.759411|	22.524502|	0.000000|	5.008172|	0.000000|	16.740226|	7.027368|	0.000000|	1.666747|	0.000000|	
32.636826|	22.445643|	0.000000|	4.921353|	0.000000|	16.671584|	7.007689|	0.000000|	1.682034|	0.000000|	
32.974864|	22.738129|	0.000000|	4.983497|	0.000000|	16.750085|	7.032111|	0.000000|	1.692212|	0.000000|	
32.779156|	22.537111|	0.000000|	5.111767|	0.000000|	16.748417|	7.038313|	0.000000|	1.691990|	0.000000|	
32.741034|	22.500961|	0.000000|	5.033147|	0.000000|	16.743821|	7.033245|	0.000000|	1.699901|	0.000000|	
32.596435|	22.404348|	0.000000|	4.951910|	0.000000|	16.744217|	7.028667|	0.000000|	1.699531|	0.000000|	
32.776709|	22.538989|	0.000000|	4.886082|	0.000000|	16.764074|	7.039428|	0.000000|	1.666925|	0.000000|	
32.735580|	22.496696|	0.000000|	4.968769|	0.000000|	16.662861|	7.029951|	0.000000|	1.647956|	0.000000|	
32.791470|	22.543464|	0.000000|	4.863856|	0.000000|	16.765432|	7.007034|	0.000000|	1.709092|	0.000000|	
32.833988|	22.635505|	0.000000|	4.919325|	0.000000|	16.758165|	7.036791|	0.000000|	1.691002|	0.000000|	
32.752018|	22.510839|	0.000000|	4.928943|	0.000000|	16.748372|	7.027944|	0.000000|	1.700175|	0.000000|	
32.802164|	22.560592|	0.000000|	4.944072|	0.000000|	16.756423|	7.039252|	0.000000|	1.708086|	0.000000|	
32.776418|	22.530168|	0.000000|	4.831338|	0.000000|	16.750324|	7.028478|	0.000000|	1.700611|	0.000000|	
32.794207|	22.549952|	0.000000|	4.790774|	0.000000|	16.675945|	7.003923|	0.000000|	1.665668|	0.000000|	
32.579806|	22.389151|	0.000000|	4.869420|	0.000000|	16.753788|	7.028573|	0.000000|	1.681829|	0.000000|	
32.785558|	22.540941|	0.000000|	4.866015|	0.000000|	16.760610|	7.033847|	0.000000|	1.680669|	0.000000|	
32.832237|	22.593485|	0.000000|	4.892450|	0.000000|	16.771790|	7.052920|	0.000000|	1.700607|	0.000000|	
32.990437|	22.746631|	0.000000|	4.879163|	0.000000|	16.765452|	7.036744|	0.000000|	1.716880|	0.000000|	
32.618525|	22.428962|	0.000000|	4.846135|	0.000000|	16.765132|	7.039056|	0.000000|	1.657850|	0.000000|	
32.761488|	22.521152|	0.000000|	4.929246|	0.000000|	16.751691|	7.029587|	0.000000|	1.683014|	0.000000|	
32.784378|	22.546341|	0.000000|	4.867365|	0.000000|	16.721789|	7.045166|	0.000000|	1.664287|	0.000000|	
32.792315|	22.555151|	0.000000|	4.782312|	0.000000|	16.774426|	7.050936|	0.000000|	1.683131|	0.000000|	
32.780174|	22.533628|	0.000000|	4.922345|	0.000000|	16.747704|	7.028294|	0.000000|	1.674007|	0.000000|	
32.622586|	22.423600|	0.000000|	4.842889|	0.000000|	16.761898|	7.041621|	0.000000|	1.680199|	0.000000|	
33.012735|	22.763061|	0.000000|	4.902775|	0.000000|	16.757976|	7.032611|	0.000000|	1.725006|	0.000000|	
32.775950|	22.528628|	0.000000|	4.979998|	0.000000|	16.754197|	7.029600|	0.000000|	1.690689|	0.000000|	
32.794365|	22.555423|	0.000000|	5.026065|	0.000000|	16.678924|	7.002467|	0.000000|	1.655936|	0.000000|	
32.760872|	22.525237|	0.000000|	4.919176|	0.000000|	16.752651|	7.027680|	0.000000|	1.698895|	0.000000|	
32.646149|	22.459174|	0.000000|	4.862426|	0.000000|	16.759082|	7.037968|	0.000000|	1.682797|	0.000000|	
32.778650|	22.534983|	0.000000|	4.922798|	0.000000|	16.758993|	7.032199|	0.000000|	1.707142|	0.000000|	
32.759065|	22.514316|	0.000000|	4.958586|	0.000000|	16.746625|	7.027729|	0.000000|	1.680956|	0.000000|	
32.788609|	22.542421|	0.000000|	5.109503|	0.000000|	16.756727|	7.038906|	0.000000|	1.664760|	0.000000|	
32.839170|	22.639341|	0.000000|	4.930164|	0.000000|	16.673940|	6.999735|	0.000000|	1.697104|	0.000000|	
32.788722|	22.553456|	0.000000|	4.920389|	0.000000|	16.768017|	7.043373|	0.000000|	1.702069|	0.000000|	
32.746939|	22.503488|	0.000000|	4.938160|	0.000000|	16.755804|	7.031109|	0.000000|	1.696340|	0.000000|	
32.768808|	22.519464|	0.000000|	4.966227|	0.000000|	16.767314|	7.039252|	0.000000|	1.703439|	0.000000|	
32.796852|	22.551493|	0.000000|	4.775495|	0.000000|	16.774127|	7.049887|	0.000000|	1.681156|	0.000000|	
32.611460|	22.419653|	0.000000|	4.883665|	0.000000|	16.747270|	7.032036|	0.000000|	1.683153|	0.000000|	
32.798661|	22.556127|	0.000000|	4.827858|	0.000000|	16.676206|	7.004714|	0.000000|	1.662099|	0.000000|	
32.994650|	22.751414|	0.000000|	4.871220|	0.000000|	16.763071|	7.041959|	0.000000|	1.723324|	0.000000|	
32.801717|	22.552529|	0.000000|	5.039647|	0.000000|	16.741455|	7.028072|	0.000000|	1.715726|	0.000000|	
32.642667|	22.452646|	0.000000|	5.039036|	0.000000|	16.763231|	7.041951|	0.000000|	1.682218|	0.000000|	
32.779171|	22.542261|	0.000000|	4.892691|	0.000000|	16.747209|	7.029004|	0.000000|	1.706642|	0.000000|	
32.826625|	22.587424|	0.000000|	4.908076|	0.000000|	16.757845|	7.037341|	0.000000|	1.681619|	0.000000|	
32.781653|	22.548752|	0.000000|	4.875833|	0.000000|	16.668796|	6.993212|	0.000000|	1.665767|	0.000000|	
32.793256|	22.556811|	0.000000|	4.842884|	0.000000|	16.750713|	7.028849|	0.000000|	1.700632|	0.000000|	
32.641438|	22.454408|	0.000000|	4.783484|	0.000000|	16.763605|	7.039294|	0.000000|	1.663849|	0.000000|	
32.991786|	22.757874|	0.000000|	4.890209|	0.000000|	16.764489|	7.035410|	0.000000|	1.721249|	0.000000|	
32.775931|	22.539623|	0.000000|	4.865964|	0.000000|	16.824682|	7.096862|	0.000000|	1.674051|	0.000000|	
32.773095|	22.535277|	0.000000|	4.857813|	0.000000|	16.760651|	7.033821|	0.000000|	1.656945|	0.000000|	
32.613194|	22.423354|	0.000000|	4.893605|	0.000000|	16.672834|	6.993854|	0.000000|	1.688240|	0.000000|	
32.836712|	22.590104|	0.000000|	4.873702|	0.000000|	16.769475|	7.048575|	0.000000|	1.690748|	0.000000|	
32.802083|	22.561088|	0.000000|	4.870019|	0.000000|	16.755430|	7.032131|	0.000000|	1.707848|	0.000000|	
32.841878|	22.598691|	0.000000|	4.859163|	0.000000|	16.764054|	7.041087|	0.000000|	1.709306|	0.000000|	
33.014936|	22.771073|	0.000000|	4.816885|	0.000000|	16.768496|	7.044183|	0.000000|	1.712170|	0.000000|	
32.672611|	22.476665|	0.000000|	4.879942|	0.000000|	16.684620|	7.007902|	0.000000|	1.670648|	0.000000|	
32.892695|	22.645500|	0.000000|	5.027715|	0.000000|	16.770772|	7.047236|	0.000000|	1.692203|	0.000000|	
32.802529|	22.554480|	0.000000|	5.036830|	0.000000|	16.753289|	7.027577|	0.000000|	1.683156|	0.000000|	
32.836892|	22.582064|	0.000000|	4.976514|	0.000000|	16.765028|	7.041074|	0.000000|	1.665821|	0.000000|	
32.658073|	22.457715|	0.000000|	4.736424|	0.000000|	16.752760|	7.029058|	0.000000|	1.707990|	0.000000|	
32.797550|	22.544594|	0.000000|	4.809183|	0.000000|	16.749505|	7.027802|	0.000000|	1.708384|	0.000000|	
32.828043|	22.578069|	0.000000|	4.841033|	0.000000|	16.677833|	7.003986|	0.000000|	1.682691|	0.000000|	
33.044033|	22.793900|	0.000000|	4.917853|	0.000000|	16.761250|	7.034208|	0.000000|	1.699727|	0.000000|	
32.830549|	22.582825|	0.000000|	4.865120|	0.000000|	16.761104|	7.039774|	0.000000|	1.682375|	0.000000|	
32.645959|	22.444922|	0.000000|	4.760341|	0.000000|	16.751617|	7.029667|	0.000000|	1.700074|	0.000000|	
32.782668|	22.530430|	0.000000|	4.811786|	0.000000|	16.745682|	7.028816|	0.000000|	1.700389|	0.000000|	
32.818968|	22.573274|	0.000000|	4.821383|	0.000000|	16.764374|	7.039895|	0.000000|	1.682981|	0.000000|	
32.783619|	22.539184|	0.000000|	4.844136|	0.000000|	16.668324|	6.992086|	0.000000|	1.648371|	0.000000|	
32.814720|	22.572208|	0.000000|	4.813210|	0.000000|	16.761519|	7.038300|	0.000000|	1.666192|	0.000000|	
32.610912|	22.410888|	0.000000|	4.733997|	0.000000|	16.744684|	7.028012|	0.000000|	1.698356|	0.000000|	
33.020443|	22.769246|	0.000000|	4.818087|	0.000000|	16.757227|	7.032481|	0.000000|	1.708735|	0.000000|	
32.801005|	22.553534|	0.000000|	4.837668|	0.000000|	16.763106|	7.041099|	0.000000|	1.699748|	0.000000|	
32.766960|	22.527674|	0.000000|	4.786769|	0.000000|	16.752373|	7.030794|	0.000000|	1.691514|	0.000000|	
32.663305|	22.466165|	0.000000|	4.814887|	0.000000|	16.680751|	7.004983|	0.000000|	1.671928|	0.000000|	
32.797673|	22.542421|	0.000000|	4.693008|	0.000000|	16.749645|	7.030222|	0.000000|	1.690121|	0.000000|	
32.780734|	22.530671|	0.000000|	4.972834|	0.000000|	16.758584|	7.040465|	0.000000|	1.699115|	0.000000|	
32.830459|	22.575799|	0.000000|	4.962149|	0.000000|	16.765961|	7.048053|	0.000000|	1.696442|	0.000000|	
32.986994|	22.734787|	0.000000|	4.804497|	0.000000|	16.748432|	7.033875|	0.000000|	1.704515|	0.000000|	
32.703137|	22.505375|	0.000000|	4.984152|	0.000000|	16.758204|	7.044266|	0.000000|	1.700499|	0.000000|	
32.795683|	22.548947|	0.000000|	4.881351|	0.000000|	16.744459|	7.028828|	0.000000|	1.703727|	0.000000|	
32.809847|	22.558700|	0.000000|	4.847227|	0.000000|	16.658632|	6.991739|	0.000000|	1.678752|	0.000000|	
32.826501|	22.579987|	0.000000|	4.872971|	0.000000|	16.754920|	7.039214|	0.000000|	1.667652|	0.000000|	
32.812817|	22.560601|	0.000000|	4.848145|	0.000000|	16.738824|	7.027381|	0.000000|	1.682785|	0.000000|	
32.701861|	22.505043|	0.000000|	4.847330|	0.000000|	16.753373|	7.040591|	0.000000|	1.712345|	0.000000|	
32.831020|	22.581319|	0.000000|	4.763961|	0.000000|	16.742157|	7.028531|	0.000000|	1.676927|	0.000000|	
33.042219|	22.792797|	0.000000|	4.900142|	0.000000|	16.749941|	7.033498|	0.000000|	1.727399|	0.000000|	
32.840149|	22.593669|	0.000000|	4.907639|	0.000000|	16.682511|	7.005921|	0.000000|	1.688478|	0.000000|	
32.647199|	22.443646|	0.000000|	4.986900|	0.000000|	16.750360|	7.027471|	0.000000|	1.654486|	0.000000|	
32.850113|	22.593993|	0.000000|	5.019541|	0.000000|	16.770538|	7.044692|	0.000000|	1.673837|	0.000000|	
32.826767|	22.574325|	0.000000|	4.898096|	0.000000|	16.759702|	7.030905|	0.000000|	1.691264|	0.000000|	
32.818343|	22.563935|	0.000000|	5.078161|	0.000000|	16.756208|	7.027423|	0.000000|	1.665735|	0.000000|	
32.839650|	22.584619|	0.000000|	5.058937|	0.000000|	16.768037|	7.039381|	0.000000|	1.690604|	0.000000|	
33.063366|	22.860802|	0.000000|	5.006928|	0.000000|	16.681476|	7.034159|	0.000000|	1.724974|	0.000000|	
33.410771|	23.162904|	0.000000|	4.743074|	0.000000|	16.761969|	7.002897|	0.000000|	1.691668|	0.000000|	
32.849224|	22.584846|	0.000000|	4.957679|	0.000000|	16.787183|	7.059777|	0.000000|	1.673809|	0.000000|	
32.850619|	22.592180|	0.000000|	4.720200|	0.000000|	16.807559|	7.076988|	0.000000|	1.691220|	0.000000|	
32.893963|	22.636941|	0.000000|	4.862220|	0.000000|	16.777126|	7.054278|	0.000000|	1.707079|	0.000000|	
32.686909|	22.467008|	0.000000|	4.978928|	0.000000|	16.746091|	7.027294|	0.000000|	1.700183|	0.000000|	
32.889078|	22.615800|	0.000000|	5.101075|	0.000000|	16.681832|	7.006209|	0.000000|	1.673094|	0.000000|	
