Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

38.044818|	27.807319|	0.000000|	4.631925|	0.000000|	16.837729|	7.130305|	0.000000|	1.700945|	0.000000|	
28.182200|	18.068988|	0.000000|	4.171530|	0.000000|	16.790178|	7.107319|	0.000000|	1.686065|	0.000000|	
30.971110|	20.598212|	0.000000|	5.671623|	0.000000|	16.796697|	7.109348|	0.000000|	1.687118|	0.000000|	
52.958488|	42.367412|	0.000000|	6.104340|	0.000000|	16.812520|	7.105208|	0.000000|	1.689744|	0.000000|	
52.629127|	42.244640|	0.000000|	5.147764|	0.000000|	16.811286|	7.108196|	0.000000|	1.708159|	0.000000|	
53.868977|	43.480517|	0.000000|	5.124741|	0.000000|	16.840450|	7.135447|	0.000000|	1.710912|	0.000000|	
54.912097|	44.506570|	0.000000|	5.286518|	0.000000|	16.813414|	7.107776|	0.000000|	1.682056|	0.000000|	
52.962745|	42.558345|	0.000000|	5.206804|	0.000000|	16.807348|	7.106693|	0.000000|	1.675150|	0.000000|	
52.822166|	42.413016|	0.000000|	5.312912|	0.000000|	16.808055|	7.101714|	0.000000|	1.720230|	0.000000|	
52.719137|	42.363364|	0.000000|	5.261222|	0.000000|	16.794948|	7.092916|	0.000000|	1.692657|	0.000000|	
52.883463|	42.689270|	0.000000|	5.233358|	0.000000|	16.808385|	7.108942|	0.000000|	1.707694|	0.000000|	
52.920476|	42.297672|	0.000000|	5.259692|	0.000000|	16.797002|	7.096935|	0.000000|	1.698970|	0.000000|	
52.820312|	42.404135|	0.000000|	5.233165|	0.000000|	16.856129|	7.147191|	0.000000|	1.728175|	0.000000|	
55.259882|	44.836161|	0.000000|	5.304210|	0.000000|	17.413410|	7.702171|	0.000000|	1.719191|	0.000000|	
54.754052|	44.352740|	0.000000|	5.187450|	0.000000|	17.462842|	7.758000|	0.000000|	1.709459|	0.000000|	
54.624519|	44.226872|	0.000000|	5.048639|	0.000000|	17.474802|	7.765643|	0.000000|	1.701198|	0.000000|	
55.101622|	44.670333|	0.000000|	5.286766|	0.000000|	17.083484|	7.379785|	0.000000|	1.683789|	0.000000|	
55.111368|	44.676385|	0.000000|	5.237622|	0.000000|	16.824708|	7.118546|	0.000000|	1.691967|	0.000000|	
54.897074|	44.460867|	0.000000|	5.233363|	0.000000|	16.821462|	7.115080|	0.000000|	1.682936|	0.000000|	
52.770027|	42.343904|	0.000000|	5.319260|	0.000000|	16.810465|	7.105746|	0.000000|	1.709543|	0.000000|	
54.074720|	43.645592|	0.000000|	5.336257|	0.000000|	16.743089|	7.120589|	0.000000|	1.700617|	0.000000|	
55.180101|	44.738237|	0.000000|	5.211306|	0.000000|	16.890275|	7.100280|	0.000000|	1.690428|	0.000000|	
52.606555|	42.220998|	0.000000|	5.192629|	0.000000|	16.796694|	7.132306|	0.000000|	1.683437|	0.000000|	
52.903561|	42.459837|	0.000000|	5.266265|	0.000000|	16.813523|	7.100946|	0.000000|	1.699589|	0.000000|	
52.847206|	42.405349|	0.000000|	5.287601|	0.000000|	16.802609|	7.093637|	0.000000|	1.690737|	0.000000|	
52.867497|	42.426356|	0.000000|	5.286435|	0.000000|	16.818301|	7.110960|	0.000000|	1.691344|	0.000000|	
52.251779|	41.849719|	0.000000|	5.002135|	0.000000|	16.802295|	7.093536|	0.000000|	1.700304|	0.000000|	
35.591614|	27.885013|	0.000000|	3.704834|	0.000000|	12.173050|	4.958372|	0.000000|	1.330753|	0.000000|	
19.421048|	10.270389|	0.000000|	1.737562|	0.000000|	15.304431|	6.392160|	0.000000|	1.420086|	0.000000|	
20.945395|	10.994473|	0.000000|	1.820518|	0.000000|	16.737308|	7.027308|	0.000000|	1.466149|	0.000000|	
19.390130|	9.449055|	0.000000|	1.848490|	0.000000|	17.707528|	7.999481|	0.000000|	1.466319|	0.000000|	
18.756016|	8.838540|	0.000000|	1.847699|	0.000000|	17.976132|	8.269062|	0.000000|	1.474005|	0.000000|	
17.534250|	7.693399|	0.000000|	1.869224|	0.000000|	17.383145|	7.674745|	0.000000|	1.472843|	0.000000|	
17.568510|	7.605867|	0.000000|	1.850217|	0.000000|	17.352178|	7.649320|	0.000000|	1.480480|	0.000000|	
17.609871|	7.697755|	0.000000|	1.857098|	0.000000|	17.104143|	7.403649|	0.000000|	1.439868|	0.000000|	
