Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
34.079913|	23.864216|	0.000000|	5.532252|	0.000000|	16.800731|	7.098957|	0.000000|	1.690846|	0.000000|	
34.620530|	24.111015|	0.000000|	5.394011|	0.000000|	16.818521|	7.116586|	0.000000|	1.705145|	0.000000|	
34.257647|	23.865627|	0.000000|	5.477935|	0.000000|	16.712676|	7.059638|	0.000000|	1.673040|	0.000000|	
34.272417|	23.883998|	0.000000|	5.507423|	0.000000|	16.803665|	7.104457|	0.000000|	1.672999|	0.000000|	
34.323294|	23.927704|	0.000000|	5.467044|	0.000000|	17.031799|	7.326633|	0.000000|	1.674101|	0.000000|	
34.273498|	23.873381|	0.000000|	5.421741|	0.000000|	17.511233|	7.799273|	0.000000|	1.706954|	0.000000|	
34.284904|	23.894269|	0.000000|	5.474314|	0.000000|	16.823759|	7.119149|	0.000000|	1.689057|	0.000000|	
34.083254|	23.733969|	0.000000|	5.183624|	0.000000|	16.825513|	7.120807|	0.000000|	1.713798|	0.000000|	
34.472406|	24.076137|	0.000000|	5.530352|	0.000000|	16.815655|	7.112443|	0.000000|	1.724642|	0.000000|	
34.303149|	23.910901|	0.000000|	5.387977|	0.000000|	16.824164|	7.115821|	0.000000|	1.700517|	0.000000|	
34.085653|	23.745010|	0.000000|	5.474900|	0.000000|	16.822622|	7.114038|	0.000000|	1.709247|	0.000000|	
34.305849|	23.914557|	0.000000|	5.468553|	0.000000|	16.826657|	7.122076|	0.000000|	1.707792|	0.000000|	
34.268664|	23.880100|	0.000000|	5.472086|	0.000000|	16.811126|	7.105054|	0.000000|	1.707323|	0.000000|	
34.292287|	23.900211|	0.000000|	5.446608|	0.000000|	16.802602|	7.099738|	0.000000|	1.699029|	0.000000|	
34.305337|	23.913338|	0.000000|	5.421264|	0.000000|	16.832983|	7.126558|	0.000000|	1.690149|	0.000000|	
34.273012|	23.886379|	0.000000|	5.473559|	0.000000|	16.805874|	7.101965|	0.000000|	1.715173|	0.000000|	
34.571809|	24.188679|	0.000000|	5.476540|	0.000000|	16.747279|	7.129526|	0.000000|	1.723763|	0.000000|	
34.296815|	23.907378|	0.000000|	5.476560|	0.000000|	16.813057|	7.065473|	0.000000|	1.664417|	0.000000|	
34.260054|	23.868694|	0.000000|	5.457901|	0.000000|	16.825072|	7.112130|	0.000000|	1.698832|	0.000000|	
34.107970|	23.890354|	0.000000|	5.422302|	0.000000|	16.814128|	7.108345|	0.000000|	1.681319|	0.000000|	
34.260491|	23.751770|	0.000000|	5.530949|	0.000000|	16.808628|	7.104197|	0.000000|	1.699673|	0.000000|	
34.292732|	23.905579|	0.000000|	5.396807|	0.000000|	16.817438|	7.112415|	0.000000|	1.690192|	0.000000|	
34.260800|	23.867638|	0.000000|	5.478312|	0.000000|	16.814071|	7.104191|	0.000000|	1.715691|	0.000000|	
34.305614|	23.909004|	0.000000|	5.448235|	0.000000|	16.818132|	7.106167|	0.000000|	1.700175|	0.000000|	
34.464602|	24.089315|	0.000000|	5.366341|	0.000000|	16.848631|	7.126731|	0.000000|	1.707330|	0.000000|	
34.221586|	23.845975|	0.000000|	5.353820|	0.000000|	16.820019|	7.106844|	0.000000|	1.698535|	0.000000|	
34.328380|	23.939912|	0.000000|	5.509494|	0.000000|	16.849763|	7.138941|	0.000000|	1.698024|	0.000000|	
34.304718|	23.905316|	0.000000|	5.533654|	0.000000|	16.829291|	7.118118|	0.000000|	1.689506|	0.000000|	
34.290068|	23.881221|	0.000000|	5.457387|	0.000000|	16.728464|	7.062790|	0.000000|	1.698947|	0.000000|	
34.147698|	23.800002|	0.000000|	5.477360|	0.000000|	16.917315|	7.158909|	0.000000|	1.707425|	0.000000|	
34.286809|	23.879508|	0.000000|	5.508640|	0.000000|	16.737677|	7.070815|	0.000000|	1.664629|	0.000000|	
34.566194|	24.162672|	0.000000|	5.536875|	0.000000|	16.917041|	7.151024|	0.000000|	1.730670|	0.000000|	
34.245399|	23.851962|	0.000000|	5.401389|	0.000000|	16.727826|	7.064769|	0.000000|	1.690179|	0.000000|	
34.296658|	23.891206|	0.000000|	5.541709|	0.000000|	16.821754|	7.109415|	0.000000|	1.715689|	0.000000|	
34.313025|	23.910738|	0.000000|	5.441608|	0.000000|	16.803631|	7.104903|	0.000000|	1.688778|	0.000000|	
34.278284|	23.877373|	0.000000|	5.502095|	0.000000|	16.810135|	7.105754|	0.000000|	1.698496|	0.000000|	
34.293667|	23.893430|	0.000000|	5.474379|	0.000000|	16.814432|	7.108598|	0.000000|	1.707270|	0.000000|	
34.273092|	23.875434|	0.000000|	5.532973|	0.000000|	16.808080|	7.102598|	0.000000|	1.707851|	0.000000|	
34.311731|	23.909925|	0.000000|	5.473165|	0.000000|	16.811941|	7.106809|	0.000000|	1.690657|	0.000000|	
34.338427|	23.993039|	0.000000|	5.389921|	0.000000|	16.815817|	7.106671|	0.000000|	1.697639|	0.000000|	
34.296004|	23.901773|	0.000000|	5.531067|	0.000000|	16.811956|	7.103586|	0.000000|	1.707397|	0.000000|	
34.327902|	23.925462|	0.000000|	5.476558|	0.000000|	16.813037|	7.106947|	0.000000|	1.682602|	0.000000|	
34.304453|	23.905273|	0.000000|	5.502540|	0.000000|	16.802933|	7.103023|	0.000000|	1.714544|	0.000000|	
34.375902|	23.961548|	0.000000|	5.502440|	0.000000|	16.810106|	7.110644|	0.000000|	1.698100|	0.000000|	
34.324169|	23.912808|	0.000000|	5.476338|	0.000000|	16.808459|	7.107926|	0.000000|	1.698183|	0.000000|	
34.313380|	23.910306|	0.000000|	5.447163|	0.000000|	16.798387|	7.097228|	0.000000|	1.673515|	0.000000|	
34.579784|	24.168627|	0.000000|	5.557758|	0.000000|	16.819653|	7.113780|	0.000000|	1.708246|	0.000000|	
34.115866|	23.765435|	0.000000|	5.178146|	0.000000|	16.809920|	7.107590|	0.000000|	1.680784|	0.000000|	
34.156039|	23.808710|	0.000000|	5.473201|	0.000000|	16.818594|	7.110828|	0.000000|	1.698819|	0.000000|	
15.707680|	10.092610|	0.000000|	2.574789|	0.000000|	8.567527|	3.309518|	0.000000|	1.037217|	0.000000|	
3.800405|	1.091733|	0.000000|	0.611629|	0.000000|	3.607708|	0.960198|	0.000000|	0.587364|	0.000000|	
3.142504|	0.850694|	0.000000|	0.579762|	0.000000|	3.058506|	0.814482|	0.000000|	0.570861|	0.000000|	
2.964550|	0.783881|	0.000000|	0.565367|	0.000000|	2.895164|	0.757019|	0.000000|	0.581119|	0.000000|	
3.022233|	0.809728|	0.000000|	0.668905|	0.000000|	2.971717|	0.800827|	0.000000|	0.580269|	0.000000|	
19.754907|	10.828577|	0.000000|	1.650678|	0.000000|	14.983207|	6.228940|	0.000000|	1.387079|	0.000000|	
3.638275|	1.012490|	0.000000|	0.753770|	0.000000|	3.499861|	0.889066|	0.000000|	0.634313|	0.000000|	
2.875274|	0.782645|	0.000000|	0.752358|	0.000000|	2.797348|	0.746727|	0.000000|	0.573151|	0.000000|	
3.054916|	0.781207|	0.000000|	0.651937|	0.000000|	3.000440|	0.769951|	0.000000|	0.565420|	0.000000|	
