Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

34.177990|	23.782770|	0.000000|	5.523982|	0.000000|	16.852172|	7.146712|	0.000000|	1.683572|	0.000000|	
34.189806|	23.795976|	0.000000|	5.447469|	0.000000|	16.815889|	7.118149|	0.000000|	1.716352|	0.000000|	
34.152902|	23.757573|	0.000000|	5.515821|	0.000000|	16.814999|	7.117105|	0.000000|	1.699088|	0.000000|	
34.231397|	23.835588|	0.000000|	5.582035|	0.000000|	16.816733|	7.119772|	0.000000|	1.691026|	0.000000|	
34.114407|	23.740519|	0.000000|	5.447596|	0.000000|	16.790954|	7.093882|	0.000000|	1.690888|	0.000000|	
34.521748|	24.159425|	0.000000|	5.328609|	0.000000|	16.803436|	7.104477|	0.000000|	1.688736|	0.000000|	
34.149892|	23.812381|	0.000000|	5.447925|	0.000000|	16.804536|	7.108535|	0.000000|	1.690828|	0.000000|	
34.200012|	23.804620|	0.000000|	5.474097|	0.000000|	16.796050|	7.102026|	0.000000|	1.706995|	0.000000|	
34.266640|	23.873278|	0.000000|	5.530100|	0.000000|	16.798836|	7.103739|	0.000000|	1.681494|	0.000000|	
34.252380|	23.859748|	0.000000|	5.536628|	0.000000|	16.817235|	7.118180|	0.000000|	1.716276|	0.000000|	
34.239358|	23.845157|	0.000000|	5.420267|	0.000000|	16.794566|	7.096025|	0.000000|	1.707808|	0.000000|	
34.258344|	23.860642|	0.000000|	5.445381|	0.000000|	16.818021|	7.122236|	0.000000|	1.699687|	0.000000|	
34.234581|	23.835257|	0.000000|	5.419935|	0.000000|	16.713893|	7.064661|	0.000000|	1.682099|	0.000000|	
34.550301|	24.151753|	0.000000|	5.477686|	0.000000|	16.813840|	7.112774|	0.000000|	1.725964|	0.000000|	
34.132728|	23.761748|	0.000000|	5.332953|	0.000000|	16.795069|	7.094778|	0.000000|	1.715923|	0.000000|	
33.914494|	23.605994|	0.000000|	5.199791|	0.000000|	16.798856|	7.102162|	0.000000|	1.698135|	0.000000|	
34.240543|	23.843096|	0.000000|	5.451803|	0.000000|	16.807670|	7.108417|	0.000000|	1.690561|	0.000000|	
34.225977|	23.831594|	0.000000|	5.444932|	0.000000|	16.795498|	7.099267|	0.000000|	1.716214|	0.000000|	
34.238225|	23.843349|	0.000000|	5.499838|	0.000000|	16.818880|	7.119310|	0.000000|	1.707309|	0.000000|	
34.183260|	23.781938|	0.000000|	5.503102|	0.000000|	16.809816|	7.108518|	0.000000|	1.691044|	0.000000|	
34.392976|	23.993566|	0.000000|	5.475585|	0.000000|	16.821015|	7.118736|	0.000000|	1.716755|	0.000000|	
34.211767|	23.817877|	0.000000|	5.527495|	0.000000|	16.812813|	7.114594|	0.000000|	1.698747|	0.000000|	
34.209293|	23.812199|	0.000000|	5.445763|	0.000000|	16.810852|	7.111709|	0.000000|	1.699134|	0.000000|	
34.235436|	23.838125|	0.000000|	5.529630|	0.000000|	16.813042|	7.111087|	0.000000|	1.707123|	0.000000|	
34.019261|	23.682443|	0.000000|	5.418448|	0.000000|	16.812644|	7.109331|	0.000000|	1.681370|	0.000000|	
34.211567|	23.814021|	0.000000|	5.446522|	0.000000|	16.805930|	7.101715|	0.000000|	1.715395|	0.000000|	
34.049706|	23.702975|	0.000000|	5.146311|	0.000000|	16.822052|	7.121514|	0.000000|	1.704702|	0.000000|	
34.232376|	23.837846|	0.000000|	5.528547|	0.000000|	16.848535|	7.144126|	0.000000|	1.681336|	0.000000|	
34.682156|	24.292775|	0.000000|	5.474101|	0.000000|	16.759492|	7.144952|	0.000000|	1.697490|	0.000000|	
34.279034|	23.887920|	0.000000|	5.476189|	0.000000|	16.819189|	7.085093|	0.000000|	1.682430|	0.000000|	
34.248562|	23.855719|	0.000000|	5.499680|	0.000000|	16.803174|	7.104372|	0.000000|	1.699073|	0.000000|	
34.258577|	23.867880|	0.000000|	5.502309|	0.000000|	16.808094|	7.109800|	0.000000|	1.681772|	0.000000|	
34.235472|	23.842788|	0.000000|	5.418818|	0.000000|	16.815673|	7.111234|	0.000000|	1.715865|	0.000000|	
34.076236|	23.738846|	0.000000|	5.467849|	0.000000|	16.817895|	7.112668|	0.000000|	1.716365|	0.000000|	
34.217023|	23.829623|	0.000000|	5.480800|	0.000000|	16.815053|	7.109410|	0.000000|	1.698248|	0.000000|	
34.543378|	24.155687|	0.000000|	5.503516|	0.000000|	16.806404|	7.106708|	0.000000|	1.689738|	0.000000|	
34.552506|	24.216591|	0.000000|	5.163965|	0.000000|	16.816689|	7.115243|	0.000000|	1.671872|	0.000000|	
34.252082|	23.860874|	0.000000|	5.473035|	0.000000|	16.807281|	7.107173|	0.000000|	1.690232|	0.000000|	
34.304329|	23.906509|	0.000000|	5.474470|	0.000000|	16.810608|	7.111355|	0.000000|	1.707894|	0.000000|	
34.268797|	23.874963|	0.000000|	5.445218|	0.000000|	16.801793|	7.104824|	0.000000|	1.680916|	0.000000|	
34.280682|	23.884785|	0.000000|	5.418172|	0.000000|	16.798566|	7.096645|	0.000000|	1.716374|	0.000000|	
34.312435|	23.918958|	0.000000|	5.501094|	0.000000|	16.821301|	7.113491|	0.000000|	1.699171|	0.000000|	
