Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.777555|	22.535701|	0.000000|	5.090239|	0.000000|	16.762582|	7.033475|	0.000000|	1.679436|	0.000000|	
32.806655|	22.567102|	0.000000|	4.965141|	0.000000|	16.767997|	7.039139|	0.000000|	1.679823|	0.000000|	
32.770323|	22.529073|	0.000000|	4.931537|	0.000000|	16.671958|	6.993032|	0.000000|	1.692607|	0.000000|	
32.632477|	22.446156|	0.000000|	4.903305|	0.000000|	16.756104|	7.039652|	0.000000|	1.693050|	0.000000|	
33.048217|	22.803983|	0.000000|	5.115682|	0.000000|	16.766543|	7.037345|	0.000000|	1.710837|	0.000000|	
32.825562|	22.582675|	0.000000|	4.912673|	0.000000|	16.755320|	7.028294|	0.000000|	1.697770|	0.000000|	
32.851467|	22.605788|	0.000000|	5.098695|	0.000000|	16.775165|	7.047873|	0.000000|	1.690328|	0.000000|	
32.761725|	22.521136|	0.000000|	5.015505|	0.000000|	16.743860|	7.028970|	0.000000|	1.693307|	0.000000|	
32.635051|	22.445670|	0.000000|	4.955821|	0.000000|	16.681743|	7.006113|	0.000000|	1.688699|	0.000000|	
32.841103|	22.600277|	0.000000|	4.967828|	0.000000|	16.760899|	7.033071|	0.000000|	1.705094|	0.000000|	
32.837842|	22.592266|	0.000000|	4.943054|	0.000000|	16.764488|	7.041668|	0.000000|	1.680428|	0.000000|	
32.855305|	22.613879|	0.000000|	5.056630|	0.000000|	16.777735|	7.058113|	0.000000|	1.662752|	0.000000|	
32.847535|	22.769502|	0.000000|	4.990210|	0.000000|	16.759850|	7.038224|	0.000000|	1.732865|	0.000000|	
32.849576|	22.496369|	0.000000|	4.853935|	0.000000|	16.764593|	7.037083|	0.000000|	1.653188|	0.000000|	
32.825848|	22.587427|	0.000000|	4.876010|	0.000000|	16.671283|	6.994430|	0.000000|	1.697812|	0.000000|	
32.850149|	22.606936|	0.000000|	4.966505|	0.000000|	16.749209|	7.030047|	0.000000|	1.696147|	0.000000|	
32.841228|	22.597873|	0.000000|	4.979156|	0.000000|	16.763650|	7.044090|	0.000000|	1.701754|	0.000000|	
32.648302|	22.458201|	0.000000|	4.941862|	0.000000|	16.742746|	7.027632|	0.000000|	1.685722|	0.000000|	
32.830542|	22.594062|	0.000000|	4.907512|	0.000000|	16.761019|	7.044692|	0.000000|	1.693792|	0.000000|	
33.055265|	22.821142|	0.000000|	4.983143|	0.000000|	16.757127|	7.036440|	0.000000|	1.691178|	0.000000|	
32.836212|	22.602762|	0.000000|	4.915714|	0.000000|	16.751102|	7.027894|	0.000000|	1.683201|	0.000000|	
32.683605|	22.497556|	0.000000|	5.075927|	0.000000|	16.683515|	7.005587|	0.000000|	1.656867|	0.000000|	
32.785037|	22.549916|	0.000000|	5.022785|	0.000000|	16.753458|	7.027365|	0.000000|	1.703530|	0.000000|	
32.847389|	22.614028|	0.000000|	4.993572|	0.000000|	16.756338|	7.037929|	0.000000|	1.681329|	0.000000|	
32.820630|	22.586128|	0.000000|	5.009417|	0.000000|	16.815992|	7.085638|	0.000000|	1.695370|	0.000000|	
32.788555|	22.555137|	0.000000|	5.043068|	0.000000|	16.760122|	7.030688|	0.000000|	1.653607|	0.000000|	
32.696570|	22.512397|	0.000000|	4.971088|	0.000000|	16.777700|	7.044774|	0.000000|	1.707607|	0.000000|	
33.620751|	23.390851|	0.000000|	5.070740|	0.000000|	16.685477|	7.004740|	0.000000|	1.704921|	0.000000|	
32.842890|	22.608361|	0.000000|	5.074354|	0.000000|	16.766460|	7.038354|	0.000000|	1.698076|	0.000000|	
32.803578|	22.569892|	0.000000|	5.007253|	0.000000|	16.758584|	7.030338|	0.000000|	1.684720|	0.000000|	
32.637572|	22.454457|	0.000000|	5.043656|	0.000000|	16.772145|	7.043386|	0.000000|	1.667000|	0.000000|	
32.819117|	22.581574|	0.000000|	5.123493|	0.000000|	16.774885|	7.044921|	0.000000|	1.668966|	0.000000|	
32.807921|	22.561592|	0.000000|	5.102680|	0.000000|	16.757591|	7.028666|	0.000000|	1.691044|	0.000000|	
32.834662|	22.591505|	0.000000|	5.103183|	0.000000|	16.681898|	7.001845|	0.000000|	1.664177|	0.000000|	
32.999676|	22.757204|	0.000000|	5.132968|	0.000000|	16.762991|	7.033200|	0.000000|	1.709159|	0.000000|	
32.624821|	22.426602|	0.000000|	5.102344|	0.000000|	16.757377|	7.028795|	0.000000|	1.658926|	0.000000|	
32.802621|	22.558151|	0.000000|	5.115118|	0.000000|	16.769770|	7.042975|	0.000000|	1.717753|	0.000000|	
32.765378|	22.519966|	0.000000|	5.054776|	0.000000|	16.765711|	7.038610|	0.000000|	1.708153|	0.000000|	
32.774121|	22.533929|	0.000000|	5.054973|	0.000000|	16.775424|	7.046451|	0.000000|	1.708454|	0.000000|	
32.565761|	22.379916|	0.000000|	5.078109|	0.000000|	16.739948|	7.060373|	0.000000|	1.678181|	0.000000|	
32.749009|	22.507463|	0.000000|	5.124427|	0.000000|	16.783615|	7.052916|	0.000000|	1.697508|	0.000000|	
32.791604|	22.551537|	0.000000|	5.128374|	0.000000|	16.768441|	7.044726|	0.000000|	1.689022|	0.000000|	
32.977442|	22.727310|	0.000000|	5.103823|	0.000000|	16.770538|	7.040465|	0.000000|	1.707949|	0.000000|	
32.800879|	22.556005|	0.000000|	5.077309|	0.000000|	16.773028|	7.044725|	0.000000|	1.708177|	0.000000|	
32.613941|	22.415124|	0.000000|	5.102762|	0.000000|	16.757426|	7.029709|	0.000000|	1.664063|	0.000000|	
32.765459|	22.524870|	0.000000|	5.078558|	0.000000|	16.669302|	6.991576|	0.000000|	1.686529|	0.000000|	
32.813582|	22.570002|	0.000000|	5.074651|	0.000000|	16.769819|	7.040891|	0.000000|	1.708003|	0.000000|	
32.789940|	22.536092|	0.000000|	5.125631|	0.000000|	16.758654|	7.028140|	0.000000|	1.710139|	0.000000|	
32.825264|	22.579887|	0.000000|	5.001413|	0.000000|	16.767888|	7.038914|	0.000000|	1.691379|	0.000000|	
32.868204|	22.668154|	0.000000|	5.042419|	0.000000|	16.765547|	7.037394|	0.000000|	1.698296|	0.000000|	
32.805317|	22.557584|	0.000000|	5.101590|	0.000000|	16.771411|	7.043082|	0.000000|	1.680275|	0.000000|	
32.834843|	22.588224|	0.000000|	5.070849|	0.000000|	16.691537|	7.011414|	0.000000|	1.692183|	0.000000|	
32.810570|	22.560569|	0.000000|	5.101353|	0.000000|	16.754208|	7.026754|	0.000000|	1.713018|	0.000000|	
32.683687|	22.485966|	0.000000|	4.960671|	0.000000|	16.767298|	7.037947|	0.000000|	1.690619|	0.000000|	
32.823844|	22.574342|	0.000000|	5.052673|	0.000000|	16.758963|	7.029533|	0.000000|	1.677346|	0.000000|	
32.819169|	22.572468|	0.000000|	5.125367|	0.000000|	16.759662|	7.029437|	0.000000|	1.691296|	0.000000|	
32.825129|	22.586845|	0.000000|	5.077066|	0.000000|	16.768252|	7.040282|	0.000000|	1.675499|	0.000000|	
33.031757|	22.788835|	0.000000|	5.062364|	0.000000|	16.680942|	6.999965|	0.000000|	1.688879|	0.000000|	
32.664999|	22.472045|	0.000000|	4.924328|	0.000000|	16.768057|	7.041174|	0.000000|	1.687944|	0.000000|	
32.784191|	22.536754|	0.000000|	5.078029|	0.000000|	16.752615|	7.027443|	0.000000|	1.708770|	0.000000|	
32.801166|	22.558711|	0.000000|	4.912810|	0.000000|	16.754294|	7.028268|	0.000000|	1.665579|	0.000000|	
32.847116|	22.603828|	0.000000|	5.049981|	0.000000|	16.770108|	7.041493|	0.000000|	1.681397|	0.000000|	
32.807271|	22.560240|	0.000000|	5.037690|	0.000000|	16.671817|	7.029613|	0.000000|	1.674962|	0.000000|	
32.653322|	22.460578|	0.000000|	5.068691|	0.000000|	16.761549|	7.002664|	0.000000|	1.678319|	0.000000|	
32.996182|	22.751631|	0.000000|	4.967981|	0.000000|	16.761404|	7.036007|	0.000000|	1.695469|	0.000000|	
32.848192|	22.596576|	0.000000|	4.934954|	0.000000|	16.756177|	7.029905|	0.000000|	1.692759|	0.000000|	
32.843931|	22.599963|	0.000000|	4.858515|	0.000000|	16.770812|	7.041898|	0.000000|	1.698177|	0.000000|	
32.634494|	22.440569|	0.000000|	4.968567|	0.000000|	16.758060|	7.030046|	0.000000|	1.678734|	0.000000|	
32.861232|	22.614594|	0.000000|	4.946715|	0.000000|	16.768556|	7.038639|	0.000000|	1.691349|	0.000000|	
32.838226|	22.595984|	0.000000|	4.885684|	0.000000|	16.677627|	6.996724|	0.000000|	1.674126|	0.000000|	
32.817795|	22.580281|	0.000000|	4.816013|	0.000000|	16.773213|	7.044711|	0.000000|	1.684056|	0.000000|	
32.863217|	22.625692|	0.000000|	4.838932|	0.000000|	16.766909|	7.040073|	0.000000|	1.677425|	0.000000|	
32.937641|	22.739832|	0.000000|	4.925741|	0.000000|	16.789945|	7.059564|	0.000000|	1.709731|	0.000000|	
32.854318|	22.611012|	0.000000|	4.968471|	0.000000|	16.812917|	7.087848|	0.000000|	1.683014|	0.000000|	
32.826658|	22.581472|	0.000000|	4.840242|	0.000000|	16.756602|	7.031331|	0.000000|	1.695456|	0.000000|	
32.841440|	22.597674|	0.000000|	4.777234|	0.000000|	16.738254|	7.059270|	0.000000|	1.651005|	0.000000|	
32.682255|	22.486669|	0.000000|	4.968145|	0.000000|	16.780505|	7.050605|	0.000000|	1.682877|	0.000000|	
32.813813|	22.563706|	0.000000|	4.916805|	0.000000|	16.761753|	7.032624|	0.000000|	1.694530|	0.000000|	
32.825661|	22.566099|	0.000000|	4.823141|	0.000000|	16.772285|	7.042155|	0.000000|	1.678156|	0.000000|	
32.858420|	22.591659|	0.000000|	4.939065|	0.000000|	16.758968|	7.030480|	0.000000|	1.687936|	0.000000|	
33.006731|	22.742045|	0.000000|	4.930242|	0.000000|	16.766593|	7.034984|	0.000000|	1.674263|	0.000000|	
32.697644|	22.489212|	0.000000|	4.947450|	0.000000|	16.685238|	7.004341|	0.000000|	1.691111|	0.000000|	
32.830994|	22.565213|	0.000000|	4.972122|	0.000000|	16.759946|	7.030380|	0.000000|	1.653872|	0.000000|	
32.910078|	22.640780|	0.000000|	4.744165|	0.000000|	16.772489|	7.042067|	0.000000|	1.698258|	0.000000|	
32.826356|	22.565236|	0.000000|	4.809372|	0.000000|	16.756228|	7.028354|	0.000000|	1.706443|	0.000000|	
32.649490|	22.443667|	0.000000|	4.784799|	0.000000|	16.758154|	7.028465|	0.000000|	1.682311|	0.000000|	
32.844485|	22.571250|	0.000000|	4.809223|	0.000000|	16.766969|	7.038326|	0.000000|	1.681772|	0.000000|	
33.054532|	22.799801|	0.000000|	4.856445|	0.000000|	16.683837|	7.000040|	0.000000|	1.706393|	0.000000|	
32.878294|	22.620796|	0.000000|	4.867378|	0.000000|	16.766964|	7.037684|	0.000000|	1.707803|	0.000000|	
32.664770|	22.454104|	0.000000|	4.884143|	0.000000|	16.760216|	7.030547|	0.000000|	1.707223|	0.000000|	
32.837347|	22.577192|	0.000000|	4.825496|	0.000000|	16.774012|	7.043894|	0.000000|	1.701158|	0.000000|	
32.861279|	22.604182|	0.000000|	4.915472|	0.000000|	16.770000|	7.042912|	0.000000|	1.705619|	0.000000|	
32.829976|	22.579106|	0.000000|	5.033708|	0.000000|	16.755241|	7.026555|	0.000000|	1.688311|	0.000000|	
32.896196|	22.644011|	0.000000|	4.895071|	0.000000|	16.683040|	7.002562|	0.000000|	1.678880|	0.000000|	
32.666478|	22.462531|	0.000000|	5.045162|	0.000000|	16.957432|	7.229876|	0.000000|	1.687157|	0.000000|	
33.079976|	22.810937|	0.000000|	5.044313|	0.000000|	17.400150|	7.665433|	0.000000|	1.730381|	0.000000|	
32.868428|	22.603966|	0.000000|	4.921193|	0.000000|	16.913642|	7.182671|	0.000000|	1.712065|	0.000000|	
32.848664|	22.587940|	0.000000|	5.035968|	0.000000|	16.759872|	7.029430|	0.000000|	1.700637|	0.000000|	
32.686936|	22.479341|	0.000000|	5.013097|	0.000000|	16.767918|	7.038496|	0.000000|	1.707461|	0.000000|	
32.819808|	22.564167|	0.000000|	5.034488|	0.000000|	16.676338|	6.994768|	0.000000|	1.686947|	0.000000|	
32.842197|	22.592695|	0.000000|	4.980320|	0.000000|	16.754017|	7.026334|	0.000000|	1.680311|	0.000000|	
32.904208|	22.654181|	0.000000|	5.030129|	0.000000|	16.771192|	7.040545|	0.000000|	1.694300|	0.000000|	
33.288388|	23.042060|	0.000000|	5.004284|	0.000000|	16.762502|	7.033179|	0.000000|	1.683757|	0.000000|	
33.195347|	23.001691|	0.000000|	4.790430|	0.000000|	16.769470|	7.040114|	0.000000|	1.693171|	0.000000|	
32.801327|	22.549574|	0.000000|	4.876924|	0.000000|	16.803110|	7.073405|	0.000000|	1.660568|	0.000000|	
32.823543|	22.579470|	0.000000|	4.885314|	0.000000|	16.694949|	7.015093|	0.000000|	1.673243|	0.000000|	
32.860228|	22.605486|	0.000000|	4.745732|	0.000000|	16.797888|	7.067716|	0.000000|	1.682099|	0.000000|	
32.695737|	22.483956|	0.000000|	4.830856|	0.000000|	16.756977|	7.027794|	0.000000|	1.671690|	0.000000|	
32.942965|	22.685115|	0.000000|	4.798189|	0.000000|	16.768526|	7.040173|	0.000000|	1.659940|	0.000000|	
32.851823|	22.600978|	0.000000|	4.877073|	0.000000|	16.760840|	7.031819|	0.000000|	1.697278|	0.000000|	
33.085897|	22.838942|	0.000000|	4.968923|	0.000000|	16.698045|	7.014797|	0.000000|	1.697000|	0.000000|	
32.882634|	22.632492|	0.000000|	4.949071|	0.000000|	16.768711|	7.043360|	0.000000|	1.690969|	0.000000|	
32.674801|	22.475411|	0.000000|	4.976591|	0.000000|	16.757286|	7.027482|	0.000000|	1.690289|	0.000000|	
32.873793|	22.621573|	0.000000|	4.863603|	0.000000|	16.770308|	7.042568|	0.000000|	1.707257|	0.000000|	
32.881549|	22.632219|	0.000000|	4.851559|	0.000000|	16.760675|	7.031961|	0.000000|	1.628789|	0.000000|	
32.837216|	22.587776|	0.000000|	4.857766|	0.000000|	16.756693|	7.027990|	0.000000|	1.705990|	0.000000|	
32.739686|	22.543010|	0.000000|	4.825698|	0.000000|	16.768252|	7.038489|	0.000000|	1.688454|	0.000000|	
33.078563|	22.821541|	0.000000|	5.018194|	0.000000|	16.681739|	6.998887|	0.000000|	1.689769|	0.000000|	
32.893042|	22.644829|	0.000000|	4.888017|	0.000000|	16.768366|	7.039165|	0.000000|	1.713769|	0.000000|	
32.876108|	22.613593|	0.000000|	5.054266|	0.000000|	16.764643|	7.035139|	0.000000|	1.706259|	0.000000|	
32.830852|	22.564135|	0.000000|	5.067746|	0.000000|	16.763690|	7.032733|	0.000000|	1.659448|	0.000000|	
32.701765|	22.489945|	0.000000|	4.992481|	0.000000|	16.772374|	7.045442|	0.000000|	1.690684|	0.000000|	
32.850084|	22.589555|	0.000000|	4.943793|	0.000000|	16.678184|	6.995914|	0.000000|	1.680096|	0.000000|	
32.911225|	22.655385|	0.000000|	5.001842|	0.000000|	16.774022|	7.043886|	0.000000|	1.680076|	0.000000|	
32.851105|	22.595407|	0.000000|	5.075568|	0.000000|	16.762008|	7.032854|	0.000000|	1.706048|	0.000000|	
32.888817|	22.679325|	0.000000|	4.984462|	0.000000|	16.766620|	7.038272|	0.000000|	1.733884|	0.000000|	
32.916667|	22.656602|	0.000000|	4.879061|	0.000000|	16.771222|	7.041804|	0.000000|	1.691111|	0.000000|	
32.836119|	22.574584|	0.000000|	4.909043|	0.000000|	16.755724|	7.028565|	0.000000|	1.664120|	0.000000|	
32.911454|	22.645572|	0.000000|	4.981446|	0.000000|	16.769339|	7.040348|	0.000000|	1.685004|	0.000000|	
32.860097|	22.584197|	0.000000|	4.971813|	0.000000|	16.677251|	6.996365|	0.000000|	1.690147|	0.000000|	
32.679249|	22.466374|	0.000000|	4.982175|	0.000000|	16.776228|	7.047851|	0.000000|	1.702857|	0.000000|	
32.908105|	22.639019|	0.000000|	4.947468|	0.000000|	16.775090|	7.045868|	0.000000|	1.686246|	0.000000|	
33.093343|	22.827995|	0.000000|	4.927547|	0.000000|	16.769994|	7.041846|	0.000000|	1.708692|	0.000000|	
32.941435|	22.675428|	0.000000|	4.957803|	0.000000|	16.767119|	7.039544|	0.000000|	1.664257|	0.000000|	
32.722397|	22.516538|	0.000000|	4.880784|	0.000000|	16.758434|	7.031365|	0.000000|	1.675055|	0.000000|	
32.849651|	22.596742|	0.000000|	4.953619|	0.000000|	16.674118|	6.992457|	0.000000|	1.658593|	0.000000|	
32.896219|	22.643478|	0.000000|	4.902129|	0.000000|	16.764803|	7.037838|	0.000000|	1.688444|	0.000000|	
32.855227|	22.592721|	0.000000|	4.874808|	0.000000|	16.757851|	7.028269|	0.000000|	1.699366|	0.000000|	
32.888982|	22.633955|	0.000000|	4.768780|	0.000000|	16.769295|	7.040503|	0.000000|	1.702609|	0.000000|	
32.687263|	22.486433|	0.000000|	4.805783|	0.000000|	16.761634|	7.032265|	0.000000|	1.699276|	0.000000|	
33.107600|	22.855030|	0.000000|	4.900186|	0.000000|	16.768630|	7.036961|	0.000000|	1.712303|	0.000000|	
32.892386|	22.648545|	0.000000|	4.839145|	0.000000|	16.685856|	7.004436|	0.000000|	1.653361|	0.000000|	
32.842806|	22.596044|	0.000000|	4.758174|	0.000000|	16.756452|	7.027936|	0.000000|	1.676049|	0.000000|	
32.745241|	22.540115|	0.000000|	4.764546|	0.000000|	16.767418|	7.038259|	0.000000|	1.694089|	0.000000|	
32.810233|	22.562081|	0.000000|	4.737210|	0.000000|	16.757481|	7.028403|	0.000000|	1.678455|	0.000000|	
32.837846|	22.581434|	0.000000|	4.784627|	0.000000|	16.761244|	7.030460|	0.000000|	1.683799|	0.000000|	
32.855384|	22.600939|	0.000000|	4.758093|	0.000000|	16.689524|	7.042052|	0.000000|	1.676072|	0.000000|	
33.079346|	22.814156|	0.000000|	4.852299|	0.000000|	16.762162|	6.998692|	0.000000|	1.703316|	0.000000|	
32.729560|	22.527659|	0.000000|	4.787418|	0.000000|	16.769095|	7.039815|	0.000000|	1.691581|	0.000000|	
32.856915|	22.603428|	0.000000|	4.896827|	0.000000|	16.760680|	7.030459|	0.000000|	1.693229|	0.000000|	
32.893823|	22.633298|	0.000000|	4.864671|	0.000000|	16.774571|	7.044699|	0.000000|	1.667652|	0.000000|	
32.869227|	22.612282|	0.000000|	4.950553|	0.000000|	16.772834|	7.042148|	0.000000|	1.695695|	0.000000|	
32.670917|	22.464108|	0.000000|	4.872461|	0.000000|	16.673359|	6.992265|	0.000000|	1.628599|	0.000000|	
32.896661|	22.639388|	0.000000|	4.835859|	0.000000|	16.771416|	7.041283|	0.000000|	1.670588|	0.000000|	
32.852269|	22.598332|	0.000000|	4.784576|	0.000000|	16.760301|	7.032895|	0.000000|	1.689116|	0.000000|	
33.058248|	22.799612|	0.000000|	4.757870|	0.000000|	16.763380|	7.032278|	0.000000|	1.726615|	0.000000|	
32.898099|	22.632979|	0.000000|	4.857934|	0.000000|	16.770313|	7.039511|	0.000000|	1.698290|	0.000000|	
32.679522|	22.466394|	0.000000|	4.817173|	0.000000|	16.755534|	7.026909|	0.000000|	1.715262|	0.000000|	
32.857031|	22.590695|	0.000000|	4.790010|	0.000000|	16.682878|	7.038043|	0.000000|	1.661400|	0.000000|	
32.828918|	22.565114|	0.000000|	4.760313|	0.000000|	16.814115|	7.051177|	0.000000|	1.698082|	0.000000|	
32.814107|	22.557647|	0.000000|	4.759148|	0.000000|	16.778798|	7.048556|	0.000000|	1.672946|	0.000000|	
32.852243|	22.592053|	0.000000|	4.832251|	0.000000|	16.778074|	7.049075|	0.000000|	1.698202|	0.000000|	
32.808585|	22.597179|	0.000000|	4.861656|	0.000000|	16.766893|	7.034205|	0.000000|	1.709210|	0.000000|	
32.923684|	22.658874|	0.000000|	4.839207|	0.000000|	16.772060|	7.041792|	0.000000|	1.716183|	0.000000|	
32.854483|	22.592453|	0.000000|	4.866412|	0.000000|	16.678445|	6.997399|	0.000000|	1.686088|	0.000000|	
32.814393|	22.549221|	0.000000|	4.843269|	0.000000|	16.755684|	7.027031|	0.000000|	1.691565|	0.000000|	
32.755556|	22.528374|	0.000000|	4.907441|	0.000000|	16.769974|	7.041159|	0.000000|	1.706029|	0.000000|	
32.867238|	22.602574|	0.000000|	4.848576|	0.000000|	16.752864|	7.026922|	0.000000|	1.691712|	0.000000|	
32.876394|	22.617399|	0.000000|	4.836330|	0.000000|	16.771152|	7.042589|	0.000000|	1.646358|	0.000000|	
32.820153|	22.556124|	0.000000|	4.824704|	0.000000|	16.749330|	7.028350|	0.000000|	1.681686|	0.000000|	
33.043167|	22.782064|	0.000000|	4.859588|	0.000000|	16.772290|	7.051661|	0.000000|	1.728663|	0.000000|	
32.707115|	22.499904|	0.000000|	4.871069|	0.000000|	16.681631|	7.006593|	0.000000|	1.671365|	0.000000|	
32.826298|	22.571722|	0.000000|	5.013700|	0.000000|	16.757102|	7.030500|	0.000000|	1.692148|	0.000000|	
32.866223|	22.613482|	0.000000|	4.759429|	0.000000|	16.768871|	7.040139|	0.000000|	1.708807|	0.000000|	
32.878066|	22.620835|	0.000000|	4.931077|	0.000000|	16.761522|	7.033340|	0.000000|	1.717165|	0.000000|	
32.683939|	22.467997|	0.000000|	4.874821|	0.000000|	16.757820|	7.027523|	0.000000|	1.711224|	0.000000|	
32.874696|	22.620265|	0.000000|	4.812032|	0.000000|	16.687027|	7.004544|	0.000000|	1.699008|	0.000000|	
32.856061|	22.593823|	0.000000|	4.882128|	0.000000|	16.755928|	7.027089|	0.000000|	1.698685|	0.000000|	
33.127316|	22.849426|	0.000000|	4.886143|	0.000000|	16.774875|	7.044245|	0.000000|	1.683799|	0.000000|	
32.859029|	22.587851|	0.000000|	4.908454|	0.000000|	16.763235|	7.032312|	0.000000|	1.680629|	0.000000|	
32.651502|	22.442054|	0.000000|	4.980165|	0.000000|	16.758813|	7.028545|	0.000000|	1.674222|	0.000000|	
32.882950|	22.629795|	0.000000|	4.997386|	0.000000|	16.764404|	7.037320|	0.000000|	1.704328|	0.000000|	
32.839930|	22.586832|	0.000000|	4.827375|	0.000000|	16.673944|	7.028862|	0.000000|	1.686067|	0.000000|	
32.868593|	22.613266|	0.000000|	4.846112|	0.000000|	16.770717|	7.006080|	0.000000|	1.689164|	0.000000|	
32.670336|	22.462286|	0.000000|	4.828036|	0.000000|	16.759537|	7.029128|	0.000000|	1.679740|	0.000000|	
33.060746|	22.801392|	0.000000|	4.846558|	0.000000|	16.759893|	7.031905|	0.000000|	1.692050|	0.000000|	
32.892507|	22.632613|	0.000000|	4.898046|	0.000000|	16.773463|	7.041413|	0.000000|	1.701347|	0.000000|	
32.852397|	22.596850|	0.000000|	4.911452|	0.000000|	16.755000|	7.028586|	0.000000|	1.674064|	0.000000|	
32.904568|	22.645777|	0.000000|	4.917719|	0.000000|	16.701239|	7.021692|	0.000000|	1.654342|	0.000000|	
32.695669|	22.483941|	0.000000|	4.869359|	0.000000|	16.763610|	7.033726|	0.000000|	1.707124|	0.000000|	
32.917078|	22.660472|	0.000000|	4.898199|	0.000000|	16.776143|	7.046146|	0.000000|	1.685303|	0.000000|	
32.899994|	22.635766|	0.000000|	4.992484|	0.000000|	16.770308|	7.041154|	0.000000|	1.675736|	0.000000|	
32.905200|	22.630849|	0.000000|	5.023397|	0.000000|	16.760990|	7.032211|	0.000000|	1.704878|	0.000000|	
33.120490|	22.841295|	0.000000|	5.043605|	0.000000|	16.781019|	7.049838|	0.000000|	1.693157|	0.000000|	
32.725035|	22.502649|	0.000000|	4.795122|	0.000000|	16.760721|	7.031651|	0.000000|	1.669195|	0.000000|	
32.863964|	22.586737|	0.000000|	4.918333|	0.000000|	16.671758|	6.991814|	0.000000|	1.679758|	0.000000|	
32.879393|	22.601804|	0.000000|	4.843856|	0.000000|	16.776677|	7.044949|	0.000000|	1.691796|	0.000000|	
32.847043|	22.572405|	0.000000|	4.871641|	0.000000|	16.760595|	7.029567|	0.000000|	1.681864|	0.000000|	
32.899880|	22.626905|	0.000000|	4.861868|	0.000000|	16.769754|	7.039319|	0.000000|	1.698958|	0.000000|	
