Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

37.736371|	27.662130|	0.000000|	4.500196|	0.000000|	16.895556|	7.195744|	0.000000|	1.717287|	0.000000|	
37.937377|	27.813896|	0.000000|	4.559414|	0.000000|	16.876632|	7.179067|	0.000000|	1.699172|	0.000000|	
38.003639|	27.875020|	0.000000|	4.618570|	0.000000|	16.784903|	7.137940|	0.000000|	1.690309|	0.000000|	
37.994305|	27.861025|	0.000000|	4.571744|	0.000000|	16.876717|	7.178817|	0.000000|	1.698873|	0.000000|	
37.786970|	27.666975|	0.000000|	4.527011|	0.000000|	16.879727|	7.171021|	0.000000|	1.692809|	0.000000|	
3.251592|	0.952370|	0.000000|	0.577089|	0.000000|	3.093421|	0.831592|	0.000000|	0.592092|	0.000000|	
27.976560|	18.308981|	0.000000|	1.770901|	0.000000|	16.514182|	6.969520|	0.000000|	1.475828|	0.000000|	
20.669942|	10.854276|	0.000000|	1.736948|	0.000000|	16.767576|	7.069213|	0.000000|	1.450617|	0.000000|	
17.369336|	7.561217|	0.000000|	1.757436|	0.000000|	16.731966|	7.034528|	0.000000|	1.428890|	0.000000|	
14.275979|	6.120677|	0.000000|	1.539090|	0.000000|	13.795893|	5.723446|	0.000000|	1.281475|	0.000000|	
