Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
34.107779|	23.727612|	0.000000|	5.474472|	0.000000|	16.828710|	7.128453|	0.000000|	1.707870|	0.000000|	
34.198288|	23.817792|	0.000000|	5.526289|	0.000000|	16.840245|	7.143093|	0.000000|	1.716054|	0.000000|	
34.131146|	23.747642|	0.000000|	5.444937|	0.000000|	16.820763|	7.122557|	0.000000|	1.690484|	0.000000|	
34.110274|	23.727028|	0.000000|	5.470041|	0.000000|	16.809331|	7.108965|	0.000000|	1.683226|	0.000000|	
34.384073|	23.999831|	0.000000|	5.489253|	0.000000|	16.829677|	7.131115|	0.000000|	1.709523|	0.000000|	
33.977899|	23.639042|	0.000000|	5.281347|	0.000000|	16.812986|	7.115727|	0.000000|	1.682082|	0.000000|	
34.090192|	23.714896|	0.000000|	5.463374|	0.000000|	16.833338|	7.137639|	0.000000|	1.690096|	0.000000|	
33.952758|	23.620481|	0.000000|	5.472535|	0.000000|	16.727176|	7.080246|	0.000000|	1.690904|	0.000000|	
34.169933|	23.787003|	0.000000|	5.504832|	0.000000|	16.902367|	7.159258|	0.000000|	1.689514|	0.000000|	
34.166072|	23.779429|	0.000000|	5.502796|	0.000000|	16.737409|	7.089589|	0.000000|	1.691220|	0.000000|	
34.128788|	23.745772|	0.000000|	5.469515|	0.000000|	16.823454|	7.128208|	0.000000|	1.716689|	0.000000|	
34.164631|	23.781500|	0.000000|	5.497458|	0.000000|	16.842947|	7.146187|	0.000000|	1.682599|	0.000000|	
34.388847|	24.007052|	0.000000|	5.510536|	0.000000|	16.834336|	7.135352|	0.000000|	1.688895|	0.000000|	
34.140685|	23.745063|	0.000000|	5.446625|	0.000000|	16.828757|	7.132391|	0.000000|	1.699091|	0.000000|	
34.156574|	23.769367|	0.000000|	5.502933|	0.000000|	16.833501|	7.141073|	0.000000|	1.680911|	0.000000|	
34.174722|	23.785861|	0.000000|	5.503001|	0.000000|	16.847793|	7.147834|	0.000000|	1.707478|	0.000000|	
34.216839|	23.828663|	0.000000|	5.504173|	0.000000|	16.850312|	7.153107|	0.000000|	1.673822|	0.000000|	
33.982703|	23.650861|	0.000000|	5.452037|	0.000000|	16.854308|	7.158384|	0.000000|	1.664649|	0.000000|	
34.122301|	23.735403|	0.000000|	5.477424|	0.000000|	16.830187|	7.131118|	0.000000|	1.681779|	0.000000|	
34.140369|	23.758216|	0.000000|	5.488877|	0.000000|	16.829396|	7.133415|	0.000000|	1.699112|	0.000000|	
35.160195|	24.786479|	0.000000|	5.463097|	0.000000|	16.811140|	7.111923|	0.000000|	1.704696|	0.000000|	
34.201624|	23.818914|	0.000000|	5.444938|	0.000000|	16.851337|	7.150331|	0.000000|	1.699532|	0.000000|	
34.148704|	23.758448|	0.000000|	5.474386|	0.000000|	16.813851|	7.114632|	0.000000|	1.707226|	0.000000|	
34.191327|	23.806522|	0.000000|	5.527232|	0.000000|	16.837981|	7.139956|	0.000000|	1.690515|	0.000000|	
34.178721|	23.797281|	0.000000|	5.498637|	0.000000|	16.836663|	7.144959|	0.000000|	1.655761|	0.000000|	
33.978852|	23.772806|	0.000000|	5.472099|	0.000000|	16.756823|	7.109067|	0.000000|	1.682033|	0.000000|	
34.188151|	23.694430|	0.000000|	5.529119|	0.000000|	16.825972|	7.129595|	0.000000|	1.689977|	0.000000|	
34.733949|	24.355981|	0.000000|	5.448986|	0.000000|	16.829734|	7.131227|	0.000000|	1.697086|	0.000000|	
33.986526|	23.646513|	0.000000|	5.212056|	0.000000|	16.818592|	7.120932|	0.000000|	1.670809|	0.000000|	
34.207510|	23.825359|	0.000000|	5.445255|	0.000000|	16.841702|	7.139442|	0.000000|	1.707275|	0.000000|	
34.174089|	23.790694|	0.000000|	5.476210|	0.000000|	16.849379|	7.145452|	0.000000|	1.699078|	0.000000|	
33.027028|	22.931507|	0.000000|	5.280647|	0.000000|	16.348578|	6.906099|	0.000000|	1.672935|	0.000000|	
2.769575|	0.766085|	0.000000|	0.745459|	0.000000|	2.678555|	0.733818|	0.000000|	0.573385|	0.000000|	
3.194373|	0.871882|	0.000000|	0.761865|	0.000000|	3.092111|	0.790394|	0.000000|	0.574689|	0.000000|	
2.723178|	0.780162|	0.000000|	0.719597|	0.000000|	2.633022|	0.724847|	0.000000|	0.560279|	0.000000|	
20.749461|	11.267676|	0.000000|	1.791297|	0.000000|	16.048255|	6.702303|	0.000000|	1.437449|	0.000000|	
6.150956|	2.736514|	0.000000|	0.909607|	0.000000|	5.354332|	1.908374|	0.000000|	0.723151|	0.000000|	
3.559553|	1.098161|	0.000000|	0.664270|	0.000000|	3.450831|	1.030447|	0.000000|	0.643497|	0.000000|	
2.899409|	0.809022|	0.000000|	0.565165|	0.000000|	2.998474|	0.800425|	0.000000|	0.566003|	0.000000|	
