Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

31.671085|	21.903970|	0.000000|	2.943354|	0.000000|	16.829015|	7.130763|	0.000000|	1.566445|	0.000000|	
31.758359|	21.720381|	0.000000|	2.940605|	0.000000|	16.749017|	7.135972|	0.000000|	1.603696|	0.000000|	
32.237836|	22.302098|	0.000000|	2.991525|	0.000000|	16.848658|	7.111333|	0.000000|	1.652190|	0.000000|	
31.806572|	21.876009|	0.000000|	2.905856|	0.000000|	16.843358|	7.146518|	0.000000|	1.579262|	0.000000|	
31.877667|	21.938387|	0.000000|	3.033999|	0.000000|	16.852635|	7.152655|	0.000000|	1.625078|	0.000000|	
31.796213|	21.857136|	0.000000|	3.068820|	0.000000|	16.826309|	7.125224|	0.000000|	1.576321|	0.000000|	
31.645096|	21.753233|	0.000000|	2.960521|	0.000000|	16.831204|	7.129455|	0.000000|	1.636541|	0.000000|	
31.779833|	21.836073|	0.000000|	2.969769|	0.000000|	16.832714|	7.133958|	0.000000|	1.613245|	0.000000|	
31.874984|	21.925035|	0.000000|	2.960039|	0.000000|	16.873375|	7.169016|	0.000000|	1.629086|	0.000000|	
32.291294|	22.343170|	0.000000|	2.974346|	0.000000|	16.787206|	7.136029|	0.000000|	1.653082|	0.000000|	
31.863438|	21.920795|	0.000000|	2.939306|	0.000000|	16.833526|	7.135656|	0.000000|	1.614496|	0.000000|	
31.766348|	21.870689|	0.000000|	2.937982|	0.000000|	16.835146|	7.138204|	0.000000|	1.582481|	0.000000|	
31.881288|	21.939899|	0.000000|	2.952351|	0.000000|	16.843772|	7.148008|	0.000000|	1.595366|	0.000000|	
31.882730|	21.945463|	0.000000|	2.947551|	0.000000|	16.811721|	7.113592|	0.000000|	1.569024|	0.000000|	
31.987535|	22.046815|	0.000000|	2.977625|	0.000000|	16.831328|	7.131819|	0.000000|	1.582766|	0.000000|	
31.904067|	21.960389|	0.000000|	2.947065|	0.000000|	16.725320|	7.080119|	0.000000|	1.605489|	0.000000|	
31.937363|	21.990242|	0.000000|	2.950386|	0.000000|	16.824704|	7.130199|	0.000000|	1.574625|	0.000000|	
31.967999|	22.176975|	0.000000|	2.983839|	0.000000|	16.853216|	7.152104|	0.000000|	1.670128|	0.000000|	
31.869529|	21.814720|	0.000000|	2.946335|	0.000000|	16.821121|	7.124681|	0.000000|	1.627984|	0.000000|	
31.939183|	21.993087|	0.000000|	2.982514|	0.000000|	16.866888|	7.165735|	0.000000|	1.601965|	0.000000|	
31.864991|	21.918574|	0.000000|	2.941833|	0.000000|	16.825749|	7.129525|	0.000000|	1.586416|	0.000000|	
31.878617|	21.935478|	0.000000|	2.932263|	0.000000|	16.841099|	7.142061|	0.000000|	1.600520|	0.000000|	
31.931572|	21.983400|	0.000000|	2.961396|	0.000000|	16.843597|	7.149487|	0.000000|	1.605865|	0.000000|	
31.669195|	21.770942|	0.000000|	2.927248|	0.000000|	16.755734|	7.103792|	0.000000|	1.556817|	0.000000|	
32.112743|	22.156036|	0.000000|	3.005002|	0.000000|	16.863491|	7.164739|	0.000000|	1.654588|	0.000000|	
31.889287|	21.939062|	0.000000|	2.968889|	0.000000|	16.857401|	7.159106|	0.000000|	1.622093|	0.000000|	
31.865179|	21.915039|	0.000000|	2.956504|	0.000000|	16.823099|	7.124366|	0.000000|	1.618998|	0.000000|	
31.873139|	21.925038|	0.000000|	3.078766|	0.000000|	16.842410|	7.144877|	0.000000|	1.588679|	0.000000|	
31.912355|	21.965647|	0.000000|	2.914601|	0.000000|	16.818569|	7.121792|	0.000000|	1.613632|	0.000000|	
31.797719|	21.896015|	0.000000|	2.942614|	0.000000|	16.841688|	7.144792|	0.000000|	1.605767|	0.000000|	
31.865569|	21.913648|	0.000000|	2.977186|	0.000000|	16.828512|	7.131417|	0.000000|	1.625482|	0.000000|	
31.810631|	21.854017|	0.000000|	2.986992|	0.000000|	16.750964|	7.135677|	0.000000|	1.599782|	0.000000|	
32.261209|	22.300726|	0.000000|	3.197249|	0.000000|	16.871043|	7.135774|	0.000000|	1.675563|	0.000000|	
31.904663|	21.953343|	0.000000|	3.181763|	0.000000|	16.862642|	7.161349|	0.000000|	1.661266|	0.000000|	
31.852043|	21.899633|	0.000000|	3.052284|	0.000000|	16.865484|	7.165545|	0.000000|	1.595009|	0.000000|	
32.133222|	22.234065|	0.000000|	3.026947|	0.000000|	17.159584|	7.458227|	0.000000|	1.615991|	0.000000|	
32.689957|	22.738148|	0.000000|	2.968218|	0.000000|	17.529878|	7.826644|	0.000000|	1.589328|	0.000000|	
31.922360|	21.962758|	0.000000|	3.023608|	0.000000|	16.846857|	7.143695|	0.000000|	1.555510|	0.000000|	
31.902308|	21.937507|	0.000000|	3.086437|	0.000000|	16.768250|	7.111398|	0.000000|	1.590114|	0.000000|	
32.169860|	22.205192|	0.000000|	3.209246|	0.000000|	16.850947|	7.148460|	0.000000|	1.633511|	0.000000|	
31.805302|	21.851624|	0.000000|	3.189126|	0.000000|	16.827878|	7.128026|	0.000000|	1.596621|	0.000000|	
31.640273|	21.734715|	0.000000|	3.175995|	0.000000|	16.818149|	7.123873|	0.000000|	1.627054|	0.000000|	
31.812987|	21.859530|	0.000000|	3.169733|	0.000000|	16.839286|	7.139664|	0.000000|	1.580149|	0.000000|	
31.814588|	21.855551|	0.000000|	3.129180|	0.000000|	16.831981|	7.131283|	0.000000|	1.641222|	0.000000|	
28.565888|	19.444435|	0.000000|	2.786968|	0.000000|	15.400747|	6.443721|	0.000000|	1.479693|	0.000000|	
2.762786|	0.794703|	0.000000|	0.566406|	0.000000|	2.671695|	0.741512|	0.000000|	0.569603|	0.000000|	
2.522306|	0.701550|	0.000000|	0.571058|	0.000000|	2.458160|	0.671953|	0.000000|	0.543511|	0.000000|	
14.688837|	7.415290|	0.000000|	1.493862|	0.000000|	12.240759|	5.030134|	0.000000|	1.233511|	0.000000|	
20.129868|	10.289122|	0.000000|	1.858358|	0.000000|	16.749756|	7.053969|	0.000000|	1.453919|	0.000000|	
19.539462|	9.700261|	0.000000|	1.807665|	0.000000|	16.662799|	7.009812|	0.000000|	1.458312|	0.000000|	
17.417472|	7.581777|	0.000000|	1.803324|	0.000000|	16.729434|	7.067934|	0.000000|	1.457816|	0.000000|	
17.376377|	7.542868|	0.000000|	1.811640|	0.000000|	16.726259|	6.994405|	0.000000|	1.420993|	0.000000|	
9.567325|	3.885867|	0.000000|	1.149107|	0.000000|	9.263670|	3.650084|	0.000000|	0.986666|	0.000000|	
2.562061|	0.701518|	0.000000|	0.557868|	0.000000|	2.629017|	0.715975|	0.000000|	0.566619|	0.000000|	
3.986234|	1.547527|	0.000000|	0.694317|	0.000000|	3.838682|	1.269993|	0.000000|	0.655654|	0.000000|	
