Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

34.303721|	23.899168|	0.000000|	5.495985|	0.000000|	16.831540|	7.122301|	0.000000|	1.692798|	0.000000|	
34.271050|	23.877642|	0.000000|	5.413341|	0.000000|	16.815110|	7.111779|	0.000000|	1.699799|	0.000000|	
34.845252|	24.452120|	0.000000|	5.526748|	0.000000|	16.819084|	7.112723|	0.000000|	1.725412|	0.000000|	
34.789146|	24.398046|	0.000000|	5.493473|	0.000000|	16.817873|	7.112947|	0.000000|	1.699242|	0.000000|	
34.205746|	23.820146|	0.000000|	5.362344|	0.000000|	16.810943|	7.103210|	0.000000|	1.699003|	0.000000|	
34.155841|	23.780374|	0.000000|	5.267675|	0.000000|	16.808069|	7.106694|	0.000000|	1.698007|	0.000000|	
34.300153|	23.904685|	0.000000|	5.530107|	0.000000|	16.818045|	7.112594|	0.000000|	1.698782|	0.000000|	
34.126435|	23.906252|	0.000000|	5.527311|	0.000000|	16.803817|	7.101138|	0.000000|	1.681579|	0.000000|	
34.336946|	23.825236|	0.000000|	5.443583|	0.000000|	16.815687|	7.107587|	0.000000|	1.673288|	0.000000|	
34.414995|	24.017094|	0.000000|	5.479279|	0.000000|	16.813228|	7.105145|	0.000000|	1.704643|	0.000000|	
34.820326|	24.432216|	0.000000|	5.499186|	0.000000|	16.802719|	7.096882|	0.000000|	1.704568|	0.000000|	
34.336557|	23.938049|	0.000000|	5.469919|	0.000000|	16.826792|	7.123439|	0.000000|	1.708399|	0.000000|	
34.313359|	23.911820|	0.000000|	5.498263|	0.000000|	16.799549|	7.097425|	0.000000|	1.639424|	0.000000|	
34.312589|	23.912942|	0.000000|	5.525392|	0.000000|	16.820569|	7.114980|	0.000000|	1.699420|	0.000000|	
34.266327|	23.880622|	0.000000|	5.393676|	0.000000|	16.731093|	7.108195|	0.000000|	1.698766|	0.000000|	
34.184157|	23.807672|	0.000000|	5.272780|	0.000000|	16.805328|	7.065963|	0.000000|	1.681550|	0.000000|	
34.340178|	23.933522|	0.000000|	5.475014|	0.000000|	16.823658|	7.108492|	0.000000|	1.697644|	0.000000|	
34.405742|	24.052036|	0.000000|	5.476885|	0.000000|	16.824445|	7.108706|	0.000000|	1.725745|	0.000000|	
34.363412|	23.957495|	0.000000|	5.524691|	0.000000|	16.817498|	7.108031|	0.000000|	1.648185|	0.000000|	
34.313883|	23.904253|	0.000000|	5.501199|	0.000000|	16.815651|	7.105118|	0.000000|	1.681937|	0.000000|	
