Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.595319|	22.395923|	0.000000|	4.848122|	0.000000|	16.659845|	7.031001|	0.000000|	1.674551|	0.000000|	
32.789062|	22.545433|	0.000000|	4.844303|	0.000000|	16.762133|	7.007339|	0.000000|	1.709149|	0.000000|	
32.767947|	22.531159|	0.000000|	4.765581|	0.000000|	16.749316|	7.035318|	0.000000|	1.673998|	0.000000|	
32.770293|	22.529541|	0.000000|	4.849298|	0.000000|	16.751777|	7.035356|	0.000000|	1.709480|	0.000000|	
32.993398|	22.750783|	0.000000|	4.835951|	0.000000|	16.813692|	7.092367|	0.000000|	1.688673|	0.000000|	
32.601969|	22.404323|	0.000000|	4.900890|	0.000000|	16.671645|	6.994992|	0.000000|	1.675695|	0.000000|	
32.822877|	22.571477|	0.000000|	4.915128|	0.000000|	16.783001|	7.057605|	0.000000|	1.639847|	0.000000|	
32.764053|	22.511480|	0.000000|	4.799504|	0.000000|	16.752714|	7.032245|	0.000000|	1.682135|	0.000000|	
32.757725|	22.509257|	0.000000|	4.758917|	0.000000|	16.745627|	7.026734|	0.000000|	1.689039|	0.000000|	
32.636802|	22.439618|	0.000000|	4.731292|	0.000000|	16.758584|	7.038522|	0.000000|	1.691052|	0.000000|	
32.801077|	22.549817|	0.000000|	4.879130|	0.000000|	16.738747|	7.032794|	0.000000|	1.680235|	0.000000|	
33.012436|	22.760026|	0.000000|	4.868801|	0.000000|	16.759782|	7.044570|	0.000000|	1.713812|	0.000000|	
32.798328|	22.546134|	0.000000|	5.009005|	0.000000|	16.656683|	7.031331|	0.000000|	1.680687|	0.000000|	
32.793214|	22.537235|	0.000000|	5.093189|	0.000000|	16.739228|	6.991205|	0.000000|	1.674348|	0.000000|	
32.716003|	22.506561|	0.000000|	5.078867|	0.000000|	16.754701|	7.043474|	0.000000|	1.698135|	0.000000|	
32.802821|	22.542503|	0.000000|	5.052742|	0.000000|	16.742821|	7.028849|	0.000000|	1.673383|	0.000000|	
32.849157|	22.591919|	0.000000|	5.000146|	0.000000|	16.748507|	7.038217|	0.000000|	1.704895|	0.000000|	
32.814855|	22.556978|	0.000000|	4.904393|	0.000000|	16.746550|	7.032353|	0.000000|	1.689754|	0.000000|	
32.629364|	22.427286|	0.000000|	4.798666|	0.000000|	16.749715|	7.029012|	0.000000|	1.680202|	0.000000|	
33.080865|	22.823870|	0.000000|	4.836589|	0.000000|	16.688367|	7.015869|	0.000000|	1.698736|	0.000000|	
32.791009|	22.540392|	0.000000|	4.954687|	0.000000|	16.762916|	7.039219|	0.000000|	1.686165|	0.000000|	
32.821725|	22.570696|	0.000000|	4.858094|	0.000000|	16.757401|	7.041203|	0.000000|	1.706839|	0.000000|	
32.790502|	22.537298|	0.000000|	4.792933|	0.000000|	16.745223|	7.033016|	0.000000|	1.680883|	0.000000|	
32.632333|	22.429694|	0.000000|	4.859490|	0.000000|	16.748033|	7.029283|	0.000000|	1.711568|	0.000000|	
32.831374|	22.575982|	0.000000|	4.893783|	0.000000|	16.762622|	7.041918|	0.000000|	1.714503|	0.000000|	
32.776368|	22.524548|	0.000000|	4.949280|	0.000000|	16.665130|	7.000033|	0.000000|	1.696574|	0.000000|	
32.842409|	22.588538|	0.000000|	4.890729|	0.000000|	16.773248|	7.059108|	0.000000|	1.701072|	0.000000|	
33.499353|	23.422051|	0.000000|	4.851515|	0.000000|	16.764986|	7.046572|	0.000000|	1.716133|	0.000000|	
33.457846|	23.097068|	0.000000|	4.809109|	0.000000|	16.745638|	7.030859|	0.000000|	1.706654|	0.000000|	
33.500512|	23.259800|	0.000000|	4.858112|	0.000000|	16.755360|	7.042864|	0.000000|	1.690425|	0.000000|	
33.509533|	23.268429|	0.000000|	4.857594|	0.000000|	16.746426|	7.031773|	0.000000|	1.636459|	0.000000|	
33.542903|	23.298582|	0.000000|	4.734121|	0.000000|	16.676675|	7.007243|	0.000000|	1.707912|	0.000000|	
33.378447|	23.181118|	0.000000|	4.807840|	0.000000|	16.750410|	7.030858|	0.000000|	1.698865|	0.000000|	
33.521956|	23.275151|	0.000000|	4.856376|	0.000000|	16.748832|	7.031285|	0.000000|	1.696749|	0.000000|	
33.346340|	23.087563|	0.000000|	4.834900|	0.000000|	16.771940|	7.054083|	0.000000|	1.687178|	0.000000|	
32.804991|	22.545222|	0.000000|	4.814313|	0.000000|	16.742598|	7.025941|	0.000000|	1.665312|	0.000000|	
32.839312|	22.581479|	0.000000|	4.833400|	0.000000|	16.674694|	7.005154|	0.000000|	1.637000|	0.000000|	
32.663290|	22.455167|	0.000000|	4.817432|	0.000000|	16.751166|	7.031303|	0.000000|	1.680449|	0.000000|	
32.816552|	22.552793|	0.000000|	4.834612|	0.000000|	16.744689|	7.029770|	0.000000|	1.682638|	0.000000|	
32.845546|	22.586066|	0.000000|	4.817346|	0.000000|	16.753408|	7.039361|	0.000000|	1.691202|	0.000000|	
32.812939|	22.558557|	0.000000|	4.808902|	0.000000|	16.797790|	7.073759|	0.000000|	1.682882|	0.000000|	
32.686111|	22.488074|	0.000000|	4.786396|	0.000000|	16.761304|	7.045868|	0.000000|	1.674666|	0.000000|	
33.040649|	22.787211|	0.000000|	4.848220|	0.000000|	16.746470|	7.033200|	0.000000|	1.721348|	0.000000|	
32.815159|	22.564589|	0.000000|	4.844383|	0.000000|	16.663695|	6.994580|	0.000000|	1.698359|	0.000000|	
32.835593|	22.579900|	0.000000|	4.832251|	0.000000|	16.754741|	7.042642|	0.000000|	1.699094|	0.000000|	
32.662186|	22.457672|	0.000000|	4.815721|	0.000000|	16.748497|	7.033658|	0.000000|	1.682333|	0.000000|	
32.875637|	22.625650|	0.000000|	4.809109|	0.000000|	16.777046|	7.058004|	0.000000|	1.672487|	0.000000|	
32.821544|	22.569603|	0.000000|	4.863046|	0.000000|	16.748746|	7.030117|	0.000000|	1.698265|	0.000000|	
32.860586|	22.609262|	0.000000|	4.833119|	0.000000|	16.742978|	7.030972|	0.000000|	1.700643|	0.000000|	
33.081074|	22.831225|	0.000000|	4.785579|	0.000000|	16.676002|	7.010042|	0.000000|	1.694187|	0.000000|	
32.676677|	22.472952|	0.000000|	4.811643|	0.000000|	16.740767|	7.028152|	0.000000|	1.711304|	0.000000|	
32.859196|	22.600763|	0.000000|	4.837432|	0.000000|	16.755125|	7.038150|	0.000000|	1.673274|	0.000000|	
32.825819|	22.566388|	0.000000|	4.784500|	0.000000|	16.751955|	7.030723|	0.000000|	1.682744|	0.000000|	
32.836195|	22.579642|	0.000000|	4.833062|	0.000000|	16.746895|	7.030426|	0.000000|	1.682710|	0.000000|	
32.871466|	22.620446|	0.000000|	4.760082|	0.000000|	16.752844|	7.039097|	0.000000|	1.706179|	0.000000|	
32.666901|	22.464540|	0.000000|	4.808902|	0.000000|	16.664567|	6.994217|	0.000000|	1.698314|	0.000000|	
32.845842|	22.594841|	0.000000|	4.833441|	0.000000|	16.752944|	7.037392|	0.000000|	1.655928|	0.000000|	
33.040465|	22.786272|	0.000000|	4.811900|	0.000000|	16.753793|	7.036486|	0.000000|	1.697302|	0.000000|	
32.840062|	22.590103|	0.000000|	4.856503|	0.000000|	16.749925|	7.028006|	0.000000|	1.696917|	0.000000|	
32.734033|	22.648259|	0.000000|	4.812201|	0.000000|	16.761491|	7.040158|	0.000000|	1.706813|	0.000000|	
32.856553|	22.491082|	0.000000|	4.838927|	0.000000|	16.752514|	7.026835|	0.000000|	1.682837|	0.000000|	
32.871187|	22.615529|	0.000000|	4.849259|	0.000000|	16.762637|	7.038379|	0.000000|	1.706612|	0.000000|	
32.834720|	22.582545|	0.000000|	4.864798|	0.000000|	16.669626|	6.994405|	0.000000|	1.663991|	0.000000|	
32.807719|	22.561425|	0.000000|	4.784754|	0.000000|	16.746900|	7.029424|	0.000000|	1.716231|	0.000000|	
32.882241|	22.680182|	0.000000|	4.790010|	0.000000|	16.761773|	7.046493|	0.000000|	1.696743|	0.000000|	
32.836072|	22.578530|	0.000000|	4.871219|	0.000000|	16.743741|	7.029863|	0.000000|	1.691742|	0.000000|	
32.890567|	22.634362|	0.000000|	4.811492|	0.000000|	16.769355|	7.054230|	0.000000|	1.707677|	0.000000|	
32.826531|	22.570714|	0.000000|	4.798459|	0.000000|	16.667855|	7.001095|	0.000000|	1.670617|	0.000000|	
32.658721|	22.569800|	0.000000|	4.868967|	0.000000|	16.746081|	7.031840|	0.000000|	1.681347|	0.000000|	
32.886371|	22.521367|	0.000000|	4.809143|	0.000000|	16.759881|	7.046322|	0.000000|	1.709872|	0.000000|	
32.902890|	22.641789|	0.000000|	4.771459|	0.000000|	16.761453|	7.033772|	0.000000|	1.708634|	0.000000|	
32.915533|	22.658340|	0.000000|	4.788786|	0.000000|	16.760186|	7.038443|	0.000000|	1.665692|	0.000000|	
33.588357|	23.335268|	0.000000|	4.879267|	0.000000|	16.760021|	7.036595|	0.000000|	1.676708|	0.000000|	
32.707739|	22.502584|	0.000000|	4.812056|	0.000000|	16.661635|	6.992674|	0.000000|	1.707485|	0.000000|	
32.937209|	22.678736|	0.000000|	4.885050|	0.000000|	16.761494|	7.041120|	0.000000|	1.665416|	0.000000|	
32.859332|	22.600082|	0.000000|	4.875379|	0.000000|	16.807553|	7.086348|	0.000000|	1.690743|	0.000000|	
32.879190|	22.621278|	0.000000|	4.768590|	0.000000|	16.786290|	7.063519|	0.000000|	1.673965|	0.000000|	
32.850821|	22.589722|	0.000000|	4.872690|	0.000000|	16.743171|	7.027414|	0.000000|	1.698400|	0.000000|	
32.678109|	22.476543|	0.000000|	4.711591|	0.000000|	16.757491|	7.032428|	0.000000|	1.692482|	0.000000|	
33.108512|	22.851796|	0.000000|	4.869547|	0.000000|	16.689004|	7.019589|	0.000000|	1.690756|	0.000000|	
32.863770|	22.606882|	0.000000|	4.720804|	0.000000|	16.744490|	7.026225|	0.000000|	1.695673|	0.000000|	
32.884811|	22.629965|	0.000000|	4.789987|	0.000000|	16.763011|	7.042229|	0.000000|	1.690538|	0.000000|	
32.680568|	22.473636|	0.000000|	4.980685|	0.000000|	16.753300|	7.032994|	0.000000|	1.691659|	0.000000|	
32.832366|	22.572984|	0.000000|	4.981265|	0.000000|	17.387165|	7.659654|	0.000000|	1.707637|	0.000000|	
32.886894|	22.620093|	0.000000|	5.120905|	0.000000|	16.680600|	7.009671|	0.000000|	1.700011|	0.000000|	
32.843475|	22.571809|	0.000000|	5.021910|	0.000000|	16.747913|	7.030346|	0.000000|	1.698265|	0.000000|	
32.720895|	22.617003|	0.000000|	4.872034|	0.000000|	16.767528|	7.053162|	0.000000|	1.698159|	0.000000|	
33.075787|	22.694357|	0.000000|	5.020807|	0.000000|	16.753373|	7.033429|	0.000000|	1.717900|	0.000000|	
32.851403|	22.587608|	0.000000|	4.971213|	0.000000|	16.751796|	7.030614|	0.000000|	1.692099|	0.000000|	
32.883247|	22.620294|	0.000000|	4.984296|	0.000000|	16.765639|	7.045643|	0.000000|	1.664582|	0.000000|	
32.864287|	22.589325|	0.000000|	4.928365|	0.000000|	16.744375|	7.029291|	0.000000|	1.707439|	0.000000|	
32.765222|	22.544989|	0.000000|	4.998777|	0.000000|	16.748572|	7.036215|	0.000000|	1.689637|	0.000000|	
32.898646|	22.629327|	0.000000|	4.936202|	0.000000|	16.658637|	6.993525|	0.000000|	1.647231|	0.000000|	
32.868340|	22.603123|	0.000000|	4.810241|	0.000000|	16.748422|	7.030993|	0.000000|	1.698330|	0.000000|	
33.136530|	22.871009|	0.000000|	4.772609|	0.000000|	16.769894|	7.051416|	0.000000|	1.682944|	0.000000|	
32.874395|	22.604326|	0.000000|	4.930751|	0.000000|	16.748672|	7.028445|	0.000000|	1.699708|	0.000000|	
32.754473|	22.533204|	0.000000|	5.020881|	0.000000|	16.759202|	7.041939|	0.000000|	1.690230|	0.000000|	
32.827517|	22.560863|	0.000000|	5.027360|	0.000000|	16.665639|	7.027639|	0.000000|	1.683252|	0.000000|	
32.821266|	22.559960|	0.000000|	4.999058|	0.000000|	16.747734|	6.992849|	0.000000|	1.682702|	0.000000|	
32.851105|	22.584132|	0.000000|	4.879239|	0.000000|	16.764443|	7.041309|	0.000000|	1.666213|	0.000000|	
32.826036|	22.556655|	0.000000|	4.841873|	0.000000|	16.751032|	7.027910|	0.000000|	1.700092|	0.000000|	
32.687086|	22.471954|	0.000000|	4.853855|	0.000000|	16.766390|	7.042764|	0.000000|	1.707610|	0.000000|	
33.395021|	23.133971|	0.000000|	4.887061|	0.000000|	16.761519|	7.036744|	0.000000|	1.724745|	0.000000|	
33.458682|	23.203727|	0.000000|	4.787832|	0.000000|	16.668609|	6.992503|	0.000000|	1.673875|	0.000000|	
32.854726|	22.595640|	0.000000|	4.788601|	0.000000|	16.766473|	7.040809|	0.000000|	1.717413|	0.000000|	
32.649504|	22.435292|	0.000000|	4.809366|	0.000000|	16.753147|	7.029092|	0.000000|	1.707103|	0.000000|	
32.850579|	22.595393|	0.000000|	4.813026|	0.000000|	16.779682|	7.056984|	0.000000|	1.663798|	0.000000|	
32.867542|	22.598616|	0.000000|	4.926409|	0.000000|	16.751267|	7.029133|	0.000000|	1.699328|	0.000000|	
32.828823|	22.554146|	0.000000|	4.741897|	0.000000|	16.754746|	7.028924|	0.000000|	1.699105|	0.000000|	
33.002859|	22.743953|	0.000000|	4.892566|	0.000000|	16.686265|	7.009738|	0.000000|	1.715058|	0.000000|	
33.476526|	23.283795|	0.000000|	4.787943|	0.000000|	16.759475|	7.033319|	0.000000|	1.691591|	0.000000|	
32.935646|	22.680894|	0.000000|	4.821545|	0.000000|	16.756867|	7.037170|	0.000000|	1.688417|	0.000000|	
32.868536|	22.608668|	0.000000|	4.760462|	0.000000|	16.752939|	7.028215|	0.000000|	1.698719|	0.000000|	
32.858431|	22.590683|	0.000000|	4.844412|	0.000000|	16.751766|	7.026997|	0.000000|	1.700069|	0.000000|	
32.750447|	22.544193|	0.000000|	4.851476|	0.000000|	16.764334|	7.041587|	0.000000|	1.674327|	0.000000|	
32.890448|	22.618878|	0.000000|	4.931882|	0.000000|	16.702929|	7.032745|	0.000000|	1.665411|	0.000000|	
32.929056|	22.670640|	0.000000|	4.901720|	0.000000|	16.769015|	7.047601|	0.000000|	1.673154|	0.000000|	
33.116726|	22.848784|	0.000000|	4.877211|	0.000000|	16.763600|	7.035981|	0.000000|	1.716693|	0.000000|	
32.870160|	22.605916|	0.000000|	4.928183|	0.000000|	16.754586|	7.028903|	0.000000|	1.698926|	0.000000|	
32.747108|	22.530991|	0.000000|	4.768859|	0.000000|	16.767313|	7.041876|	0.000000|	1.700098|	0.000000|	
32.835183|	22.573546|	0.000000|	4.882668|	0.000000|	16.755384|	7.028816|	0.000000|	1.699724|	0.000000|	
32.873203|	22.602459|	0.000000|	4.795346|	0.000000|	16.678203|	7.039990|	0.000000|	1.674476|	0.000000|	
32.808103|	22.539873|	0.000000|	4.953360|	0.000000|	16.749869|	6.994776|	0.000000|	1.707247|	0.000000|	
32.804178|	22.545578|	0.000000|	4.951286|	0.000000|	16.744404|	7.027193|	0.000000|	1.690865|	0.000000|	
32.706690|	22.495706|	0.000000|	4.753967|	0.000000|	16.759737|	7.041695|	0.000000|	1.707897|	0.000000|	
33.055133|	22.786521|	0.000000|	5.077952|	0.000000|	16.750169|	7.035493|	0.000000|	1.716746|	0.000000|	
32.907265|	22.645783|	0.000000|	4.959133|	0.000000|	16.763611|	7.052410|	0.000000|	1.691043|	0.000000|	
32.849788|	22.585474|	0.000000|	4.807335|	0.000000|	16.659631|	7.029958|	0.000000|	1.690933|	0.000000|	
32.668838|	22.457242|	0.000000|	4.808681|	0.000000|	16.736728|	6.992355|	0.000000|	1.690481|	0.000000|	
33.239128|	22.979376|	0.000000|	4.800166|	0.000000|	17.083875|	7.368933|	0.000000|	1.714089|	0.000000|	
33.207892|	22.942292|	0.000000|	4.819988|	0.000000|	17.382755|	7.658932|	0.000000|	1.711678|	0.000000|	
32.950025|	22.670209|	0.000000|	4.818936|	0.000000|	16.762741|	7.041093|	0.000000|	1.673358|	0.000000|	
33.093662|	22.813369|	0.000000|	4.855790|	0.000000|	16.672259|	7.000582|	0.000000|	1.711098|	0.000000|	
32.684248|	22.449489|	0.000000|	4.760283|	0.000000|	16.747992|	7.027219|	0.000000|	1.657004|	0.000000|	
32.857610|	22.571612|	0.000000|	4.942833|	0.000000|	16.759044|	7.039997|	0.000000|	1.696752|	0.000000|	
32.855541|	22.568827|	0.000000|	4.892237|	0.000000|	16.746665|	7.029587|	0.000000|	1.705938|	0.000000|	
32.859377|	22.578637|	0.000000|	4.735994|	0.000000|	16.755929|	7.040552|	0.000000|	1.678045|	0.000000|	
32.856875|	22.578175|	0.000000|	4.916712|	0.000000|	16.738849|	7.028411|	0.000000|	1.677769|	0.000000|	
32.663880|	22.438502|	0.000000|	4.893642|	0.000000|	16.746856|	7.031697|	0.000000|	1.699492|	0.000000|	
32.863067|	22.590821|	0.000000|	4.902739|	0.000000|	16.672834|	7.006342|	0.000000|	1.675907|	0.000000|	
32.984310|	22.713202|	0.000000|	4.818432|	0.000000|	16.756382|	7.034748|	0.000000|	1.718782|	0.000000|	
32.836029|	22.563179|	0.000000|	4.870071|	0.000000|	16.755843|	7.039015|	0.000000|	1.682680|	0.000000|	
32.687132|	22.468007|	0.000000|	4.763053|	0.000000|	16.748826|	7.028365|	0.000000|	1.705877|	0.000000|	
32.853327|	22.577330|	0.000000|	4.784821|	0.000000|	16.748466|	7.028645|	0.000000|	1.709434|	0.000000|	
32.841269|	22.584376|	0.000000|	4.819792|	0.000000|	16.763450|	7.041392|	0.000000|	1.662543|	0.000000|	
32.872398|	22.611912|	0.000000|	4.810166|	0.000000|	16.684043|	7.004611|	0.000000|	1.665098|	0.000000|	
32.924613|	22.662725|	0.000000|	4.830551|	0.000000|	16.785122|	7.058301|	0.000000|	1.680119|	0.000000|	
32.935415|	22.712924|	0.000000|	4.846652|	0.000000|	16.771027|	7.042237|	0.000000|	1.699673|	0.000000|	
32.879708|	22.605716|	0.000000|	4.869926|	0.000000|	16.752196|	7.027806|	0.000000|	1.652298|	0.000000|	
32.894195|	22.622299|	0.000000|	4.939810|	0.000000|	16.780355|	7.049767|	0.000000|	1.696284|	0.000000|	
32.864350|	22.583835|	0.000000|	4.843668|	0.000000|	16.681233|	7.002199|	0.000000|	1.668178|	0.000000|	
32.749510|	22.525827|	0.000000|	4.814531|	0.000000|	16.770468|	7.043928|	0.000000|	1.677496|	0.000000|	
32.879158|	22.601863|	0.000000|	4.867382|	0.000000|	16.757790|	7.031710|	0.000000|	1.670083|	0.000000|	
32.861712|	22.581881|	0.000000|	4.761732|	0.000000|	16.757486|	7.030384|	0.000000|	1.690788|	0.000000|	
32.921841|	22.641186|	0.000000|	4.760158|	0.000000|	16.772050|	7.042839|	0.000000|	1.679603|	0.000000|	
33.055383|	22.773703|	0.000000|	4.856894|	0.000000|	16.846823|	7.123053|	0.000000|	1.689587|	0.000000|	
32.760473|	22.533763|	0.000000|	4.823928|	0.000000|	16.675875|	7.004795|	0.000000|	1.653263|	0.000000|	
32.844427|	22.566264|	0.000000|	4.816944|	0.000000|	16.749640|	7.028632|	0.000000|	1.669541|	0.000000|	
32.857698|	22.582108|	0.000000|	4.876549|	0.000000|	16.748767|	7.027956|	0.000000|	1.680627|	0.000000|	
32.949357|	22.676252|	0.000000|	4.752548|	0.000000|	16.762273|	7.040978|	0.000000|	1.670134|	0.000000|	
32.933877|	22.657819|	0.000000|	4.833980|	0.000000|	16.747918|	7.028478|	0.000000|	1.655624|	0.000000|	
32.804070|	22.575027|	0.000000|	4.789265|	0.000000|	16.769369|	7.040869|	0.000000|	1.698658|	0.000000|	
33.148060|	22.873835|	0.000000|	4.953932|	0.000000|	16.679496|	6.998635|	0.000000|	1.688853|	0.000000|	
32.933584|	22.657689|	0.000000|	4.917438|	0.000000|	16.757291|	7.027206|	0.000000|	1.698068|	0.000000|	
32.962739|	22.688632|	0.000000|	4.959994|	0.000000|	16.765127|	7.038876|	0.000000|	1.682573|	0.000000|	
32.765249|	22.553090|	0.000000|	4.912874|	0.000000|	16.760192|	7.031764|	0.000000|	1.695930|	0.000000|	
32.975105|	22.704793|	0.000000|	4.878325|	0.000000|	16.787258|	7.056583|	0.000000|	1.698180|	0.000000|	
32.908023|	22.640870|	0.000000|	4.906406|	0.000000|	16.752150|	7.026139|	0.000000|	1.698054|	0.000000|	
32.907406|	22.640747|	0.000000|	4.794099|	0.000000|	16.759083|	7.030005|	0.000000|	1.662539|	0.000000|	
32.955420|	22.681746|	0.000000|	4.919148|	0.000000|	16.683782|	7.003660|	0.000000|	1.689113|	0.000000|	
32.993856|	22.768046|	0.000000|	4.926561|	0.000000|	16.764913|	7.036682|	0.000000|	1.714354|	0.000000|	
32.916776|	22.640550|	0.000000|	5.090208|	0.000000|	16.767234|	7.038638|	0.000000|	1.628502|	0.000000|	
32.835784|	22.570072|	0.000000|	4.782959|	0.000000|	16.757897|	7.029486|	0.000000|	1.673438|	0.000000|	
32.795277|	22.534522|	0.000000|	4.864591|	0.000000|	16.754466|	7.026801|	0.000000|	1.656462|	0.000000|	
32.758654|	22.545937|	0.000000|	4.854510|	0.000000|	16.773358|	7.042101|	0.000000|	1.706585|	0.000000|	
32.886160|	22.616787|	0.000000|	4.901043|	0.000000|	16.669527|	6.990359|	0.000000|	1.651731|	0.000000|	
32.862681|	22.594751|	0.000000|	4.828386|	0.000000|	16.763914|	7.038522|	0.000000|	1.690673|	0.000000|	
33.133097|	22.865160|	0.000000|	4.830603|	0.000000|	16.761469|	7.034005|	0.000000|	1.715090|	0.000000|	
32.896284|	22.625027|	0.000000|	4.834819|	0.000000|	16.758015|	7.029437|	0.000000|	1.696949|	0.000000|	
32.740850|	22.530215|	0.000000|	4.889571|	0.000000|	16.769819|	7.039335|	0.000000|	1.697863|	0.000000|	
32.825248|	22.561565|	0.000000|	4.853814|	0.000000|	16.761250|	7.029641|	0.000000|	1.673300|	0.000000|	
32.868563|	22.606674|	0.000000|	4.787293|	0.000000|	16.768671|	7.040173|	0.000000|	1.691774|	0.000000|	
32.757174|	22.494985|	0.000000|	4.764455|	0.000000|	16.674371|	6.993917|	0.000000|	1.657399|	0.000000|	
32.709550|	22.485624|	0.000000|	4.917927|	0.000000|	16.760094|	7.029878|	0.000000|	1.692879|	0.000000|	
32.942366|	22.661877|	0.000000|	4.948259|	0.000000|	16.768072|	7.040240|	0.000000|	1.695977|	0.000000|	
33.082473|	22.805430|	0.000000|	4.882180|	0.000000|	16.760495|	7.033300|	0.000000|	1.648640|	0.000000|	
32.989167|	22.713608|	0.000000|	4.957858|	0.000000|	16.784009|	7.054873|	0.000000|	1.698340|	0.000000|	
32.869883|	22.590062|	0.000000|	4.926682|	0.000000|	16.756234|	7.028449|	0.000000|	1.690153|	0.000000|	
32.732861|	22.504963|	0.000000|	4.934525|	0.000000|	16.671813|	6.993370|	0.000000|	1.696803|	0.000000|	
32.903547|	22.623244|	0.000000|	4.903532|	0.000000|	16.766684|	7.039666|	0.000000|	1.679421|	0.000000|	
32.903007|	22.624527|	0.000000|	5.022003|	0.000000|	16.757906|	7.029478|	0.000000|	1.676969|	0.000000|	
32.968531|	22.688361|	0.000000|	4.905035|	0.000000|	16.768856|	7.040432|	0.000000|	1.707103|	0.000000|	
32.981260|	22.750142|	0.000000|	4.893370|	0.000000|	16.764683|	7.035132|	0.000000|	1.706828|	0.000000|	
32.896198|	22.613093|	0.000000|	4.770335|	0.000000|	16.674951|	7.027503|	0.000000|	1.675207|	0.000000|	
32.939338|	22.657072|	0.000000|	4.936126|	0.000000|	16.815937|	7.051827|	0.000000|	1.689699|	0.000000|	
32.885802|	22.603268|	0.000000|	4.902656|	0.000000|	16.764677|	7.035215|	0.000000|	1.690069|	0.000000|	
32.956144|	22.680955|	0.000000|	5.020732|	0.000000|	16.780865|	7.052470|	0.000000|	1.698405|	0.000000|	
