Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
3.708202|	1.011497|	0.000000|	0.610959|	0.000000|	3.619039|	0.973455|	0.000000|	0.621763|	0.000000|	
2.869073|	0.764590|	0.000000|	0.692234|	0.000000|	2.814140|	0.751276|	0.000000|	0.563269|	0.000000|	
3.451446|	0.886448|	0.000000|	0.672274|	0.000000|	3.392556|	0.877851|	0.000000|	0.600220|	0.000000|	
2.854418|	0.753628|	0.000000|	0.599168|	0.000000|	2.690987|	0.713606|	0.000000|	0.568815|	0.000000|	
4.105262|	1.145865|	0.000000|	0.733252|	0.000000|	4.022403|	1.110031|	0.000000|	0.663324|	0.000000|	
9.598864|	4.074178|	0.000000|	1.207847|	0.000000|	9.032419|	3.503239|	0.000000|	0.986565|	0.000000|	
3.490968|	0.995494|	0.000000|	0.808379|	0.000000|	3.267381|	0.899118|	0.000000|	0.596442|	0.000000|	
3.423569|	0.929232|	0.000000|	0.712252|	0.000000|	3.366741|	0.915385|	0.000000|	0.589463|	0.000000|	
4.108802|	1.159632|	0.000000|	0.769306|	0.000000|	3.903401|	1.088904|	0.000000|	0.641867|	0.000000|	
3.070090|	0.787319|	0.000000|	0.656836|	0.000000|	3.117641|	0.793717|	0.000000|	0.585773|	0.000000|	
