Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
3.367891|	1.099710|	0.000000|	0.739947|	0.000000|	3.108397|	0.840221|	0.000000|	0.580044|	0.000000|	
2.898942|	0.761710|	0.000000|	0.642810|	0.000000|	2.821532|	0.721596|	0.000000|	0.557408|	0.000000|	
3.761149|	1.166107|	0.000000|	0.666532|	0.000000|	3.546714|	0.994583|	0.000000|	0.610374|	0.000000|	
17.786427|	7.971870|	0.000000|	1.877471|	0.000000|	16.746808|	7.068238|	0.000000|	1.486675|	0.000000|	
14.761913|	7.471312|	0.000000|	1.527818|	0.000000|	12.154658|	4.961975|	0.000000|	1.149285|	0.000000|	
2.907868|	0.753728|	0.000000|	0.729231|	0.000000|	2.857278|	0.740340|	0.000000|	0.559115|	0.000000|	
2.997042|	0.771629|	0.000000|	0.705433|	0.000000|	2.947657|	0.760369|	0.000000|	0.560479|	0.000000|	
3.375487|	0.899788|	0.000000|	0.609392|	0.000000|	3.316680|	0.881454|	0.000000|	0.605593|	0.000000|	
2.882533|	0.741920|	0.000000|	0.624370|	0.000000|	2.838631|	0.731648|	0.000000|	0.566918|	0.000000|	
3.099593|	0.808677|	0.000000|	0.623418|	0.000000|	3.055084|	0.801073|	0.000000|	0.583627|	0.000000|	
10.501787|	4.720765|	0.000000|	1.232237|	0.000000|	9.458571|	3.757217|	0.000000|	1.001442|	0.000000|	
2.973900|	0.791369|	0.000000|	0.701365|	0.000000|	2.909986|	0.760252|	0.000000|	0.580006|	0.000000|	
3.303491|	0.854786|	0.000000|	0.767210|	0.000000|	3.242782|	0.835005|	0.000000|	0.580126|	0.000000|	
3.158550|	0.811835|	0.000000|	0.708513|	0.000000|	3.112663|	0.802017|	0.000000|	0.583882|	0.000000|	
3.456178|	0.945071|	0.000000|	0.742469|	0.000000|	3.397903|	0.924912|	0.000000|	0.625681|	0.000000|	
2.730606|	0.688053|	0.000000|	0.773196|	0.000000|	2.692947|	0.681965|	0.000000|	0.557033|	0.000000|	
