Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
46.395043|	36.280269|	0.000000|	3.534581|	0.000000|	16.825228|	7.110498|	0.000000|	1.601637|	0.000000|	
48.661572|	38.531188|	0.000000|	3.521838|	0.000000|	16.805315|	7.093234|	0.000000|	1.660512|	0.000000|	
48.005608|	37.889282|	0.000000|	3.367031|	0.000000|	16.811871|	7.100231|	0.000000|	1.627948|	0.000000|	
46.228841|	36.103204|	0.000000|	3.468416|	0.000000|	16.812624|	7.102937|	0.000000|	1.614614|	0.000000|	
46.114678|	36.040520|	0.000000|	3.522230|	0.000000|	16.807945|	7.096534|	0.000000|	1.643345|	0.000000|	
46.421473|	36.303747|	0.000000|	3.607171|	0.000000|	16.813114|	7.103271|	0.000000|	1.622023|	0.000000|	
46.370276|	36.245124|	0.000000|	3.574932|	0.000000|	16.719760|	7.092847|	0.000000|	1.622011|	0.000000|	
46.491698|	36.362586|	0.000000|	3.591985|	0.000000|	16.886550|	7.095357|	0.000000|	1.647431|	0.000000|	
47.570913|	37.452707|	0.000000|	3.549313|	0.000000|	16.826936|	7.117120|	0.000000|	1.655109|	0.000000|	
48.265185|	38.157027|	0.000000|	3.507404|	0.000000|	16.732502|	7.064901|	0.000000|	1.587173|	0.000000|	
46.397856|	36.288107|	0.000000|	3.489432|	0.000000|	16.817086|	7.102885|	0.000000|	1.649899|	0.000000|	
46.174688|	36.103648|	0.000000|	3.424591|	0.000000|	16.806558|	7.094911|	0.000000|	1.657182|	0.000000|	
46.218493|	36.113561|	0.000000|	3.420305|	0.000000|	16.801513|	7.091057|	0.000000|	1.651230|	0.000000|	
46.277105|	36.170158|	0.000000|	3.429364|	0.000000|	16.814674|	7.107854|	0.000000|	1.682561|	0.000000|	
46.248594|	36.131054|	0.000000|	3.487458|	0.000000|	16.795501|	7.089019|	0.000000|	1.673165|	0.000000|	
46.230447|	36.120177|	0.000000|	3.400363|	0.000000|	16.841327|	7.132019|	0.000000|	1.617583|	0.000000|	
48.520514|	38.412160|	0.000000|	3.458747|	0.000000|	16.817349|	7.109482|	0.000000|	1.680541|	0.000000|	
46.313163|	36.205508|	0.000000|	3.438589|	0.000000|	16.806335|	7.097543|	0.000000|	1.625289|	0.000000|	
46.279344|	36.160475|	0.000000|	3.416167|	0.000000|	16.802307|	7.101295|	0.000000|	1.644710|	0.000000|	
46.019999|	35.953008|	0.000000|	3.455137|	0.000000|	16.733351|	7.074083|	0.000000|	1.607822|	0.000000|	
46.344282|	36.218912|	0.000000|	3.392984|	0.000000|	16.808732|	7.106987|	0.000000|	1.605448|	0.000000|	
46.258447|	36.141513|	0.000000|	3.502688|	0.000000|	16.812325|	7.105485|	0.000000|	1.654970|	0.000000|	
46.231449|	36.118771|	0.000000|	3.438088|	0.000000|	16.814370|	7.099367|	0.000000|	1.659970|	0.000000|	
47.265362|	37.143254|	0.000000|	3.492335|	0.000000|	16.830291|	7.117434|	0.000000|	1.671719|	0.000000|	
48.450690|	38.327402|	0.000000|	3.479941|	0.000000|	16.797388|	7.092466|	0.000000|	1.624173|	0.000000|	
46.275121|	36.152554|	0.000000|	3.464091|	0.000000|	16.814076|	7.106857|	0.000000|	1.641873|	0.000000|	
46.328002|	36.196307|	0.000000|	3.465981|	0.000000|	16.805408|	7.098380|	0.000000|	1.660856|	0.000000|	
46.122152|	36.041240|	0.000000|	3.429220|	0.000000|	16.801653|	7.089176|	0.000000|	1.663227|	0.000000|	
46.378569|	36.248186|	0.000000|	3.360656|	0.000000|	16.814231|	7.106507|	0.000000|	1.648202|	0.000000|	
46.254021|	36.121241|	0.000000|	3.420577|	0.000000|	16.718830|	7.058046|	0.000000|	1.624032|	0.000000|	
46.328384|	36.199206|	0.000000|	3.389920|	0.000000|	16.977835|	7.268342|	0.000000|	1.663370|	0.000000|	
48.351135|	38.214580|	0.000000|	3.437267|	0.000000|	16.800595|	7.092016|	0.000000|	1.715014|	0.000000|	
46.918971|	36.786194|	0.000000|	3.465997|	0.000000|	16.805420|	7.099247|	0.000000|	1.631223|	0.000000|	
46.124372|	36.229090|	0.000000|	3.519900|	0.000000|	16.810543|	7.103894|	0.000000|	1.646106|	0.000000|	
46.372499|	36.057586|	0.000000|	3.422574|	0.000000|	16.809346|	7.104120|	0.000000|	1.654340|	0.000000|	
46.408676|	36.286721|	0.000000|	3.351044|	0.000000|	16.807609|	7.100519|	0.000000|	1.642792|	0.000000|	
46.454965|	36.326323|	0.000000|	3.477260|	0.000000|	16.814974|	7.109497|	0.000000|	1.627605|	0.000000|	
46.403019|	36.277761|	0.000000|	3.431570|	0.000000|	16.804786|	7.095632|	0.000000|	1.613242|	0.000000|	
47.214278|	37.083467|	0.000000|	3.476762|	0.000000|	16.817280|	7.107299|	0.000000|	1.654756|	0.000000|	
48.573112|	38.440641|	0.000000|	3.540092|	0.000000|	16.721273|	7.099441|	0.000000|	1.640942|	0.000000|	
46.318438|	36.186735|	0.000000|	3.491727|	0.000000|	16.816207|	7.068260|	0.000000|	1.602363|	0.000000|	
46.087941|	36.006891|	0.000000|	3.626586|	0.000000|	16.812779|	7.096736|	0.000000|	1.628466|	0.000000|	
46.375988|	36.241772|	0.000000|	3.495683|	0.000000|	16.813543|	7.091700|	0.000000|	1.622540|	0.000000|	
46.369850|	36.238226|	0.000000|	3.483713|	0.000000|	16.825378|	7.107042|	0.000000|	1.634973|	0.000000|	
11.469544|	7.780480|	0.000000|	1.309822|	0.000000|	5.495083|	1.949703|	0.000000|	0.776716|	0.000000|	
3.148947|	0.908818|	0.000000|	0.767073|	0.000000|	2.955537|	0.788380|	0.000000|	0.583331|	0.000000|	
