Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

25.638639|	15.661194|	0.000000|	3.067010|	0.000000|	16.834937|	7.125393|	0.000000|	1.589032|	0.000000|	
25.126903|	15.176677|	0.000000|	3.017307|	0.000000|	16.787397|	7.093429|	0.000000|	1.576521|	0.000000|	
39.244023|	29.229977|	0.000000|	3.486818|	0.000000|	16.799937|	7.105744|	0.000000|	1.661505|	0.000000|	
46.111679|	36.034404|	0.000000|	3.697722|	0.000000|	16.806009|	7.097108|	0.000000|	1.615385|	0.000000|	
46.230775|	36.148668|	0.000000|	3.627539|	0.000000|	16.797622|	7.088906|	0.000000|	1.627303|	0.000000|	
46.037947|	35.961931|	0.000000|	3.580743|	0.000000|	16.812573|	7.105312|	0.000000|	1.648195|	0.000000|	
46.081926|	35.994721|	0.000000|	3.677653|	0.000000|	16.794772|	7.089938|	0.000000|	1.652019|	0.000000|	
46.068077|	35.981847|	0.000000|	3.603019|	0.000000|	16.815180|	7.107150|	0.000000|	1.651426|	0.000000|	
45.712390|	35.680060|	0.000000|	3.599002|	0.000000|	16.790941|	7.088386|	0.000000|	1.673478|	0.000000|	
46.762101|	36.672621|	0.000000|	3.648680|	0.000000|	16.937699|	7.234103|	0.000000|	1.654658|	0.000000|	
46.077931|	35.990834|	0.000000|	3.634651|	0.000000|	17.459249|	7.751110|	0.000000|	1.649997|	0.000000|	
45.963780|	35.874666|	0.000000|	3.587065|	0.000000|	17.375688|	7.714111|	0.000000|	1.642185|	0.000000|	
46.030565|	35.941462|	0.000000|	3.629277|	0.000000|	17.122389|	7.420256|	0.000000|	1.663793|	0.000000|	
46.048349|	35.958419|	0.000000|	3.674748|	0.000000|	16.797597|	7.092491|	0.000000|	1.609179|	0.000000|	
45.823846|	35.965289|	0.000000|	3.547905|	0.000000|	16.815982|	7.109975|	0.000000|	1.652156|	0.000000|	
45.978303|	35.713469|	0.000000|	3.537829|	0.000000|	16.793497|	7.088443|	0.000000|	1.636253|	0.000000|	
46.146325|	36.050373|	0.000000|	3.577200|	0.000000|	16.805091|	7.099130|	0.000000|	1.626494|	0.000000|	
47.842197|	37.744999|	0.000000|	3.562117|	0.000000|	16.818868|	7.103453|	0.000000|	1.670177|	0.000000|	
48.296250|	38.195509|	0.000000|	3.454865|	0.000000|	16.808059|	7.098596|	0.000000|	1.634177|	0.000000|	
48.277921|	38.178090|	0.000000|	3.509318|	0.000000|	16.811985|	7.099554|	0.000000|	1.690718|	0.000000|	
48.250062|	38.149515|	0.000000|	3.517977|	0.000000|	16.806198|	7.094950|	0.000000|	1.639472|	0.000000|	
48.283158|	38.184927|	0.000000|	3.517744|	0.000000|	16.714502|	7.055055|	0.000000|	1.626873|	0.000000|	
46.883278|	36.832169|	0.000000|	3.515852|	0.000000|	16.834245|	7.116959|	0.000000|	1.622605|	0.000000|	
45.988831|	35.888058|	0.000000|	3.556932|	0.000000|	16.808059|	7.093463|	0.000000|	1.622599|	0.000000|	
46.514080|	36.412069|	0.000000|	3.639178|	0.000000|	16.840414|	7.123222|	0.000000|	1.686257|	0.000000|	
46.545766|	36.443824|	0.000000|	3.660824|	0.000000|	16.802571|	7.089548|	0.000000|	1.658144|	0.000000|	
46.061646|	35.966605|	0.000000|	3.482113|	0.000000|	16.818570|	7.098734|	0.000000|	1.635400|	0.000000|	
46.082587|	35.980612|	0.000000|	3.490881|	0.000000|	16.816985|	7.101498|	0.000000|	1.643469|	0.000000|	
46.043588|	35.942063|	0.000000|	3.497701|	0.000000|	16.803848|	7.092841|	0.000000|	1.629373|	0.000000|	
46.075861|	35.973357|	0.000000|	3.525946|	0.000000|	16.849735|	7.133271|	0.000000|	1.665799|	0.000000|	
45.809698|	35.755926|	0.000000|	3.538983|	0.000000|	16.819704|	7.107427|	0.000000|	1.638667|	0.000000|	
46.126537|	36.012598|	0.000000|	3.510647|	0.000000|	16.809501|	7.101152|	0.000000|	1.636075|	0.000000|	
47.630306|	37.512790|	0.000000|	3.510393|	0.000000|	16.728062|	7.066842|	0.000000|	1.643028|	0.000000|	
46.814927|	36.705037|	0.000000|	3.535938|	0.000000|	16.805723|	7.099431|	0.000000|	1.627180|	0.000000|	
46.140108|	36.016628|	0.000000|	3.633059|	0.000000|	16.811984|	7.100684|	0.000000|	1.663920|	0.000000|	
46.040109|	35.921225|	0.000000|	3.593519|	0.000000|	16.807311|	7.097750|	0.000000|	1.618821|	0.000000|	
45.795476|	35.741901|	0.000000|	3.357714|	0.000000|	16.794199|	7.091712|	0.000000|	1.637063|	0.000000|	
46.037171|	35.930302|	0.000000|	3.563099|	0.000000|	16.817040|	7.109833|	0.000000|	1.579513|	0.000000|	
46.162041|	36.049317|	0.000000|	3.589951|	0.000000|	16.797278|	7.089462|	0.000000|	1.637851|	0.000000|	
46.477747|	36.360119|	0.000000|	3.524582|	0.000000|	16.813494|	7.107459|	0.000000|	1.651705|	0.000000|	
48.426761|	38.314296|	0.000000|	3.586109|	0.000000|	16.806088|	7.096007|	0.000000|	1.644402|	0.000000|	
48.404663|	38.286354|	0.000000|	3.559449|	0.000000|	16.808478|	7.098189|	0.000000|	1.632006|	0.000000|	
48.372984|	38.250240|	0.000000|	3.615412|	0.000000|	16.810873|	7.097912|	0.000000|	1.657930|	0.000000|	
48.113167|	38.233457|	0.000000|	3.594202|	0.000000|	16.726115|	7.062016|	0.000000|	1.652899|	0.000000|	
48.182367|	37.877701|	0.000000|	3.602511|	0.000000|	16.826095|	7.107060|	0.000000|	1.664460|	0.000000|	
46.087197|	35.972161|	0.000000|	3.658728|	0.000000|	16.814870|	7.093181|	0.000000|	1.620434|	0.000000|	
46.117756|	35.997276|	0.000000|	3.690889|	0.000000|	16.813089|	7.095316|	0.000000|	1.655586|	0.000000|	
47.509631|	37.394206|	0.000000|	3.661340|	0.000000|	16.815244|	7.105568|	0.000000|	1.666696|	0.000000|	
47.540631|	37.426569|	0.000000|	3.632845|	0.000000|	16.815289|	7.096540|	0.000000|	1.635319|	0.000000|	
46.165777|	36.054632|	0.000000|	3.456654|	0.000000|	16.821584|	7.103923|	0.000000|	1.633631|	0.000000|	
46.016228|	36.126864|	0.000000|	3.632708|	0.000000|	16.819467|	7.109978|	0.000000|	1.623803|	0.000000|	
46.137114|	35.837604|	0.000000|	3.599272|	0.000000|	16.804861|	7.090219|	0.000000|	1.629692|	0.000000|	
46.221283|	36.100028|	0.000000|	3.460325|	0.000000|	16.820465|	7.108369|	0.000000|	1.620620|	0.000000|	
46.217237|	36.095218|	0.000000|	3.506596|	0.000000|	16.712016|	7.052921|	0.000000|	1.622549|	0.000000|	
