Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
33.281043|	23.257175|	0.000000|	3.674631|	0.000000|	16.677003|	7.039126|	0.000000|	1.673527|	0.000000|	
33.154104|	23.136622|	0.000000|	3.647562|	0.000000|	17.145336|	7.464132|	0.000000|	1.672248|	0.000000|	
32.945363|	22.988745|	0.000000|	3.650064|	0.000000|	16.796588|	7.108974|	0.000000|	1.692058|	0.000000|	
32.227272|	22.219618|	0.000000|	3.624019|	0.000000|	16.769884|	7.088101|	0.000000|	1.700738|	0.000000|	
7.015897|	3.861320|	0.000000|	1.196802|	0.000000|	4.677187|	1.616423|	0.000000|	0.739799|	0.000000|	
3.069406|	0.868725|	0.000000|	0.671343|	0.000000|	2.963419|	0.805491|	0.000000|	0.588785|	0.000000|	
3.113629|	0.828644|	0.000000|	0.753774|	0.000000|	3.059220|	0.816246|	0.000000|	0.593599|	0.000000|	
11.550355|	5.090692|	0.000000|	1.349794|	0.000000|	10.442086|	4.129135|	0.000000|	1.082699|	0.000000|	
3.233724|	0.905120|	0.000000|	0.782038|	0.000000|	3.147559|	0.826797|	0.000000|	0.576213|	0.000000|	
2.623204|	0.701537|	0.000000|	0.708990|	0.000000|	2.581907|	0.696438|	0.000000|	0.560208|	0.000000|	
3.087510|	0.873493|	0.000000|	0.807764|	0.000000|	3.130339|	0.869310|	0.000000|	0.592776|	0.000000|	
2.926603|	0.790713|	0.000000|	0.793910|	0.000000|	2.878131|	0.779528|	0.000000|	0.572874|	0.000000|	
2.574383|	0.686299|	0.000000|	0.747475|	0.000000|	2.589906|	0.694138|	0.000000|	0.543486|	0.000000|	
3.066801|	0.823483|	0.000000|	0.774330|	0.000000|	2.971696|	0.805372|	0.000000|	0.591265|	0.000000|	
2.860581|	0.752252|	0.000000|	0.801330|	0.000000|	2.814166|	0.740538|	0.000000|	0.563260|	0.000000|	
5.092444|	1.802383|	0.000000|	0.892589|	0.000000|	4.726000|	1.490495|	0.000000|	0.704423|	0.000000|	
2.890273|	0.767002|	0.000000|	0.749808|	0.000000|	2.869424|	0.783128|	0.000000|	0.592769|	0.000000|	
2.979203|	0.786815|	0.000000|	0.714769|	0.000000|	2.929755|	0.772060|	0.000000|	0.567177|	0.000000|	
3.033594|	0.812100|	0.000000|	0.745521|	0.000000|	2.996537|	0.811791|	0.000000|	0.586875|	0.000000|	
2.786564|	0.715659|	0.000000|	0.699681|	0.000000|	2.639339|	0.687968|	0.000000|	0.570718|	0.000000|	
