Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

30.307938|	20.984910|	0.000000|	1.853718|	0.000000|	15.702934|	6.616350|	0.000000|	1.591151|	0.000000|	
2.883004|	0.749913|	0.000000|	0.554445|	0.000000|	2.832788|	0.730056|	0.000000|	0.551254|	0.000000|	
4.163383|	1.079629|	0.000000|	0.583788|	0.000000|	4.091333|	1.054213|	0.000000|	0.639557|	0.000000|	
2.739227|	0.701128|	0.000000|	0.650293|	0.000000|	2.696907|	0.687889|	0.000000|	0.552109|	0.000000|	
3.053789|	0.812792|	0.000000|	0.620284|	0.000000|	3.119002|	0.818956|	0.000000|	0.581401|	0.000000|	
2.861737|	0.774401|	0.000000|	0.594763|	0.000000|	2.828940|	0.766562|	0.000000|	0.561363|	0.000000|	
8.016774|	3.393944|	0.000000|	0.993308|	0.000000|	7.371287|	2.802252|	0.000000|	0.890276|	0.000000|	
3.361585|	0.921542|	0.000000|	0.577702|	0.000000|	3.302909|	0.889196|	0.000000|	0.584326|	0.000000|	
2.646017|	0.683609|	0.000000|	0.562320|	0.000000|	2.595948|	0.657283|	0.000000|	0.561787|	0.000000|	
3.147852|	0.811709|	0.000000|	0.550800|	0.000000|	3.109883|	0.801516|	0.000000|	0.580477|	0.000000|	
2.625383|	0.678830|	0.000000|	0.623973|	0.000000|	2.595937|	0.669775|	0.000000|	0.563561|	0.000000|	
2.947370|	0.736118|	0.000000|	0.641474|	0.000000|	2.908031|	0.725467|	0.000000|	0.556563|	0.000000|	
2.639743|	0.685541|	0.000000|	0.536485|	0.000000|	2.601321|	0.675189|	0.000000|	0.557179|	0.000000|	
2.833230|	0.718862|	0.000000|	0.561438|	0.000000|	2.789408|	0.703039|	0.000000|	0.549874|	0.000000|	
16.468217|	8.233426|	0.000000|	1.528361|	0.000000|	13.827937|	5.673558|	0.000000|	1.291155|	0.000000|	
