Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

36.227071|	26.286928|	0.000000|	3.411245|	0.000000|	16.863332|	7.189046|	0.000000|	1.534036|	0.000000|	
36.073824|	26.179314|	0.000000|	3.391571|	0.000000|	16.860731|	7.192144|	0.000000|	1.490067|	0.000000|	
36.816931|	26.869230|	0.000000|	3.443489|	0.000000|	16.770346|	7.147487|	0.000000|	1.587877|	0.000000|	
36.830215|	26.881308|	0.000000|	3.393320|	0.000000|	16.862368|	7.193523|	0.000000|	1.535841|	0.000000|	
36.303657|	26.348319|	0.000000|	3.412334|	0.000000|	16.848449|	7.177524|	0.000000|	1.577437|	0.000000|	
36.282162|	26.336965|	0.000000|	3.301645|	0.000000|	16.840702|	7.173178|	0.000000|	1.645647|	0.000000|	
36.338692|	26.382504|	0.000000|	3.439616|	0.000000|	16.851332|	7.183588|	0.000000|	1.584110|	0.000000|	
36.339879|	26.382803|	0.000000|	3.373410|	0.000000|	16.857521|	7.185999|	0.000000|	1.598550|	0.000000|	
36.164607|	26.261270|	0.000000|	3.392011|	0.000000|	16.861625|	7.189424|	0.000000|	1.603010|	0.000000|	
36.348328|	26.391006|	0.000000|	3.390900|	0.000000|	16.850646|	7.175386|	0.000000|	1.608775|	0.000000|	
37.197288|	27.243607|	0.000000|	3.426681|	0.000000|	16.863607|	7.185201|	0.000000|	1.655636|	0.000000|	
36.364474|	26.405953|	0.000000|	3.407938|	0.000000|	16.863088|	7.187920|	0.000000|	1.608280|	0.000000|	
36.363685|	26.404825|	0.000000|	3.411383|	0.000000|	16.771343|	7.148359|	0.000000|	1.603337|	0.000000|	
36.385905|	26.428053|	0.000000|	3.408580|	0.000000|	21.276124|	11.602156|	0.000000|	1.591846|	0.000000|	
36.171300|	26.260568|	0.000000|	3.418788|	0.000000|	16.856243|	7.180908|	0.000000|	1.600911|	0.000000|	
36.322880|	26.375529|	0.000000|	3.291630|	0.000000|	16.849768|	7.172692|	0.000000|	1.594820|	0.000000|	
36.377453|	26.415036|	0.000000|	3.373414|	0.000000|	16.865459|	7.186391|	0.000000|	1.606539|	0.000000|	
36.680183|	26.717962|	0.000000|	3.436051|	0.000000|	16.857694|	7.177696|	0.000000|	1.609957|	0.000000|	
36.422096|	26.465552|	0.000000|	3.424864|	0.000000|	16.876833|	7.197302|	0.000000|	1.617547|	0.000000|	
36.374962|	26.413790|	0.000000|	3.342136|	0.000000|	16.863943|	7.186960|	0.000000|	1.603349|	0.000000|	
36.380332|	26.419674|	0.000000|	3.443195|	0.000000|	16.756150|	7.165937|	0.000000|	1.614865|	0.000000|	
36.209250|	26.298658|	0.000000|	3.426200|	0.000000|	16.854428|	7.142228|	0.000000|	1.568799|	0.000000|	
36.395153|	26.427038|	0.000000|	3.409236|	0.000000|	16.834544|	7.155564|	0.000000|	1.603860|	0.000000|	
36.427536|	26.457836|	0.000000|	3.442271|	0.000000|	16.856901|	7.184488|	0.000000|	1.610943|	0.000000|	
