Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

32.918676|	22.839777|	0.000000|	4.160400|	0.000000|	16.863539|	7.175210|	0.000000|	1.683462|	0.000000|	
33.263422|	23.187845|	0.000000|	4.213612|	0.000000|	16.837853|	7.161153|	0.000000|	1.732095|	0.000000|	
32.972139|	22.894877|	0.000000|	4.171326|	0.000000|	16.876827|	7.196988|	0.000000|	1.715873|	0.000000|	
32.892962|	22.811449|	0.000000|	4.207839|	0.000000|	16.814069|	7.127167|	0.000000|	1.656097|	0.000000|	
32.908872|	22.832228|	0.000000|	4.104313|	0.000000|	16.836530|	7.149473|	0.000000|	1.706719|	0.000000|	
32.911536|	22.832395|	0.000000|	4.166796|	0.000000|	16.810366|	7.130165|	0.000000|	1.665545|	0.000000|	
32.784939|	22.712198|	0.000000|	4.240756|	0.000000|	16.829061|	7.142854|	0.000000|	1.699394|	0.000000|	
32.732914|	22.699325|	0.000000|	4.252873|	0.000000|	16.814843|	7.127666|	0.000000|	1.665948|	0.000000|	
32.931853|	22.846078|	0.000000|	4.183607|	0.000000|	16.829187|	7.141384|	0.000000|	1.707678|	0.000000|	
30.782041|	20.832035|	0.000000|	2.923804|	0.000000|	16.784455|	7.092730|	0.000000|	1.555078|	0.000000|	
28.477907|	18.637475|	0.000000|	1.858012|	0.000000|	16.654534|	7.002106|	0.000000|	1.452069|	0.000000|	
28.475187|	18.633626|	0.000000|	1.828409|	0.000000|	16.735509|	7.037018|	0.000000|	1.442618|	0.000000|	
2.619604|	0.739903|	0.000000|	0.550854|	0.000000|	2.363136|	0.660534|	0.000000|	0.553744|	0.000000|	
2.885023|	0.785083|	0.000000|	0.552686|	0.000000|	2.709246|	0.732193|	0.000000|	0.556491|	0.000000|	
2.878685|	0.783864|	0.000000|	0.573730|	0.000000|	2.617496|	0.727414|	0.000000|	0.570534|	0.000000|	
2.561656|	0.678134|	0.000000|	0.556320|	0.000000|	2.409335|	0.643593|	0.000000|	0.542777|	0.000000|	
5.867780|	2.479362|	0.000000|	0.821176|	0.000000|	5.004603|	1.840799|	0.000000|	0.734966|	0.000000|	
2.678487|	0.743124|	0.000000|	0.609051|	0.000000|	2.526071|	0.708279|	0.000000|	0.571613|	0.000000|	
2.579549|	0.690809|	0.000000|	0.633895|	0.000000|	2.422041|	0.648726|	0.000000|	0.565721|	0.000000|	
3.143923|	0.834751|	0.000000|	0.570654|	0.000000|	2.987111|	0.805384|	0.000000|	0.575980|	0.000000|	
