Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
34.187454|	23.799116|	0.000000|	5.421091|	0.000000|	16.807630|	7.112437|	0.000000|	1.682357|	0.000000|	
33.820167|	23.527452|	0.000000|	5.146584|	0.000000|	16.803256|	7.110777|	0.000000|	1.689044|	0.000000|	
34.161284|	23.769261|	0.000000|	5.528348|	0.000000|	16.788682|	7.095946|	0.000000|	1.698264|	0.000000|	
34.186906|	23.793330|	0.000000|	5.446187|	0.000000|	16.724017|	7.076008|	0.000000|	1.681887|	0.000000|	
34.164648|	23.769693|	0.000000|	5.504411|	0.000000|	16.791369|	7.096839|	0.000000|	1.707819|	0.000000|	
34.213622|	23.814400|	0.000000|	5.472786|	0.000000|	16.810804|	7.116631|	0.000000|	1.707094|	0.000000|	
34.159231|	23.757623|	0.000000|	5.417575|	0.000000|	16.793049|	7.097011|	0.000000|	1.707520|	0.000000|	
34.397488|	23.998743|	0.000000|	5.526400|	0.000000|	16.799180|	7.105559|	0.000000|	1.698504|	0.000000|	
34.190722|	23.796595|	0.000000|	5.442336|	0.000000|	16.799813|	7.103942|	0.000000|	1.699208|	0.000000|	
34.606667|	24.213345|	0.000000|	5.407689|	0.000000|	16.896308|	7.195865|	0.000000|	1.713433|	0.000000|	
36.507867|	26.192678|	0.000000|	5.289372|	0.000000|	17.472411|	7.770550|	0.000000|	1.708786|	0.000000|	
35.519385|	25.151114|	0.000000|	5.313524|	0.000000|	17.466363|	7.768249|	0.000000|	1.699174|	0.000000|	
35.582620|	25.212635|	0.000000|	5.290105|	0.000000|	17.455502|	7.758195|	0.000000|	1.690452|	0.000000|	
34.377267|	23.984098|	0.000000|	5.369395|	0.000000|	17.468609|	7.770728|	0.000000|	1.707725|	0.000000|	
34.676335|	24.282913|	0.000000|	5.508601|	0.000000|	17.130409|	7.480265|	0.000000|	1.699013|	0.000000|	
34.220791|	23.827354|	0.000000|	5.492868|	0.000000|	16.813790|	7.114188|	0.000000|	1.689211|	0.000000|	
34.185604|	23.793905|	0.000000|	5.500910|	0.000000|	16.800642|	7.102175|	0.000000|	1.673038|	0.000000|	
34.173076|	23.781943|	0.000000|	5.528980|	0.000000|	16.792056|	7.091874|	0.000000|	1.698912|	0.000000|	
34.007519|	23.663167|	0.000000|	5.102953|	0.000000|	16.811770|	7.113310|	0.000000|	1.697458|	0.000000|	
34.031861|	23.805116|	0.000000|	5.476438|	0.000000|	16.804787|	7.103840|	0.000000|	1.689739|	0.000000|	
34.194832|	23.679304|	0.000000|	5.472625|	0.000000|	16.862911|	7.164680|	0.000000|	1.708342|	0.000000|	
34.221847|	23.825767|	0.000000|	5.386200|	0.000000|	16.812510|	7.113732|	0.000000|	1.698603|	0.000000|	
34.405697|	24.011193|	0.000000|	5.519135|	0.000000|	16.817792|	7.119188|	0.000000|	1.716054|	0.000000|	
34.233889|	23.838950|	0.000000|	5.524795|	0.000000|	16.810932|	7.115244|	0.000000|	1.700209|	0.000000|	
34.184152|	23.789170|	0.000000|	5.527943|	0.000000|	16.813996|	7.117964|	0.000000|	1.681590|	0.000000|	
34.249171|	23.853883|	0.000000|	5.495271|	0.000000|	16.811655|	7.118718|	0.000000|	1.673295|	0.000000|	
34.006998|	23.783539|	0.000000|	5.442975|	0.000000|	16.797843|	7.104210|	0.000000|	1.707358|	0.000000|	
34.192816|	23.799322|	0.000000|	5.472688|	0.000000|	16.719771|	7.109610|	0.000000|	1.690276|	0.000000|	
34.214960|	23.706435|	0.000000|	5.447816|	0.000000|	16.895352|	7.113481|	0.000000|	1.690628|	0.000000|	
34.436318|	24.041784|	0.000000|	5.472386|	0.000000|	16.721624|	7.111684|	0.000000|	1.705212|	0.000000|	
34.206052|	23.820974|	0.000000|	5.527453|	0.000000|	16.800148|	7.110236|	0.000000|	1.672353|	0.000000|	
34.205914|	23.816533|	0.000000|	5.444345|	0.000000|	16.809880|	7.077364|	0.000000|	1.698403|	0.000000|	
34.189162|	23.794293|	0.000000|	5.530282|	0.000000|	16.805576|	7.110353|	0.000000|	1.673312|	0.000000|	
34.228728|	23.834677|	0.000000|	5.502325|	0.000000|	16.810893|	7.115038|	0.000000|	1.707325|	0.000000|	
34.202399|	23.808274|	0.000000|	5.525755|	0.000000|	16.799908|	7.099938|	0.000000|	1.680965|	0.000000|	
34.231618|	23.839368|	0.000000|	5.530528|	0.000000|	16.814893|	7.115049|	0.000000|	1.698691|	0.000000|	
34.189061|	23.790319|	0.000000|	5.475723|	0.000000|	16.801014|	7.098589|	0.000000|	1.698900|	0.000000|	
34.737571|	24.397431|	0.000000|	5.516129|	0.000000|	16.821025|	7.117816|	0.000000|	1.643475|	0.000000|	
34.268272|	23.865895|	0.000000|	5.498478|	0.000000|	16.805445|	7.106801|	0.000000|	1.689912|	0.000000|	
34.176289|	23.773644|	0.000000|	5.497067|	0.000000|	16.803789|	7.102372|	0.000000|	1.681958|	0.000000|	
34.010707|	23.654821|	0.000000|	5.150160|	0.000000|	16.802278|	7.103266|	0.000000|	1.688225|	0.000000|	
34.211586|	23.813518|	0.000000|	5.474257|	0.000000|	16.814924|	7.114895|	0.000000|	1.698709|	0.000000|	
34.207390|	23.806372|	0.000000|	5.528604|	0.000000|	16.797180|	7.096037|	0.000000|	1.699265|	0.000000|	
31.475343|	21.717044|	0.000000|	5.027814|	0.000000|	15.685693|	6.568314|	0.000000|	1.606177|	0.000000|	
7.389182|	3.269384|	0.000000|	0.924696|	0.000000|	6.478567|	2.438756|	0.000000|	0.841890|	0.000000|	
4.253674|	1.357500|	0.000000|	0.794187|	0.000000|	3.787801|	1.121977|	0.000000|	0.630376|	0.000000|	
2.988356|	0.776877|	0.000000|	0.701625|	0.000000|	2.832600|	0.752147|	0.000000|	0.579197|	0.000000|	
3.209832|	0.888856|	0.000000|	0.699400|	0.000000|	3.101102|	0.827150|	0.000000|	0.582984|	0.000000|	
3.188938|	0.867636|	0.000000|	0.774502|	0.000000|	2.914336|	0.807679|	0.000000|	0.581848|	0.000000|	
2.871476|	0.762533|	0.000000|	0.779348|	0.000000|	2.715574|	0.733845|	0.000000|	0.566305|	0.000000|	
3.169324|	0.849913|	0.000000|	0.645234|	0.000000|	2.898226|	0.795357|	0.000000|	0.588240|	0.000000|	
2.839835|	0.754183|	0.000000|	0.594247|	0.000000|	2.675252|	0.715455|	0.000000|	0.562671|	0.000000|	
