Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

18.711002|	8.873350|	0.000000|	3.145891|	0.000000|	16.780583|	7.110006|	0.000000|	1.588512|	0.000000|	
18.665758|	8.837151|	0.000000|	3.002155|	0.000000|	16.846528|	7.133693|	0.000000|	1.577487|	0.000000|	
26.179918|	16.301180|	0.000000|	3.352149|	0.000000|	16.696073|	7.077960|	0.000000|	1.628720|	0.000000|	
32.240146|	22.285881|	0.000000|	3.669078|	0.000000|	16.781853|	7.109072|	0.000000|	1.702595|	0.000000|	
32.315132|	22.354928|	0.000000|	3.685581|	0.000000|	16.810209|	7.134383|	0.000000|	1.698278|	0.000000|	
32.351101|	22.429128|	0.000000|	3.650382|	0.000000|	16.793747|	7.116693|	0.000000|	1.697361|	0.000000|	
32.319801|	22.350114|	0.000000|	3.628643|	0.000000|	16.778639|	7.101240|	0.000000|	1.681923|	0.000000|	
32.359423|	22.395886|	0.000000|	3.592358|	0.000000|	16.787527|	7.113823|	0.000000|	1.681533|	0.000000|	
32.337756|	22.371006|	0.000000|	3.611001|	0.000000|	16.695680|	7.068078|	0.000000|	1.686118|	0.000000|	
32.363877|	22.394669|	0.000000|	3.654924|	0.000000|	16.789275|	7.114730|	0.000000|	1.689919|	0.000000|	
32.168518|	22.249483|	0.000000|	3.610057|	0.000000|	16.779227|	7.103138|	0.000000|	1.671410|	0.000000|	
32.341372|	22.370460|	0.000000|	3.611556|	0.000000|	16.777880|	7.101933|	0.000000|	1.687421|	0.000000|	
32.365053|	22.394926|	0.000000|	3.649002|	0.000000|	16.801354|	7.116826|	0.000000|	1.672987|	0.000000|	
33.162264|	23.185161|	0.000000|	3.698053|	0.000000|	16.718451|	7.073714|	0.000000|	1.693960|	0.000000|	
32.232786|	22.414697|	0.000000|	3.671710|	0.000000|	16.790268|	7.112226|	0.000000|	1.689149|	0.000000|	
32.343030|	22.257766|	0.000000|	3.684334|	0.000000|	16.781384|	7.102337|	0.000000|	1.662969|	0.000000|	
32.342691|	22.366142|	0.000000|	3.647561|	0.000000|	16.783575|	7.101224|	0.000000|	1.717196|	0.000000|	
32.362609|	22.384740|	0.000000|	3.666637|	0.000000|	16.804319|	7.114018|	0.000000|	1.676854|	0.000000|	
32.331076|	22.355626|	0.000000|	3.629649|	0.000000|	16.777501|	7.100744|	0.000000|	1.712238|	0.000000|	
32.254297|	22.321403|	0.000000|	3.663580|	0.000000|	16.711819|	7.114206|	0.000000|	1.667848|	0.000000|	
32.588528|	22.599796|	0.000000|	3.682824|	0.000000|	16.788147|	7.072509|	0.000000|	1.729155|	0.000000|	
32.377463|	22.397335|	0.000000|	3.610905|	0.000000|	16.783375|	7.101489|	0.000000|	1.686226|	0.000000|	
32.401573|	22.424747|	0.000000|	3.665436|	0.000000|	16.789126|	7.110537|	0.000000|	1.680245|	0.000000|	
32.200280|	22.271116|	0.000000|	3.650384|	0.000000|	16.787059|	7.101456|	0.000000|	1.694237|	0.000000|	
32.438645|	22.456149|	0.000000|	3.676218|	0.000000|	16.805876|	7.126174|	0.000000|	1.703540|	0.000000|	
