Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.368383|	22.386543|	0.000000|	3.648957|	0.000000|	16.790537|	7.104333|	0.000000|	1.681041|	0.000000|	
32.380082|	22.395814|	0.000000|	3.647084|	0.000000|	16.706120|	7.060292|	0.000000|	1.654817|	0.000000|	
32.398173|	22.415929|	0.000000|	3.615598|	0.000000|	16.816423|	7.119699|	0.000000|	1.695958|	0.000000|	
32.460277|	22.520224|	0.000000|	3.681716|	0.000000|	16.807403|	7.117907|	0.000000|	1.721447|	0.000000|	
32.418535|	22.432840|	0.000000|	3.653603|	0.000000|	16.812504|	7.122829|	0.000000|	1.697681|	0.000000|	
32.378711|	22.396726|	0.000000|	3.646115|	0.000000|	16.789299|	7.096910|	0.000000|	1.704910|	0.000000|	
32.372440|	22.388714|	0.000000|	3.648416|	0.000000|	16.693899|	7.057607|	0.000000|	1.677866|	0.000000|	
32.253930|	22.319913|	0.000000|	3.629879|	0.000000|	16.797680|	7.110797|	0.000000|	1.658093|	0.000000|	
31.615239|	21.790093|	0.000000|	3.552002|	0.000000|	16.483868|	6.946461|	0.000000|	1.680293|	0.000000|	
3.505219|	1.002425|	0.000000|	0.755702|	0.000000|	3.250960|	0.876857|	0.000000|	0.592588|	0.000000|	
5.382623|	2.029241|	0.000000|	0.845649|	0.000000|	4.817991|	1.514301|	0.000000|	0.710280|	0.000000|	
3.105616|	0.824378|	0.000000|	0.780536|	0.000000|	3.037718|	0.792564|	0.000000|	0.572042|	0.000000|	
3.226567|	0.860530|	0.000000|	0.794637|	0.000000|	3.169959|	0.840134|	0.000000|	0.558850|	0.000000|	
3.595969|	1.010387|	0.000000|	0.779531|	0.000000|	3.387106|	0.922888|	0.000000|	0.595547|	0.000000|	
3.516311|	0.960510|	0.000000|	0.764151|	0.000000|	3.455319|	0.929404|	0.000000|	0.602083|	0.000000|	
3.060225|	0.796596|	0.000000|	0.785640|	0.000000|	3.015792|	0.780997|	0.000000|	0.564523|	0.000000|	
3.035914|	0.782239|	0.000000|	0.774709|	0.000000|	2.998170|	0.772804|	0.000000|	0.567374|	0.000000|	
3.175693|	0.832214|	0.000000|	0.780324|	0.000000|	3.132560|	0.818900|	0.000000|	0.575881|	0.000000|	
15.147803|	6.603086|	0.000000|	1.674775|	0.000000|	14.362155|	5.915827|	0.000000|	1.321715|	0.000000|	
4.285927|	1.183954|	0.000000|	0.797597|	0.000000|	4.219880|	1.155646|	0.000000|	0.655466|	0.000000|	
3.160907|	0.804416|	0.000000|	0.795439|	0.000000|	3.126064|	0.800541|	0.000000|	0.596239|	0.000000|	
2.642768|	0.679546|	0.000000|	0.750153|	0.000000|	2.612783|	0.675282|	0.000000|	0.556054|	0.000000|	
3.181804|	0.826261|	0.000000|	0.793470|	0.000000|	3.131211|	0.808080|	0.000000|	0.577621|	0.000000|	
3.402736|	0.861126|	0.000000|	0.780628|	0.000000|	3.363247|	0.856334|	0.000000|	0.598789|	0.000000|	
3.178158|	0.823549|	0.000000|	0.748072|	0.000000|	3.145516|	0.818677|	0.000000|	0.587300|	0.000000|	
