Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.682112|	22.469978|	0.000000|	4.831108|	0.000000|	16.752415|	7.029046|	0.000000|	1.691578|	0.000000|	
32.837099|	22.580571|	0.000000|	4.899109|	0.000000|	16.759582|	7.040950|	0.000000|	1.682004|	0.000000|	
33.014078|	22.770943|	0.000000|	4.871622|	0.000000|	16.760940|	7.033538|	0.000000|	1.722723|	0.000000|	
32.829230|	22.590257|	0.000000|	4.867786|	0.000000|	16.751920|	7.029221|	0.000000|	1.716597|	0.000000|	
32.679247|	22.491242|	0.000000|	4.882254|	0.000000|	16.676384|	7.004482|	0.000000|	1.656535|	0.000000|	
32.824926|	22.576897|	0.000000|	4.812883|	0.000000|	16.751387|	7.026922|	0.000000|	1.706393|	0.000000|	
32.832592|	22.588659|	0.000000|	5.007836|	0.000000|	16.757016|	7.036151|	0.000000|	1.662709|	0.000000|	
32.867107|	22.617275|	0.000000|	5.077698|	0.000000|	16.754197|	7.029066|	0.000000|	1.656416|	0.000000|	
32.851059|	22.604287|	0.000000|	4.962948|	0.000000|	16.751464|	7.032726|	0.000000|	1.708545|	0.000000|	
32.662095|	22.466218|	0.000000|	4.970872|	0.000000|	16.765142|	7.039461|	0.000000|	1.671121|	0.000000|	
33.015680|	22.773746|	0.000000|	5.064421|	0.000000|	16.673218|	7.001161|	0.000000|	1.719241|	0.000000|	
32.860548|	22.621297|	0.000000|	5.032160|	0.000000|	16.779906|	7.057755|	0.000000|	1.705359|	0.000000|	
32.803578|	22.560983|	0.000000|	5.095523|	0.000000|	16.745177|	7.029884|	0.000000|	1.705589|	0.000000|	
32.807096|	22.566027|	0.000000|	5.074498|	0.000000|	16.750363|	7.028916|	0.000000|	1.689391|	0.000000|	
32.704429|	22.508997|	0.000000|	5.047107|	0.000000|	16.770009|	7.044996|	0.000000|	1.700191|	0.000000|	
32.797842|	22.552497|	0.000000|	5.095677|	0.000000|	16.755035|	7.029154|	0.000000|	1.685590|	0.000000|	
32.872386|	22.626113|	0.000000|	4.964120|	0.000000|	16.682019|	7.003339|	0.000000|	1.706721|	0.000000|	
33.038345|	22.790764|	0.000000|	4.812968|	0.000000|	16.758644|	7.035764|	0.000000|	1.713397|	0.000000|	
32.658924|	22.461267|	0.000000|	4.832700|	0.000000|	16.753917|	7.028962|	0.000000|	1.706809|	0.000000|	
32.852177|	22.606197|	0.000000|	4.896024|	0.000000|	16.768406|	7.042921|	0.000000|	1.697533|	0.000000|	
32.809976|	22.562548|	0.000000|	4.959025|	0.000000|	16.751721|	7.027565|	0.000000|	1.705126|	0.000000|	
32.858798|	22.611811|	0.000000|	4.986569|	0.000000|	16.775724|	7.048425|	0.000000|	1.690972|	0.000000|	
32.822779|	22.579274|	0.000000|	4.832775|	0.000000|	16.669714|	6.996089|	0.000000|	1.703102|	0.000000|	
32.638331|	22.442577|	0.000000|	4.951807|	0.000000|	16.758519|	7.033413|	0.000000|	1.680252|	0.000000|	
32.865605|	22.611667|	0.000000|	4.916579|	0.000000|	16.765421|	7.046432|	0.000000|	1.706792|	0.000000|	
33.007781|	22.755114|	0.000000|	4.934110|	0.000000|	16.764388|	7.038577|	0.000000|	1.682554|	0.000000|	
32.843704|	22.594658|	0.000000|	4.850099|	0.000000|	16.763296|	7.041167|	0.000000|	1.689735|	0.000000|	
32.655172|	22.456924|	0.000000|	4.917194|	0.000000|	16.667157|	6.994826|	0.000000|	1.700824|	0.000000|	
32.799046|	22.555818|	0.000000|	4.872052|	0.000000|	16.748048|	7.028545|	0.000000|	1.681895|	0.000000|	
32.830691|	22.582385|	0.000000|	4.786327|	0.000000|	16.765971|	7.042372|	0.000000|	1.698581|	0.000000|	
32.796373|	22.544258|	0.000000|	4.881294|	0.000000|	16.755579|	7.029166|	0.000000|	1.689496|	0.000000|	
32.861714|	22.609206|	0.000000|	4.842133|	0.000000|	16.786800|	7.056457|	0.000000|	1.673196|	0.000000|	
32.883015|	22.682482|	0.000000|	4.857096|	0.000000|	16.759802|	7.034944|	0.000000|	1.672774|	0.000000|	
32.794627|	22.544061|	0.000000|	4.893426|	0.000000|	16.673335|	7.030722|	0.000000|	1.657670|	0.000000|	
32.832286|	22.580601|	0.000000|	4.910595|	0.000000|	16.762692|	7.009741|	0.000000|	1.689129|	0.000000|	
32.817817|	22.558894|	0.000000|	4.883782|	0.000000|	16.798024|	7.074552|	0.000000|	1.689209|	0.000000|	
32.857147|	22.602168|	0.000000|	4.775765|	0.000000|	16.771346|	7.050602|	0.000000|	1.696966|	0.000000|	
32.709626|	22.501811|	0.000000|	4.903357|	0.000000|	16.746136|	7.028215|	0.000000|	1.690705|	0.000000|	
32.837115|	22.568705|	0.000000|	4.834612|	0.000000|	16.745602|	7.026806|	0.000000|	1.662229|	0.000000|	
32.881115|	22.621584|	0.000000|	4.840080|	0.000000|	16.685201|	7.007172|	0.000000|	1.697534|	0.000000|	
33.524779|	23.287814|	0.000000|	4.876114|	0.000000|	16.757895|	7.033922|	0.000000|	1.706048|	0.000000|	
32.867197|	22.669610|	0.000000|	4.843447|	0.000000|	16.765711|	7.039368|	0.000000|	1.688428|	0.000000|	
32.800632|	22.552088|	0.000000|	4.873518|	0.000000|	16.754973|	7.029640|	0.000000|	1.682483|	0.000000|	
32.766791|	22.514690|	0.000000|	4.799683|	0.000000|	16.756063|	7.028290|	0.000000|	1.699708|	0.000000|	
32.846857|	22.585961|	0.000000|	4.899094|	0.000000|	16.770423|	7.041775|	0.000000|	1.683089|	0.000000|	
32.801894|	22.533178|	0.000000|	4.916321|	0.000000|	16.668864|	6.991704|	0.000000|	1.681184|	0.000000|	
32.658933|	22.453154|	0.000000|	4.827047|	0.000000|	16.768431|	7.038944|	0.000000|	1.686875|	0.000000|	
32.996814|	22.737648|	0.000000|	4.832804|	0.000000|	16.763276|	7.035823|	0.000000|	1.697729|	0.000000|	
32.808225|	22.544078|	0.000000|	4.806512|	0.000000|	16.755534|	7.026834|	0.000000|	1.682055|	0.000000|	
32.866258|	22.601417|	0.000000|	4.872610|	0.000000|	16.769545|	7.043211|	0.000000|	1.694927|	0.000000|	
32.651071|	22.436686|	0.000000|	4.866164|	0.000000|	16.758859|	7.029809|	0.000000|	1.694151|	0.000000|	
32.869912|	22.600583|	0.000000|	4.853724|	0.000000|	16.786150|	7.056916|	0.000000|	1.698736|	0.000000|	
32.856325|	22.585687|	0.000000|	4.814640|	0.000000|	16.678254|	6.996582|	0.000000|	1.689686|	0.000000|	
32.890521|	22.611349|	0.000000|	4.811484|	0.000000|	16.759229|	7.028936|	0.000000|	1.675428|	0.000000|	
32.871211|	22.612415|	0.000000|	4.814755|	0.000000|	16.773053|	7.043853|	0.000000|	1.705976|	0.000000|	
32.877657|	22.662316|	0.000000|	4.764699|	0.000000|	16.764323|	7.035019|	0.000000|	1.729758|	0.000000|	
32.874041|	22.615713|	0.000000|	4.842166|	0.000000|	16.770248|	7.039307|	0.000000|	1.652009|	0.000000|	
32.804259|	22.551934|	0.000000|	4.943084|	0.000000|	16.672441|	6.993032|	0.000000|	1.690040|	0.000000|	
32.796809|	22.539673|	0.000000|	4.843131|	0.000000|	16.757830|	7.027394|	0.000000|	1.697692|	0.000000|	
32.852850|	22.602228|	0.000000|	4.855912|	0.000000|	16.771072|	7.044165|	0.000000|	1.692863|	0.000000|	
32.677701|	22.472136|	0.000000|	4.878119|	0.000000|	16.757670|	7.029309|	0.000000|	1.698364|	0.000000|	
32.862985|	22.602518|	0.000000|	4.811710|	0.000000|	16.764448|	7.037230|	0.000000|	1.688232|	0.000000|	
33.090771|	22.822232|	0.000000|	4.870123|	0.000000|	16.766046|	7.034939|	0.000000|	1.677800|	0.000000|	
33.332188|	23.080276|	0.000000|	4.856520|	0.000000|	16.756872|	7.029208|	0.000000|	1.680349|	0.000000|	
32.701338|	22.500685|	0.000000|	4.818816|	0.000000|	16.685293|	7.005246|	0.000000|	1.661406|	0.000000|	
32.834362|	22.579216|	0.000000|	4.971712|	0.000000|	16.759451|	7.030115|	0.000000|	1.677598|	0.000000|	
32.876649|	22.615447|	0.000000|	5.015070|	0.000000|	16.766705|	7.039435|	0.000000|	1.707181|	0.000000|	
32.843636|	22.581210|	0.000000|	4.953544|	0.000000|	16.754621|	7.026956|	0.000000|	1.688595|	0.000000|	
32.668265|	22.459131|	0.000000|	4.829673|	0.000000|	16.754481|	7.027956|	0.000000|	1.671431|	0.000000|	
32.837368|	22.575038|	0.000000|	4.886017|	0.000000|	16.767902|	7.040734|	0.000000|	1.670351|	0.000000|	
33.084529|	22.819446|	0.000000|	4.942644|	0.000000|	16.683954|	7.001311|	0.000000|	1.661282|	0.000000|	
32.959179|	22.699650|	0.000000|	4.826967|	0.000000|	16.781364|	7.052646|	0.000000|	1.707057|	0.000000|	
32.729581|	22.519277|	0.000000|	4.867509|	0.000000|	16.750933|	7.027944|	0.000000|	1.682793|	0.000000|	
32.887968|	22.636587|	0.000000|	4.810379|	0.000000|	16.749091|	7.027356|	0.000000|	1.705679|	0.000000|	
32.935283|	22.675733|	0.000000|	4.825726|	0.000000|	16.788102|	7.066743|	0.000000|	1.677395|	0.000000|	
32.887366|	22.626947|	0.000000|	4.960348|	0.000000|	16.697768|	7.021604|	0.000000|	1.685663|	0.000000|	
32.896096|	22.643251|	0.000000|	4.872657|	0.000000|	16.756070|	7.037401|	0.000000|	1.687906|	0.000000|	
32.788635|	22.574414|	0.000000|	4.815237|	0.000000|	16.756637|	7.031203|	0.000000|	1.701823|	0.000000|	
32.954556|	22.686521|	0.000000|	4.949660|	0.000000|	16.752277|	7.030641|	0.000000|	1.711961|	0.000000|	
32.890532|	22.625104|	0.000000|	4.896093|	0.000000|	16.762117|	7.049373|	0.000000|	1.689935|	0.000000|	
32.880201|	22.615927|	0.000000|	4.962110|	0.000000|	16.754904|	7.031744|	0.000000|	1.705827|	0.000000|	
32.881486|	22.626707|	0.000000|	4.971157|	0.000000|	16.765816|	7.042452|	0.000000|	1.662634|	0.000000|	
32.665213|	22.462570|	0.000000|	4.973720|	0.000000|	16.670782|	6.997812|	0.000000|	1.688550|	0.000000|	
32.884373|	22.621698|	0.000000|	4.974373|	0.000000|	16.753372|	7.032103|	0.000000|	1.665661|	0.000000|	
32.911420|	22.642428|	0.000000|	4.940110|	0.000000|	16.760256|	7.043928|	0.000000|	1.703925|	0.000000|	
33.106801|	22.846209|	0.000000|	4.911915|	0.000000|	16.754684|	7.039051|	0.000000|	1.719997|	0.000000|	
32.696996|	22.495963|	0.000000|	4.854154|	0.000000|	16.749954|	7.037988|	0.000000|	1.707255|	0.000000|	
32.818499|	22.558098|	0.000000|	5.010560|	0.000000|	16.664141|	6.994330|	0.000000|	1.690948|	0.000000|	
32.877204|	22.611468|	0.000000|	5.002013|	0.000000|	16.743046|	7.028381|	0.000000|	1.709052|	0.000000|	
32.909759|	22.650897|	0.000000|	4.896696|	0.000000|	16.764917|	7.044488|	0.000000|	1.699227|	0.000000|	
32.851863|	22.586343|	0.000000|	4.836055|	0.000000|	16.749061|	7.031177|	0.000000|	1.664770|	0.000000|	
32.744711|	22.535056|	0.000000|	4.759347|	0.000000|	16.777161|	7.053149|	0.000000|	1.699791|	0.000000|	
32.862147|	22.598864|	0.000000|	4.796862|	0.000000|	16.747693|	7.027023|	0.000000|	1.656553|	0.000000|	
33.102987|	22.832218|	0.000000|	4.743367|	0.000000|	16.679054|	6.999185|	0.000000|	1.714042|	0.000000|	
32.833971|	22.561090|	0.000000|	4.849863|	0.000000|	16.762771|	7.038218|	0.000000|	1.669121|	0.000000|	
32.717145|	22.505920|	0.000000|	4.809102|	0.000000|	16.759038|	7.032090|	0.000000|	1.691269|	0.000000|	
32.894104|	22.641143|	0.000000|	4.854028|	0.000000|	16.761583|	7.039891|	0.000000|	1.666703|	0.000000|	
32.885303|	22.617250|	0.000000|	4.905479|	0.000000|	16.758129|	7.029417|	0.000000|	1.652827|	0.000000|	
32.886165|	22.623949|	0.000000|	5.068736|	0.000000|	16.754292|	7.026609|	0.000000|	1.659726|	0.000000|	
32.936617|	22.675488|	0.000000|	4.942883|	0.000000|	16.683412|	7.006926|	0.000000|	1.659048|	0.000000|	
32.963983|	22.749107|	0.000000|	4.908323|	0.000000|	16.760116|	7.034936|	0.000000|	1.683147|	0.000000|	
32.912761|	22.652034|	0.000000|	4.790439|	0.000000|	16.766150|	7.039431|	0.000000|	1.686199|	0.000000|	
32.927642|	22.658265|	0.000000|	4.848720|	0.000000|	16.753253|	7.028545|	0.000000|	1.669575|	0.000000|	
32.863065|	22.598025|	0.000000|	4.844533|	0.000000|	16.753712|	7.029079|	0.000000|	1.695849|	0.000000|	
33.216141|	22.959255|	0.000000|	4.898903|	0.000000|	16.769255|	7.043954|	0.000000|	1.689250|	0.000000|	
33.504587|	23.299336|	0.000000|	4.784847|	0.000000|	16.667275|	6.993709|	0.000000|	1.681813|	0.000000|	
32.943656|	22.681105|	0.000000|	4.853878|	0.000000|	16.766011|	7.040965|	0.000000|	1.707544|	0.000000|	
32.880830|	22.618619|	0.000000|	4.906298|	0.000000|	16.754137|	7.029200|	0.000000|	1.716686|	0.000000|	
33.048497|	22.790973|	0.000000|	4.874058|	0.000000|	16.757286|	7.031786|	0.000000|	1.705668|	0.000000|	
32.753857|	22.540526|	0.000000|	4.811636|	0.000000|	16.765137|	7.040045|	0.000000|	1.681229|	0.000000|	
32.905930|	22.630186|	0.000000|	4.808382|	0.000000|	22.614646|	12.893922|	0.000000|	1.708684|	0.000000|	
32.923151|	22.657058|	0.000000|	4.809871|	0.000000|	18.364654|	8.692732|	0.000000|	1.707567|	0.000000|	
32.876742|	22.611950|	0.000000|	4.861672|	0.000000|	16.761115|	7.036782|	0.000000|	1.673102|	0.000000|	
32.855875|	22.589812|	0.000000|	4.792496|	0.000000|	16.746884|	7.030217|	0.000000|	1.702875|	0.000000|	
32.706060|	22.490782|	0.000000|	4.782261|	0.000000|	16.764803|	7.046443|	0.000000|	1.704510|	0.000000|	
33.105150|	22.839604|	0.000000|	4.937932|	0.000000|	16.762916|	7.040437|	0.000000|	1.720814|	0.000000|	
32.925879|	22.644361|	0.000000|	4.836583|	0.000000|	16.762052|	7.039916|	0.000000|	1.691324|	0.000000|	
32.937685|	22.664902|	0.000000|	4.875327|	0.000000|	16.664600|	6.992382|	0.000000|	1.662856|	0.000000|	
32.767205|	22.549289|	0.000000|	4.809103|	0.000000|	16.745602|	7.027335|	0.000000|	1.698480|	0.000000|	
32.980586|	22.717151|	0.000000|	4.896387|	0.000000|	16.761948|	7.039611|	0.000000|	1.673562|	0.000000|	
32.932981|	22.663226|	0.000000|	4.872873|	0.000000|	16.754202|	7.028795|	0.000000|	1.698768|	0.000000|	
32.979438|	22.714195|	0.000000|	4.806937|	0.000000|	16.766889|	7.041830|	0.000000|	1.664936|	0.000000|	
32.761638|	22.651400|	0.000000|	4.819965|	0.000000|	16.672482|	6.994232|	0.000000|	1.707014|	0.000000|	
33.156269|	22.767811|	0.000000|	4.755532|	0.000000|	16.756682|	7.031014|	0.000000|	1.680244|	0.000000|	
32.975444|	22.706279|	0.000000|	4.881782|	0.000000|	16.765618|	7.040667|	0.000000|	1.716783|	0.000000|	
32.939674|	22.676435|	0.000000|	4.834992|	0.000000|	16.756602|	7.028741|	0.000000|	1.700717|	0.000000|	
32.983556|	22.717461|	0.000000|	4.818707|	0.000000|	16.765751|	7.041668|	0.000000|	1.698998|	0.000000|	
32.941962|	22.668771|	0.000000|	4.863190|	0.000000|	16.753867|	7.029079|	0.000000|	1.697601|	0.000000|	
32.779205|	22.548233|	0.000000|	4.815777|	0.000000|	16.755909|	7.029087|	0.000000|	1.682122|	0.000000|	
32.944760|	22.674715|	0.000000|	4.804271|	0.000000|	16.687032|	7.008203|	0.000000|	1.678903|	0.000000|	
33.168397|	22.889835|	0.000000|	4.896106|	0.000000|	16.764308|	7.036216|	0.000000|	1.683772|	0.000000|	
33.030235|	22.748552|	0.000000|	4.825755|	0.000000|	16.779871|	7.053654|	0.000000|	1.687581|	0.000000|	
32.789890|	22.564649|	0.000000|	4.815657|	0.000000|	16.749630|	7.029595|	0.000000|	1.690235|	0.000000|	
32.937585|	22.672585|	0.000000|	4.887234|	0.000000|	16.749054|	7.026524|	0.000000|	1.655370|	0.000000|	
32.941289|	22.677700|	0.000000|	4.725489|	0.000000|	16.774361|	7.047687|	0.000000|	1.682167|	0.000000|	
32.899228|	22.640839|	0.000000|	4.807552|	0.000000|	16.669935|	7.032666|	0.000000|	1.687991|	0.000000|	
32.917696|	22.653680|	0.000000|	4.828035|	0.000000|	16.763580|	7.008136|	0.000000|	1.698646|	0.000000|	
32.770438|	22.554876|	0.000000|	4.911903|	0.000000|	16.755504|	7.031081|	0.000000|	1.699016|	0.000000|	
33.138880|	22.873377|	0.000000|	4.960671|	0.000000|	16.827993|	7.101766|	0.000000|	1.715371|	0.000000|	
33.006466|	22.726533|	0.000000|	4.855142|	0.000000|	16.774506|	7.054169|	0.000000|	1.656411|	0.000000|	
32.938736|	22.660637|	0.000000|	4.872521|	0.000000|	16.753524|	7.028126|	0.000000|	1.666408|	0.000000|	
32.804216|	22.584353|	0.000000|	4.848770|	0.000000|	16.765043|	7.040397|	0.000000|	1.671137|	0.000000|	
32.955206|	22.675217|	0.000000|	4.790061|	0.000000|	16.667878|	6.992645|	0.000000|	1.696070|	0.000000|	
32.950262|	22.678978|	0.000000|	4.810717|	0.000000|	16.756303|	7.028924|	0.000000|	1.695544|	0.000000|	
32.982523|	22.702169|	0.000000|	4.880769|	0.000000|	16.763197|	7.038900|	0.000000|	1.680051|	0.000000|	
33.179444|	22.895877|	0.000000|	4.913964|	0.000000|	16.765061|	7.037292|	0.000000|	1.722690|	0.000000|	
32.812272|	22.587120|	0.000000|	4.760581|	0.000000|	16.759732|	7.040646|	0.000000|	1.650170|	0.000000|	
32.958720|	22.676196|	0.000000|	4.845774|	0.000000|	16.671621|	7.028349|	0.000000|	1.689154|	0.000000|	
32.917563|	22.632613|	0.000000|	4.771168|	0.000000|	16.752364|	6.991455|	0.000000|	1.689318|	0.000000|	
32.962062|	22.678519|	0.000000|	4.834865|	0.000000|	16.765132|	7.039516|	0.000000|	1.706590|	0.000000|	
32.739523|	22.512641|	0.000000|	4.749935|	0.000000|	16.757869|	7.032028|	0.000000|	1.682497|	0.000000|	
32.984619|	22.707547|	0.000000|	4.814387|	0.000000|	16.776437|	7.051410|	0.000000|	1.682317|	0.000000|	
32.934124|	22.661549|	0.000000|	5.033097|	0.000000|	16.749176|	7.028640|	0.000000|	1.674247|	0.000000|	
33.130235|	22.854058|	0.000000|	4.919142|	0.000000|	16.756568|	7.031832|	0.000000|	1.698784|	0.000000|	
32.945007|	22.667938|	0.000000|	4.990527|	0.000000|	16.683346|	7.005620|	0.000000|	1.699048|	0.000000|	
32.728037|	22.505952|	0.000000|	4.900205|	0.000000|	16.758733|	7.030906|	0.000000|	1.698364|	0.000000|	
32.993489|	22.713875|	0.000000|	4.985388|	0.000000|	16.768531|	7.040944|	0.000000|	1.679924|	0.000000|	
32.946531|	22.675353|	0.000000|	5.063657|	0.000000|	16.756457|	7.029646|	0.000000|	1.698976|	0.000000|	
32.911485|	22.633494|	0.000000|	5.013070|	0.000000|	16.747988|	7.026388|	0.000000|	1.700551|	0.000000|	
32.753635|	22.530689|	0.000000|	5.002453|	0.000000|	16.765067|	7.039882|	0.000000|	1.691063|	0.000000|	
33.085586|	22.816742|	0.000000|	4.996919|	0.000000|	16.675082|	6.998371|	0.000000|	1.699862|	0.000000|	
32.923537|	22.647951|	0.000000|	4.931995|	0.000000|	16.773477|	7.045985|	0.000000|	1.685331|	0.000000|	
32.908267|	22.641265|	0.000000|	5.007307|	0.000000|	16.750078|	7.028507|	0.000000|	1.681843|	0.000000|	
32.926368|	22.656376|	0.000000|	4.925328|	0.000000|	16.750137|	7.027254|	0.000000|	1.707798|	0.000000|	
32.771667|	22.553686|	0.000000|	4.816289|	0.000000|	16.766954|	7.040783|	0.000000|	1.700546|	0.000000|	
32.883165|	22.617521|	0.000000|	4.881468|	0.000000|	16.671841|	6.993591|	0.000000|	1.652595|	0.000000|	
32.940234|	22.674360|	0.000000|	4.958466|	0.000000|	16.764648|	7.038718|	0.000000|	1.673053|	0.000000|	
32.968088|	22.703752|	0.000000|	5.015141|	0.000000|	16.761437|	7.031710|	0.000000|	1.671990|	0.000000|	
33.160970|	22.889173|	0.000000|	5.074322|	0.000000|	16.765551|	7.034397|	0.000000|	1.715379|	0.000000|	
32.801841|	22.588418|	0.000000|	4.975341|	0.000000|	16.771157|	7.042018|	0.000000|	1.654971|	0.000000|	
32.944537|	22.676880|	0.000000|	5.049824|	0.000000|	16.764034|	7.032983|	0.000000|	1.681192|	0.000000|	
32.965253|	22.699454|	0.000000|	5.045436|	0.000000|	16.699755|	7.018018|	0.000000|	1.699483|	0.000000|	
32.923445|	22.648835|	0.000000|	4.981565|	0.000000|	16.775254|	7.045613|	0.000000|	1.705810|	0.000000|	
32.713343|	22.488513|	0.000000|	5.000275|	0.000000|	16.761249|	7.030452|	0.000000|	1.686251|	0.000000|	
32.954754|	22.679737|	0.000000|	5.027537|	0.000000|	16.777625|	7.046668|	0.000000|	1.685722|	0.000000|	
32.961025|	22.688179|	0.000000|	5.023829|	0.000000|	16.759547|	7.031819|	0.000000|	1.705504|	0.000000|	
33.601992|	23.328702|	0.000000|	5.046020|	0.000000|	16.695867|	7.051606|	0.000000|	1.698760|	0.000000|	
32.905702|	22.630558|	0.000000|	5.090243|	0.000000|	16.755225|	6.992841|	0.000000|	1.700175|	0.000000|	
32.647494|	22.420069|	0.000000|	4.992324|	0.000000|	16.757037|	7.029037|	0.000000|	1.663396|	0.000000|	
32.894612|	22.612752|	0.000000|	4.898160|	0.000000|	16.769659|	7.040506|	0.000000|	1.653462|	0.000000|	
32.900067|	22.623705|	0.000000|	4.823773|	0.000000|	16.760101|	7.031143|	0.000000|	1.687003|	0.000000|	
32.785002|	22.558425|	0.000000|	4.831286|	0.000000|	16.767798|	7.037834|	0.000000|	1.694097|	0.000000|	
32.923704|	22.650349|	0.000000|	4.892475|	0.000000|	16.757615|	7.029097|	0.000000|	1.700456|	0.000000|	
33.130264|	22.858614|	0.000000|	4.951485|	0.000000|	16.678948|	6.999797|	0.000000|	1.704469|	0.000000|	
32.960092|	22.687616|	0.000000|	4.837553|	0.000000|	16.767348|	7.040537|	0.000000|	1.690831|	0.000000|	
32.931007|	22.647468|	0.000000|	4.861887|	0.000000|	16.754331|	7.028491|	0.000000|	1.694805|	0.000000|	
32.742662|	22.515016|	0.000000|	4.736163|	0.000000|	16.769854|	7.038602|	0.000000|	1.697755|	0.000000|	
32.901305|	22.628301|	0.000000|	4.787373|	0.000000|	16.761364|	7.033395|	0.000000|	1.692153|	0.000000|	
32.868930|	22.593533|	0.000000|	4.874615|	0.000000|	16.767114|	7.084821|	0.000000|	1.674446|	0.000000|	
32.944075|	22.667202|	0.000000|	4.880237|	0.000000|	16.780201|	7.050497|	0.000000|	1.688509|	0.000000|	
32.847198|	22.565366|	0.000000|	4.832160|	0.000000|	16.769360|	7.039935|	0.000000|	1.707229|	0.000000|	
32.985928|	22.755445|	0.000000|	4.873308|	0.000000|	16.792853|	7.063984|	0.000000|	1.706959|	0.000000|	
32.889677|	22.603737|	0.000000|	4.831097|	0.000000|	16.760939|	7.030506|	0.000000|	1.700030|	0.000000|	
