Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

36.171367|	26.221371|	0.000000|	2.996221|	0.000000|	16.885039|	7.177435|	0.000000|	1.669621|	0.000000|	
22.729932|	12.825308|	0.000000|	2.617354|	0.000000|	16.887483|	7.185489|	0.000000|	1.595074|	0.000000|	
21.196285|	11.310718|	0.000000|	2.519248|	0.000000|	16.837683|	7.147781|	0.000000|	1.633735|	0.000000|	
28.756206|	18.838669|	0.000000|	2.739334|	0.000000|	16.846999|	7.157750|	0.000000|	1.640837|	0.000000|	
35.904817|	25.942731|	0.000000|	2.910850|	0.000000|	16.841174|	7.140841|	0.000000|	1.648952|	0.000000|	
35.741092|	25.951868|	0.000000|	2.916792|	0.000000|	16.854118|	7.150837|	0.000000|	1.611339|	0.000000|	
35.974660|	25.868170|	0.000000|	2.945785|	0.000000|	16.842910|	7.134440|	0.000000|	1.623139|	0.000000|	
35.938001|	25.962609|	0.000000|	2.922900|	0.000000|	16.832612|	7.131962|	0.000000|	1.648078|	0.000000|	
36.632670|	26.655025|	0.000000|	2.974316|	0.000000|	16.770176|	7.114329|	0.000000|	1.667925|	0.000000|	
35.891465|	25.918026|	0.000000|	2.970239|	0.000000|	16.857958|	7.152185|	0.000000|	1.650734|	0.000000|	
35.971451|	25.991659|	0.000000|	3.039144|	0.000000|	16.860140|	7.152750|	0.000000|	1.628861|	0.000000|	
35.778466|	25.852562|	0.000000|	3.125991|	0.000000|	16.855549|	7.148980|	0.000000|	1.642708|	0.000000|	
35.921220|	25.949366|	0.000000|	3.128142|	0.000000|	16.839087|	7.129884|	0.000000|	1.622424|	0.000000|	
35.888671|	25.914410|	0.000000|	2.990865|	0.000000|	16.834782|	7.127673|	0.000000|	1.585304|	0.000000|	
35.841571|	25.870523|	0.000000|	2.948459|	0.000000|	16.860172|	7.150636|	0.000000|	1.649066|	0.000000|	
36.073882|	26.099567|	0.000000|	2.970227|	0.000000|	16.845958|	7.136234|	0.000000|	1.650368|	0.000000|	
35.852643|	25.876944|	0.000000|	2.985952|	0.000000|	16.878583|	7.169751|	0.000000|	1.686073|	0.000000|	
35.852967|	25.879333|	0.000000|	2.944377|	0.000000|	16.848945|	7.142912|	0.000000|	1.666014|	0.000000|	
35.669450|	25.872937|	0.000000|	2.928387|	0.000000|	16.795433|	7.130635|	0.000000|	1.631000|	0.000000|	
35.877442|	25.771373|	0.000000|	2.944207|	0.000000|	16.853397|	7.148839|	0.000000|	1.625163|	0.000000|	
35.867188|	25.887194|	0.000000|	2.936351|	0.000000|	16.859418|	7.147416|	0.000000|	1.639099|	0.000000|	
35.852260|	25.878965|	0.000000|	2.941742|	0.000000|	16.879010|	7.166084|	0.000000|	1.618492|	0.000000|	
35.808619|	25.833451|	0.000000|	2.988346|	0.000000|	16.887902|	7.184532|	0.000000|	1.614003|	0.000000|	
36.719082|	26.744462|	0.000000|	3.040548|	0.000000|	16.952856|	7.248349|	0.000000|	1.674139|	0.000000|	
33.896429|	24.012833|	0.000000|	2.405218|	0.000000|	17.121104|	7.419074|	0.000000|	1.561098|	0.000000|	
28.044590|	18.158780|	0.000000|	1.839128|	0.000000|	16.778659|	7.073834|	0.000000|	1.461778|	0.000000|	
14.985282|	6.727513|	0.000000|	1.650851|	0.000000|	13.842229|	5.767481|	0.000000|	1.266083|	0.000000|	
3.165087|	0.838005|	0.000000|	0.701053|	0.000000|	3.118831|	0.839760|	0.000000|	0.588296|	0.000000|	
3.188454|	0.883610|	0.000000|	0.573016|	0.000000|	3.114725|	0.852941|	0.000000|	0.589906|	0.000000|	
3.087360|	0.847036|	0.000000|	0.584072|	0.000000|	3.034175|	0.834863|	0.000000|	0.594724|	0.000000|	
2.960814|	0.811401|	0.000000|	0.659908|	0.000000|	2.903745|	0.792301|	0.000000|	0.589146|	0.000000|	
17.799083|	7.976189|	0.000000|	1.794739|	0.000000|	16.711646|	7.039030|	0.000000|	1.490771|	0.000000|	
4.512883|	1.694395|	0.000000|	0.683131|	0.000000|	4.192659|	1.411603|	0.000000|	0.672630|	0.000000|	
2.725516|	0.763972|	0.000000|	0.582127|	0.000000|	2.671497|	0.744489|	0.000000|	0.594528|	0.000000|	
7.279155|	3.097404|	0.000000|	1.002688|	0.000000|	7.123316|	3.005485|	0.000000|	0.865192|	0.000000|	
