Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

32.112546|	22.323059|	0.000000|	1.969236|	0.000000|	16.792670|	7.112776|	0.000000|	1.640078|	0.000000|	
30.929218|	21.170674|	0.000000|	1.976197|	0.000000|	16.717093|	7.089451|	0.000000|	1.671653|	0.000000|	
28.542990|	18.735752|	0.000000|	2.005681|	0.000000|	16.786748|	7.108794|	0.000000|	1.610050|	0.000000|	
27.495657|	18.013262|	0.000000|	1.932541|	0.000000|	16.317401|	6.893665|	0.000000|	1.591950|	0.000000|	
2.976754|	0.902310|	0.000000|	0.696379|	0.000000|	2.767624|	0.776345|	0.000000|	0.557167|	0.000000|	
2.602680|	0.709925|	0.000000|	0.636118|	0.000000|	2.571407|	0.697597|	0.000000|	0.567254|	0.000000|	
2.888847|	0.791623|	0.000000|	0.604977|	0.000000|	2.850504|	0.776029|	0.000000|	0.584970|	0.000000|	
13.817184|	6.183122|	0.000000|	1.595509|	0.000000|	13.097496|	5.438939|	0.000000|	1.257426|	0.000000|	
2.689948|	0.714544|	0.000000|	0.790165|	0.000000|	2.546694|	0.677871|	0.000000|	0.547925|	0.000000|	
2.844594|	0.823000|	0.000000|	0.765636|	0.000000|	2.809442|	0.806417|	0.000000|	0.584653|	0.000000|	
2.804921|	0.781692|	0.000000|	0.735975|	0.000000|	2.661531|	0.742895|	0.000000|	0.560408|	0.000000|	
3.060105|	0.843436|	0.000000|	0.761184|	0.000000|	3.031347|	0.835447|	0.000000|	0.575452|	0.000000|	
2.716506|	0.725502|	0.000000|	0.734025|	0.000000|	2.691018|	0.718426|	0.000000|	0.551563|	0.000000|	
2.289258|	0.637520|	0.000000|	0.717944|	0.000000|	2.370055|	0.649463|	0.000000|	0.554204|	0.000000|	
4.268940|	1.648088|	0.000000|	0.837167|	0.000000|	3.885131|	1.290456|	0.000000|	0.660635|	0.000000|	
2.677549|	0.740263|	0.000000|	0.756321|	0.000000|	2.648486|	0.732728|	0.000000|	0.574468|	0.000000|	
2.504064|	0.729420|	0.000000|	0.750650|	0.000000|	2.470054|	0.713071|	0.000000|	0.594388|	0.000000|	
2.961976|	0.875108|	0.000000|	0.766743|	0.000000|	2.917763|	0.849308|	0.000000|	0.605728|	0.000000|	
2.346647|	0.638330|	0.000000|	0.767757|	0.000000|	2.324884|	0.633687|	0.000000|	0.551657|	0.000000|	
2.529416|	0.694768|	0.000000|	0.695985|	0.000000|	2.511160|	0.692409|	0.000000|	0.558189|	0.000000|	
2.580447|	0.729432|	0.000000|	0.776002|	0.000000|	2.551151|	0.719463|	0.000000|	0.575131|	0.000000|	
2.654820|	0.733706|	0.000000|	0.777454|	0.000000|	2.632679|	0.727921|	0.000000|	0.577194|	0.000000|	
4.883886|	1.847222|	0.000000|	0.844335|	0.000000|	4.591583|	1.499691|	0.000000|	0.707318|	0.000000|	
3.934185|	1.124317|	0.000000|	0.692370|	0.000000|	3.920414|	1.133599|	0.000000|	0.676539|	0.000000|	
2.695617|	0.769241|	0.000000|	0.711955|	0.000000|	2.766365|	0.774033|	0.000000|	0.579136|	0.000000|	
