Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

31.548970|	21.554958|	0.000000|	3.642147|	0.000000|	16.918926|	7.202173|	0.000000|	1.566090|	0.000000|	
18.629852|	8.737952|	0.000000|	3.062677|	0.000000|	16.831630|	7.175868|	0.000000|	1.520811|	0.000000|	
18.593222|	8.708360|	0.000000|	3.205463|	0.000000|	16.882973|	7.106961|	0.000000|	1.526763|	0.000000|	
26.004951|	16.066386|	0.000000|	3.479857|	0.000000|	16.816627|	7.127467|	0.000000|	1.563273|	0.000000|	
32.109873|	22.104651|	0.000000|	3.636143|	0.000000|	16.758690|	7.099019|	0.000000|	1.555422|	0.000000|	
32.123161|	22.131277|	0.000000|	3.551097|	0.000000|	16.869036|	7.156320|	0.000000|	1.589032|	0.000000|	
32.114979|	22.105545|	0.000000|	3.655517|	0.000000|	16.831782|	7.117434|	0.000000|	1.567696|	0.000000|	
32.139229|	22.129140|	0.000000|	3.654524|	0.000000|	18.213326|	8.499005|	0.000000|	1.615614|	0.000000|	
32.008125|	22.040107|	0.000000|	3.636490|	0.000000|	18.038842|	8.320554|	0.000000|	1.606960|	0.000000|	
32.145819|	22.130706|	0.000000|	3.656005|	0.000000|	17.502919|	7.786638|	0.000000|	1.588333|	0.000000|	
32.198966|	22.169387|	0.000000|	3.672301|	0.000000|	17.388482|	7.675100|	0.000000|	1.594116|	0.000000|	
32.189510|	22.164517|	0.000000|	3.654891|	0.000000|	16.736082|	7.077433|	0.000000|	1.584813|	0.000000|	
32.152244|	22.128184|	0.000000|	3.674023|	0.000000|	16.821374|	7.113406|	0.000000|	1.587492|	0.000000|	
32.164695|	22.143169|	0.000000|	3.692034|	0.000000|	16.820756|	7.111902|	0.000000|	1.565358|	0.000000|	
32.176678|	22.160841|	0.000000|	3.676004|	0.000000|	17.253718|	7.549337|	0.000000|	1.595410|	0.000000|	
32.048436|	22.092290|	0.000000|	3.505640|	0.000000|	17.583463|	7.880117|	0.000000|	1.614124|	0.000000|	
32.142430|	22.129960|	0.000000|	3.655205|	0.000000|	16.827325|	7.122661|	0.000000|	1.549673|	0.000000|	
32.159476|	22.144516|	0.000000|	3.654870|	0.000000|	16.811729|	7.106091|	0.000000|	1.537223|	0.000000|	
