Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

48.916753|	38.769664|	0.000000|	4.574146|	0.000000|	16.735439|	7.098375|	0.000000|	1.700357|	0.000000|	
48.181049|	38.042027|	0.000000|	4.586608|	0.000000|	16.815310|	7.127375|	0.000000|	1.699935|	0.000000|	
29.923088|	22.902885|	0.000000|	3.043157|	0.000000|	11.422186|	4.675901|	0.000000|	1.274981|	0.000000|	
2.691371|	0.763342|	0.000000|	0.554574|	0.000000|	2.719524|	0.738160|	0.000000|	0.576863|	0.000000|	
2.590109|	0.753759|	0.000000|	0.533267|	0.000000|	2.624650|	0.731235|	0.000000|	0.569943|	0.000000|	
2.804259|	0.776624|	0.000000|	0.557045|	0.000000|	2.854948|	0.771831|	0.000000|	0.570518|	0.000000|	
17.244395|	8.182570|	0.000000|	1.595442|	0.000000|	15.948404|	6.973058|	0.000000|	1.395556|	0.000000|	
17.338017|	7.547214|	0.000000|	1.724950|	0.000000|	17.392820|	7.696322|	0.000000|	1.460380|	0.000000|	
18.238671|	8.447162|	0.000000|	1.671777|	0.000000|	17.375233|	7.680365|	0.000000|	1.457575|	0.000000|	
3.578446|	1.236908|	0.000000|	0.612975|	0.000000|	3.570306|	1.171984|	0.000000|	0.609019|	0.000000|	
