Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

52.552550|	42.165688|	0.000000|	5.219290|	0.000000|	16.798041|	7.103093|	0.000000|	1.715883|	0.000000|	
53.035744|	42.631838|	0.000000|	5.287720|	0.000000|	16.808901|	7.102596|	0.000000|	1.697991|	0.000000|	
53.714873|	43.304294|	0.000000|	5.274805|	0.000000|	16.907039|	7.201841|	0.000000|	1.719052|	0.000000|	
55.126900|	44.715173|	0.000000|	5.180827|	0.000000|	17.454123|	7.743080|	0.000000|	1.699696|	0.000000|	
52.753326|	42.351160|	0.000000|	5.269691|	0.000000|	17.479059|	7.767250|	0.000000|	1.689767|	0.000000|	
52.519539|	42.118556|	0.000000|	5.042720|	0.000000|	17.462776|	7.749208|	0.000000|	1.717922|	0.000000|	
53.071070|	42.646983|	0.000000|	5.301200|	0.000000|	17.465672|	7.753089|	0.000000|	1.682764|	0.000000|	
53.061512|	42.630695|	0.000000|	5.270052|	0.000000|	17.470058|	7.762341|	0.000000|	1.707547|	0.000000|	
52.914849|	42.472923|	0.000000|	5.350729|	0.000000|	17.458267|	7.747347|	0.000000|	1.715917|	0.000000|	
52.657784|	42.265257|	0.000000|	5.305206|	0.000000|	17.382803|	7.674697|	0.000000|	1.716269|	0.000000|	
54.565055|	44.122783|	0.000000|	5.379433|	0.000000|	16.801895|	7.097970|	0.000000|	1.719679|	0.000000|	
54.220592|	43.773682|	0.000000|	5.270028|	0.000000|	16.803026|	7.102800|	0.000000|	1.674414|	0.000000|	
54.458411|	44.017525|	0.000000|	5.289124|	0.000000|	17.151265|	7.496011|	0.000000|	1.700635|	0.000000|	
55.282763|	44.839602|	0.000000|	5.241375|	0.000000|	17.451149|	7.746517|	0.000000|	1.700237|	0.000000|	
54.688197|	44.253773|	0.000000|	5.195137|	0.000000|	17.484969|	7.779732|	0.000000|	1.689881|	0.000000|	
52.359944|	41.939903|	0.000000|	5.015354|	0.000000|	17.513487|	7.810619|	0.000000|	1.715997|	0.000000|	
52.826521|	42.380946|	0.000000|	5.286410|	0.000000|	17.500823|	7.794227|	0.000000|	1.681315|	0.000000|	
53.445389|	42.997666|	0.000000|	5.307008|	0.000000|	17.046810|	7.337827|	0.000000|	1.716285|	0.000000|	
56.955843|	46.510281|	0.000000|	5.313035|	0.000000|	16.835891|	7.129200|	0.000000|	1.715788|	0.000000|	
55.311472|	44.862668|	0.000000|	5.313973|	0.000000|	16.815880|	7.111124|	0.000000|	1.691367|	0.000000|	
55.042409|	44.866762|	0.000000|	5.325799|	0.000000|	16.812763|	7.104005|	0.000000|	1.681634|	0.000000|	
54.442475|	43.766390|	0.000000|	5.211640|	0.000000|	16.827107|	7.113305|	0.000000|	1.682726|	0.000000|	
52.902273|	42.444622|	0.000000|	5.209039|	0.000000|	16.837559|	7.118501|	0.000000|	1.698881|	0.000000|	
52.816188|	42.365901|	0.000000|	5.156416|	0.000000|	16.811198|	7.104144|	0.000000|	1.698407|	0.000000|	
52.850872|	42.395406|	0.000000|	5.262668|	0.000000|	16.822955|	7.114075|	0.000000|	1.665942|	0.000000|	
54.334127|	43.875979|	0.000000|	5.291326|	0.000000|	16.836311|	7.123752|	0.000000|	1.718265|	0.000000|	
16.664101|	12.208467|	0.000000|	1.884950|	0.000000|	6.608570|	2.426110|	0.000000|	0.872697|	0.000000|	
3.168960|	0.923588|	0.000000|	0.604287|	0.000000|	2.973135|	0.796995|	0.000000|	0.601550|	0.000000|	
2.736119|	0.755307|	0.000000|	0.611044|	0.000000|	2.698914|	0.717259|	0.000000|	0.577111|	0.000000|	
3.314489|	0.924340|	0.000000|	0.709857|	0.000000|	3.101446|	0.835126|	0.000000|	0.604213|	0.000000|	
2.820953|	0.771054|	0.000000|	0.784363|	0.000000|	2.716942|	0.722509|	0.000000|	0.589661|	0.000000|	
2.905749|	0.786929|	0.000000|	0.709931|	0.000000|	2.802799|	0.742490|	0.000000|	0.574256|	0.000000|	
3.999729|	1.265341|	0.000000|	0.792503|	0.000000|	3.792986|	1.129518|	0.000000|	0.666954|	0.000000|	
19.076116|	9.162244|	0.000000|	1.864315|	0.000000|	16.724284|	7.023161|	0.000000|	1.484087|	0.000000|	
2.849479|	0.848427|	0.000000|	0.739974|	0.000000|	2.732277|	0.775443|	0.000000|	0.591798|	0.000000|	
