Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
34.208411|	23.989126|	0.000000|	4.836295|	0.000000|	16.762593|	7.038291|	0.000000|	1.702895|	0.000000|	
34.189742|	24.011626|	0.000000|	4.818684|	0.000000|	16.759159|	7.035059|	0.000000|	1.713627|	0.000000|	
34.169306|	23.937648|	0.000000|	4.830419|	0.000000|	16.753055|	7.026808|	0.000000|	1.700122|	0.000000|	
34.176105|	23.952279|	0.000000|	4.827036|	0.000000|	16.769555|	7.043520|	0.000000|	1.690216|	0.000000|	
34.182100|	23.957323|	0.000000|	4.731746|	0.000000|	16.743802|	7.027410|	0.000000|	1.655912|	0.000000|	
33.609021|	23.375299|	0.000000|	4.833968|	0.000000|	16.760956|	7.040321|	0.000000|	1.674070|	0.000000|	
32.652920|	22.456871|	0.000000|	4.784827|	0.000000|	16.665930|	6.994079|	0.000000|	1.683312|	0.000000|	
32.829178|	22.580726|	0.000000|	4.791422|	0.000000|	16.753792|	7.027544|	0.000000|	1.683067|	0.000000|	
33.053142|	22.805030|	0.000000|	4.745407|	0.000000|	16.774037|	7.046451|	0.000000|	1.688905|	0.000000|	
32.797205|	22.548263|	0.000000|	4.833601|	0.000000|	16.753219|	7.030500|	0.000000|	1.699689|	0.000000|	
32.686937|	22.604875|	0.000000|	4.831034|	0.000000|	16.774087|	7.053917|	0.000000|	1.689955|	0.000000|	
32.804334|	22.443106|	0.000000|	4.856492|	0.000000|	16.672441|	6.993796|	0.000000|	1.700851|	0.000000|	
32.802212|	22.560102|	0.000000|	4.787343|	0.000000|	16.755309|	7.029154|	0.000000|	1.695924|	0.000000|	
32.754947|	22.504231|	0.000000|	4.831057|	0.000000|	16.765637|	7.039172|	0.000000|	1.693921|	0.000000|	
32.785760|	22.532194|	0.000000|	4.892181|	0.000000|	16.740381|	7.026760|	0.000000|	1.693250|	0.000000|	
32.704910|	22.501918|	0.000000|	4.829586|	0.000000|	16.755579|	7.040896|	0.000000|	1.686980|	0.000000|	
33.055447|	22.804120|	0.000000|	4.847748|	0.000000|	16.752102|	7.033227|	0.000000|	1.696512|	0.000000|	
32.761740|	22.512250|	0.000000|	4.879028|	0.000000|	16.667571|	6.993835|	0.000000|	1.680496|	0.000000|	
32.785307|	22.528498|	0.000000|	4.984128|	0.000000|	16.758354|	7.040499|	0.000000|	1.674606|	0.000000|	
32.614970|	22.405836|	0.000000|	5.005907|	0.000000|	16.745607|	7.027907|	0.000000|	1.711355|	0.000000|	
32.867860|	22.614903|	0.000000|	4.924928|	0.000000|	16.757591|	7.038714|	0.000000|	1.693939|	0.000000|	
32.821099|	22.564135|	0.000000|	4.882995|	0.000000|	16.744269|	7.028320|	0.000000|	1.671482|	0.000000|	
32.813186|	22.559324|	0.000000|	4.842902|	0.000000|	16.746485|	7.028612|	0.000000|	1.674083|	0.000000|	
33.075659|	22.822213|	0.000000|	4.942351|	0.000000|	16.717026|	7.049530|	0.000000|	1.688627|	0.000000|	
32.642770|	22.443961|	0.000000|	5.053633|	0.000000|	16.747429|	7.034038|	0.000000|	1.665199|	0.000000|	
32.857046|	22.604729|	0.000000|	4.905835|	0.000000|	16.771077|	7.056875|	0.000000|	1.699962|	0.000000|	
32.841453|	22.583783|	0.000000|	5.017767|	0.000000|	16.754362|	7.031068|	0.000000|	1.685004|	0.000000|	
32.834709|	22.576668|	0.000000|	4.989536|	0.000000|	16.744752|	7.028958|	0.000000|	1.692446|	0.000000|	
32.698559|	22.495745|	0.000000|	5.057310|	0.000000|	16.762855|	7.044516|	0.000000|	1.692677|	0.000000|	
32.821918|	22.565947|	0.000000|	5.030434|	0.000000|	16.663280|	6.993980|	0.000000|	1.685440|	0.000000|	
32.858034|	22.605717|	0.000000|	4.891750|	0.000000|	16.777321|	7.052837|	0.000000|	1.660591|	0.000000|	
32.993006|	22.742140|	0.000000|	4.868680|	0.000000|	16.753683|	7.034226|	0.000000|	1.672594|	0.000000|	
32.816762|	22.564210|	0.000000|	4.991285|	0.000000|	16.745102|	7.027172|	0.000000|	1.665617|	0.000000|	
32.660933|	22.459402|	0.000000|	4.952073|	0.000000|	16.765048|	7.044212|	0.000000|	1.706032|	0.000000|	
32.804375|	22.553888|	0.000000|	5.008722|	0.000000|	16.661686|	6.992565|	0.000000|	1.678383|	0.000000|	
32.861776|	22.598315|	0.000000|	4.962473|	0.000000|	16.760570|	7.041105|	0.000000|	1.694492|	0.000000|	
32.814567|	22.548323|	0.000000|	5.040495|	0.000000|	16.742433|	7.026552|	0.000000|	1.663442|	0.000000|	
32.817217|	22.550916|	0.000000|	4.915836|	0.000000|	16.755848|	7.034518|	0.000000|	1.680474|	0.000000|	
32.911442|	22.705064|	0.000000|	4.870001|	0.000000|	16.777810|	7.053654|	0.000000|	1.703423|	0.000000|	
32.847505|	22.596315|	0.000000|	4.976121|	0.000000|	16.740914|	7.028005|	0.000000|	1.696272|	0.000000|	
33.288797|	23.052930|	0.000000|	4.848950|	0.000000|	17.025936|	7.355218|	0.000000|	1.656677|	0.000000|	
32.965078|	22.719782|	0.000000|	4.963524|	0.000000|	16.797600|	7.082198|	0.000000|	1.680860|	0.000000|	
32.645213|	22.447785|	0.000000|	5.070002|	0.000000|	16.745766|	7.038256|	0.000000|	1.666975|	0.000000|	
32.899151|	22.638371|	0.000000|	5.064704|	0.000000|	16.740526|	7.031334|	0.000000|	1.678236|	0.000000|	
32.858900|	22.610501|	0.000000|	5.023445|	0.000000|	16.744998|	7.027861|	0.000000|	1.672527|	0.000000|	
32.903727|	22.651988|	0.000000|	5.036427|	0.000000|	16.759422|	7.038644|	0.000000|	1.673450|	0.000000|	
33.029141|	22.772628|	0.000000|	4.888935|	0.000000|	16.751796|	7.035677|	0.000000|	1.685852|	0.000000|	
32.706904|	22.497518|	0.000000|	5.003444|	0.000000|	16.674028|	7.005813|	0.000000|	1.661794|	0.000000|	
32.809971|	22.547774|	0.000000|	5.049270|	0.000000|	16.746316|	7.031752|	0.000000|	1.689743|	0.000000|	
32.776830|	22.513383|	0.000000|	4.930668|	0.000000|	16.748716|	7.032996|	0.000000|	1.659319|	0.000000|	
32.878731|	22.612985|	0.000000|	4.859658|	0.000000|	16.764942|	7.052405|	0.000000|	1.712647|	0.000000|	
32.692528|	22.469720|	0.000000|	4.834269|	0.000000|	16.678422|	7.008586|	0.000000|	1.653263|	0.000000|	
32.887130|	22.622505|	0.000000|	4.941811|	0.000000|	16.761104|	7.077852|	0.000000|	1.683444|	0.000000|	
33.036241|	22.768461|	0.000000|	5.068505|	0.000000|	16.763305|	7.005545|	0.000000|	1.717022|	0.000000|	
32.863777|	22.590730|	0.000000|	5.007353|	0.000000|	16.748035|	7.028009|	0.000000|	1.700244|	0.000000|	
32.901820|	22.630516|	0.000000|	4.947474|	0.000000|	16.768102|	7.043745|	0.000000|	1.669492|	0.000000|	
32.705750|	22.487401|	0.000000|	4.911325|	0.000000|	16.748427|	7.029884|	0.000000|	1.662921|	0.000000|	
32.886315|	22.626844|	0.000000|	4.791911|	0.000000|	16.755659|	7.037954|	0.000000|	1.679911|	0.000000|	
32.867319|	22.607099|	0.000000|	4.783484|	0.000000|	16.668942|	6.994743|	0.000000|	1.682047|	0.000000|	
32.887821|	22.619184|	0.000000|	4.825996|	0.000000|	16.750443|	7.026935|	0.000000|	1.688328|	0.000000|	
32.741349|	22.519154|	0.000000|	4.989748|	0.000000|	16.759178|	7.039152|	0.000000|	1.708229|	0.000000|	
33.088666|	22.829879|	0.000000|	4.763973|	0.000000|	16.750744|	7.035384|	0.000000|	1.717248|	0.000000|	
32.899286|	22.633380|	0.000000|	4.877318|	0.000000|	16.766664|	7.042561|	0.000000|	1.710562|	0.000000|	
32.814271|	22.546010|	0.000000|	4.914271|	0.000000|	16.692906|	7.058789|	0.000000|	1.673579|	0.000000|	
32.856741|	22.592695|	0.000000|	5.046424|	0.000000|	16.754316|	6.998692|	0.000000|	1.707883|	0.000000|	
32.727321|	22.520391|	0.000000|	4.939652|	0.000000|	16.770727|	7.048684|	0.000000|	1.665109|	0.000000|	
32.898923|	22.648048|	0.000000|	5.021212|	0.000000|	16.756871|	7.031115|	0.000000|	1.689730|	0.000000|	
32.918633|	22.659678|	0.000000|	4.896852|	0.000000|	16.765471|	7.038786|	0.000000|	1.717507|	0.000000|	
32.860264|	22.599625|	0.000000|	4.798516|	0.000000|	16.751013|	7.030304|	0.000000|	1.689571|	0.000000|	
32.925388|	22.836073|	0.000000|	4.822625|	0.000000|	16.674707|	7.037838|	0.000000|	1.698571|	0.000000|	
32.884907|	22.515304|	0.000000|	4.822607|	0.000000|	16.776777|	7.019610|	0.000000|	1.665972|	0.000000|	
32.878853|	22.626615|	0.000000|	4.953665|	0.000000|	16.744998|	7.027523|	0.000000|	1.675489|	0.000000|	
32.890616|	22.640956|	0.000000|	5.039653|	0.000000|	16.753623|	7.037429|	0.000000|	1.685623|	0.000000|	
32.912909|	22.662161|	0.000000|	5.014479|	0.000000|	16.739893|	7.029598|	0.000000|	1.690661|	0.000000|	
32.764127|	22.558590|	0.000000|	4.975855|	0.000000|	16.744414|	7.029621|	0.000000|	1.693242|	0.000000|	
32.929055|	22.677242|	0.000000|	4.975637|	0.000000|	16.754065|	7.038989|	0.000000|	1.672965|	0.000000|	
33.444869|	23.195685|	0.000000|	4.764447|	0.000000|	16.671181|	7.000945|	0.000000|	1.707588|	0.000000|	
33.574152|	23.331718|	0.000000|	4.833624|	0.000000|	16.758669|	7.037358|	0.000000|	1.644001|	0.000000|	
32.746002|	22.549648|	0.000000|	4.859542|	0.000000|	16.755759|	7.031489|	0.000000|	1.677702|	0.000000|	
32.882204|	22.635936|	0.000000|	4.858267|	0.000000|	16.753757|	7.027177|	0.000000|	1.697737|	0.000000|	
32.911335|	22.662433|	0.000000|	4.952912|	0.000000|	16.767868|	7.041616|	0.000000|	1.697272|	0.000000|	
32.923858|	22.672234|	0.000000|	5.076956|	0.000000|	16.749720|	7.028212|	0.000000|	1.700315|	0.000000|	
32.937612|	22.686332|	0.000000|	4.975654|	0.000000|	16.678465|	7.002847|	0.000000|	1.696145|	0.000000|	
32.752254|	22.547427|	0.000000|	5.055309|	0.000000|	16.752639|	7.028816|	0.000000|	1.689981|	0.000000|	
33.151886|	22.898513|	0.000000|	5.043986|	0.000000|	16.766061|	7.035714|	0.000000|	1.712017|	0.000000|	
32.972006|	22.719274|	0.000000|	5.122023|	0.000000|	16.768022|	7.041547|	0.000000|	1.688455|	0.000000|	
32.934261|	22.683255|	0.000000|	4.966491|	0.000000|	16.749590|	7.027794|	0.000000|	1.691565|	0.000000|	
32.998766|	22.744995|	0.000000|	4.901339|	0.000000|	16.767004|	7.042081|	0.000000|	1.686990|	0.000000|	
32.786600|	22.580666|	0.000000|	4.923584|	0.000000|	16.672909|	6.993971|	0.000000|	1.672240|	0.000000|	
32.936508|	22.679724|	0.000000|	5.078278|	0.000000|	16.765262|	7.035477|	0.000000|	1.691798|	0.000000|	
33.016728|	22.756791|	0.000000|	5.069196|	0.000000|	16.779212|	7.050680|	0.000000|	1.661326|	0.000000|	
33.199600|	22.940655|	0.000000|	5.035917|	0.000000|	16.762956|	7.034051|	0.000000|	1.690014|	0.000000|	
32.961878|	22.713046|	0.000000|	5.022790|	0.000000|	16.768651|	7.039943|	0.000000|	1.677436|	0.000000|	
32.762766|	22.564744|	0.000000|	5.128370|	0.000000|	16.678464|	6.995648|	0.000000|	1.650458|	0.000000|	
32.932273|	22.688173|	0.000000|	5.057696|	0.000000|	16.751876|	7.026159|	0.000000|	1.683107|	0.000000|	
32.956628|	22.708634|	0.000000|	4.956080|	0.000000|	16.771616|	7.042688|	0.000000|	1.664644|	0.000000|	
32.778644|	22.689700|	0.000000|	4.914245|	0.000000|	16.756707|	7.028437|	0.000000|	1.690069|	0.000000|	
32.986753|	22.617048|	0.000000|	4.928507|	0.000000|	16.766435|	7.039807|	0.000000|	1.673554|	0.000000|	
32.898571|	22.639379|	0.000000|	5.064519|	0.000000|	16.757102|	7.029087|	0.000000|	1.691857|	0.000000|	
33.674284|	23.423083|	0.000000|	4.873149|	0.000000|	16.680113|	6.997637|	0.000000|	1.676319|	0.000000|	
33.109586|	22.853995|	0.000000|	4.888560|	0.000000|	16.764788|	7.038083|	0.000000|	1.667314|	0.000000|	
32.859012|	22.595112|	0.000000|	4.883759|	0.000000|	16.755450|	7.028519|	0.000000|	1.699254|	0.000000|	
32.770411|	22.567472|	0.000000|	4.860243|	0.000000|	16.770972|	7.041646|	0.000000|	1.661107|	0.000000|	
32.875188|	22.614244|	0.000000|	4.932853|	0.000000|	16.760605|	7.032670|	0.000000|	1.694292|	0.000000|	
32.900138|	22.647631|	0.000000|	4.968501|	0.000000|	16.807612|	7.087127|	0.000000|	1.675862|	0.000000|	
32.968475|	22.717632|	0.000000|	4.841287|	0.000000|	16.774386|	7.048928|	0.000000|	1.664203|	0.000000|	
33.010427|	22.809205|	0.000000|	5.020454|	0.000000|	16.678090|	6.999381|	0.000000|	1.676887|	0.000000|	
32.996502|	22.744434|	0.000000|	4.982384|	0.000000|	16.766598|	7.041005|	0.000000|	1.664376|	0.000000|	
32.969683|	22.720331|	0.000000|	5.088764|	0.000000|	16.759497|	7.030981|	0.000000|	1.699123|	0.000000|	
32.982155|	22.735314|	0.000000|	5.101868|	0.000000|	16.763905|	7.035911|	0.000000|	1.678919|	0.000000|	
32.858196|	22.666748|	0.000000|	4.969682|	0.000000|	16.781284|	7.051578|	0.000000|	1.708500|	0.000000|	
32.991533|	22.742693|	0.000000|	5.074121|	0.000000|	16.749515|	7.025462|	0.000000|	1.670405|	0.000000|	
32.952405|	22.704738|	0.000000|	5.098969|	0.000000|	16.683200|	7.006334|	0.000000|	1.687493|	0.000000|	
32.961852|	22.710624|	0.000000|	4.928487|	0.000000|	16.755580|	7.029128|	0.000000|	1.661233|	0.000000|	
33.165123|	22.922811|	0.000000|	5.037782|	0.000000|	16.755293|	7.033342|	0.000000|	1.676676|	0.000000|	
32.829960|	22.632629|	0.000000|	4.933635|	0.000000|	16.761449|	7.039097|	0.000000|	1.647084|	0.000000|	
32.944552|	22.693528|	0.000000|	4.953741|	0.000000|	16.749594|	7.028315|	0.000000|	1.689605|	0.000000|	
32.944479|	22.691672|	0.000000|	4.971543|	0.000000|	16.760676|	7.040416|	0.000000|	1.683907|	0.000000|	
32.897660|	22.648546|	0.000000|	4.843015|	0.000000|	16.670515|	6.995000|	0.000000|	1.659347|	0.000000|	
32.721323|	22.527671|	0.000000|	4.927470|	0.000000|	16.754063|	7.030213|	0.000000|	1.678948|	0.000000|	
32.985129|	22.729909|	0.000000|	4.960369|	0.000000|	16.768626|	7.042535|	0.000000|	1.660642|	0.000000|	
33.158167|	22.901583|	0.000000|	5.012538|	0.000000|	16.761633|	7.033950|	0.000000|	1.670184|	0.000000|	
32.945088|	22.687846|	0.000000|	4.979809|	0.000000|	16.764149|	7.039924|	0.000000|	1.657399|	0.000000|	
32.886972|	22.632722|	0.000000|	5.003450|	0.000000|	16.745098|	7.029959|	0.000000|	1.665684|	0.000000|	
32.665690|	22.462543|	0.000000|	5.018750|	0.000000|	16.666557|	6.991393|	0.000000|	1.671218|	0.000000|	
32.924204|	22.670617|	0.000000|	4.975630|	0.000000|	16.766725|	7.040357|	0.000000|	1.688905|	0.000000|	
32.845619|	22.587481|	0.000000|	4.858216|	0.000000|	16.755918|	7.028741|	0.000000|	1.684720|	0.000000|	
32.839579|	22.588797|	0.000000|	4.858019|	0.000000|	16.769485|	7.043485|	0.000000|	1.653687|	0.000000|	
32.658273|	22.454686|	0.000000|	4.787425|	0.000000|	16.759567|	7.030576|	0.000000|	1.672596|	0.000000|	
33.449862|	23.194579|	0.000000|	4.872708|	0.000000|	16.678740|	7.041308|	0.000000|	1.662467|	0.000000|	
32.900010|	22.632076|	0.000000|	4.824060|	0.000000|	16.765172|	7.012344|	0.000000|	1.655515|	0.000000|	
32.801826|	22.549483|	0.000000|	4.884035|	0.000000|	16.753702|	7.027518|	0.000000|	1.669946|	0.000000|	
32.901005|	22.648255|	0.000000|	4.947069|	0.000000|	16.765023|	7.038421|	0.000000|	1.673421|	0.000000|	
32.716208|	22.508573|	0.000000|	4.784732|	0.000000|	16.761489|	7.035990|	0.000000|	1.681015|	0.000000|	
32.896627|	22.633204|	0.000000|	4.799487|	0.000000|	16.753234|	7.031956|	0.000000|	1.689869|	0.000000|	
32.853331|	22.596966|	0.000000|	4.815938|	0.000000|	16.770028|	7.042269|	0.000000|	1.709521|	0.000000|	
33.143831|	22.891730|	0.000000|	4.937441|	0.000000|	16.678573|	7.003218|	0.000000|	1.696943|	0.000000|	
33.674570|	23.431263|	0.000000|	4.813428|	0.000000|	16.764140|	7.039889|	0.000000|	1.679535|	0.000000|	
32.773570|	22.569560|	0.000000|	4.965348|	0.000000|	16.747688|	7.029087|	0.000000|	1.678468|	0.000000|	
32.907453|	22.645836|	0.000000|	4.881459|	0.000000|	16.747507|	7.028295|	0.000000|	1.670463|	0.000000|	
32.955436|	22.691972|	0.000000|	4.877182|	0.000000|	16.763530|	7.039782|	0.000000|	1.655402|	0.000000|	
32.974936|	22.700584|	0.000000|	4.872750|	0.000000|	16.669301|	6.993412|	0.000000|	1.646565|	0.000000|	
32.857177|	22.643719|	0.000000|	4.846233|	0.000000|	16.762656|	7.038815|	0.000000|	1.641203|	0.000000|	
32.947913|	22.691107|	0.000000|	4.919616|	0.000000|	16.806041|	7.089874|	0.000000|	1.676152|	0.000000|	
