Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
34.234302|	23.841431|	0.000000|	5.502640|	0.000000|	16.814644|	7.112418|	0.000000|	1.689622|	0.000000|	
34.042038|	23.701070|	0.000000|	5.447767|	0.000000|	16.815817|	7.110472|	0.000000|	1.715608|	0.000000|	
34.504638|	24.107737|	0.000000|	5.475425|	0.000000|	16.828094|	7.118736|	0.000000|	1.709143|	0.000000|	
34.215881|	23.822315|	0.000000|	5.473876|	0.000000|	16.813991|	7.111086|	0.000000|	1.707307|	0.000000|	
34.247889|	23.848860|	0.000000|	5.471550|	0.000000|	16.802325|	7.097676|	0.000000|	1.707259|	0.000000|	
34.078986|	23.728452|	0.000000|	5.131008|	0.000000|	16.823475|	7.119093|	0.000000|	1.681714|	0.000000|	
34.212996|	23.820591|	0.000000|	5.500471|	0.000000|	16.800707|	7.098893|	0.000000|	1.680932|	0.000000|	
34.253607|	23.860748|	0.000000|	5.503441|	0.000000|	16.832204|	7.123914|	0.000000|	1.707242|	0.000000|	
34.216798|	23.825437|	0.000000|	5.419148|	0.000000|	16.804094|	7.103394|	0.000000|	1.697639|	0.000000|	
34.213609|	23.818168|	0.000000|	5.501150|	0.000000|	16.797020|	7.096803|	0.000000|	1.680602|	0.000000|	
34.456716|	24.067664|	0.000000|	5.450920|	0.000000|	16.740800|	7.082910|	0.000000|	1.723934|	0.000000|	
34.062266|	23.726111|	0.000000|	5.512335|	0.000000|	16.798457|	7.099979|	0.000000|	1.664291|	0.000000|	
34.257463|	23.866354|	0.000000|	5.532808|	0.000000|	16.816330|	7.116928|	0.000000|	1.673929|	0.000000|	
34.220771|	23.828237|	0.000000|	5.529122|	0.000000|	16.799340|	7.102199|	0.000000|	1.681698|	0.000000|	
34.221663|	23.832660|	0.000000|	5.509350|	0.000000|	16.807017|	7.107464|	0.000000|	1.697591|	0.000000|	
34.245751|	23.860712|	0.000000|	5.529138|	0.000000|	16.829605|	7.119403|	0.000000|	1.681301|	0.000000|	
34.205129|	23.818970|	0.000000|	5.474812|	0.000000|	16.819612|	7.111472|	0.000000|	1.707445|	0.000000|	
34.417808|	24.034523|	0.000000|	5.363432|	0.000000|	16.827614|	7.119147|	0.000000|	1.715907|	0.000000|	
34.241167|	23.854293|	0.000000|	5.416330|	0.000000|	16.815945|	7.115751|	0.000000|	1.681080|	0.000000|	
34.206447|	23.822784|	0.000000|	5.448291|	0.000000|	16.796072|	7.095292|	0.000000|	1.714893|	0.000000|	
34.094139|	23.755433|	0.000000|	5.498878|	0.000000|	16.811505|	7.111594|	0.000000|	1.708999|	0.000000|	
34.250763|	23.854463|	0.000000|	5.502472|	0.000000|	16.807205|	7.103585|	0.000000|	1.691373|	0.000000|	
34.108329|	23.758697|	0.000000|	5.183000|	0.000000|	16.852804|	7.152057|	0.000000|	1.699301|	0.000000|	
34.256703|	23.853525|	0.000000|	5.449340|	0.000000|	16.717100|	7.064032|	0.000000|	1.647197|	0.000000|	
34.237170|	23.846206|	0.000000|	5.500697|	0.000000|	16.883052|	7.132055|	0.000000|	1.706634|	0.000000|	
34.540683|	24.147248|	0.000000|	5.530483|	0.000000|	16.731945|	7.075605|	0.000000|	1.715085|	0.000000|	
34.278133|	23.882716|	0.000000|	5.442638|	0.000000|	16.805615|	7.099938|	0.000000|	1.697936|	0.000000|	
34.268673|	23.875181|	0.000000|	5.495493|	0.000000|	16.804767|	7.108545|	0.000000|	1.698837|	0.000000|	
34.255667|	23.860983|	0.000000|	5.419780|	0.000000|	16.787038|	7.092362|	0.000000|	1.682329|	0.000000|	
34.084943|	23.742986|	0.000000|	5.392424|	0.000000|	16.795144|	7.099152|	0.000000|	1.716315|	0.000000|	
34.276916|	23.885684|	0.000000|	5.466996|	0.000000|	16.806528|	7.111730|	0.000000|	1.664064|	0.000000|	
34.215422|	23.824829|	0.000000|	5.421203|	0.000000|	16.803640|	7.104007|	0.000000|	1.690945|	0.000000|	
34.598470|	24.206883|	0.000000|	5.535909|	0.000000|	16.808423|	7.112197|	0.000000|	1.732783|	0.000000|	
34.220834|	23.824306|	0.000000|	5.417084|	0.000000|	16.798731|	7.100465|	0.000000|	1.714893|	0.000000|	
34.247638|	23.846481|	0.000000|	5.498800|	0.000000|	16.791510|	7.090665|	0.000000|	1.706384|	0.000000|	
34.277983|	23.870614|	0.000000|	5.502010|	0.000000|	16.809267|	7.108762|	0.000000|	1.681419|	0.000000|	
34.251733|	23.846524|	0.000000|	5.503253|	0.000000|	16.791458|	7.093502|	0.000000|	1.681128|	0.000000|	
34.276999|	23.874150|	0.000000|	5.477683|	0.000000|	16.818176|	7.121128|	0.000000|	1.707611|	0.000000|	
34.248779|	23.852473|	0.000000|	5.504154|	0.000000|	16.801000|	7.107346|	0.000000|	1.691404|	0.000000|	
34.204913|	23.808364|	0.000000|	5.419951|	0.000000|	16.804363|	7.103095|	0.000000|	1.672414|	0.000000|	
34.736234|	24.398420|	0.000000|	5.449589|	0.000000|	16.809872|	7.112206|	0.000000|	1.714989|	0.000000|	
34.765576|	24.382780|	0.000000|	5.514595|	0.000000|	16.799678|	7.103389|	0.000000|	1.689630|	0.000000|	
34.241898|	23.848455|	0.000000|	5.532390|	0.000000|	16.800697|	7.104308|	0.000000|	1.698880|	0.000000|	
34.228587|	23.824284|	0.000000|	5.474799|	0.000000|	16.792935|	7.097871|	0.000000|	1.699112|	0.000000|	
34.189588|	23.807003|	0.000000|	5.392541|	0.000000|	16.708543|	7.059868|	0.000000|	1.699070|	0.000000|	
34.121795|	23.750734|	0.000000|	5.251549|	0.000000|	16.801916|	7.105291|	0.000000|	1.707166|	0.000000|	
34.256421|	23.850683|	0.000000|	5.501339|	0.000000|	16.795603|	7.098010|	0.000000|	1.673994|	0.000000|	
28.692605|	19.154178|	0.000000|	4.149595|	0.000000|	15.571765|	6.522821|	0.000000|	1.560009|	0.000000|	
17.746906|	8.722064|	0.000000|	1.593588|	0.000000|	15.135305|	6.287652|	0.000000|	1.352457|	0.000000|	
2.961858|	0.804242|	0.000000|	0.565320|	0.000000|	2.899941|	0.791619|	0.000000|	0.593926|	0.000000|	
2.901586|	0.795590|	0.000000|	0.653834|	0.000000|	2.886745|	0.786838|	0.000000|	0.581016|	0.000000|	
2.962470|	0.800521|	0.000000|	0.685781|	0.000000|	2.835638|	0.760422|	0.000000|	0.566394|	0.000000|	
2.946649|	0.803159|	0.000000|	0.617587|	0.000000|	2.902517|	0.807647|	0.000000|	0.568060|	0.000000|	
2.521200|	0.685541|	0.000000|	0.733627|	0.000000|	2.470147|	0.674206|	0.000000|	0.551549|	0.000000|	
2.763294|	0.731948|	0.000000|	0.641481|	0.000000|	2.720304|	0.733389|	0.000000|	0.584419|	0.000000|	
14.182011|	6.695072|	0.000000|	1.486645|	0.000000|	12.442142|	5.087979|	0.000000|	1.217209|	0.000000|	
