Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

31.923389|	21.579813|	0.000000|	5.306324|	0.000000|	16.827263|	7.126093|	0.000000|	1.696185|	0.000000|	
19.565876|	9.492405|	0.000000|	4.177774|	0.000000|	16.766390|	7.090573|	0.000000|	1.668786|	0.000000|	
19.552018|	9.524418|	0.000000|	4.117022|	0.000000|	16.859979|	7.132740|	0.000000|	1.666393|	0.000000|	
29.846223|	19.484385|	0.000000|	4.960052|	0.000000|	16.778670|	7.101880|	0.000000|	1.717718|	0.000000|	
34.013326|	23.698740|	0.000000|	5.353445|	0.000000|	16.811157|	7.112232|	0.000000|	1.707190|	0.000000|	
34.067785|	23.698748|	0.000000|	5.328647|	0.000000|	16.811883|	7.119419|	0.000000|	1.662473|	0.000000|	
34.182666|	23.794642|	0.000000|	5.502749|	0.000000|	16.818324|	7.121151|	0.000000|	1.689110|	0.000000|	
34.178788|	23.793293|	0.000000|	5.388698|	0.000000|	16.798117|	7.103262|	0.000000|	1.656416|	0.000000|	
34.271306|	23.885659|	0.000000|	5.474543|	0.000000|	16.727548|	7.078040|	0.000000|	1.689653|	0.000000|	
34.205801|	23.820446|	0.000000|	5.471473|	0.000000|	16.825781|	7.125261|	0.000000|	1.681114|	0.000000|	
34.233426|	23.848680|	0.000000|	5.503358|	0.000000|	16.817720|	7.118108|	0.000000|	1.714759|	0.000000|	
34.988435|	24.612402|	0.000000|	5.515294|	0.000000|	16.798331|	7.098780|	0.000000|	1.721856|	0.000000|	
34.729318|	24.354008|	0.000000|	5.421609|	0.000000|	16.794919|	7.098109|	0.000000|	1.724220|	0.000000|	
34.244743|	23.860848|	0.000000|	5.498442|	0.000000|	16.810892|	7.109705|	0.000000|	1.664608|	0.000000|	
34.147769|	23.781535|	0.000000|	5.327428|	0.000000|	16.818600|	7.120633|	0.000000|	1.673110|	0.000000|	
33.965199|	23.653803|	0.000000|	5.258854|	0.000000|	16.801710|	7.104220|	0.000000|	1.688212|	0.000000|	
34.207464|	23.818273|	0.000000|	5.474260|	0.000000|	16.792749|	7.096535|	0.000000|	1.680043|	0.000000|	
34.277510|	23.886773|	0.000000|	5.471873|	0.000000|	16.793518|	7.097361|	0.000000|	1.681585|	0.000000|	
34.458800|	24.070181|	0.000000|	5.493053|	0.000000|	16.814130|	7.113873|	0.000000|	1.725625|	0.000000|	
34.205943|	23.821470|	0.000000|	5.456757|	0.000000|	16.794116|	7.099733|	0.000000|	1.712925|	0.000000|	
34.272897|	23.885710|	0.000000|	5.486993|	0.000000|	16.810098|	7.108799|	0.000000|	1.698214|	0.000000|	
34.229517|	23.844731|	0.000000|	5.521393|	0.000000|	16.800293|	7.097341|	0.000000|	1.689052|	0.000000|	
34.228778|	23.845002|	0.000000|	5.472630|	0.000000|	16.794411|	7.095801|	0.000000|	1.682004|	0.000000|	
34.272328|	23.884629|	0.000000|	5.524480|	0.000000|	16.808238|	7.108585|	0.000000|	1.699569|	0.000000|	
34.213646|	23.828839|	0.000000|	5.524325|	0.000000|	16.794994|	7.092682|	0.000000|	1.707336|	0.000000|	
34.083658|	23.751399|	0.000000|	5.363453|	0.000000|	16.818290|	7.114859|	0.000000|	1.714418|	0.000000|	
34.270361|	23.930715|	0.000000|	5.144705|	0.000000|	16.799030|	7.096597|	0.000000|	1.707040|	0.000000|	
34.245193|	23.856330|	0.000000|	5.458984|	0.000000|	16.799668|	7.098827|	0.000000|	1.687180|	0.000000|	
34.248325|	23.852777|	0.000000|	5.342345|	0.000000|	16.725194|	7.102931|	0.000000|	1.663395|	0.000000|	
34.285217|	23.893802|	0.000000|	5.498049|	0.000000|	16.808521|	7.067766|	0.000000|	1.678188|	0.000000|	
34.267592|	23.871795|	0.000000|	5.490214|	0.000000|	16.809256|	7.104630|	0.000000|	1.698445|	0.000000|	
34.252086|	23.851825|	0.000000|	5.511764|	0.000000|	16.801918|	7.098084|	0.000000|	1.679476|	0.000000|	
34.246295|	23.856759|	0.000000|	5.414811|	0.000000|	16.797005|	7.093854|	0.000000|	1.698224|	0.000000|	
34.576445|	24.188093|	0.000000|	5.471533|	0.000000|	16.826217|	7.118313|	0.000000|	1.688567|	0.000000|	
34.276081|	23.909644|	0.000000|	5.339773|	0.000000|	16.810013|	7.105338|	0.000000|	1.707040|	0.000000|	
33.976932|	23.662818|	0.000000|	5.256669|	0.000000|	16.885961|	7.183168|	0.000000|	1.705877|	0.000000|	
34.260676|	23.860796|	0.000000|	5.500005|	0.000000|	16.796829|	7.093112|	0.000000|	1.715341|	0.000000|	
34.272006|	23.870863|	0.000000|	5.447923|	0.000000|	16.802112|	7.101788|	0.000000|	1.656753|	0.000000|	
34.325541|	23.924072|	0.000000|	5.444148|	0.000000|	16.817054|	7.113942|	0.000000|	1.704579|	0.000000|	
34.250923|	23.856945|	0.000000|	5.524722|	0.000000|	16.794990|	7.094820|	0.000000|	1.680511|	0.000000|	
34.270181|	23.876968|	0.000000|	5.524918|	0.000000|	16.813975|	7.111250|	0.000000|	1.698904|	0.000000|	
34.475852|	24.077733|	0.000000|	5.419208|	0.000000|	16.801509|	7.096832|	0.000000|	1.690484|	0.000000|	
34.220165|	23.824641|	0.000000|	5.466363|	0.000000|	16.802706|	7.100107|	0.000000|	1.697449|	0.000000|	
34.275080|	23.881475|	0.000000|	5.467569|	0.000000|	16.810982|	7.110754|	0.000000|	1.679559|	0.000000|	
33.885314|	23.588992|	0.000000|	5.158362|	0.000000|	16.800971|	7.100467|	0.000000|	1.697711|	0.000000|	
34.275137|	23.875012|	0.000000|	5.517210|	0.000000|	16.804626|	7.104635|	0.000000|	1.680126|	0.000000|	
34.248179|	23.855989|	0.000000|	5.444954|	0.000000|	16.792394|	7.096395|	0.000000|	1.687592|	0.000000|	
34.246401|	23.854804|	0.000000|	5.475024|	0.000000|	16.711193|	7.058826|	0.000000|	1.664786|	0.000000|	
34.505321|	24.109879|	0.000000|	5.498103|	0.000000|	16.815657|	7.113373|	0.000000|	1.704777|	0.000000|	
