Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
25.258226|	15.411876|	0.000000|	1.976583|	0.000000|	16.878585|	7.182005|	0.000000|	1.607717|	0.000000|	
18.554962|	8.726112|	0.000000|	1.992803|	0.000000|	16.842061|	7.152941|	0.000000|	1.608465|	0.000000|	
19.324825|	9.493068|	0.000000|	2.025507|	0.000000|	16.861738|	7.170105|	0.000000|	1.598117|	0.000000|	
31.926740|	22.071837|	0.000000|	1.985792|	0.000000|	16.848965|	7.143375|	0.000000|	1.665770|	0.000000|	
31.785120|	21.969997|	0.000000|	1.976903|	0.000000|	16.863380|	7.157717|	0.000000|	1.707538|	0.000000|	
32.003640|	22.131622|	0.000000|	1.955816|	0.000000|	16.876122|	7.174525|	0.000000|	1.691626|	0.000000|	
27.378823|	18.572995|	0.000000|	1.774754|	0.000000|	14.643435|	6.108281|	0.000000|	1.522729|	0.000000|	
3.007186|	0.852051|	0.000000|	0.815288|	0.000000|	2.896138|	0.805476|	0.000000|	0.569838|	0.000000|	
2.843635|	0.712867|	0.000000|	0.781959|	0.000000|	2.733916|	0.700769|	0.000000|	0.565030|	0.000000|	
2.765985|	0.741431|	0.000000|	0.780234|	0.000000|	2.724439|	0.734125|	0.000000|	0.569311|	0.000000|	
