Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

19.934796|	13.909320|	0.000000|	1.278994|	0.000000|	9.853393|	3.918240|	0.000000|	1.123263|	0.000000|	
3.135817|	0.795992|	0.000000|	0.600933|	0.000000|	3.106833|	0.791579|	0.000000|	0.569132|	0.000000|	
3.162770|	0.840414|	0.000000|	0.578002|	0.000000|	3.095823|	0.798567|	0.000000|	0.572981|	0.000000|	
3.074373|	0.800518|	0.000000|	0.567704|	0.000000|	3.160754|	0.823508|	0.000000|	0.584215|	0.000000|	
9.921505|	4.329477|	0.000000|	1.101620|	0.000000|	9.131719|	3.596375|	0.000000|	1.000644|	0.000000|	
2.994856|	0.801050|	0.000000|	0.549381|	0.000000|	3.012817|	0.778835|	0.000000|	0.575257|	0.000000|	
3.026006|	0.749448|	0.000000|	0.536485|	0.000000|	2.931205|	0.738333|	0.000000|	0.568893|	0.000000|	
3.047310|	0.792298|	0.000000|	0.524470|	0.000000|	3.018471|	0.784922|	0.000000|	0.591507|	0.000000|	
2.846383|	0.732367|	0.000000|	0.544805|	0.000000|	2.808263|	0.715701|	0.000000|	0.561546|	0.000000|	
3.790553|	1.061832|	0.000000|	0.574855|	0.000000|	3.732266|	1.028201|	0.000000|	0.640143|	0.000000|	
