Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

18.268224|	12.641647|	0.000000|	1.183760|	0.000000|	9.059758|	3.603517|	0.000000|	1.095593|	0.000000|	
2.639014|	0.715698|	0.000000|	0.555226|	0.000000|	2.499541|	0.683892|	0.000000|	0.569604|	0.000000|	
3.194348|	0.835244|	0.000000|	0.559972|	0.000000|	2.942513|	0.778254|	0.000000|	0.584321|	0.000000|	
3.008582|	0.818682|	0.000000|	0.564629|	0.000000|	2.869192|	0.783377|	0.000000|	0.578552|	0.000000|	
20.553956|	11.256700|	0.000000|	1.740290|	0.000000|	15.893458|	6.682261|	0.000000|	1.441616|	0.000000|	
6.224452|	2.798743|	0.000000|	0.765396|	0.000000|	5.167880|	1.858902|	0.000000|	0.711794|	0.000000|	
2.683367|	0.703654|	0.000000|	0.548892|	0.000000|	2.528909|	0.654425|	0.000000|	0.554447|	0.000000|	
3.066409|	0.798022|	0.000000|	0.538053|	0.000000|	2.825153|	0.745371|	0.000000|	0.573656|	0.000000|	
3.648917|	0.980612|	0.000000|	0.560915|	0.000000|	3.494534|	0.938006|	0.000000|	0.591504|	0.000000|	
3.082170|	0.809785|	0.000000|	0.556494|	0.000000|	2.841819|	0.758881|	0.000000|	0.561136|	0.000000|	
