Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.579229|	22.546803|	0.000000|	3.683393|	0.000000|	16.773288|	7.065594|	0.000000|	1.627087|	0.000000|	
32.385538|	22.353118|	0.000000|	3.678481|	0.000000|	16.738368|	7.030844|	0.000000|	1.628204|	0.000000|	
32.425998|	22.400979|	0.000000|	3.699580|	0.000000|	16.661100|	7.006046|	0.000000|	1.585490|	0.000000|	
28.830323|	19.604049|	0.000000|	3.328175|	0.000000|	15.204098|	6.318225|	0.000000|	1.521292|	0.000000|	
3.537517|	1.024799|	0.000000|	0.808622|	0.000000|	3.382613|	0.915493|	0.000000|	0.595030|	0.000000|	
3.023960|	0.813799|	0.000000|	0.796519|	0.000000|	2.963217|	0.792180|	0.000000|	0.582338|	0.000000|	
3.912244|	1.129216|	0.000000|	0.780255|	0.000000|	3.826945|	1.093379|	0.000000|	0.649224|	0.000000|	
2.848906|	0.801661|	0.000000|	0.792531|	0.000000|	2.779517|	0.769555|	0.000000|	0.570757|	0.000000|	
4.899726|	1.890768|	0.000000|	0.906422|	0.000000|	4.360076|	1.402475|	0.000000|	0.687428|	0.000000|	
3.247579|	0.909820|	0.000000|	0.792093|	0.000000|	3.179086|	0.878851|	0.000000|	0.587369|	0.000000|	
3.362925|	0.926125|	0.000000|	0.810947|	0.000000|	3.332875|	0.934945|	0.000000|	0.601138|	0.000000|	
2.893196|	0.769863|	0.000000|	0.800303|	0.000000|	2.845033|	0.757237|	0.000000|	0.553087|	0.000000|	
2.773340|	0.747276|	0.000000|	0.760360|	0.000000|	2.734766|	0.742789|	0.000000|	0.575940|	0.000000|	
2.960311|	0.806092|	0.000000|	0.762196|	0.000000|	2.926456|	0.805025|	0.000000|	0.580834|	0.000000|	
3.075156|	0.839248|	0.000000|	0.749766|	0.000000|	2.922217|	0.806530|	0.000000|	0.583742|	0.000000|	
2.728354|	0.718820|	0.000000|	0.763028|	0.000000|	2.692972|	0.718894|	0.000000|	0.569153|	0.000000|	
4.134617|	1.572696|	0.000000|	0.780150|	0.000000|	3.772466|	1.209633|	0.000000|	0.649133|	0.000000|	
2.937459|	0.802039|	0.000000|	0.723578|	0.000000|	2.807859|	0.750671|	0.000000|	0.571149|	0.000000|	
2.624232|	0.703791|	0.000000|	0.745334|	0.000000|	2.578426|	0.689024|	0.000000|	0.544672|	0.000000|	
3.314278|	0.898385|	0.000000|	0.758941|	0.000000|	3.279430|	0.900599|	0.000000|	0.614396|	0.000000|	
2.796588|	0.758135|	0.000000|	0.799679|	0.000000|	2.732524|	0.728838|	0.000000|	0.561983|	0.000000|	
