Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

36.511211|	26.511647|	0.000000|	3.426861|	0.000000|	16.829058|	7.135112|	0.000000|	1.582634|	0.000000|	
36.551906|	26.554898|	0.000000|	3.414753|	0.000000|	16.816625|	7.125324|	0.000000|	1.590150|	0.000000|	
36.576194|	26.568958|	0.000000|	3.407454|	0.000000|	16.805630|	7.108987|	0.000000|	1.601984|	0.000000|	
36.444051|	26.483826|	0.000000|	3.378183|	0.000000|	16.817679|	7.122609|	0.000000|	1.600480|	0.000000|	
36.608048|	26.600427|	0.000000|	3.410405|	0.000000|	16.799418|	7.102242|	0.000000|	1.548723|	0.000000|	
36.596675|	26.602939|	0.000000|	3.296539|	0.000000|	16.724283|	7.078765|	0.000000|	1.613030|	0.000000|	
36.631502|	26.623737|	0.000000|	3.408848|	0.000000|	16.806432|	7.108493|	0.000000|	1.592749|	0.000000|	
37.206457|	27.199033|	0.000000|	3.411756|	0.000000|	16.804512|	7.105332|	0.000000|	1.629103|	0.000000|	
36.656918|	26.642222|	0.000000|	3.430038|	0.000000|	16.804517|	7.111757|	0.000000|	1.619367|	0.000000|	
36.626393|	26.607203|	0.000000|	3.373330|	0.000000|	16.825527|	7.127672|	0.000000|	1.611529|	0.000000|	
36.631484|	26.609352|	0.000000|	3.425057|	0.000000|	16.787668|	7.100564|	0.000000|	1.591260|	0.000000|	
36.469919|	26.497856|	0.000000|	3.392611|	0.000000|	16.812175|	7.116900|	0.000000|	1.616523|	0.000000|	
36.616272|	26.591422|	0.000000|	3.438346|	0.000000|	16.802423|	7.106456|	0.000000|	1.575710|	0.000000|	
36.646722|	26.619972|	0.000000|	3.374632|	0.000000|	16.729268|	7.080421|	0.000000|	1.625350|	0.000000|	
37.096713|	27.070197|	0.000000|	3.414751|	0.000000|	16.802802|	7.106147|	0.000000|	1.650392|	0.000000|	
37.055210|	27.039826|	0.000000|	3.281552|	0.000000|	16.787497|	7.090729|	0.000000|	1.612160|	0.000000|	
36.673687|	26.646840|	0.000000|	3.442313|	0.000000|	16.808788|	7.110877|	0.000000|	1.589074|	0.000000|	
36.651586|	26.624079|	0.000000|	3.391654|	0.000000|	16.796041|	7.098943|	0.000000|	1.628187|	0.000000|	
36.683466|	26.652982|	0.000000|	3.407720|	0.000000|	16.815244|	7.115834|	0.000000|	1.609919|	0.000000|	
36.471625|	26.492099|	0.000000|	3.407891|	0.000000|	16.798959|	7.096993|	0.000000|	1.620814|	0.000000|	
36.633312|	26.603701|	0.000000|	3.426515|	0.000000|	16.799808|	7.097928|	0.000000|	1.623351|	0.000000|	
36.668496|	26.645552|	0.000000|	3.427539|	0.000000|	16.807452|	7.104854|	0.000000|	1.631437|	0.000000|	
36.868982|	26.839566|	0.000000|	3.418756|	0.000000|	16.806568|	7.105865|	0.000000|	1.651939|	0.000000|	
36.701673|	26.677640|	0.000000|	3.466548|	0.000000|	16.807381|	7.108028|	0.000000|	1.598799|	0.000000|	
36.696551|	26.670698|	0.000000|	3.411735|	0.000000|	16.725161|	7.070814|	0.000000|	1.597723|	0.000000|	
36.663828|	26.640040|	0.000000|	3.392039|	0.000000|	16.793631|	7.094904|	0.000000|	1.631543|	0.000000|	
36.532649|	26.578307|	0.000000|	3.172368|	0.000000|	16.815785|	7.115604|	0.000000|	1.666340|	0.000000|	
36.687622|	26.670439|	0.000000|	3.427470|	0.000000|	16.830098|	7.130979|	0.000000|	1.632546|	0.000000|	
36.691722|	26.672803|	0.000000|	3.426273|	0.000000|	16.824490|	7.122565|	0.000000|	1.624408|	0.000000|	
36.869034|	26.850774|	0.000000|	3.460416|	0.000000|	16.828783|	7.122732|	0.000000|	1.639840|	0.000000|	
36.662728|	26.641493|	0.000000|	3.446815|	0.000000|	16.796490|	7.095603|	0.000000|	1.644921|	0.000000|	
36.693064|	26.669250|	0.000000|	3.453104|	0.000000|	16.823967|	7.123626|	0.000000|	1.634168|	0.000000|	
36.576289|	26.553303|	0.000000|	3.394234|	0.000000|	16.795013|	7.096102|	0.000000|	1.600740|	0.000000|	
36.353690|	26.378926|	0.000000|	3.410918|	0.000000|	16.725647|	7.112486|	0.000000|	1.626818|	0.000000|	
36.604849|	26.579572|	0.000000|	3.427149|	0.000000|	16.790587|	7.058391|	0.000000|	1.632693|	0.000000|	
36.631918|	26.607127|	0.000000|	3.427722|	0.000000|	16.804029|	7.104163|	0.000000|	1.609828|	0.000000|	
36.671752|	26.662418|	0.000000|	3.284605|	0.000000|	16.803804|	7.105514|	0.000000|	1.622932|	0.000000|	
37.452469|	27.433144|	0.000000|	3.480028|	0.000000|	16.806413|	7.105527|	0.000000|	1.642342|	0.000000|	
37.008713|	26.990942|	0.000000|	3.446109|	0.000000|	16.812400|	7.110321|	0.000000|	1.644150|	0.000000|	
36.582847|	26.565516|	0.000000|	3.425818|	0.000000|	16.807317|	7.108867|	0.000000|	1.648489|	0.000000|	
36.458419|	26.485554|	0.000000|	3.409530|	0.000000|	16.799768|	7.100736|	0.000000|	1.627950|	0.000000|	
36.685245|	26.664352|	0.000000|	3.374552|	0.000000|	16.815669|	7.111859|	0.000000|	1.611185|	0.000000|	
36.621978|	26.595483|	0.000000|	3.445954|	0.000000|	16.803225|	7.100720|	0.000000|	1.623937|	0.000000|	
36.649990|	26.623928|	0.000000|	3.411548|	0.000000|	16.810341|	7.108816|	0.000000|	1.620016|	0.000000|	
37.027756|	26.997787|	0.000000|	3.437524|	0.000000|	16.718339|	7.069860|	0.000000|	1.626453|	0.000000|	
37.339370|	27.313482|	0.000000|	3.431066|	0.000000|	16.792016|	7.093519|	0.000000|	1.600867|	0.000000|	
37.076810|	27.049141|	0.000000|	3.376053|	0.000000|	16.806718|	7.109822|	0.000000|	1.594163|	0.000000|	
36.435689|	26.459721|	0.000000|	3.391531|	0.000000|	16.794280|	7.097395|	0.000000|	1.598397|	0.000000|	
36.631364|	26.592846|	0.000000|	3.288924|	0.000000|	16.809737|	7.113340|	0.000000|	1.581430|	0.000000|	
36.632245|	26.615121|	0.000000|	3.297704|	0.000000|	16.799583|	7.102573|	0.000000|	1.601044|	0.000000|	
36.624870|	26.598545|	0.000000|	3.442291|	0.000000|	16.798994|	7.103282|	0.000000|	1.617879|	0.000000|	
36.706060|	26.679890|	0.000000|	3.424496|	0.000000|	16.819823|	7.121138|	0.000000|	1.620065|	0.000000|	
37.299103|	27.274396|	0.000000|	3.423401|	0.000000|	16.724584|	7.109288|	0.000000|	1.640598|	0.000000|	
37.155154|	27.132716|	0.000000|	3.426455|	0.000000|	16.802421|	7.071311|	0.000000|	1.612781|	0.000000|	
36.484187|	26.507641|	0.000000|	3.373495|	0.000000|	16.798509|	7.100875|	0.000000|	1.595556|	0.000000|	
36.681071|	26.656279|	0.000000|	3.408286|	0.000000|	16.801709|	7.100370|	0.000000|	1.596538|	0.000000|	
36.735664|	26.711380|	0.000000|	3.443317|	0.000000|	16.811179|	7.112352|	0.000000|	1.609062|	0.000000|	
36.634593|	26.608958|	0.000000|	3.425313|	0.000000|	16.799913|	7.099417|	0.000000|	1.638963|	0.000000|	
36.704476|	26.671857|	0.000000|	3.390287|	0.000000|	16.806189|	7.107307|	0.000000|	1.609236|	0.000000|	
36.939233|	26.905051|	0.000000|	3.396721|	0.000000|	16.804708|	7.103596|	0.000000|	1.642481|	0.000000|	
36.573526|	26.551709|	0.000000|	3.409760|	0.000000|	16.794899|	7.094040|	0.000000|	1.631986|	0.000000|	
36.495161|	26.517725|	0.000000|	3.427364|	0.000000|	16.813589|	7.113264|	0.000000|	1.639879|	0.000000|	
36.511364|	26.481041|	0.000000|	3.407522|	0.000000|	16.711835|	7.058647|	0.000000|	1.619178|	0.000000|	
36.621022|	26.593758|	0.000000|	3.442195|	0.000000|	16.813149|	7.111333|	0.000000|	1.649009|	0.000000|	
36.521817|	26.490704|	0.000000|	3.407907|	0.000000|	16.789071|	7.092307|	0.000000|	1.653781|	0.000000|	
