Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

40.624145|	30.293458|	0.000000|	5.285257|	0.000000|	16.838745|	7.150534|	0.000000|	1.707399|	0.000000|	
40.685307|	30.358402|	0.000000|	5.215540|	0.000000|	16.814461|	7.130721|	0.000000|	1.715430|	0.000000|	
40.755139|	30.422688|	0.000000|	5.267249|	0.000000|	16.801272|	7.121703|	0.000000|	1.664733|	0.000000|	
40.767627|	30.429031|	0.000000|	5.239275|	0.000000|	16.799891|	7.113886|	0.000000|	1.699418|	0.000000|	
40.566638|	30.244000|	0.000000|	5.099140|	0.000000|	16.806440|	7.115176|	0.000000|	1.707958|	0.000000|	
39.884518|	29.556337|	0.000000|	5.027760|	0.000000|	16.813360|	7.133304|	0.000000|	1.708009|	0.000000|	
39.987789|	29.632778|	0.000000|	5.292763|	0.000000|	16.808762|	7.122891|	0.000000|	1.701065|	0.000000|	
39.839690|	29.686845|	0.000000|	5.287588|	0.000000|	16.829512|	7.139498|	0.000000|	1.700298|	0.000000|	
40.921551|	30.424278|	0.000000|	5.231322|	0.000000|	16.833210|	7.140055|	0.000000|	1.689760|	0.000000|	
40.565432|	30.211528|	0.000000|	5.296208|	0.000000|	16.834088|	7.142462|	0.000000|	1.701499|	0.000000|	
40.181059|	29.825733|	0.000000|	5.267627|	0.000000|	16.818290|	7.127574|	0.000000|	1.699577|	0.000000|	
40.142898|	29.786798|	0.000000|	5.321325|	0.000000|	16.810372|	7.120290|	0.000000|	1.710222|	0.000000|	
40.127614|	29.770183|	0.000000|	5.366970|	0.000000|	16.819007|	7.124653|	0.000000|	1.691394|	0.000000|	
40.094530|	29.738957|	0.000000|	5.318890|	0.000000|	16.814701|	7.118133|	0.000000|	1.683716|	0.000000|	
40.112465|	29.772365|	0.000000|	5.176143|	0.000000|	16.733371|	7.082662|	0.000000|	1.692804|	0.000000|	
40.302712|	29.990157|	0.000000|	4.996738|	0.000000|	16.799210|	7.102441|	0.000000|	1.699723|	0.000000|	
40.770507|	30.429917|	0.000000|	5.240920|	0.000000|	16.824900|	7.124498|	0.000000|	1.682968|	0.000000|	
39.937292|	29.635014|	0.000000|	5.188773|	0.000000|	16.803961|	7.107641|	0.000000|	1.682787|	0.000000|	
40.090928|	29.736147|	0.000000|	5.286421|	0.000000|	16.809121|	7.111327|	0.000000|	1.683035|	0.000000|	
40.066599|	29.708489|	0.000000|	5.312925|	0.000000|	16.813644|	7.118126|	0.000000|	1.699714|	0.000000|	
39.987942|	29.628289|	0.000000|	5.313817|	0.000000|	16.825505|	7.127300|	0.000000|	1.656475|	0.000000|	
39.959450|	29.603234|	0.000000|	5.292760|	0.000000|	16.807429|	7.113822|	0.000000|	1.690153|	0.000000|	
40.048714|	29.693478|	0.000000|	5.246843|	0.000000|	16.829177|	7.135777|	0.000000|	1.691205|	0.000000|	
40.831336|	30.476081|	0.000000|	5.260418|	0.000000|	16.793365|	7.099631|	0.000000|	1.715929|	0.000000|	
40.653974|	30.302719|	0.000000|	5.215203|	0.000000|	16.818448|	7.123330|	0.000000|	1.692051|	0.000000|	
40.022788|	29.668116|	0.000000|	5.277276|	0.000000|	16.798980|	7.104814|	0.000000|	1.693510|	0.000000|	
39.713808|	29.405087|	0.000000|	4.923860|	0.000000|	16.815012|	7.118218|	0.000000|	1.691341|	0.000000|	
40.076562|	29.718102|	0.000000|	5.292167|	0.000000|	16.816032|	7.118178|	0.000000|	1.716261|	0.000000|	
39.878764|	29.566577|	0.000000|	5.183420|	0.000000|	16.797268|	7.102077|	0.000000|	1.710048|	0.000000|	
40.044328|	29.693636|	0.000000|	5.294602|	0.000000|	16.834468|	7.139054|	0.000000|	1.693077|	0.000000|	
40.407787|	30.057696|	0.000000|	5.270865|	0.000000|	16.806705|	7.113873|	0.000000|	1.743303|	0.000000|	
40.013399|	29.652417|	0.000000|	5.184523|	0.000000|	16.803281|	7.108324|	0.000000|	1.709047|	0.000000|	
40.079712|	29.721796|	0.000000|	5.263671|	0.000000|	16.811805|	7.114533|	0.000000|	1.699478|	0.000000|	
40.126447|	29.760989|	0.000000|	5.261082|	0.000000|	16.738362|	7.086294|	0.000000|	1.700087|	0.000000|	
40.159427|	29.798026|	0.000000|	5.260013|	0.000000|	16.816429|	7.119164|	0.000000|	1.701302|	0.000000|	
40.203542|	29.834003|	0.000000|	5.318037|	0.000000|	16.816214|	7.119259|	0.000000|	1.724807|	0.000000|	
39.738189|	29.422964|	0.000000|	4.906222|	0.000000|	16.813580|	7.114306|	0.000000|	1.648069|	0.000000|	
40.072956|	29.716135|	0.000000|	5.286293|	0.000000|	16.822532|	7.121297|	0.000000|	1.715821|	0.000000|	
40.856220|	30.509301|	0.000000|	5.278520|	0.000000|	16.807203|	7.107410|	0.000000|	1.706517|	0.000000|	
40.821753|	30.481230|	0.000000|	5.321101|	0.000000|	16.813997|	7.117222|	0.000000|	1.699189|	0.000000|	
40.051162|	29.698250|	0.000000|	5.262325|	0.000000|	16.805751|	7.110329|	0.000000|	1.698636|	0.000000|	
39.787673|	29.483795|	0.000000|	5.256586|	0.000000|	16.814059|	7.114647|	0.000000|	1.699756|	0.000000|	
40.044929|	29.686255|	0.000000|	5.331332|	0.000000|	16.812034|	7.113924|	0.000000|	1.682199|	0.000000|	
40.012621|	29.648640|	0.000000|	5.350083|	0.000000|	16.808083|	7.107334|	0.000000|	1.673612|	0.000000|	
40.075285|	29.712380|	0.000000|	5.412939|	0.000000|	16.822423|	7.120291|	0.000000|	1.707502|	0.000000|	
40.499864|	30.129508|	0.000000|	5.353789|	0.000000|	16.820152|	7.121213|	0.000000|	1.706840|	0.000000|	
40.881300|	30.521702|	0.000000|	5.307086|	0.000000|	16.808500|	7.112392|	0.000000|	1.699063|	0.000000|	
40.069178|	29.693847|	0.000000|	5.324084|	0.000000|	16.822117|	7.126175|	0.000000|	1.708708|	0.000000|	
40.050240|	29.673086|	0.000000|	5.350247|	0.000000|	16.812505|	7.115903|	0.000000|	1.708876|	0.000000|	
39.697633|	29.369890|	0.000000|	5.056748|	0.000000|	16.815619|	7.119498|	0.000000|	1.701310|	0.000000|	
40.071603|	29.698312|	0.000000|	5.412922|	0.000000|	16.822983|	7.126453|	0.000000|	1.675556|	0.000000|	
21.175770|	14.796912|	0.000000|	2.998727|	0.000000|	9.925185|	3.896385|	0.000000|	1.112556|	0.000000|	
2.785788|	0.803741|	0.000000|	0.802295|	0.000000|	2.688496|	0.756274|	0.000000|	0.570515|	0.000000|	
5.121088|	2.020127|	0.000000|	0.932206|	0.000000|	4.620621|	1.500781|	0.000000|	0.712490|	0.000000|	
3.308192|	0.935097|	0.000000|	0.794001|	0.000000|	3.213363|	0.895145|	0.000000|	0.587225|	0.000000|	
