Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

32.882650|	22.817448|	0.000000|	4.209034|	0.000000|	16.849094|	7.164996|	0.000000|	1.691305|	0.000000|	
32.828622|	22.774638|	0.000000|	4.126424|	0.000000|	16.830250|	7.153345|	0.000000|	1.689177|	0.000000|	
32.872843|	22.814099|	0.000000|	4.208802|	0.000000|	16.835211|	7.150595|	0.000000|	1.689702|	0.000000|	
32.850660|	22.792639|	0.000000|	4.134373|	0.000000|	16.817002|	7.135928|	0.000000|	1.698613|	0.000000|	
33.443763|	23.378859|	0.000000|	4.138758|	0.000000|	16.828607|	7.150547|	0.000000|	1.689576|	0.000000|	
32.720897|	22.703274|	0.000000|	4.078415|	0.000000|	16.803876|	7.127872|	0.000000|	1.707259|	0.000000|	
32.835895|	22.768194|	0.000000|	4.173696|	0.000000|	16.806060|	7.129448|	0.000000|	1.715205|	0.000000|	
32.844838|	22.776632|	0.000000|	4.172235|	0.000000|	16.816879|	7.139516|	0.000000|	1.706386|	0.000000|	
32.818044|	22.749357|	0.000000|	4.169472|	0.000000|	16.791682|	7.111697|	0.000000|	1.706762|	0.000000|	
17.005417|	11.193765|	0.000000|	2.184398|	0.000000|	9.209517|	3.708529|	0.000000|	1.079450|	0.000000|	
2.607836|	0.704644|	0.000000|	0.555404|	0.000000|	2.441857|	0.658522|	0.000000|	0.559285|	0.000000|	
7.986236|	3.434725|	0.000000|	0.935824|	0.000000|	7.127724|	2.727113|	0.000000|	0.898160|	0.000000|	
3.118658|	0.925171|	0.000000|	0.563291|	0.000000|	2.867003|	0.794322|	0.000000|	0.578512|	0.000000|	
3.100843|	0.829576|	0.000000|	0.568522|	0.000000|	2.824271|	0.759268|	0.000000|	0.560459|	0.000000|	
2.619864|	0.718652|	0.000000|	0.554074|	0.000000|	2.487620|	0.698640|	0.000000|	0.560617|	0.000000|	
2.449139|	0.663487|	0.000000|	0.529209|	0.000000|	2.307178|	0.634731|	0.000000|	0.552335|	0.000000|	
2.975378|	0.782551|	0.000000|	0.529108|	0.000000|	2.616172|	0.711486|	0.000000|	0.566239|	0.000000|	
2.972258|	0.796762|	0.000000|	0.538528|	0.000000|	2.821150|	0.766863|	0.000000|	0.576720|	0.000000|	
3.113142|	0.831467|	0.000000|	0.546525|	0.000000|	2.865480|	0.786273|	0.000000|	0.586473|	0.000000|	
14.285849|	6.292556|	0.000000|	1.446672|	0.000000|	13.762946|	5.882948|	0.000000|	1.278359|	0.000000|	
