Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
32.987975|	22.754641|	0.000000|	5.041271|	0.000000|	16.772405|	7.040862|	0.000000|	1.714698|	0.000000|	
32.619128|	22.436547|	0.000000|	5.018219|	0.000000|	16.752415|	7.026455|	0.000000|	1.655856|	0.000000|	
32.824325|	22.591202|	0.000000|	4.967450|	0.000000|	16.764948|	7.038109|	0.000000|	1.698109|	0.000000|	
32.798181|	22.563404|	0.000000|	5.046907|	0.000000|	16.675958|	6.995142|	0.000000|	1.677274|	0.000000|	
32.851253|	22.617990|	0.000000|	4.950799|	0.000000|	16.767718|	7.039449|	0.000000|	1.681139|	0.000000|	
32.833449|	22.597733|	0.000000|	4.949711|	0.000000|	16.752375|	7.028031|	0.000000|	1.716132|	0.000000|	
32.661726|	22.475158|	0.000000|	4.994440|	0.000000|	16.756947|	7.029358|	0.000000|	1.683014|	0.000000|	
32.880596|	22.642770|	0.000000|	4.998927|	0.000000|	16.766924|	7.040248|	0.000000|	1.698242|	0.000000|	
33.068857|	22.826141|	0.000000|	5.062951|	0.000000|	16.681331|	6.998888|	0.000000|	1.710217|	0.000000|	
32.895633|	22.650160|	0.000000|	4.985498|	0.000000|	16.769964|	7.039545|	0.000000|	1.674093|	0.000000|	
32.828816|	22.584715|	0.000000|	5.082597|	0.000000|	16.793124|	7.062586|	0.000000|	1.708086|	0.000000|	
32.638509|	22.441733|	0.000000|	4.998927|	0.000000|	16.764603|	7.034761|	0.000000|	1.682302|	0.000000|	
32.819075|	22.571889|	0.000000|	5.070207|	0.000000|	16.775005|	7.047511|	0.000000|	1.700023|	0.000000|	
32.793301|	22.542171|	0.000000|	5.057595|	0.000000|	16.757056|	7.028357|	0.000000|	1.706123|	0.000000|	
32.816460|	22.569985|	0.000000|	5.010829|	0.000000|	16.771616|	7.042932|	0.000000|	1.699823|	0.000000|	
33.101103|	22.900610|	0.000000|	4.865683|	0.000000|	16.687937|	7.005850|	0.000000|	1.708435|	0.000000|	
33.345673|	23.105447|	0.000000|	4.907338|	0.000000|	16.766245|	7.038605|	0.000000|	1.700002|	0.000000|	
32.840380|	22.583840|	0.000000|	4.937424|	0.000000|	16.772320|	7.044374|	0.000000|	1.631670|	0.000000|	
32.796143|	22.539082|	0.000000|	4.823113|	0.000000|	16.752994|	7.026801|	0.000000|	1.690639|	0.000000|	
32.660032|	22.462346|	0.000000|	4.847606|	0.000000|	16.765671|	7.036804|	0.000000|	1.681841|	0.000000|	
32.794682|	22.549267|	0.000000|	4.824411|	0.000000|	16.676751|	6.994947|	0.000000|	1.681401|	0.000000|	
32.773843|	22.540543|	0.000000|	4.816755|	0.000000|	16.755383|	7.027158|	0.000000|	1.708302|	0.000000|	
32.825195|	22.588776|	0.000000|	4.853733|	0.000000|	16.767918|	7.040113|	0.000000|	1.676702|	0.000000|	
32.990945|	22.748018|	0.000000|	4.792779|	0.000000|	16.764868|	7.035377|	0.000000|	1.680958|	0.000000|	
32.662280|	22.470310|	0.000000|	4.858003|	0.000000|	16.763682|	7.036257|	0.000000|	1.657811|	0.000000|	
32.798962|	22.547350|	0.000000|	4.866118|	0.000000|	16.761060|	7.031114|	0.000000|	1.687426|	0.000000|	
32.804674|	22.562034|	0.000000|	4.953665|	0.000000|	16.756802|	7.027902|	0.000000|	1.698109|	0.000000|	
32.846080|	22.602972|	0.000000|	4.925256|	0.000000|	16.689051|	7.010192|	0.000000|	1.674222|	0.000000|	
32.629944|	22.438406|	0.000000|	4.872639|	0.000000|	16.761254|	7.031210|	0.000000|	1.687628|	0.000000|	
32.798713|	22.550579|	0.000000|	4.837680|	0.000000|	16.771756|	7.043089|	0.000000|	1.707194|	0.000000|	
32.997842|	22.746584|	0.000000|	4.841494|	0.000000|	16.774416|	7.042155|	0.000000|	1.706106|	0.000000|	
32.803171|	22.551343|	0.000000|	4.920869|	0.000000|	16.756992|	7.027572|	0.000000|	1.680777|	0.000000|	
32.844779|	22.599781|	0.000000|	4.836228|	0.000000|	16.685426|	7.039632|	0.000000|	1.689896|	0.000000|	
32.669998|	22.470250|	0.000000|	4.902669|	0.000000|	16.758349|	6.993754|	0.000000|	1.673213|	0.000000|	
32.845377|	22.600614|	0.000000|	4.858267|	0.000000|	16.765626|	7.037522|	0.000000|	1.697256|	0.000000|	
32.814051|	22.573823|	0.000000|	4.860117|	0.000000|	16.759323|	7.030025|	0.000000|	1.696218|	0.000000|	
32.804545|	22.557369|	0.000000|	4.840167|	0.000000|	16.774301|	7.045071|	0.000000|	1.671345|	0.000000|	
32.679470|	22.482043|	0.000000|	4.711695|	0.000000|	16.767613|	7.041120|	0.000000|	1.680741|	0.000000|	
32.992313|	22.743851|	0.000000|	4.798125|	0.000000|	16.763924|	7.032191|	0.000000|	1.690914|	0.000000|	
32.823196|	22.570972|	0.000000|	4.860783|	0.000000|	16.685801|	7.005817|	0.000000|	1.623436|	0.000000|	
32.802442|	22.549970|	0.000000|	4.855199|	0.000000|	16.768102|	7.040499|	0.000000|	1.689220|	0.000000|	
32.785841|	22.526286|	0.000000|	4.805461|	0.000000|	16.759502|	7.029613|	0.000000|	1.698215|	0.000000|	
32.664167|	22.463654|	0.000000|	4.902139|	0.000000|	16.769205|	7.041696|	0.000000|	1.714997|	0.000000|	
32.795529|	22.552483|	0.000000|	4.923410|	0.000000|	16.760226|	7.029471|	0.000000|	1.697641|	0.000000|	
32.849278|	22.603927|	0.000000|	4.871818|	0.000000|	16.772868|	7.044537|	0.000000|	1.707116|	0.000000|	
33.046386|	22.801005|	0.000000|	4.826249|	0.000000|	16.689978|	7.007477|	0.000000|	1.707218|	0.000000|	
32.677384|	22.484533|	0.000000|	4.884218|	0.000000|	16.756747|	7.027756|	0.000000|	1.670998|	0.000000|	
32.852684|	22.615009|	0.000000|	4.995045|	0.000000|	16.766999|	7.038131|	0.000000|	1.683929|	0.000000|	
32.811440|	22.571465|	0.000000|	5.011536|	0.000000|	16.757755|	7.027657|	0.000000|	1.666250|	0.000000|	
32.845595|	22.598450|	0.000000|	4.860450|	0.000000|	16.769355|	7.039240|	0.000000|	1.699908|	0.000000|	
32.819224|	22.573913|	0.000000|	4.930286|	0.000000|	16.759927|	7.030722|	0.000000|	1.691560|	0.000000|	
32.624608|	22.540696|	0.000000|	4.929781|	0.000000|	16.731846|	7.051403|	0.000000|	1.691415|	0.000000|	
32.864356|	22.508356|	0.000000|	4.792117|	0.000000|	16.774955|	7.045187|	0.000000|	1.698202|	0.000000|	
33.037010|	22.779663|	0.000000|	5.009339|	0.000000|	16.764633|	7.034884|	0.000000|	1.681179|	0.000000|	
32.861261|	22.600983|	0.000000|	5.075538|	0.000000|	16.768536|	7.040049|	0.000000|	1.690879|	0.000000|	
32.821267|	22.562945|	0.000000|	5.033939|	0.000000|	16.757253|	7.030819|	0.000000|	1.708671|	0.000000|	
32.668326|	22.467585|	0.000000|	4.983012|	0.000000|	16.771446|	7.043561|	0.000000|	1.699641|	0.000000|	
32.851031|	22.593379|	0.000000|	5.113745|	0.000000|	16.686850|	7.006534|	0.000000|	1.674067|	0.000000|	
32.825083|	22.563941|	0.000000|	4.913002|	0.000000|	16.753832|	7.026684|	0.000000|	1.690871|	0.000000|	
32.882463|	22.626734|	0.000000|	4.978364|	0.000000|	16.766614|	7.038360|	0.000000|	1.688726|	0.000000|	
33.052383|	22.796407|	0.000000|	4.926092|	0.000000|	16.769210|	7.036675|	0.000000|	1.711363|	0.000000|	
32.716659|	22.507518|	0.000000|	4.813153|	0.000000|	16.756028|	7.026447|	0.000000|	1.683611|	0.000000|	
32.886544|	22.615345|	0.000000|	4.842711|	0.000000|	16.771806|	7.041992|	0.000000|	1.672978|	0.000000|	
32.857572|	22.588896|	0.000000|	4.890635|	0.000000|	16.672980|	6.993370|	0.000000|	1.699871|	0.000000|	
32.883301|	22.621407|	0.000000|	4.914479|	0.000000|	16.761861|	7.037678|	0.000000|	1.682423|	0.000000|	
32.613866|	22.408228|	0.000000|	4.824739|	0.000000|	16.756822|	7.030730|	0.000000|	1.687978|	0.000000|	
33.068235|	22.811651|	0.000000|	4.860305|	0.000000|	16.972383|	7.241720|	0.000000|	1.677142|	0.000000|	
33.111423|	22.853710|	0.000000|	4.894480|	0.000000|	17.401356|	7.667925|	0.000000|	1.681769|	0.000000|	
33.073880|	22.811334|	0.000000|	4.856239|	0.000000|	16.769440|	7.037462|	0.000000|	1.713788|	0.000000|	
32.853770|	22.599211|	0.000000|	4.803921|	0.000000|	16.686845|	7.006735|	0.000000|	1.699799|	0.000000|	
32.695979|	22.490372|	0.000000|	4.820034|	0.000000|	16.758584|	7.029112|	0.000000|	1.694564|	0.000000|	
32.870990|	22.619102|	0.000000|	4.759458|	0.000000|	16.756713|	7.028757|	0.000000|	1.669368|	0.000000|	
32.910239|	22.656584|	0.000000|	4.851494|	0.000000|	16.767578|	7.038088|	0.000000|	1.683442|	0.000000|	
32.855037|	22.600249|	0.000000|	4.907874|	0.000000|	16.754730|	7.026788|	0.000000|	1.695637|	0.000000|	
32.754799|	22.549499|	0.000000|	4.772743|	0.000000|	16.766096|	7.038527|	0.000000|	1.657299|	0.000000|	
33.065091|	22.803118|	0.000000|	4.894894|	0.000000|	16.679036|	6.997766|	0.000000|	1.701518|	0.000000|	
32.939812|	22.672120|	0.000000|	4.868890|	0.000000|	16.780181|	7.050105|	0.000000|	1.686946|	0.000000|	
32.887665|	22.630222|	0.000000|	4.868353|	0.000000|	16.768821|	7.041858|	0.000000|	1.675611|	0.000000|	
32.875472|	22.619315|	0.000000|	4.808109|	0.000000|	16.756298|	7.028891|	0.000000|	1.641007|	0.000000|	
32.724114|	22.513355|	0.000000|	4.933452|	0.000000|	16.769300|	7.039928|	0.000000|	1.690588|	0.000000|	
32.883895|	22.623066|	0.000000|	4.956441|	0.000000|	16.758609|	7.028512|	0.000000|	1.679712|	0.000000|	
32.904578|	22.640994|	0.000000|	4.879861|	0.000000|	16.672613|	6.993307|	0.000000|	1.670667|	0.000000|	
32.901802|	22.639269|	0.000000|	4.909725|	0.000000|	16.768746|	7.039085|	0.000000|	1.711413|	0.000000|	
33.063583|	22.793672|	0.000000|	4.917874|	0.000000|	16.761094|	7.033042|	0.000000|	1.709784|	0.000000|	
32.705274|	22.486366|	0.000000|	4.944574|	0.000000|	16.772759|	7.043840|	0.000000|	1.666242|	0.000000|	
32.856815|	22.582760|	0.000000|	4.898580|	0.000000|	16.754162|	7.028207|	0.000000|	1.696754|	0.000000|	
32.845557|	22.575727|	0.000000|	4.882845|	0.000000|	16.754357|	7.028336|	0.000000|	1.684833|	0.000000|	
32.862025|	22.592373|	0.000000|	4.870375|	0.000000|	16.683087|	7.003339|	0.000000|	1.673365|	0.000000|	
32.681215|	22.457885|	0.000000|	4.859369|	0.000000|	16.757396|	7.028762|	0.000000|	1.695411|	0.000000|	
32.888385|	22.621110|	0.000000|	4.967872|	0.000000|	16.768605|	7.038962|	0.000000|	1.645267|	0.000000|	
32.819649|	22.549221|	0.000000|	4.849588|	0.000000|	16.815618|	7.086131|	0.000000|	1.688526|	0.000000|	
33.023137|	22.757387|	0.000000|	4.965447|	0.000000|	16.801838|	7.070627|	0.000000|	1.725693|	0.000000|	
32.896665|	22.618965|	0.000000|	5.060257|	0.000000|	16.766775|	7.039139|	0.000000|	1.673274|	0.000000|	
32.707375|	22.488636|	0.000000|	4.970040|	0.000000|	16.665401|	6.992172|	0.000000|	1.680946|	0.000000|	
32.916951|	22.645301|	0.000000|	5.113592|	0.000000|	16.759892|	7.037242|	0.000000|	1.696864|	0.000000|	
32.898980|	22.639695|	0.000000|	5.022944|	0.000000|	16.760216|	7.031211|	0.000000|	1.694799|	0.000000|	
32.943879|	22.680318|	0.000000|	5.061910|	0.000000|	16.776288|	7.048169|	0.000000|	1.678597|	0.000000|	
32.736826|	22.524598|	0.000000|	5.051091|	0.000000|	16.767623|	7.039435|	0.000000|	1.692861|	0.000000|	
33.110807|	22.838337|	0.000000|	5.025280|	0.000000|	16.757326|	7.033700|	0.000000|	1.707156|	0.000000|	
32.956034|	22.678926|	0.000000|	5.051354|	0.000000|	16.679370|	7.002367|	0.000000|	1.689573|	0.000000|	
32.911609|	22.631347|	0.000000|	5.080768|	0.000000|	16.757062|	7.031881|	0.000000|	1.688311|	0.000000|	
32.911180|	22.637129|	0.000000|	5.052949|	0.000000|	16.753372|	7.029484|	0.000000|	1.694139|	0.000000|	
32.712277|	22.490858|	0.000000|	5.074802|	0.000000|	16.766739|	7.041559|	0.000000|	1.683072|	0.000000|	
32.829661|	22.560780|	0.000000|	5.077601|	0.000000|	16.749016|	7.026532|	0.000000|	1.698268|	0.000000|	
32.854027|	22.583127|	0.000000|	5.073228|	0.000000|	16.764494|	7.039631|	0.000000|	1.690417|	0.000000|	
32.800886|	22.525385|	0.000000|	5.063538|	0.000000|	16.669893|	6.993891|	0.000000|	1.670431|	0.000000|	
32.875781|	22.656180|	0.000000|	4.957221|	0.000000|	16.766270|	7.036053|	0.000000|	1.694927|	0.000000|	
32.876923|	22.599351|	0.000000|	5.092297|	0.000000|	16.764149|	7.038860|	0.000000|	1.709034|	0.000000|	
32.851124|	22.578649|	0.000000|	5.046527|	0.000000|	16.756263|	7.028519|	0.000000|	1.693905|	0.000000|	
32.860115|	22.588504|	0.000000|	4.796076|	0.000000|	16.769515|	7.042722|	0.000000|	1.686371|	0.000000|	
32.844807|	22.565051|	0.000000|	4.978013|	0.000000|	16.749640|	7.028937|	0.000000|	1.689416|	0.000000|	
32.690428|	22.476766|	0.000000|	4.764783|	0.000000|	16.668755|	6.992586|	0.000000|	1.684216|	0.000000|	
32.886032|	22.625964|	0.000000|	4.992833|	0.000000|	16.773737|	7.042603|	0.000000|	1.677275|	0.000000|	
33.058388|	22.793065|	0.000000|	5.054981|	0.000000|	16.762352|	7.032191|	0.000000|	1.721703|	0.000000|	
32.834304|	22.576611|	0.000000|	5.105236|	0.000000|	16.769679|	7.039820|	0.000000|	1.698800|	0.000000|	
32.643099|	22.544594|	0.000000|	4.891114|	0.000000|	16.754281|	7.028566|	0.000000|	1.709218|	0.000000|	
32.867023|	22.483487|	0.000000|	4.932643|	0.000000|	16.774651|	7.044617|	0.000000|	1.657466|	0.000000|	
32.921341|	22.648817|	0.000000|	4.807426|	0.000000|	16.690470|	7.009137|	0.000000|	1.690484|	0.000000|	
32.906236|	22.639771|	0.000000|	4.967405|	0.000000|	16.756138|	7.027639|	0.000000|	1.697585|	0.000000|	
32.910349|	22.637565|	0.000000|	5.071431|	0.000000|	16.763301|	7.038455|	0.000000|	1.664154|	0.000000|	
32.715134|	22.490113|	0.000000|	4.983771|	0.000000|	16.760651|	7.032523|	0.000000|	1.704919|	0.000000|	
33.061093|	22.791465|	0.000000|	5.153398|	0.000000|	16.759573|	7.031163|	0.000000|	1.696907|	0.000000|	
32.922393|	22.652152|	0.000000|	4.899043|	0.000000|	16.768591|	7.040795|	0.000000|	1.678202|	0.000000|	
32.942005|	22.662161|	0.000000|	5.026898|	0.000000|	16.672721|	6.994636|	0.000000|	1.673754|	0.000000|	
32.928975|	22.641886|	0.000000|	5.029085|	0.000000|	16.766890|	7.038312|	0.000000|	1.668135|	0.000000|	
32.756287|	22.524123|	0.000000|	4.979991|	0.000000|	16.750204|	7.028666|	0.000000|	1.697593|	0.000000|	
32.926034|	22.641266|	0.000000|	4.873857|	0.000000|	16.755604|	7.029203|	0.000000|	1.700931|	0.000000|	
32.969719|	22.693856|	0.000000|	4.863556|	0.000000|	16.770398|	7.041545|	0.000000|	1.690078|	0.000000|	
33.127639|	22.859575|	0.000000|	4.849887|	0.000000|	16.680301|	6.998805|	0.000000|	1.701871|	0.000000|	
32.747119|	22.538454|	0.000000|	4.997789|	0.000000|	16.771785|	7.041913|	0.000000|	1.676742|	0.000000|	
32.854771|	22.591793|	0.000000|	5.045590|	0.000000|	16.810022|	7.081032|	0.000000|	1.705321|	0.000000|	
32.817778|	22.558258|	0.000000|	4.854992|	0.000000|	16.762976|	7.035402|	0.000000|	1.688673|	0.000000|	
32.912116|	22.646213|	0.000000|	4.822660|	0.000000|	16.779861|	7.051760|	0.000000|	1.705158|	0.000000|	
32.876312|	22.606705|	0.000000|	4.875913|	0.000000|	16.756452|	7.028620|	0.000000|	1.681224|	0.000000|	
32.729817|	22.520148|	0.000000|	4.908884|	0.000000|	16.770663|	7.042756|	0.000000|	1.657595|	0.000000|	
32.940215|	22.667529|	0.000000|	4.958802|	0.000000|	16.679714|	6.997009|	0.000000|	1.674818|	0.000000|	
33.186894|	22.917416|	0.000000|	4.875814|	0.000000|	16.782846|	7.052315|	0.000000|	1.717366|	0.000000|	
32.933432|	22.660017|	0.000000|	4.975827|	0.000000|	16.775948|	7.047582|	0.000000|	1.674526|	0.000000|	
32.685833|	22.467371|	0.000000|	4.873609|	0.000000|	16.756742|	7.029250|	0.000000|	1.653551|	0.000000|	
32.887220|	22.625564|	0.000000|	5.043016|	0.000000|	16.772230|	7.042006|	0.000000|	1.716900|	0.000000|	
32.866564|	22.606785|	0.000000|	4.986334|	0.000000|	16.760950|	7.033117|	0.000000|	1.700800|	0.000000|	
32.888023|	22.613407|	0.000000|	5.113699|	0.000000|	16.674005|	6.995405|	0.000000|	1.649049|	0.000000|	
32.862787|	22.603651|	0.000000|	5.116586|	0.000000|	16.772775|	7.046787|	0.000000|	1.665451|	0.000000|	
32.956279|	22.749074|	0.000000|	5.015377|	0.000000|	17.131376|	7.398167|	0.000000|	1.700808|	0.000000|	
32.954170|	22.683883|	0.000000|	4.956255|	0.000000|	16.770203|	7.041688|	0.000000|	1.703209|	0.000000|	
32.916050|	22.650292|	0.000000|	4.989593|	0.000000|	16.760096|	7.030617|	0.000000|	1.670232|	0.000000|	
32.911435|	22.647693|	0.000000|	4.908889|	0.000000|	16.756713|	7.028261|	0.000000|	1.714300|	0.000000|	
32.904808|	22.648835|	0.000000|	4.986565|	0.000000|	16.687238|	7.005645|	0.000000|	1.664957|	0.000000|	
32.740986|	22.517030|	0.000000|	4.994049|	0.000000|	16.755769|	7.027136|	0.000000|	1.707966|	0.000000|	
32.943032|	22.674974|	0.000000|	4.957119|	0.000000|	16.770163|	7.040303|	0.000000|	1.689538|	0.000000|	
32.919267|	22.652934|	0.000000|	4.961128|	0.000000|	16.760036|	7.029004|	0.000000|	1.673303|	0.000000|	
33.126018|	22.864964|	0.000000|	4.924376|	0.000000|	16.762762|	7.032441|	0.000000|	1.714874|	0.000000|	
32.781064|	22.564939|	0.000000|	4.917062|	0.000000|	16.768676|	7.039944|	0.000000|	1.709592|	0.000000|	
32.862748|	22.602457|	0.000000|	5.006925|	0.000000|	16.673744|	6.992302|	0.000000|	1.678239|	0.000000|	
32.880670|	22.622032|	0.000000|	4.930512|	0.000000|	16.774281|	7.044258|	0.000000|	1.690163|	0.000000|	
32.858249|	22.589782|	0.000000|	4.952453|	0.000000|	16.756977|	7.026997|	0.000000|	1.679074|	0.000000|	
32.924761|	22.658734|	0.000000|	5.014974|	0.000000|	16.776592|	7.047227|	0.000000|	1.690084|	0.000000|	
32.764366|	22.536183|	0.000000|	4.937807|	0.000000|	16.773512|	7.042534|	0.000000|	1.705855|	0.000000|	
33.131515|	22.853402|	0.000000|	4.915453|	0.000000|	16.683313|	6.999997|	0.000000|	1.675952|	0.000000|	
32.958233|	22.681255|	0.000000|	4.929086|	0.000000|	16.768256|	7.038111|	0.000000|	1.705153|	0.000000|	
32.924674|	22.649618|	0.000000|	4.964880|	0.000000|	16.758589|	7.030255|	0.000000|	1.691514|	0.000000|	
32.882634|	22.613376|	0.000000|	4.989360|	0.000000|	16.755000|	7.027144|	0.000000|	1.682819|	0.000000|	
32.751646|	22.535271|	0.000000|	5.066453|	0.000000|	16.767648|	7.040045|	0.000000|	1.656633|	0.000000|	
32.870070|	22.608036|	0.000000|	5.120548|	0.000000|	16.763310|	7.031853|	0.000000|	1.682530|	0.000000|	
32.860615|	22.597698|	0.000000|	5.019549|	0.000000|	16.685923|	7.004911|	0.000000|	1.689885|	0.000000|	
32.902988|	22.637552|	0.000000|	4.975497|	0.000000|	16.759463|	7.030764|	0.000000|	1.700152|	0.000000|	
32.985071|	22.775686|	0.000000|	5.035810|	0.000000|	16.764149|	7.034327|	0.000000|	1.691677|	0.000000|	
32.980185|	22.709224|	0.000000|	4.876166|	0.000000|	16.768402|	7.038910|	0.000000|	1.675119|	0.000000|	
32.960554|	22.693794|	0.000000|	4.971136|	0.000000|	16.760680|	7.030121|	0.000000|	1.698397|	0.000000|	
32.983960|	22.721201|	0.000000|	4.845580|	0.000000|	16.768066|	7.038746|	0.000000|	1.675795|	0.000000|	
32.781598|	22.567619|	0.000000|	4.893396|	0.000000|	16.784597|	7.056520|	0.000000|	1.690932|	0.000000|	
32.962096|	22.693841|	0.000000|	4.841471|	0.000000|	16.694391|	7.013645|	0.000000|	1.683277|	0.000000|	
