Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
31.870492|	22.033833|	0.000000|	1.986160|	0.000000|	16.827008|	7.149341|	0.000000|	1.598260|	0.000000|	
31.576196|	21.730079|	0.000000|	2.005159|	0.000000|	16.833874|	7.150530|	0.000000|	1.666043|	0.000000|	
29.081463|	19.287917|	0.000000|	1.985489|	0.000000|	16.818113|	7.126097|	0.000000|	1.664764|	0.000000|	
29.249992|	19.404605|	0.000000|	1.975534|	0.000000|	16.733635|	7.096344|	0.000000|	1.695921|	0.000000|	
31.291927|	21.442012|	0.000000|	1.978010|	0.000000|	16.829348|	7.139012|	0.000000|	1.690016|	0.000000|	
19.135968|	12.743835|	0.000000|	1.426723|	0.000000|	10.585633|	4.288000|	0.000000|	1.171824|	0.000000|	
2.729631|	0.766166|	0.000000|	0.761976|	0.000000|	2.634739|	0.708411|	0.000000|	0.550448|	0.000000|	
2.974879|	0.781434|	0.000000|	0.687514|	0.000000|	2.916811|	0.763930|	0.000000|	0.570375|	0.000000|	
8.758592|	3.687056|	0.000000|	1.138694|	0.000000|	7.992002|	3.003488|	0.000000|	0.895262|	0.000000|	
3.878191|	1.226533|	0.000000|	0.807211|	0.000000|	3.673823|	1.069891|	0.000000|	0.609922|	0.000000|	
