Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
46.045933|	35.956003|	0.000000|	3.404739|	0.000000|	16.804959|	7.094728|	0.000000|	1.656400|	0.000000|	
45.945388|	35.903761|	0.000000|	3.456274|	0.000000|	16.819126|	7.104764|	0.000000|	1.663197|	0.000000|	
46.103916|	36.011419|	0.000000|	3.421538|	0.000000|	16.811412|	7.096270|	0.000000|	1.649721|	0.000000|	
47.029100|	36.934904|	0.000000|	3.419947|	0.000000|	16.814501|	7.095310|	0.000000|	1.649149|	0.000000|	
47.760894|	37.663263|	0.000000|	3.408386|	0.000000|	16.921703|	7.210492|	0.000000|	1.652119|	0.000000|	
46.205186|	36.109440|	0.000000|	3.447670|	0.000000|	17.496274|	7.785750|	0.000000|	1.663270|	0.000000|	
46.207944|	36.109520|	0.000000|	3.441995|	0.000000|	16.825811|	7.121378|	0.000000|	1.627889|	0.000000|	
46.069599|	35.973700|	0.000000|	3.458454|	0.000000|	16.803305|	7.098394|	0.000000|	1.608263|	0.000000|	
45.931868|	35.888854|	0.000000|	3.421992|	0.000000|	16.733920|	7.076552|	0.000000|	1.624900|	0.000000|	
46.216725|	36.121988|	0.000000|	3.433123|	0.000000|	16.813449|	7.110466|	0.000000|	1.667342|	0.000000|	
46.150115|	36.064511|	0.000000|	3.323178|	0.000000|	16.808903|	7.103340|	0.000000|	1.653595|	0.000000|	
48.083101|	37.980913|	0.000000|	3.443065|	0.000000|	16.819400|	7.107582|	0.000000|	1.680008|	0.000000|	
46.158817|	36.052407|	0.000000|	3.404528|	0.000000|	16.827242|	7.117292|	0.000000|	1.650234|	0.000000|	
46.186234|	36.085059|	0.000000|	3.440166|	0.000000|	16.801624|	7.092727|	0.000000|	1.610765|	0.000000|	
46.188046|	36.075424|	0.000000|	3.404725|	0.000000|	16.816098|	7.106191|	0.000000|	1.615880|	0.000000|	
45.921663|	35.856799|	0.000000|	3.394471|	0.000000|	16.807972|	7.097953|	0.000000|	1.642916|	0.000000|	
46.177065|	36.067320|	0.000000|	3.404603|	0.000000|	16.822724|	7.108619|	0.000000|	1.623204|	0.000000|	
46.184260|	36.086966|	0.000000|	3.406086|	0.000000|	16.804029|	7.096211|	0.000000|	1.619570|	0.000000|	
46.945091|	36.832115|	0.000000|	3.459378|	0.000000|	16.724547|	7.060053|	0.000000|	1.676434|	0.000000|	
48.336651|	38.225907|	0.000000|	3.457899|	0.000000|	16.818788|	7.108702|	0.000000|	1.640490|	0.000000|	
48.339640|	38.226230|	0.000000|	3.457662|	0.000000|	16.800291|	7.089886|	0.000000|	1.643763|	0.000000|	
48.345050|	38.226060|	0.000000|	3.457546|	0.000000|	16.825726|	7.107845|	0.000000|	1.649716|	0.000000|	
48.095039|	38.020102|	0.000000|	3.440583|	0.000000|	16.806429|	7.090430|	0.000000|	1.648081|	0.000000|	
48.373509|	38.244073|	0.000000|	3.421774|	0.000000|	16.812745|	7.098962|	0.000000|	1.622735|	0.000000|	
47.018289|	36.896247|	0.000000|	3.456999|	0.000000|	16.804894|	7.099990|	0.000000|	1.625835|	0.000000|	
46.163304|	36.044145|	0.000000|	3.420588|	0.000000|	16.810661|	7.100620|	0.000000|	1.648280|	0.000000|	
48.118165|	38.007902|	0.000000|	3.440706|	0.000000|	16.855640|	7.139117|	0.000000|	1.654583|	0.000000|	
46.565191|	36.462869|	0.000000|	3.282964|	0.000000|	16.811138|	7.102013|	0.000000|	1.669993|	0.000000|	
46.243764|	36.137614|	0.000000|	3.455169|	0.000000|	16.716787|	7.058024|	0.000000|	1.630749|	0.000000|	
46.006637|	35.953089|	0.000000|	3.439264|	0.000000|	16.824733|	7.111842|	0.000000|	1.647199|	0.000000|	
46.242232|	36.131390|	0.000000|	3.427780|	0.000000|	16.797328|	7.093606|	0.000000|	1.630383|	0.000000|	
46.262123|	36.147416|	0.000000|	3.439013|	0.000000|	16.821685|	7.110746|	0.000000|	1.656930|	0.000000|	
46.261073|	36.147308|	0.000000|	3.422872|	0.000000|	16.809841|	7.105935|	0.000000|	1.645932|	0.000000|	
46.685703|	36.575692|	0.000000|	3.447700|	0.000000|	16.811293|	7.100571|	0.000000|	1.645022|	0.000000|	
48.374945|	38.259164|	0.000000|	3.372057|	0.000000|	16.810627|	7.103679|	0.000000|	1.602586|	0.000000|	
48.149783|	38.084152|	0.000000|	3.405579|	0.000000|	16.809421|	7.099521|	0.000000|	1.565191|	0.000000|	
48.119094|	37.994133|	0.000000|	3.439008|	0.000000|	16.817534|	7.108375|	0.000000|	1.619359|	0.000000|	
46.269268|	36.141496|	0.000000|	3.420454|	0.000000|	16.806383|	7.097833|	0.000000|	1.642175|	0.000000|	
46.317019|	36.198107|	0.000000|	3.470087|	0.000000|	16.809392|	7.097602|	0.000000|	1.640911|	0.000000|	
46.307363|	36.189181|	0.000000|	3.408625|	0.000000|	16.730156|	7.065148|	0.000000|	1.626299|	0.000000|	
46.290825|	36.165055|	0.000000|	3.439301|	0.000000|	16.810718|	7.097007|	0.000000|	1.609804|	0.000000|	
47.747238|	37.619263|	0.000000|	3.456204|	0.000000|	16.818631|	7.107669|	0.000000|	1.648096|	0.000000|	
46.639105|	36.515266|	0.000000|	3.430439|	0.000000|	16.811832|	7.097935|	0.000000|	1.629957|	0.000000|	
46.111076|	36.026987|	0.000000|	3.441158|	0.000000|	16.812596|	7.090701|	0.000000|	1.605151|	0.000000|	
46.224706|	36.090019|	0.000000|	3.387235|	0.000000|	16.827258|	7.108062|	0.000000|	1.627729|	0.000000|	
46.290423|	36.156740|	0.000000|	3.425425|	0.000000|	16.810115|	7.092543|	0.000000|	1.623453|	0.000000|	
46.261082|	36.130876|	0.000000|	3.459586|	0.000000|	16.818873|	7.106152|	0.000000|	1.613091|	0.000000|	
46.233288|	36.105513|	0.000000|	3.409167|	0.000000|	16.799792|	7.091551|	0.000000|	1.646840|	0.000000|	
46.443623|	36.311110|	0.000000|	3.450109|	0.000000|	16.729043|	7.064727|	0.000000|	1.635643|	0.000000|	
48.178144|	38.098171|	0.000000|	3.316080|	0.000000|	16.808989|	7.100353|	0.000000|	1.658799|	0.000000|	
48.408455|	38.277890|	0.000000|	3.438692|	0.000000|	16.805689|	7.094497|	0.000000|	1.633483|	0.000000|	
48.158238|	38.023877|	0.000000|	3.458768|	0.000000|	16.814461|	7.101598|	0.000000|	1.623528|	0.000000|	
46.422740|	36.294257|	0.000000|	3.405595|	0.000000|	16.816127|	7.107548|	0.000000|	1.628461|	0.000000|	
46.373712|	36.235966|	0.000000|	3.439184|	0.000000|	16.799074|	7.094944|	0.000000|	1.671940|	0.000000|	
46.365385|	36.230507|	0.000000|	3.425467|	0.000000|	16.807217|	7.102610|	0.000000|	1.643608|	0.000000|	
46.245126|	36.109622|	0.000000|	3.421763|	0.000000|	16.806084|	7.099164|	0.000000|	1.645605|	0.000000|	
47.489478|	37.406949|	0.000000|	3.443311|	0.000000|	16.813468|	7.105635|	0.000000|	1.669434|	0.000000|	
46.238700|	36.386810|	0.000000|	3.299875|	0.000000|	16.221237|	6.817813|	0.000000|	1.586609|	0.000000|	
2.972637|	0.836551|	0.000000|	0.543573|	0.000000|	2.704851|	0.726133|	0.000000|	0.576829|	0.000000|	
2.940952|	0.834076|	0.000000|	0.536496|	0.000000|	2.770135|	0.730750|	0.000000|	0.567917|	0.000000|	
2.805909|	0.769331|	0.000000|	0.542358|	0.000000|	2.687592|	0.713554|	0.000000|	0.567695|	0.000000|	
