Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	

19.754068|	9.889376|	0.000000|	2.527093|	0.000000|	16.913365|	7.219528|	0.000000|	1.588774|	0.000000|	
19.200210|	9.351611|	0.000000|	2.539288|	0.000000|	16.846630|	7.175375|	0.000000|	1.631132|	0.000000|	
24.784242|	14.921296|	0.000000|	2.689816|	0.000000|	16.848362|	7.173733|	0.000000|	1.603736|	0.000000|	
32.537712|	22.629547|	0.000000|	2.887211|	0.000000|	16.887634|	7.198275|	0.000000|	1.611138|	0.000000|	
32.461295|	22.549071|	0.000000|	2.889004|	0.000000|	16.870114|	7.175263|	0.000000|	1.641503|	0.000000|	
31.754256|	21.885859|	0.000000|	2.911784|	0.000000|	16.881349|	7.190421|	0.000000|	1.617413|	0.000000|	
31.899372|	21.980837|	0.000000|	2.928559|	0.000000|	16.852252|	7.160900|	0.000000|	1.630251|	0.000000|	
31.941466|	22.018606|	0.000000|	2.945320|	0.000000|	16.862104|	7.180299|	0.000000|	1.622542|	0.000000|	
31.879645|	21.948825|	0.000000|	2.914810|	0.000000|	16.771408|	7.137073|	0.000000|	1.636673|	0.000000|	
32.517610|	22.575715|	0.000000|	2.981034|	0.000000|	16.865435|	7.172514|	0.000000|	1.660114|	0.000000|	
31.971166|	22.038370|	0.000000|	2.935151|	0.000000|	16.865202|	7.172599|	0.000000|	1.651354|	0.000000|	
31.718841|	21.836628|	0.000000|	2.915892|	0.000000|	16.853410|	7.158724|	0.000000|	1.629755|	0.000000|	
31.891291|	21.957807|	0.000000|	2.959731|	0.000000|	16.857521|	7.156410|	0.000000|	1.634388|	0.000000|	
31.899290|	21.964814|	0.000000|	2.931407|	0.000000|	16.872062|	7.168670|	0.000000|	1.646953|	0.000000|	
31.925294|	21.994703|	0.000000|	2.943088|	0.000000|	16.872485|	7.170995|	0.000000|	1.651114|	0.000000|	
