Package0(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	Package1(W)|	Cores(W)|	GPU(W|,	DRAM(W)|	Psys(W)|	
31.970483|	22.034672|	0.000000|	2.959004|	0.000000|	16.872428|	7.173738|	0.000000|	1.628207|	0.000000|	
31.958069|	22.184701|	0.000000|	2.989576|	0.000000|	16.781153|	7.128086|	0.000000|	1.653959|	0.000000|	
31.944594|	21.902904|	0.000000|	2.938794|	0.000000|	16.846541|	7.152158|	0.000000|	1.631782|	0.000000|	
31.899213|	21.969414|	0.000000|	2.923272|	0.000000|	16.850141|	7.149593|	0.000000|	1.650688|	0.000000|	
31.897881|	21.967777|	0.000000|	2.941810|	0.000000|	16.849571|	7.148718|	0.000000|	1.650817|	0.000000|	
31.888022|	21.954071|	0.000000|	2.929614|	0.000000|	16.855908|	7.155395|	0.000000|	1.645712|	0.000000|	
31.844507|	21.908445|	0.000000|	2.958130|	0.000000|	16.858260|	7.159595|	0.000000|	1.639640|	0.000000|	
31.975047|	22.033537|	0.000000|	2.943728|	0.000000|	16.855994|	7.161860|	0.000000|	1.629430|	0.000000|	
31.734187|	21.844100|	0.000000|	2.916671|	0.000000|	16.853832|	7.159722|	0.000000|	1.592641|	0.000000|	
32.114272|	22.172011|	0.000000|	3.059698|	0.000000|	16.796119|	7.146843|	0.000000|	1.663137|	0.000000|	
31.889399|	21.945669|	0.000000|	2.963565|	0.000000|	16.851042|	7.153753|	0.000000|	1.626389|	0.000000|	
31.899824|	21.952328|	0.000000|	2.919221|	0.000000|	16.843509|	7.143615|	0.000000|	1.626548|	0.000000|	
31.876536|	21.935011|	0.000000|	2.928469|	0.000000|	16.839242|	7.142636|	0.000000|	1.643139|	0.000000|	
31.675170|	21.784038|	0.000000|	2.927772|	0.000000|	16.858385|	7.161248|	0.000000|	1.639882|	0.000000|	
31.787788|	21.843016|	0.000000|	2.930781|	0.000000|	16.836024|	7.136267|	0.000000|	1.653340|	0.000000|	
31.831828|	21.885223|	0.000000|	2.924691|	0.000000|	16.845640|	7.149140|	0.000000|	1.629355|	0.000000|	
31.842945|	21.896402|	0.000000|	2.925070|	0.000000|	16.745913|	7.134465|	0.000000|	1.546018|	0.000000|	
32.417681|	22.472175|	0.000000|	3.001345|	0.000000|	16.825539|	7.095459|	0.000000|	1.666061|	0.000000|	
31.812008|	21.868583|	0.000000|	2.962009|	0.000000|	16.822832|	7.127134|	0.000000|	1.671261|	0.000000|	
31.685309|	21.788343|	0.000000|	2.904472|	0.000000|	16.830000|	7.132588|	0.000000|	1.621336|	0.000000|	
31.946761|	22.003056|	0.000000|	2.927587|	0.000000|	16.854906|	7.155988|	0.000000|	1.604383|	0.000000|	
31.864766|	21.921326|	0.000000|	2.921588|	0.000000|	16.842025|	7.141915|	0.000000|	1.604043|	0.000000|	
31.842183|	21.911500|	0.000000|	2.915012|	0.000000|	16.869470|	7.171792|	0.000000|	1.602021|	0.000000|	
31.776442|	21.840677|	0.000000|	2.951386|	0.000000|	16.854746|	7.153405|	0.000000|	1.630251|	0.000000|	
31.990999|	22.050094|	0.000000|	3.019630|	0.000000|	16.856243|	7.157124|	0.000000|	1.659903|	0.000000|	
31.782408|	21.854400|	0.000000|	2.962952|	0.000000|	16.847485|	7.154738|	0.000000|	1.635520|	0.000000|	
31.643307|	21.864546|	0.000000|	2.914472|	0.000000|	16.785046|	7.130623|	0.000000|	1.634107|	0.000000|	
31.873096|	21.827812|	0.000000|	2.957586|	0.000000|	16.862466|	7.158507|	0.000000|	1.670318|	0.000000|	
31.952208|	22.006740|	0.000000|	2.939921|	0.000000|	16.854392|	7.153102|	0.000000|	1.614585|	0.000000|	
31.934502|	21.988770|	0.000000|	2.945186|	0.000000|	16.871204|	7.170109|	0.000000|	1.643293|	0.000000|	
31.830425|	21.887896|	0.000000|	2.922994|	0.000000|	16.863331|	7.159931|	0.000000|	1.632497|	0.000000|	
11.012382|	6.668969|	0.000000|	1.302866|	0.000000|	6.791052|	2.544989|	0.000000|	0.901531|	0.000000|	
21.222034|	11.684372|	0.000000|	1.791459|	0.000000|	16.179616|	6.778329|	0.000000|	1.437659|	0.000000|	
3.069419|	0.841297|	0.000000|	0.569565|	0.000000|	3.004144|	0.810564|	0.000000|	0.569490|	0.000000|	
2.843044|	0.804308|	0.000000|	0.561443|	0.000000|	2.949110|	0.817852|	0.000000|	0.576732|	0.000000|	
2.815101|	0.765616|	0.000000|	0.554616|	0.000000|	2.710855|	0.734269|	0.000000|	0.575621|	0.000000|	
3.059524|	0.848674|	0.000000|	0.601389|	0.000000|	3.095593|	0.852628|	0.000000|	0.581607|	0.000000|	
2.946779|	0.805375|	0.000000|	0.568924|	0.000000|	2.909497|	0.785594|	0.000000|	0.565648|	0.000000|	
2.643629|	0.720098|	0.000000|	0.555537|	0.000000|	2.598209|	0.703055|	0.000000|	0.564138|	0.000000|	
8.878494|	3.825190|	0.000000|	0.987572|	0.000000|	8.206797|	3.219849|	0.000000|	0.932856|	0.000000|	
